,XYLT1 (64131)
ACH-000004,-0.03320117062170618
ACH-000005,0.03573398847846085
ACH-000007,-0.04221004637145885
ACH-000009,0.1363878296575512
ACH-000011,-0.005689196435715185
ACH-000012,0.049423037692047284
ACH-000013,-0.027162557631674127
ACH-000014,0.00565328372566859
ACH-000015,-0.10269652019002662
ACH-000017,0.014048265243144792
ACH-000018,0.06661485187595037
ACH-000019,-0.0581284353604355
ACH-000021,-0.05338035952782688
ACH-000022,0.05524113908421667
ACH-000025,0.005110233868895705
ACH-000028,0.12923820502289846
ACH-000030,0.09031988154181532
ACH-000035,-0.04099659871556638
ACH-000036,-0.15713299400788194
ACH-000037,0.048302894285050094
ACH-000039,0.23206478421171745
ACH-000040,0.2540230509407377
ACH-000041,0.282416496068221
ACH-000042,0.05262496479154173
ACH-000045,-0.07360265852851344
ACH-000047,-0.06453339881481059
ACH-000052,-0.17370357523121768
ACH-000053,0.036544558134459136
ACH-000054,0.03901120819004991
ACH-000055,-0.08060605379713524
ACH-000060,0.3060423798118615
ACH-000067,0.15548632401687665
ACH-000070,0.008424960552595227
ACH-000075,-0.03886574738356964
ACH-000078,0.10805908410061213
ACH-000082,0.07153229122910779
ACH-000085,0.16056349073818246
ACH-000086,0.06731873654197502
ACH-000087,0.1432137443688933
ACH-000092,0.10462906914587973
ACH-000095,0.01893405340617144
ACH-000097,-0.03049384808069585
ACH-000098,0.026693987755252474
ACH-000099,-0.01944086629357164
ACH-000108,0.12297669457182445
ACH-000113,0.11970147851643778
ACH-000116,-0.00321023016862735
ACH-000118,-0.01683893533286807
ACH-000120,0.053248112758494316
ACH-000123,0.059009752064679614
ACH-000127,-0.2513845880809848
ACH-000128,0.1353275304597017
ACH-000132,-0.07335160130139919
ACH-000133,0.0211815094706426
ACH-000137,-0.062461540425258665
ACH-000138,0.09740763775483108
ACH-000142,0.09541677789348613
ACH-000143,0.06869287946233905
ACH-000146,0.050444575319959634
ACH-000148,-0.00881046605281141
ACH-000150,-0.05334533845038578
ACH-000152,0.1313242163734495
ACH-000153,0.10988668599783387
ACH-000159,0.09496955860686776
ACH-000160,0.09351488884380192
ACH-000163,0.06383008952982111
ACH-000167,-0.012072536928060958
ACH-000168,0.07109473241935045
ACH-000169,0.028380510080121137
ACH-000178,0.011831050318276793
ACH-000183,-0.030654136183574168
ACH-000188,0.1254394310517443
ACH-000189,-0.2314559329087043
ACH-000190,-0.0546006972570877
