,KIF2C (11004)
ACH-000004,-0.40873374401645707
ACH-000005,-0.7429776607319993
ACH-000007,-0.5129544468390663
ACH-000009,-0.5902422569657174
ACH-000011,-1.0880758628432192
ACH-000012,-0.24538600928287554
ACH-000013,-0.2897300896107107
ACH-000014,-0.6134935777566546
ACH-000015,-0.3587084040808789
ACH-000017,-0.12800231164508893
ACH-000018,-0.4998016087538485
ACH-000019,-0.15060812792388525
ACH-000021,-0.2994741549039394
ACH-000022,-0.5634647458499912
ACH-000025,-0.3243637898067794
ACH-000028,-0.3976493552853622
ACH-000030,-0.4824916129338784
ACH-000035,-0.24146202948011897
ACH-000036,-0.42251380850507103
ACH-000037,-0.8035498555228071
ACH-000039,-0.13888098531268714
ACH-000040,-0.631326648083309
ACH-000041,-0.15791986680736922
ACH-000042,-0.3806800209187306
ACH-000045,-0.4669326020334748
ACH-000047,-0.5794124318717861
ACH-000052,-0.33574279893674186
ACH-000053,-0.14043057824655394
ACH-000054,-0.6686342743968056
ACH-000055,-0.24735767603991654
ACH-000060,-0.3333672561966555
ACH-000067,-0.8830051029168282
ACH-000070,-0.2987012895899463
ACH-000075,-0.5751544887032384
ACH-000078,-0.3452932212478438
ACH-000082,-0.4698482206229439
ACH-000085,-0.4063595436615585
ACH-000086,-0.6495478167343935
ACH-000087,-0.5373286588018312
ACH-000092,-0.3327956709958014
ACH-000095,-0.2329258079924821
ACH-000097,-0.6445939815296117
ACH-000098,-0.5719443576715325
ACH-000099,-0.16134616973513985
ACH-000108,-0.3566666666726376
ACH-000113,-0.3238851144436758
ACH-000116,-0.4912005433865807
ACH-000118,-0.2823331290987182
ACH-000120,-0.6210954810753502
ACH-000123,-0.3884718989619481
ACH-000127,-0.3258728337610401
ACH-000128,-0.3184296680313081
ACH-000132,-0.3468053305247039
ACH-000133,-0.5278265000845962
ACH-000137,-0.2625828622680626
ACH-000138,-0.2253453482490757
ACH-000142,-0.4084672616628141
ACH-000143,-0.3004379514168102
ACH-000146,-0.20570811153308607
ACH-000148,-0.4605288239423075
ACH-000150,-0.5605189183670779
ACH-000152,-0.27716209297359823
ACH-000153,-0.3792323458418387
ACH-000159,-0.4458720158445311
ACH-000160,-0.5910868187453663
ACH-000163,-0.30187681236514
ACH-000167,-0.3884714420608773
ACH-000168,-0.33595134376444263
ACH-000169,-0.14834016617334714
ACH-000178,-0.40086305674232603
ACH-000183,-0.4376617863802808
ACH-000188,-0.3977004873420751
ACH-000189,-0.7428504454053195
ACH-000190,-0.3989572926071439
ACH-000198,-0.2470924831929002
ACH-000203,-0.2254031852289311
ACH-000204,-0.3126342866905263
ACH-000206,-0.6309968400725902
ACH-000207,-0.4335708369508258
ACH-000208,-0.32069262080778355
ACH-000210,-0.6325724817927064
ACH-000211,-0.22368374308891445
ACH-000215,-0.4366412826837407
ACH-000221,-0.23466596871572395
ACH-000222,-0.5307238740845879
ACH-000223,-0.4825803901783038
