,EPB41L2 (2037)
ACH-000004,-0.03890971618954767
ACH-000005,0.11155838578573203
ACH-000007,-0.11051172012685204
ACH-000009,0.0799629124540885
ACH-000011,-0.06575706907529814
ACH-000012,-0.057120454677956435
ACH-000013,-0.07220706754781198
ACH-000014,-0.059783569086747534
ACH-000015,-0.05243641211237022
ACH-000017,-0.0445157163057445
ACH-000018,-0.11591660056231964
ACH-000019,0.026120735669209614
ACH-000021,-0.16281662273548986
ACH-000022,0.0010939301323941318
ACH-000025,-0.10002057743907973
ACH-000028,-0.12039977937969855
ACH-000030,-0.07193781308029885
ACH-000035,0.09853988584257137
ACH-000036,-0.07695317906587354
ACH-000037,-0.11853261236124735
ACH-000039,-0.20326101464806465
ACH-000040,0.0043696467583921
ACH-000041,-0.08430953018505781
ACH-000042,-0.05751841358089654
ACH-000045,0.016465737540726798
ACH-000047,-0.3074204947841509
ACH-000052,-0.13136599376717992
ACH-000053,0.06385384224280571
ACH-000054,-0.1501948003779292
ACH-000055,-0.23785834957011615
ACH-000060,-0.16580222666692845
ACH-000067,0.14721197206979653
ACH-000070,-0.1210985337314431
ACH-000075,-0.019695705378379703
ACH-000078,-0.08102976719296211
ACH-000082,-0.11768176121111995
ACH-000085,-0.17502412204629508
ACH-000086,-0.01913326429953972
ACH-000087,-0.20103077166894345
ACH-000092,-0.18587576317827284
ACH-000095,-0.049799691409574534
ACH-000097,-0.0425739713453346
ACH-000098,0.023545815448982568
ACH-000099,-0.1213291894888608
ACH-000108,0.014074581948278785
ACH-000113,-0.10978167539497524
ACH-000116,-0.013918576114222236
ACH-000118,0.017165816784520706
ACH-000120,-0.1628819468605394
ACH-000123,-0.039200979089444116
ACH-000127,0.003629758107235164
ACH-000128,-0.00569597558335177
ACH-000132,-0.5612373148862977
ACH-000133,-0.18688756698525008
ACH-000137,0.09138338394719267
ACH-000138,0.01150465233246403
ACH-000142,0.014548819299391134
ACH-000143,-0.19129108689596927
ACH-000146,-0.10370348590079333
ACH-000148,-0.0837834699135791
ACH-000150,0.013953084338639943
ACH-000152,-0.043416507779534784
ACH-000153,-0.189888154777838
ACH-000159,-0.05977503140691678
ACH-000160,0.02601680059816546
ACH-000163,-0.05678242229537854
ACH-000167,-0.19940826083347749
ACH-000168,-0.1235231499284764
ACH-000169,-0.00383672989292075
ACH-000178,-0.04443495611201954
ACH-000183,0.06544580540676848
ACH-000188,-0.052857767816979054
ACH-000189,0.02836376164492922
ACH-000190,0.08056637040272335
ACH-000198,-0.11748567085297937
ACH-000203,0.5304888893815511
ACH-000204,0.0933141002013213
ACH-000206,0.0535995762574325
ACH-000207,0.0966627349396403
ACH-000208,-0.21613526158036706
ACH-000210,-0.30537634999350155
ACH-000211,-0.0919176990027216
ACH-000215,0.013499111451411916
ACH-000221,0.06447013343413367
ACH-000222,-0.0029410176872142093
ACH-000223,-0.10481815886051296
ACH-000226,0.018004713880644202
ACH-000227,-0.1197413531420814
ACH-000228,-0.03063245956030495
ACH-000231,-0.042428935922825685
ACH-000232,-0.06481220107326975
ACH-000233,-0.016982222720606496
ACH-000234,-0.1650566480619214
ACH-000235,-0.034678869805964845
ACH-000237,-0.023063055560339444
ACH-000238,-0.05077473365398204
ACH-000242,0.08347019039438218
ACH-000243,-0.041661018473375985
ACH-000244,0.16964909115648116
ACH-000246,-0.02047948498926117
