,GANAB (23193)
ACH-000004,-0.3877552180286295
ACH-000005,-0.6419493985510224
ACH-000007,-0.3411686361668098
ACH-000009,-0.3222815860565622
ACH-000011,-0.5343928865373261
ACH-000012,-0.08103416421482304
ACH-000013,-0.16627433207457465
ACH-000014,0.05379707454271865
ACH-000015,-0.17456307342936492
ACH-000017,-0.2311956760561581
ACH-000018,-0.43533292394912093
ACH-000019,-0.14702199119943546
ACH-000021,-0.14459062759037822
ACH-000022,-0.13236490442904944
ACH-000025,-0.4041048887725157
ACH-000028,-0.15401168591940104
ACH-000030,-0.2377965422493548
ACH-000035,-0.18344224002979065
ACH-000036,-0.19627172904006454
ACH-000037,-0.2673002480364129
ACH-000039,-0.08962271398217743
ACH-000040,-0.12347723270119634
ACH-000041,-0.02038746436145865
ACH-000042,-0.4327002022304503
ACH-000045,0.32348326070776284
ACH-000047,-0.15990893857195232
ACH-000052,-0.4140881228186
ACH-000053,0.0625103760976878
ACH-000054,-0.20076113400172071
ACH-000055,-0.30654972933624514
ACH-000060,-0.27778652202546816
ACH-000067,-0.1200342757534463
ACH-000070,-0.41751348713447994
ACH-000075,-0.2127112164230137
ACH-000078,-0.07610378065545834
ACH-000082,-0.3579761956376929
ACH-000085,-0.1956447935307922
ACH-000086,-0.44073414796263854
ACH-000087,-0.1284556026378073
ACH-000092,-0.4178036812550028
ACH-000095,-0.0459239843440302
ACH-000097,-0.13304020366660654
ACH-000098,-0.3125453798280052
ACH-000099,-0.3576466325588953
ACH-000108,-0.4498758990423905
ACH-000113,-0.3608529270795663
ACH-000116,-0.1850361463374319
ACH-000118,-0.4986217962231533
ACH-000120,-0.14050341961430518
ACH-000123,-0.2673896030693199
ACH-000127,-0.3392051864406343
ACH-000128,-0.3586277023929915
ACH-000132,-0.4327659632028967
ACH-000133,-0.449145521243497
ACH-000137,-0.23402475367256464
ACH-000138,-0.18280917107218145
ACH-000142,-0.20785989266481472
ACH-000143,-0.031895729142510175
ACH-000146,0.03580411713119385
ACH-000148,-0.08643406003773015
ACH-000150,-0.5291214189356626
ACH-000152,-0.24903210150864566
ACH-000153,-0.3645328292798851
ACH-000159,0.055254104075095005
ACH-000160,-0.14620932335411346
ACH-000163,-0.2333799940556927
ACH-000167,-0.29536130877206546
ACH-000168,-0.19038780048211607
ACH-000169,-0.2542935715483469
ACH-000178,-0.4928688165882924
ACH-000183,-0.2117628044759768
ACH-000188,-0.3198935802230285
ACH-000189,-0.2834616621195821
ACH-000190,-0.24116380116539254
ACH-000198,0.18493648357512366
ACH-000203,0.07264646757338185
ACH-000204,-0.2930397433112493
ACH-000206,-0.30637084087268496
ACH-000207,-0.1547905502359085
ACH-000208,-0.118628437463069
ACH-000210,-0.13197562800427964
ACH-000211,-0.3093439307383652
ACH-000215,-0.09532538454983686
ACH-000221,-0.10907882252886954
ACH-000222,-0.3244272814325667
ACH-000223,-0.2110028494032976
ACH-000226,-0.10665684239446024
ACH-000227,-0.231097718550276
ACH-000228,-0.2832680955212136
ACH-000231,-0.20104933090993973
ACH-000232,-0.2337526301923892
ACH-000233,-0.16242760828739922
ACH-000234,-0.16668968174875504
ACH-000235,-0.1548410282829194
ACH-000237,-0.3251606366840309
ACH-000238,-0.16980012081949994
ACH-000242,0.07797901508974682
ACH-000243,-0.11353071671055702
ACH-000244,-0.3405988197766755
ACH-000246,-0.16386631609990845
ACH-000248,-0.059324433368515124
ACH-000250,-0.21117372621024968
ACH-000251,-0.4260966788461316
ACH-000252,-0.25828746716792905
ACH-000253,-0.17441013219968204
ACH-000255,-0.3443917101230764
ACH-000256,-0.5461658409062323
ACH-000257,-0.2622283539670132
ACH-000258,0.13016749227480262
ACH-000259,-0.7253582329637
ACH-000260,-0.12301174710307625
ACH-000261,-0.2574999291092853
ACH-000262,-0.31999674196882383
ACH-000263,-0.01152919691138434
ACH-000264,-0.18740743051935996
ACH-000265,-0.2475934933845705
ACH-000266,-0.17559500156548627
ACH-000272,-0.3678666594290754
ACH-000274,-0.15667276060728053
ACH-000277,-0.3481123649610616
ACH-000278,-0.09225036805868383
ACH-000279,-0.1042476290064626
ACH-000280,-0.009732031014122794
ACH-000281,-0.24714679590537406
ACH-000288,-0.24702837037276335
ACH-000291,-0.17452664504946944
ACH-000293,-0.42183984526682505
ACH-000294,-0.14736474149198414
ACH-000295,-0.8794241530457332
ACH-000296,-0.12162765237125875
ACH-000302,-0.2614337708841859
ACH-000304,0.039066175461108105
ACH-000307,-0.31968398601606074
ACH-000308,-0.2406780546706207
ACH-000310,-0.053951680309516685
ACH-000311,-0.0936822472301128
ACH-000312,-0.06330824238621319
ACH-000315,-0.5685654449052554
ACH-000316,-0.6217912947279608
ACH-000317,-0.3828345499214015
ACH-000318,-0.3677114064443779
ACH-000319,-0.39612106747956777
ACH-000320,-0.3305767297712252
ACH-000322,-0.2860234842790332
ACH-000323,0.18998900258023704
ACH-000324,-0.3797674754765605
ACH-000329,-0.1884086866640954
ACH-000330,-0.2498856482343978
ACH-000331,-0.5304648498915925
ACH-000332,-0.3591702640335409
ACH-000334,-0.2283391428225262
ACH-000335,-0.23770013487594024
ACH-000336,-0.22444563107270268
ACH-000337,-0.3468648805128469
ACH-000338,-0.7107409483052941
ACH-000339,-0.34117442105664586
ACH-000341,-0.12088181883884735
ACH-000348,-0.16283006553503934
ACH-000350,-0.08298479629897977
ACH-000352,-0.10190218119438098
ACH-000356,-0.3109848950106369
ACH-000361,-0.07595440367623706
ACH-000362,-0.21595847147122152
ACH-000363,0.2029806304815925
ACH-000364,-0.5678910850918519
ACH-000365,-0.5935296546780942
ACH-000366,-0.4202434290693891
ACH-000368,-0.32561556317414386
ACH-000374,-0.4152971740138109
ACH-000375,-0.2652826350993722
ACH-000376,-0.2717505100016732
ACH-000381,-0.0888853165562623
ACH-000383,-0.12538340243343316
ACH-000387,-0.7706668900143853
ACH-000389,-0.1981336770091424
ACH-000390,-0.233459550175041
ACH-000393,-0.27119797065107504
ACH-000395,-0.2450495542745821
ACH-000396,-0.3129140772125065
ACH-000397,-0.2552882410424426
ACH-000401,-0.16072514905490554
ACH-000402,-0.18888424586845026
ACH-000403,-0.17369427522963124
ACH-000404,-0.270061433783249
ACH-000406,-0.39766246395487226
ACH-000407,-0.13242423627549751
ACH-000408,-0.3946788694379311
ACH-000410,-0.23485845033560535
ACH-000411,-0.3898234264574982
ACH-000414,-0.2386267441948836
ACH-000415,-0.3958708687324607
ACH-000416,-0.28759195732865445
ACH-000420,-0.4694498293089288
ACH-000421,-0.12767056879088515
ACH-000424,-0.15520752180945188
ACH-000425,-0.08783600104166579
ACH-000426,0.013098669321684905
ACH-000427,-0.2925159942050596
ACH-000433,-0.2411003657319902
ACH-000435,-0.11999082462572605
ACH-000436,-0.2382467764324646
ACH-000444,-0.2899497173074138
ACH-000445,-0.5039915299461646
ACH-000448,-0.13953751516205642
ACH-000450,-0.19141603179468936
ACH-000452,-0.21258249065530765
ACH-000454,-0.354888457647115
ACH-000458,-0.2620553613968197
ACH-000459,-0.19098129232809116
ACH-000460,-0.05796379675929202
ACH-000461,-0.33103929232315404
ACH-000463,-0.2600496073962787
ACH-000464,-0.21419917895774332
ACH-000466,-0.3051450749100739
ACH-000467,-0.3368577486541845
ACH-000468,-0.3002512733084641
ACH-000469,-0.4248473242604263
ACH-000470,-0.2293612397168247
ACH-000471,-0.4478058089611263
ACH-000472,-0.20198808911564636
ACH-000473,-0.16602289629944286
ACH-000475,-0.4960144776983708
ACH-000476,0.14729085509429685
ACH-000477,-0.06997058901483955
ACH-000479,-0.16852364073798198
ACH-000480,-0.6396424706999596
ACH-000481,-0.2255065697539581
ACH-000483,-0.3193961883280217
ACH-000484,-0.20315142134816475
ACH-000485,0.07778036095662212
ACH-000486,-0.2524269196397341
ACH-000487,-0.18633141792543495
ACH-000488,-0.1185664224169492
ACH-000490,-0.5156258761191378
ACH-000491,-0.17687515575178808
ACH-000495,0.07375033284061094
ACH-000496,-0.4336443853813686
ACH-000499,-0.18991650378961544
ACH-000500,-0.2681620718463037
ACH-000502,-0.1964850975008327
ACH-000503,-0.4469942209346864
