,AGTPBP1 (23287)
ACH-000004,0.2437606915212433
ACH-000005,0.4477293950934467
ACH-000007,0.38924919815540093
ACH-000009,0.22686776873752945
ACH-000011,0.07261925805719306
ACH-000012,0.1937737235823243
ACH-000013,0.12682336881789247
ACH-000014,0.12872610072284352
ACH-000015,0.10024795018184092
ACH-000017,0.2561996527361759
ACH-000018,0.31068073117601513
ACH-000019,0.2298353578309203
ACH-000021,0.20103152308877986
ACH-000022,0.15599352227762345
ACH-000025,0.07150059250064449
ACH-000028,0.3802874860329278
ACH-000030,0.2443860317207665
ACH-000035,0.1371935782803717
ACH-000036,0.30127681853157584
ACH-000037,0.06682896861764602
ACH-000039,0.226270182262272
ACH-000040,0.1801743401740288
ACH-000041,0.18258015833315488
ACH-000042,0.20955547536333244
ACH-000045,0.4260165880547534
ACH-000047,0.12046926685395165
ACH-000052,0.2005174192211547
ACH-000053,0.2830832110376911
ACH-000054,0.2290718860072357
ACH-000055,0.049117854262224085
ACH-000060,0.2277749178124079
ACH-000067,0.1486349131674817
ACH-000070,0.3078743988724231
ACH-000075,0.2342799005125475
ACH-000078,0.0886080600056977
ACH-000082,0.28812434705723
ACH-000085,0.2700629582019738
ACH-000086,0.22354097642186974
ACH-000087,0.21492555536161245
ACH-000092,0.23967707475417965
ACH-000095,0.2890118784697354
ACH-000097,0.20152611297005185
ACH-000098,0.2949654412282639
ACH-000099,0.16524061670195958
ACH-000108,0.1431137760323191
ACH-000113,0.18524182574513495
ACH-000116,0.3318371841486044
ACH-000118,0.14450812965358092
ACH-000120,0.2768889922425359
ACH-000123,0.19260947466653844
ACH-000127,0.1975153529344444
ACH-000128,0.1163837913308616
ACH-000132,0.2647458771136869
ACH-000133,0.19105744678914832
ACH-000137,0.1465018614978303
ACH-000138,0.2120181306444372
ACH-000142,0.23331311606650865
ACH-000143,0.2290457444016775
ACH-000146,0.20105872939227207
ACH-000148,0.15734749143191612
ACH-000150,0.3089259592731895
ACH-000152,0.19317237320437647
ACH-000153,0.13270326387176512
ACH-000159,0.25457238962235984
ACH-000160,0.2372033415107037
ACH-000163,0.2443684567571868
ACH-000167,0.1983647756582837
ACH-000168,0.29475686791237365
ACH-000169,0.3012542378348333
ACH-000178,0.21440358512984686
ACH-000183,0.3480154420502997
ACH-000188,0.0049392571435118325
ACH-000189,0.1671843258541343
ACH-000190,0.3851642563998922
ACH-000198,0.19816271684746328
ACH-000203,0.6806822125069759
ACH-000204,0.1889736105455014
ACH-000206,0.516977805299244
ACH-000207,0.12570099644169572
ACH-000208,0.16545785875012073
ACH-000210,0.15907337024707974
ACH-000211,0.29459400229896593
ACH-000215,0.1871825894384156
ACH-000221,0.12723354167444806
ACH-000222,0.14765963858858994
ACH-000223,0.2787444938274687
ACH-000226,0.2499216793643212
ACH-000227,0.2702624270037104
ACH-000228,0.19738240769623014
ACH-000231,0.2528241017387581
ACH-000232,0.2058331272871456
ACH-000233,0.3171814306404716
ACH-000234,0.27177173617634803
ACH-000235,0.16386581648639525
ACH-000237,0.25855029730412626
ACH-000238,0.15452738686251602
ACH-000242,0.3594062184700439
ACH-000243,0.30203400972869066
ACH-000244,0.1872693912826514
ACH-000246,0.17090376131428486
ACH-000248,0.19824970643697126
ACH-000250,0.3151807265334765
ACH-000251,0.1933648042371644
ACH-000252,0.10384452516825092
ACH-000253,0.2502897617119568
ACH-000255,0.17878602009597985
ACH-000256,0.18336860314682024
ACH-000257,0.1642748971285231
ACH-000258,0.3390724900325451
ACH-000259,0.20278282764476852
ACH-000260,0.13568170024621484
ACH-000261,0.29203301931475256
ACH-000262,0.13735613149838918
ACH-000263,0.27171904673665354
ACH-000264,0.19636657016860296
ACH-000265,0.24941252247471996
ACH-000266,0.22136982925924864
ACH-000272,0.222862464183228
ACH-000274,0.26631919707885804
ACH-000277,0.2368179673573545
ACH-000278,0.14276574734156527
ACH-000279,0.28559689528716203
ACH-000280,0.32084786359353074
ACH-000281,0.2951429581620813
ACH-000288,0.2361794816966404
ACH-000291,0.3220538638064317
ACH-000293,0.2201579429428952
ACH-000294,0.17805045019108795
ACH-000295,0.1654383087885038
ACH-000296,0.42273398516633415
ACH-000302,0.31398150271676745
ACH-000304,0.3686032988933208
ACH-000307,0.1489123264009196
ACH-000308,0.2310469285848757
ACH-000310,0.3221609702177377
ACH-000311,0.2535329495644838
ACH-000312,0.3235544557500241
ACH-000315,0.3397330677967175
ACH-000316,0.3229421544650525
ACH-000317,0.2994627312819808
ACH-000318,0.2503248586035168
ACH-000319,0.16435166025173228
ACH-000320,0.3640417914496281
ACH-000322,0.26272956606347425
ACH-000323,0.2996048235910416
ACH-000324,0.23948237214216106
ACH-000329,0.2666872521302658
ACH-000330,0.23574289398627005
ACH-000331,0.20587340484002065
ACH-000332,0.350890634834925
ACH-000334,0.16416266223297935
ACH-000335,0.14976434611149714
ACH-000336,0.1150685935966705
ACH-000337,0.36539031283793627
ACH-000338,0.3852592316070743
ACH-000339,0.2020415590229312
ACH-000341,0.0669890293418838
ACH-000348,0.21072166342255105
ACH-000350,0.33021939716045945
ACH-000352,0.2779462485013641
ACH-000356,0.12422682169209172
ACH-000361,0.24565156460280704
ACH-000362,0.08944381291000261
ACH-000363,0.3056437673804544
ACH-000364,0.0866581162752315
ACH-000365,0.24869197970070775
ACH-000366,0.2315488761965423
ACH-000368,0.2879258411848961
ACH-000374,0.31437321250392425
ACH-000375,0.1441443047547809
ACH-000376,0.235948458092901
ACH-000381,0.33524163715974176
ACH-000383,0.24706311802738254
ACH-000387,0.19990526592501112
ACH-000389,0.24231688433276835
ACH-000390,0.1090543785586525
ACH-000393,0.2636067886874843
ACH-000395,0.06859018446095312
ACH-000396,0.38613440070530103
ACH-000397,0.19575971734609787
ACH-000401,-0.0042800821989517285
ACH-000402,0.4195427706572508
ACH-000403,0.1982583694880435
ACH-000404,0.6071560734894105
ACH-000406,0.17411755457534125
ACH-000407,0.1217608532665461
ACH-000408,0.2195801637052756
ACH-000410,0.21480450110083865
ACH-000411,0.17375713038033933
ACH-000414,0.3167219367098908
ACH-000415,0.2705622028546532
ACH-000416,0.22558888745570596
ACH-000420,0.34861393793904943
ACH-000421,0.2664997251013785
ACH-000424,0.17606225177143053
ACH-000425,0.1983290321957271
ACH-000426,0.3230089913945385
ACH-000427,0.2391842711766612
ACH-000433,0.3059849285698145
ACH-000435,0.4446608692360704
ACH-000436,0.2554966572061162
ACH-000444,0.2693369458007025
ACH-000445,0.23262869173591824
ACH-000448,0.18783605710042345
ACH-000450,0.1782631636310286
ACH-000452,0.25091002498039744
ACH-000454,0.028353517212234555
ACH-000458,0.16335418864381862
ACH-000459,0.26953438272517144
ACH-000460,0.1765111149930731
ACH-000461,0.16730441114728126
ACH-000463,0.26101323873904164
ACH-000464,0.2563939443362232
ACH-000466,0.2090802798065075
ACH-000467,0.1918254477344981
ACH-000468,0.22745382655628865
ACH-000469,0.2912418611479616
ACH-000470,0.2518745902593051
ACH-000471,0.2102232955959036
ACH-000472,0.2417500909554664
ACH-000473,0.09232781354186664
ACH-000475,0.2763750831493975
ACH-000476,0.2699986611270214
ACH-000477,0.14220230422488106
ACH-000479,0.0221787897232396
ACH-000480,0.3338731009958717
ACH-000481,0.11554198669249795
ACH-000483,0.2295816950767421
ACH-000484,0.21907770205930194
ACH-000485,0.245994549561662
ACH-000486,0.17271550455497725
ACH-000487,0.2625111625299857
ACH-000488,0.1806914830851368
ACH-000490,0.22938030045086405
ACH-000491,0.12816695426977026
ACH-000495,0.19058834952369585
ACH-000496,0.2231404946474879
ACH-000499,0.2258952025545807
ACH-000500,-0.27344938372976635
ACH-000502,0.250945947488088
ACH-000503,0.6095073833212544
ACH-000505,0.2943243949224376
ACH-000507,0.20231221562577476
ACH-000510,0.2903629033052617
ACH-000511,0.27826726133078616
ACH-000512,0.29130053628223423
ACH-000516,0.30448391293447635
ACH-000517,0.31595455553053325
ACH-000518,0.3205937375041596
ACH-000520,0.11153054411297604
ACH-000521,0.12574225789300686
ACH-000522,0.10569462713300112
ACH-000524,0.25852154455124565
ACH-000527,0.2369570038227328
ACH-000528,0.3325583374328361
ACH-000537,0.1583167148940732
ACH-000541,0.2960355457997476
ACH-000542,0.2851111274632933
ACH-000544,0.22340448504919627
ACH-000545,0.3069085107179799
ACH-000547,0.2328313671697248
ACH-000548,0.2902843853347521
ACH-000549,0.28198071238177763
ACH-000550,0.2318051026971059
ACH-000552,0.2545777418035871
ACH-000556,0.16869755651691135
ACH-000557,0.2786993232424606
ACH-000569,0.13189548474189575
ACH-000570,0.15238465671681847
ACH-000571,0.15118673631347174
ACH-000573,0.2365807608864362
