,NTF4 (4909)
ACH-000004,-0.1891003130000232
ACH-000005,-0.31618117816295344
ACH-000007,-0.13197402663511607
ACH-000009,-0.2304381382270913
ACH-000011,-0.02813476161108366
ACH-000012,-0.22274733845834296
ACH-000013,-0.2756636536942878
ACH-000014,-0.2427684258654192
ACH-000015,-0.24394552093411465
ACH-000017,-0.1883832959392168
ACH-000018,-0.2313419151078433
ACH-000019,-0.1634483745956134
ACH-000021,-0.13787362866461078
ACH-000022,-0.419449480109765
ACH-000025,-0.07297866415441158
ACH-000028,-0.2839865768997415
ACH-000030,-0.19498559171101992
ACH-000035,-0.11750375738861582
ACH-000036,-0.2069768943523227
ACH-000037,-0.07223595164353266
ACH-000039,0.0003743703753734143
ACH-000040,-0.15630342756995722
ACH-000041,-0.02764577693615012
ACH-000042,-0.15950765753859367
ACH-000045,-0.3439399545733513
ACH-000047,-0.1918588744529534
ACH-000052,0.17257322406188466
ACH-000053,-0.21302289252475148
ACH-000054,-0.3705794842785104
ACH-000055,-0.13039393184312564
ACH-000060,-0.12202973349979344
ACH-000067,-0.3007589608596368
ACH-000070,-0.015910197978867325
ACH-000075,0.028026398789171292
ACH-000078,-0.1968052322449393
ACH-000082,-0.13957495816685825
ACH-000085,-0.09894899327468568
ACH-000086,-0.31177357119276744
ACH-000087,-0.27786201780697545
ACH-000092,-0.2279528725336527
ACH-000095,-0.2502481502638008
ACH-000097,-0.23290667648607746
ACH-000098,-0.3087441705994733
ACH-000099,-0.29703660915761315
ACH-000108,-0.3051503376246296
ACH-000113,-0.28345824698951866
ACH-000116,-0.1134043108592541
ACH-000118,-0.1264445850572044
ACH-000120,-0.04965849983630792
ACH-000123,-0.2611608708628824
ACH-000127,-0.19450174200759413
ACH-000128,-0.2153628974416672
ACH-000132,-0.0484178321961047
ACH-000133,-0.17939080080059708
ACH-000137,-0.19275767447842665
ACH-000138,-0.20692947797119565
ACH-000142,-0.25606175758358984
ACH-000143,-0.2426160706387455
ACH-000146,-0.2485919411638629
ACH-000148,-0.2285548592176901
ACH-000150,-0.12316699550483474
ACH-000152,-0.2898903404019719
ACH-000153,-0.2511534603078143
ACH-000159,-0.24150430434826656
ACH-000160,-0.27494220677007025
ACH-000163,-0.15601474544286484
ACH-000167,-0.3438763411148033
ACH-000168,-0.4145555093701437
ACH-000169,-0.024142499199117613
ACH-000178,-0.12876983746949272
ACH-000183,-0.26258672311973
ACH-000188,-0.14187077045310215
ACH-000189,-0.3120065058768116
ACH-000190,-0.11131963551809126
ACH-000198,-0.2869164773024488
ACH-000203,-0.09802661242664208
ACH-000204,-0.29006585206143315
ACH-000206,-0.45711373514742504
ACH-000207,-0.20898968984373226
ACH-000208,-0.3505012677359848
ACH-000210,-0.3682144852167007
ACH-000211,-0.16188771771991367
ACH-000215,-0.048183547002314864
ACH-000221,-0.18236738066435773
ACH-000222,-0.2576068351084799
ACH-000223,-0.18069544785069827
ACH-000226,0.02444102031847109
ACH-000227,-0.21041861170156476
ACH-000228,-0.22322470453897392
ACH-000231,-0.021191753888669628
ACH-000232,-0.1816032680039712
ACH-000233,-0.3595620600739058
ACH-000234,-0.15193852628145868
ACH-000235,-0.2763721727255136
ACH-000237,-0.2721116653625647
ACH-000238,-0.1363414125122088
ACH-000242,-0.23286981284410235
ACH-000243,-0.06216358348464464
ACH-000244,-0.10321590323197452
ACH-000246,-0.27671199575978256
ACH-000248,-0.11638810147026699
ACH-000250,-0.21955456177633248
ACH-000251,-0.2615703025632124
ACH-000252,-0.060909533631633074
ACH-000253,-0.3147810439325187
ACH-000255,-0.1509864746788559
ACH-000256,-0.2232612253572065
ACH-000257,0.06722137570801003
ACH-000258,-0.09722043296342303
ACH-000259,-0.32879988699972906
ACH-000260,-0.17593709088144727
ACH-000261,-0.0965101176617906
ACH-000262,-0.25423523265730913
ACH-000263,-0.24337097925379955
ACH-000264,-0.14426487504996124
ACH-000265,-0.2109315977044233
ACH-000266,-0.1703691151498556
ACH-000272,-0.12019886036094515
ACH-000274,-0.17654795029288786
ACH-000277,-0.2633591172742628
ACH-000278,-0.3056812220634473
ACH-000279,-0.23874092649537906
ACH-000280,-0.25411261220261605
ACH-000281,-0.05331463451829049
ACH-000288,-0.0705775414111118
ACH-000291,-0.2713716689695999
ACH-000293,-0.2840909779920626
ACH-000294,-0.4933965781318914
ACH-000295,-0.053157903697038066
ACH-000296,-0.06985149367864113
ACH-000302,-0.4638162492248101
ACH-000304,-0.14895972357696474
ACH-000307,-0.16074639226720006
ACH-000308,-0.3389385805114491
ACH-000310,-0.10417111400455488
ACH-000311,-0.22367900839893096
ACH-000312,-0.28717546269735217
ACH-000315,-0.17238447520599512
ACH-000316,-0.004736294372232617
ACH-000317,-0.14206611202180713
ACH-000318,-0.36898497534508573
ACH-000319,-0.3138913080998619
ACH-000320,-0.07464312492204195
ACH-000322,-0.04187470506245297
ACH-000323,-0.2225616494751932
ACH-000324,-0.2023037968744809
ACH-000329,-0.2304125765271937
ACH-000330,-0.0419628005582225
ACH-000331,0.04419161387009908
ACH-000332,-0.22787516491923065
ACH-000334,-0.4702785226264
ACH-000335,-0.3718901858258391
ACH-000336,-0.2709994447221257
ACH-000337,-0.11184962852506912
ACH-000338,0.4169044818754438
ACH-000339,-0.2352214846757683
ACH-000341,-0.29214410360826504
ACH-000348,-0.2219879914080743
ACH-000350,-0.2437356578081102
ACH-000352,-0.19984627671094687
ACH-000356,0.029496502800757638
ACH-000361,-0.3297064485306763
ACH-000362,-0.2435607695771372
ACH-000363,-0.16273940284524002
ACH-000364,-0.2938845680352524
ACH-000365,-0.2424638864544907
ACH-000366,-0.2528342411875394
ACH-000368,-0.0420297739661184
ACH-000374,-0.17188360857739493
ACH-000375,-0.21503032853049348
ACH-000376,0.024399793143868552
ACH-000381,-0.2613562829382487
ACH-000383,-0.25388352580326146
ACH-000387,-0.1945548125253268
ACH-000389,-0.22758953128892265
ACH-000390,-0.1804141195388397
ACH-000393,-0.21330960076840946
ACH-000395,-0.4386046505552185
ACH-000396,-0.25824713990330583
ACH-000397,-0.2611877569344316
ACH-000401,-0.10949504297133528
ACH-000402,0.20697265142975704
ACH-000403,-0.22317205139366306
ACH-000404,-0.4680381100904507
ACH-000406,-0.16721151647540655
ACH-000407,-0.184049828399386
ACH-000408,-0.12644792307983216
ACH-000410,-0.27982609092901145
ACH-000411,-0.2315034845112302
ACH-000414,-0.1469411417412176
ACH-000415,-0.13523251736963424
ACH-000416,-0.15476023902122316
ACH-000420,-0.4556074500180992
ACH-000421,-0.2603921909587231
ACH-000424,-0.08198675560574215
ACH-000425,-0.1648975289551222
ACH-000426,-0.24183634607948554
ACH-000427,-0.2813470069560454
ACH-000433,-0.14102922635607176
ACH-000435,0.19045352192559534
ACH-000436,-0.1139866949509638
ACH-000444,-0.240267027264278
ACH-000445,-0.17026744979750846
ACH-000448,-0.2359289577307914
ACH-000450,-0.05972176164805956
ACH-000452,-0.14927952991270524
ACH-000454,-0.08493583604410243
ACH-000458,-0.030624326000171526
ACH-000459,-0.10967233603333426
ACH-000460,-0.21877814332292791
ACH-000461,-0.28990452391645943
ACH-000463,-0.2334729576651552
ACH-000464,-0.3011852109434452
ACH-000466,-0.2609457776621692
ACH-000467,-0.21948288535261568
ACH-000468,-0.3459859539052784
ACH-000469,-0.2668218695649988
ACH-000470,-0.11144024360865636
ACH-000471,-0.2193950382920386
ACH-000472,-0.22128263990086688
ACH-000473,-0.21861912400080172
ACH-000475,-0.17939915234927228
ACH-000476,-0.1680834262326816
ACH-000477,-0.15705129275837434
ACH-000479,0.07736232175404753
ACH-000480,-0.0831817570640567
ACH-000481,-0.392900856516236
ACH-000483,-0.10079087459363424
ACH-000484,-0.17826957166815555
ACH-000485,-0.18332438573345725
ACH-000486,-0.29379275343702504
ACH-000487,-0.29595897009328354
