,CRLF3 (51379)
ACH-000004,-0.07879687427603589
ACH-000005,0.06016051577843155
ACH-000007,-0.06332637849722561
ACH-000009,-0.15666222104246913
ACH-000011,-0.08745819201537074
ACH-000012,-0.2027138339487303
ACH-000013,-0.10730834708849156
ACH-000014,0.0015788738782256744
ACH-000015,0.09199303708777604
ACH-000017,-0.25958253298924755
ACH-000018,0.023601843495326503
ACH-000019,-0.3636991778951718
ACH-000021,0.028107071653137382
ACH-000022,-0.2331687447301073
ACH-000025,0.030514332163873517
ACH-000028,-0.160292488288644
ACH-000030,-0.236725498137845
ACH-000035,-0.1671073852882392
ACH-000036,-0.04628587188283493
ACH-000037,0.034972868453640456
ACH-000039,-0.17351715695267286
ACH-000040,0.061562571169757475
ACH-000041,-0.008182785352181539
ACH-000042,0.09810509152741326
ACH-000045,-0.024975103307449432
ACH-000047,-0.02211754283592111
ACH-000052,-0.183505304006796
ACH-000053,-0.22047845325548396
ACH-000054,-0.04269750820574427
ACH-000055,-0.2148746514899944
ACH-000060,0.07958166837126238
ACH-000067,-0.10153599706072428
ACH-000070,0.024298742678898044
ACH-000075,-0.11612466432551025
ACH-000078,-0.14370244816553307
ACH-000082,-0.11007410939697188
ACH-000085,0.04423684152460194
ACH-000086,-0.12732908032967144
ACH-000087,-0.17184549959732162
ACH-000092,-0.019159141276573415
ACH-000095,-0.13189129362095814
ACH-000097,-0.0826199072316242
ACH-000098,-0.08965325147738745
ACH-000099,-0.09784589132734038
ACH-000108,-0.0770793454088695
ACH-000113,-0.10305345994300433
ACH-000116,0.04996572821612354
ACH-000118,0.05624204415336413
ACH-000120,-0.19065869622060455
ACH-000123,-0.1475878282130838
ACH-000127,0.07896957359556847
ACH-000128,-0.012923724474258269
ACH-000132,-0.0716507680213615
ACH-000133,-0.13363896645429146
ACH-000137,0.07748706037198923
ACH-000138,0.004685319464043596
ACH-000142,-0.13076070742263732
ACH-000143,-0.2903315579931031
ACH-000146,-0.05740614555004098
ACH-000148,-0.11990992774766995
ACH-000150,0.11609988231835205
ACH-000152,-0.2460590039041587
ACH-000153,-0.07079157695620521
ACH-000159,-0.05169710981301817
ACH-000160,-0.07637353993444722
ACH-000163,0.01924894675065192
ACH-000167,-0.07161852629469655
ACH-000168,-0.14355913131095294
ACH-000169,-0.16287104212556525
ACH-000178,-0.10739679956110657
ACH-000183,-0.14007777786758194
ACH-000188,-0.13731136958676834
ACH-000189,0.0915747390234262
ACH-000190,-0.21636442015229507
ACH-000198,-0.050396066240212055
ACH-000203,-0.046963122920601376
ACH-000204,-0.34244261069782816
ACH-000206,-0.25512320748976725
ACH-000207,-0.2068645654945895
ACH-000208,0.0888881497853179
ACH-000210,-0.04445042934643152
ACH-000211,-0.25128257384783315
ACH-000215,-0.15049418452534893
