,PTK2 (5747)
ACH-000004,-0.4549143486360818
ACH-000005,-0.2915969770193793
ACH-000007,-0.6270440541563735
ACH-000009,-0.6144628027774172
ACH-000011,-1.0752682667445728
ACH-000012,-0.4966017599229036
ACH-000013,-0.216001480327852
ACH-000014,-0.8437693308103595
ACH-000015,-0.6268352738478504
ACH-000017,-0.10961420308359963
ACH-000018,-0.8235566893751681
ACH-000019,-0.2726262259252291
ACH-000021,-0.3943887207388932
ACH-000022,-0.40038609809253134
ACH-000025,-0.7130615332972852
ACH-000028,-0.3726967083088545
ACH-000030,-0.4549200300952007
ACH-000035,-0.5466959581089301
ACH-000036,-1.1633632392114976
ACH-000037,-0.22671364625313584
ACH-000039,-0.16119834950304876
ACH-000040,-0.4488794148545667
ACH-000041,-0.140036787371822
ACH-000042,-0.30973617408588994
ACH-000045,-0.4636352601467327
ACH-000047,-0.8895508126596959
ACH-000052,-0.5343267061619245
ACH-000053,-0.1688939132111218
ACH-000054,-0.8971172658830533
ACH-000055,-0.2760098589211453
ACH-000060,-0.8547505394843699
ACH-000067,-0.7969248335890821
ACH-000070,-0.4670426685518763
ACH-000075,-0.4204101984871205
ACH-000078,-0.4660483386381401
ACH-000082,-0.7883760235919602
ACH-000085,-0.3361929071437127
ACH-000086,-0.4767240998501538
ACH-000087,-0.3597441959285743
ACH-000092,-0.4862554181372062
ACH-000095,-0.18387725111203956
ACH-000097,-0.47323021708354
ACH-000098,-0.8312179497320255
ACH-000099,-0.5333574847869788
ACH-000108,-0.9273812345190536
ACH-000113,-0.3052332802443429
ACH-000116,-0.2484032645796021
ACH-000118,-0.8175585145044749
ACH-000120,-1.1484242173328616
ACH-000123,-0.4855905052078429
ACH-000127,-1.0370920996426083
ACH-000128,-0.41644589365294254
ACH-000132,-0.8103494598049951
ACH-000133,-0.599488026241156
ACH-000137,-0.3362265629191313
ACH-000138,-0.7318830068080894
ACH-000142,-0.6088115318916707
ACH-000143,-0.4101241737796573
ACH-000146,-0.1396208392334222
ACH-000148,-0.3911716418154764
ACH-000150,-1.0089373034842664
ACH-000152,-1.0672701938671785
ACH-000153,-0.5665271220352726
ACH-000159,-0.4954528269175508
ACH-000160,-0.15970245154637971
ACH-000163,-0.02506388761064312
ACH-000167,-0.7092335343652096
ACH-000168,-0.4281466390021364
ACH-000169,-0.4493068289249551
ACH-000178,-0.8911597493350185
ACH-000183,-0.17402639882244808
ACH-000188,-0.36064977676202575
ACH-000189,-0.4869307309309806
ACH-000190,-0.3334357665183389
ACH-000198,-0.3326558453927201
ACH-000203,-0.5601013256591011
ACH-000204,-0.3903412488878735
ACH-000206,-0.4074937547275888
ACH-000207,-0.275475959899359
ACH-000208,-0.6991752170537067
ACH-000210,-0.3025117113867503
ACH-000211,-0.6201139200511687
ACH-000215,-0.6593214612264336
ACH-000221,-0.3233867018864018
ACH-000222,-0.6228853562407758
ACH-000223,-0.3720671636914552
ACH-000226,-0.14943734154389451
ACH-000227,-0.43537446655810097
ACH-000228,-0.4291778416055873
ACH-000231,-0.7756617822993599
ACH-000232,-0.8691537716158837
ACH-000233,-0.20924035776819047
ACH-000234,-0.7474443684865457
ACH-000235,-0.3482962059420027
ACH-000237,-0.741382803629837
ACH-000238,-0.31978168526976225
ACH-000242,-0.4561142969994626
ACH-000243,-0.35016041666074865
ACH-000244,-0.9368902206779928
ACH-000246,-0.8295803891240907
ACH-000248,-0.6022117160448587
ACH-000250,-0.6895883901849797
ACH-000251,-0.5449824044174537
ACH-000252,-0.6262342162792487
ACH-000253,-0.2939677443838252
ACH-000255,-0.7036814262414355
ACH-000256,-0.6143867818186246
ACH-000257,-0.7041988678050998
ACH-000258,-0.265199381937852
ACH-000259,-0.5961378008735667
ACH-000260,-0.7043186578110214
ACH-000261,-0.5550831067545817
ACH-000262,-0.8263277959556672
ACH-000263,-0.388394936091772
ACH-000264,-0.4891227639319909
ACH-000265,-0.7696344903928622
ACH-000266,-0.32519811669784937
ACH-000272,-0.7287448868381011
ACH-000274,-1.061828194837969
ACH-000277,-0.2333334166908557
ACH-000278,-0.5711728769518729
ACH-000279,-0.15353885434123385
ACH-000280,-0.4262969167306143
ACH-000281,-0.8315923791904513
ACH-000288,-0.8326692645208273
ACH-000291,-0.6081291965489226
ACH-000293,-0.2758534666263837
ACH-000294,-0.19055343780078865
ACH-000295,-0.4423135108419517
ACH-000296,-0.5641892992612526
ACH-000302,-0.6126706445591894
ACH-000304,-0.7249554282097587
ACH-000307,-0.4712829554472322
ACH-000308,-0.3381087493891903
ACH-000310,-0.4124870148453782
ACH-000311,-0.4810812358791282
ACH-000312,-0.5728142846763757
ACH-000315,-0.27146719442678746
ACH-000316,-0.724791212967318
ACH-000317,-0.28758316105593257
ACH-000318,-0.3299483108612999
ACH-000319,-0.2730391499104777
ACH-000320,-0.5639597618437049
ACH-000322,-0.6690699223382786
ACH-000323,-0.5436342633412237
ACH-000324,-0.909327111351238
ACH-000329,-0.7043795446590236
ACH-000330,-0.6157390645514622
ACH-000331,-0.5915139076351305
ACH-000332,-0.4967043428485108
ACH-000334,-0.04538725950993667
ACH-000335,-0.23378258374309385
ACH-000336,-0.6287553244892594
ACH-000337,-0.6008262234479589
ACH-000338,-0.5741772530046102
ACH-000339,-0.3800188088921225
ACH-000341,-0.4585831764426228
ACH-000348,-0.7466434163020371
ACH-000350,-0.023016564482135186
ACH-000352,-0.3315575383377725
