,MYCT1 (80177)
ACH-000004,0.13881290037134955
ACH-000005,0.011624202239366449
ACH-000007,0.10872559402040066
ACH-000009,0.02876175149701985
ACH-000011,0.17342202791103384
ACH-000012,-0.07829377864641042
ACH-000013,0.09484576411819444
ACH-000014,0.042290734907484716
ACH-000015,0.05220810003837307
ACH-000017,0.06212240398527339
ACH-000018,0.17755417460882333
ACH-000019,0.1966864708842884
ACH-000021,-0.010305718136670928
ACH-000022,-0.02808682688644968
ACH-000025,-0.21666620553215585
ACH-000028,-0.07390860347846234
ACH-000030,-0.040935409379506495
ACH-000035,-0.08068842239943781
ACH-000036,0.12405756517430495
ACH-000037,-0.07378584792185497
ACH-000039,-0.22211698370113547
ACH-000040,-0.1101818270683306
ACH-000041,0.090872442445166
ACH-000042,-0.05417541329703719
ACH-000045,0.04466561037498817
ACH-000047,-0.10473814497835017
ACH-000052,0.07838820248452902
ACH-000053,0.026596358018076475
ACH-000054,0.04309994179941113
ACH-000055,0.0749597080082286
ACH-000060,-0.08268248950724835
ACH-000067,0.14705038873379012
ACH-000070,-0.026114556362759445
ACH-000075,0.4928110593522437
ACH-000078,0.03733554604650662
ACH-000082,0.015880398680080933
ACH-000085,-0.3063541165759141
ACH-000086,0.16549244100697946
ACH-000087,-0.02001980677086205
ACH-000092,0.023902626385253638
ACH-000095,0.0826032452551024
ACH-000097,0.02173494464203726
ACH-000098,0.12375467259640127
ACH-000099,0.07157785971975278
ACH-000108,0.017463116777953754
ACH-000113,0.09998510939760354
ACH-000116,0.023341040224232692
ACH-000118,0.021665356019346944
ACH-000120,-0.019178175955494457
ACH-000123,-0.03763986460056608
ACH-000127,0.18843814862710265
ACH-000128,-0.05606353059301111
ACH-000132,0.021617391567173256
ACH-000133,0.0655715289749299
ACH-000137,0.2775247950463909
ACH-000138,0.06833853644637522
ACH-000142,-0.03383622703419206
ACH-000143,-0.10120091925320826
ACH-000146,-0.003835104192746264
ACH-000148,0.15217499804428775
ACH-000150,0.032300134758343195
ACH-000152,0.12016370308991843
ACH-000153,-0.21251133917655815
ACH-000159,0.0658613886836614
ACH-000160,0.0930441093013904
ACH-000163,0.0822908746035773
ACH-000167,-0.05274793621904798
ACH-000168,-0.18219737619347007
ACH-000169,0.1588437833101933
ACH-000178,0.08067812871493175
ACH-000183,-0.10093152145351096
ACH-000188,0.07304403817611171
ACH-000189,-0.12536298374392432
ACH-000190,0.027340414494880456
ACH-000198,0.005325002260329759
ACH-000203,0.0265292665542969
ACH-000204,-0.06504277420138048
ACH-000206,0.6080982970864242
ACH-000207,0.12786163360483288
ACH-000208,-0.1386539800384105
ACH-000210,-0.19213915368611956
ACH-000211,0.12032206263646375
ACH-000215,0.10302584036461884
ACH-000221,0.023494925117829392
ACH-000222,-0.048224570631222534
ACH-000223,-0.06921031396576717
