,VEGFB (7423)
ACH-000004,-0.057808568181567724
ACH-000005,0.02317917869026587
ACH-000007,-0.22903016307621904
ACH-000009,0.17603964389328916
ACH-000011,-0.11511243049614105
ACH-000012,-0.19705311803924613
ACH-000013,-0.08155717215185485
ACH-000014,0.283789925350071
ACH-000015,0.06271640869964262
ACH-000017,-0.017716436064195838
ACH-000018,0.04239940990397187
ACH-000019,-0.08343901133591816
ACH-000021,-0.050218423051901225
ACH-000022,-0.07293359711635243
ACH-000025,-0.1262708015512752
ACH-000028,-0.09167397906705496
ACH-000030,-0.034864163595981865
ACH-000035,0.10319194868676299
ACH-000036,-0.2192945661126163
ACH-000037,-0.2221029243260829
ACH-000039,0.07293064214966599
ACH-000040,-0.240593568320498
ACH-000041,0.12563638789565387
ACH-000042,-0.04462303110196636
ACH-000045,-0.05781223842927177
ACH-000047,-0.007685317026199455
ACH-000052,-0.05650562800933188
ACH-000053,-0.12592402021739413
ACH-000054,0.021279298165461282
ACH-000055,-0.0008465766093822541
ACH-000060,-0.1562015913718134
ACH-000067,0.1466671464583358
ACH-000070,-0.04541530427364991
ACH-000075,-0.14804255050987986
ACH-000078,-0.06180729938924144
ACH-000082,-0.09582003860781788
ACH-000085,-0.24237255649728034
ACH-000086,-0.13117912013415792
ACH-000087,-0.20564459393238366
ACH-000092,-0.03278891074173791
ACH-000095,0.004211223758781911
ACH-000097,-0.09074914142681696
ACH-000098,-0.11594458776768952
ACH-000099,0.007859073507628734
ACH-000108,-0.245164866061844
ACH-000113,0.022533078281574127
ACH-000116,-0.23201603883604185
ACH-000118,-0.2295679217445041
ACH-000120,-0.1276202055140065
ACH-000123,-0.1143127813024635
ACH-000127,0.046497660375793635
ACH-000128,-0.03469535092189446
ACH-000132,-0.1947916893938329
ACH-000133,-0.011341559727285759
ACH-000137,-0.06279470723194623
ACH-000138,-0.10489012164588868
ACH-000142,-0.13207587697969292
ACH-000143,-0.10522438444721924
ACH-000146,-0.06937856533456876
ACH-000148,-0.008612067960251308
ACH-000150,-0.3685820592670671
ACH-000152,0.047259300443153116
ACH-000153,-0.3141373162873736
ACH-000159,-0.09262248622564176
ACH-000160,-0.048938102874432114
ACH-000163,-0.19449148198369848
ACH-000167,-0.1784421157709114
ACH-000168,-0.19539088016472847
ACH-000169,-0.2426437161885283
ACH-000178,-0.055809942189527915
ACH-000183,0.15609684868672713
ACH-000188,-0.3640748792672181
ACH-000189,-0.3934352615961248
ACH-000190,-0.19155851912736568
ACH-000198,-9.238518887313534e-05
ACH-000203,0.20812128153369133
ACH-000204,-0.04722206701942644
ACH-000206,-0.10625633822249282
ACH-000207,-0.07395905618476559
ACH-000208,-0.21709312841529985
ACH-000210,0.08373005106775029
ACH-000211,-0.06744931667142802
ACH-000215,-0.13875553324345175
ACH-000221,-0.048814051536090086
ACH-000222,-0.2043935741467604
ACH-000223,-0.20586939830411027
ACH-000226,0.06830979734445708
ACH-000227,-0.07097327820168367
ACH-000228,-0.08315890321066001
ACH-000231,-0.07591759483776946
ACH-000232,-0.056244144597497936
ACH-000233,-0.05393754630194325
ACH-000234,-0.1307150523170862
ACH-000235,-0.0546814265132056
ACH-000237,-0.07283866398688209
ACH-000238,-0.06771592567495267
ACH-000242,0.17166356731392585
ACH-000243,0.008657404323601249
ACH-000244,-0.02315442073412005
ACH-000246,0.01247871888093094
ACH-000248,-0.007269010522427925
ACH-000250,-0.11177274042300438
ACH-000251,-0.07753399599766216
ACH-000252,0.08427800680667398
ACH-000253,-0.13296143617313927
ACH-000255,-0.17354898558144738
ACH-000256,-0.1700842145546866
ACH-000257,0.07554396460563864
ACH-000258,0.03221691513330743
ACH-000259,-0.14272383395307153
ACH-000260,-0.09380415190669124
ACH-000261,-0.05761465119270912
ACH-000262,-0.2414438198868454
ACH-000263,0.1048736188976698
ACH-000264,-0.11876769906068405
ACH-000265,0.015146390906981553
ACH-000266,-0.13538609293555748
ACH-000272,-0.022475611818393814
ACH-000274,0.013695824626147721
ACH-000277,-0.1999478833623272
ACH-000278,-0.17958721964949345
ACH-000279,-0.030472574939322462
ACH-000280,0.08104448398016231
ACH-000281,-0.05577571757295402
ACH-000288,-0.03666155522941087
ACH-000291,0.04027309234960003
ACH-000293,-0.09989440008107572
ACH-000294,-0.004767719235889801
ACH-000295,0.1023951120022212
ACH-000296,-0.08929201972270619
ACH-000302,-0.1665141308958481
ACH-000304,-0.0335158903439697
ACH-000307,-0.10808309204895662
ACH-000308,-0.22115762980742806
ACH-000310,0.017186777594706056
ACH-000311,-0.02175825055552387
ACH-000312,-0.09980839714086996
ACH-000315,-0.19029854299675608
ACH-000316,-0.008298429545373237
ACH-000317,-0.08349671852082231
ACH-000318,-0.2030116365608713
ACH-000319,-0.048026709337075424
ACH-000320,-0.21565288282397885
ACH-000322,-0.1902839997244596
ACH-000323,-0.09291515203019446
ACH-000324,0.03642373014356121
ACH-000329,0.019234438944354143
ACH-000330,0.1614445748246386
ACH-000331,-0.1334061680076506
ACH-000332,-0.2512595722515562
ACH-000334,-0.11817562567061618
ACH-000335,-0.15600042396501426
ACH-000336,-0.024675010971227332
ACH-000337,-0.03716057661670991
ACH-000338,0.03560104202905217
ACH-000339,-0.0854501619380095
ACH-000341,-0.3971331579114685
ACH-000348,-0.04260490458147083
ACH-000350,0.10933037218668576
ACH-000352,-0.035144344732886135
ACH-000356,-0.2654452410215162
ACH-000361,-0.07522286931569633
ACH-000362,0.07050954465668292
ACH-000363,-0.05838328672041319
ACH-000364,-0.2191021787527309
ACH-000365,0.05102014235234835
ACH-000366,-0.207709503761718
ACH-000368,-0.1151042513472195
ACH-000374,-0.0703769078240021
ACH-000375,0.10983871918747794
ACH-000376,-0.2444040488595849
ACH-000381,-0.17555346495593202
ACH-000383,-0.0982672315882952
ACH-000387,0.09960366971571982
ACH-000389,-0.0732815252141744
ACH-000390,-0.08756119331323074
ACH-000393,-0.08211167169415028
ACH-000395,-0.08598857951939799
ACH-000396,-0.18937604038304884
ACH-000397,-0.15259219204350158
ACH-000401,-0.004018330986556946
ACH-000402,-0.01834251383421616
ACH-000403,-0.16979552296442998
ACH-000404,0.2408022590310305
ACH-000406,-0.029224172627952082
ACH-000407,-0.10445851908721376
ACH-000408,0.024350746363915213
ACH-000410,-0.13254881739424862
ACH-000411,-0.1854645814458733
ACH-000414,-0.033157578767673335
ACH-000415,-0.12866971830976834
ACH-000416,-0.06265746780024853
ACH-000420,-0.09318420130978128
ACH-000421,-0.14611127778074987
ACH-000424,-0.32210938406324396
ACH-000425,0.019085699608569776
ACH-000426,0.027095732397227356
ACH-000427,-0.17905803693038466
ACH-000433,-0.3090811460727241
ACH-000435,-0.00667599150772539
