,STRIP2 (57464)
ACH-000004,0.15845631596663914
ACH-000005,0.03710353658540007
ACH-000007,0.02846279618820644
ACH-000009,-0.03581382354767194
ACH-000011,-0.09878588002219084
ACH-000012,-0.03545422751334761
ACH-000013,0.004873599686231154
ACH-000014,-0.3507915953350228
ACH-000015,-0.13084184993044726
ACH-000017,-0.1488548817682401
ACH-000018,0.04237578693639242
ACH-000019,-0.09333745839634834
ACH-000021,-0.2474448271061285
ACH-000022,-0.11785704646743934
ACH-000025,-0.04073216691435045
ACH-000028,-0.12169453543992398
ACH-000030,0.028191197544449383
ACH-000035,-0.12900089569993156
ACH-000036,-0.17570694172820026
ACH-000037,0.002970102430532153
ACH-000039,-0.09023760759218154
ACH-000040,-0.01320235842714019
ACH-000041,-0.040578695886653485
ACH-000042,-0.2128175243435205
ACH-000045,-0.04338003694917654
ACH-000047,-0.13786107403718936
ACH-000052,-0.015219197595176197
ACH-000053,-0.07995412802159269
ACH-000054,0.05331247804200991
ACH-000055,-0.23093353351988366
ACH-000060,-0.11999659034292612
ACH-000067,-0.04638485540235835
ACH-000070,-0.047012655790730856
ACH-000075,0.10726881414931057
ACH-000078,0.0016516869779101366
ACH-000082,-0.1296473991281054
ACH-000085,-0.1677286304554926
ACH-000086,-0.08670616281491528
ACH-000087,-0.2883665768040859
ACH-000092,-0.05247244348612736
ACH-000095,-0.007797512491643037
ACH-000097,0.07440174214959665
ACH-000098,-0.220415155619994
ACH-000099,0.018486281691793238
ACH-000108,-0.023492111365374716
ACH-000113,0.01433685354563508
ACH-000116,0.01968190627227209
ACH-000118,-0.01239658990468012
ACH-000120,-0.10545333851490606
ACH-000123,-0.10102261197292947
ACH-000127,-0.05597340171594429
ACH-000128,-0.059906122289212535
ACH-000132,-0.023914859979125142
ACH-000133,-0.0571452490188863
ACH-000137,-0.14469995500285646
ACH-000138,-0.06734861413771216
ACH-000142,-0.061130205740692965
ACH-000143,0.14362975321944513
ACH-000146,-0.1980939856735381
ACH-000148,-0.08822805973699188
ACH-000150,-0.12542393670666646
ACH-000152,-0.09070535785654396
ACH-000153,-0.15732200966437296
ACH-000159,-0.18008516994427914
ACH-000160,-0.12451245040481343
ACH-000163,-0.055972338948710516
ACH-000167,-0.46063070624732205
ACH-000168,-0.01735559301443146
ACH-000169,0.0034502179536919685
ACH-000178,-0.11108487505843168
ACH-000183,-0.17678032852214662
ACH-000188,-0.06288953969886638
ACH-000189,0.054778095121351233
ACH-000190,-0.04497964626775768
ACH-000198,-0.0618954503737167
ACH-000203,-0.2053366965325464
ACH-000204,-0.19169967864058826
ACH-000206,0.26772932685683154
ACH-000207,0.12674616199302854
ACH-000208,-0.2930570671057398
ACH-000210,-0.16329638238724706
ACH-000211,-0.15633149757102482
ACH-000215,-0.06065603661400629
ACH-000221,-0.07890890592098675
ACH-000222,-0.10964740630163836
ACH-000223,0.03853523775895958
