,USP17L5 (728386)
ACH-000004,-0.2740110544872885
ACH-000005,-0.5529454707500581
ACH-000007,-0.5375102146579459
ACH-000009,-0.1655628835050476
ACH-000011,-0.37540177264693264
ACH-000012,-0.2841039583082502
ACH-000013,-0.39519017101444254
ACH-000014,-0.4513168506693325
ACH-000015,-0.3186922410760437
ACH-000017,-0.4663660141134438
ACH-000018,-0.44503631723299897
ACH-000019,-0.31436230453337183
ACH-000021,-0.2702253520257711
ACH-000022,-0.4631918452103005
ACH-000025,-0.435002478196566
ACH-000028,-0.2405978536957829
ACH-000030,-0.33813935773560644
ACH-000035,-0.02727579002961066
ACH-000036,-0.5928114300337914
ACH-000037,-0.4154823404916986
ACH-000039,-0.362120922538009
ACH-000040,-0.4713836533441538
ACH-000041,-0.5456560961522192
ACH-000042,-0.2871782394558438
ACH-000045,-0.4527161160490995
ACH-000047,-0.30480621863013924
ACH-000052,-0.3655079572617779
ACH-000053,-0.29666557109632313
ACH-000054,-0.4926278267453608
ACH-000055,-0.2625935069484283
ACH-000060,-0.32968444012928705
ACH-000067,-0.4059228011380383
ACH-000070,-0.5176039563396294
ACH-000075,-0.4815921258558751
ACH-000078,-0.5858016013485827
ACH-000082,-0.6014099842372936
ACH-000085,-0.3576266715490916
ACH-000086,-0.22805479912358184
ACH-000087,-0.17622136008474792
ACH-000092,-0.18937793545311096
ACH-000095,-0.5002270327649251
ACH-000097,-0.4494221646368533
ACH-000098,-0.23711286133668516
ACH-000099,-0.6988819188046178
ACH-000108,-0.4342161311625848
ACH-000113,-0.4385807770858707
ACH-000116,-0.3460532541644777
ACH-000118,-0.2084751563713592
ACH-000120,-0.7013031154346389
ACH-000123,-0.2942575969604348
ACH-000127,-0.5594719911297089
ACH-000128,-0.6959891907463416
ACH-000132,-0.2449214105280927
ACH-000133,-0.5304531983860661
ACH-000137,-0.3901833413459495
ACH-000138,-0.3161931193288
ACH-000142,-0.4490268810441746
ACH-000143,-0.43086415596202904
ACH-000146,-0.5049956717198628
ACH-000148,-0.399272510640192
ACH-000150,-0.3960661593046195
ACH-000152,-0.35757551060987824
ACH-000153,-0.5667265520975292
ACH-000159,-0.49284314889958597
ACH-000160,-0.28478697501776545
ACH-000163,-0.4643535233523132
ACH-000167,-0.5787302988537575
ACH-000168,-0.424064513775683
ACH-000169,-0.477209433087839
ACH-000178,-0.5641590175952056
ACH-000183,-0.357768968451846
ACH-000188,-0.1582838570703701
ACH-000189,-0.6570734742935822
ACH-000190,-0.27712970839152706
ACH-000198,-0.5906412779954346
ACH-000203,-0.5146759731065338
ACH-000204,-0.1625107757990848
ACH-000206,-0.13619459695786276
ACH-000207,-0.2936631397997376
ACH-000208,-0.4469693871221575
ACH-000210,-0.20186690754155484
ACH-000211,-0.3948769911651375
ACH-000215,-0.3988287819862917
ACH-000221,-0.41347499858995856
ACH-000222,-0.5382984923891203
ACH-000223,-0.3283483973360792
ACH-000226,-0.4439940584429608
ACH-000227,-0.5082252154111411
ACH-000228,-0.4113815524423557
ACH-000231,-0.3701041883492118
ACH-000232,-0.4204986180346952
ACH-000233,-0.4941792373841276
ACH-000234,-0.5435392352671858
ACH-000235,-0.2383059319080045
ACH-000237,-0.5736250552383411
ACH-000238,-0.38429906920837936
ACH-000242,-0.5034052821862556
ACH-000243,-0.5014532138335094
ACH-000244,-0.5129116743046865
ACH-000246,-0.6082252622975768
ACH-000248,-0.4413486231015494
ACH-000250,-0.4665245054443662
ACH-000251,-0.3648327286397903
ACH-000252,-0.3023041058747369
ACH-000253,-0.5007599054194343
