,CIRBP (1153)
ACH-000004,0.388506457528368
ACH-000005,0.01969836575014557
ACH-000007,-0.06510772990296337
ACH-000009,0.0006984806444852332
ACH-000011,-0.04664647461913822
ACH-000012,-0.12008809732501173
ACH-000013,0.01569740368587437
ACH-000014,0.012568497625376178
ACH-000015,-0.010582954032192149
ACH-000017,-0.005410004096288393
ACH-000018,0.03628230153691277
ACH-000019,0.01192525593254306
ACH-000021,0.047987587644514
ACH-000022,0.06188560114986704
ACH-000025,0.0003187243252774348
ACH-000028,-0.0762410970178128
ACH-000030,-0.0036753660095974494
ACH-000035,0.04797218944543622
ACH-000036,-0.1564751405980947
ACH-000037,0.193745685905933
ACH-000039,-0.05197638339347807
ACH-000040,0.1713054093679265
ACH-000041,0.13440076930363526
ACH-000042,0.09142958538324282
ACH-000045,-0.13721643274834947
ACH-000047,-0.1728710977006668
ACH-000052,0.21233621860999333
ACH-000053,-0.050724198429549866
ACH-000054,0.008271451461727706
ACH-000055,-0.01843035701217216
ACH-000060,-0.06088780863115342
ACH-000067,-0.07508643826147188
ACH-000070,0.08580064426748918
ACH-000075,0.16809731710309322
ACH-000078,0.013240535820584492
ACH-000082,0.09174165374486393
ACH-000085,0.2136042379071129
ACH-000086,0.07363650430783679
ACH-000087,-0.010062262354159688
ACH-000092,0.04144406301778352
ACH-000095,0.0768408303574193
ACH-000097,0.0686725261665563
ACH-000098,-0.15790103066222175
ACH-000099,-0.09925222604346526
ACH-000108,0.04726903582101541
ACH-000113,-0.01063876756353358
ACH-000116,-0.051312871030721116
ACH-000118,0.0026905835115400467
ACH-000120,0.18555160392504624
ACH-000123,-0.11744139672763748
ACH-000127,0.08982843907169273
ACH-000128,0.020442342410369414
ACH-000132,0.07629985392764893
ACH-000133,-0.10572978400362837
ACH-000137,0.03435984335095809
ACH-000138,0.0377325438532615
ACH-000142,0.056160561255926764
ACH-000143,-0.1816728946066368
ACH-000146,-0.0004647401247383905
ACH-000148,0.08724937217981228
ACH-000150,-0.051016900719075615
ACH-000152,0.024364507248547586
ACH-000153,0.0037510079171321773
ACH-000159,0.13351832897221289
ACH-000160,0.03803750557808835
ACH-000163,-0.15955434092800275
ACH-000167,0.09023195282464233
ACH-000168,0.12490168024593278
ACH-000169,-0.12961201666886235
ACH-000178,0.001219954039066909
