,GYPA (2993)
ACH-000004,-0.01889262178689393
ACH-000005,0.006578888384885358
ACH-000007,-0.04606034508104962
ACH-000009,-0.05880001959467589
ACH-000011,-0.17531181823535655
ACH-000012,0.03783159391984592
ACH-000013,0.029226610605276118
ACH-000014,-0.22362369564982112
ACH-000015,-0.08268775392065739
ACH-000017,-0.08937435803370054
ACH-000018,-0.028724845155481887
ACH-000019,-0.19609887829073613
ACH-000021,-0.1215072923608506
ACH-000022,-0.13420980468785185
ACH-000025,0.05317087665772021
ACH-000028,-0.04742467536268495
ACH-000030,-0.0707230419124827
ACH-000035,0.09682568096564914
ACH-000036,-0.0672793230301249
ACH-000037,-0.08288276762441749
ACH-000039,0.0351747603272952
ACH-000040,0.044938996831498455
ACH-000041,-0.05572515566924915
ACH-000042,-0.017394752191339274
ACH-000045,-0.1304924336189192
ACH-000047,-0.0017298588855146385
ACH-000052,-0.10158966138140976
ACH-000053,0.03006177850066552
ACH-000054,-0.12113296409161768
ACH-000055,-0.2945372987544924
ACH-000060,-0.04181827993541543
ACH-000067,-0.14660906758726994
ACH-000070,-0.0894632940545065
ACH-000075,-0.1750998262597714
ACH-000078,-0.040788097514481134
ACH-000082,-0.09160121005607934
ACH-000085,0.08184462617210493
ACH-000086,-0.02623008583006276
ACH-000087,0.18957392623125272
ACH-000092,-0.16974133593780255
ACH-000095,-0.10797890125047208
ACH-000097,-0.08239151023534036
ACH-000098,-0.09773171465805468
ACH-000099,-0.06506328398313052
ACH-000108,-0.2322891949195264
ACH-000113,-0.12595105136442653
ACH-000116,-0.04231253470969645
ACH-000118,-0.06844002331979589
ACH-000120,0.006318502332857022
ACH-000123,-0.04593050897220867
ACH-000127,-0.17422814843337908
ACH-000128,-0.1232892708117827
ACH-000132,-0.10553652254468912
ACH-000133,-0.182601472706914
ACH-000137,-0.052185338234592836
ACH-000138,-0.07239858724327744
ACH-000142,-0.046849686027856816
ACH-000143,-0.12696499796310354
ACH-000146,-0.07928428259663768
ACH-000148,-0.03599442864471217
ACH-000150,-0.11005292113186396
ACH-000152,-0.041888272567070776
ACH-000153,-0.2118875189712356
ACH-000159,-0.12205707204033588
ACH-000160,-0.11984118523848228
ACH-000163,-0.05996569298080301
ACH-000167,-0.3474381475770114
ACH-000168,-0.12753915704254287
ACH-000169,-0.06577176424729568
ACH-000178,-0.11951046906638105
ACH-000183,-0.08834121870466348
ACH-000188,-0.14446193701559984
ACH-000189,0.19544984683965047
ACH-000190,-0.047757688955628604
ACH-000198,-0.05948681026435905
ACH-000203,-0.21311585514574832
ACH-000204,-0.10281832830421224
ACH-000206,0.029418380044033906
ACH-000207,0.0750095254840753
ACH-000208,-0.0938540366651745
ACH-000210,-0.3260696247382047
ACH-000211,-0.18644047355236207
ACH-000215,-0.1416682163175645
ACH-000221,-0.06461217787430883
ACH-000222,-0.05860532837877287
ACH-000223,-0.22258525805586588
ACH-000226,-0.10940953698584048
ACH-000227,-0.11858242538086455
ACH-000228,-0.1030423498210652
ACH-000231,-0.13823689458558808
ACH-000232,-0.2009393280128889
ACH-000233,-0.018432925748679368
ACH-000234,-0.20358098142378345
ACH-000235,-0.08314771174887127
ACH-000237,-0.15335692812670396
ACH-000238,-0.13262213082358934
ACH-000242,-0.3717026660928631
ACH-000243,-0.15092210997306402
ACH-000244,-0.12856355896380198
ACH-000246,-0.13319035770367102
ACH-000248,-0.06859514181847934
ACH-000250,-0.11388894002735518
ACH-000251,0.031000711673699364
ACH-000252,-0.11212296388063307
ACH-000253,-0.0174436246574891
ACH-000255,-0.014132135538388753
ACH-000256,-0.04208293473106913
ACH-000257,-0.2560531728382867
ACH-000258,-0.2828804643838733
ACH-000259,-0.10617571646910752
ACH-000260,-0.016732729244463562
ACH-000261,-0.02597126919610584
ACH-000262,-0.0621176005002838
ACH-000263,-0.14439494052997048
ACH-000264,-0.04535525067321201
ACH-000265,-0.11856218216696003
ACH-000266,-0.100349930838476
ACH-000272,-0.2549062681383069
ACH-000274,-0.006791332401297693
ACH-000277,-0.1000101596508807
ACH-000278,-0.04010924782006873
ACH-000279,-0.07819268902654843
ACH-000280,-0.105332308633822
ACH-000281,-0.09947464014939146
ACH-000288,-0.07726911709938054
ACH-000291,-0.04039901293131589
ACH-000293,0.08227597990527673
ACH-000294,-0.01635302174224968
ACH-000295,-0.20682566428332366
ACH-000296,-0.06745014336154062
ACH-000302,-0.17112898804744292
ACH-000304,-0.20059407483359606
