,CXCL3 (2921)
ACH-000004,-0.07855217753755225
ACH-000005,-0.3322441273159249
ACH-000007,-0.15834042338188598
ACH-000009,-0.09292779422905566
ACH-000011,-0.1823656509362872
ACH-000012,-0.2692180925901776
ACH-000013,-0.061924342684729274
ACH-000014,-0.11679735117089585
ACH-000015,-0.08542529810334072
ACH-000017,-0.25262218001752795
ACH-000018,-0.2085925829833776
ACH-000019,-0.32554557016105845
ACH-000021,-0.05406965853952186
ACH-000022,-0.17511741328519162
ACH-000025,-0.12444518400080835
ACH-000028,-0.3205019543493174
ACH-000030,-0.2379828287019071
ACH-000035,-0.05316621377155791
ACH-000036,-0.21265748525721895
ACH-000037,-0.22367005259822145
ACH-000039,-0.2456697261546638
ACH-000040,-0.31653146856266806
ACH-000041,-0.1573877009389266
ACH-000042,-0.13644677024182092
ACH-000045,-0.16528866707956508
ACH-000047,-0.10506705757806444
ACH-000052,0.035582114291393616
ACH-000053,-0.07675343974510221
ACH-000054,-0.2572075923525587
ACH-000055,-0.15155592391026498
ACH-000060,-0.1945280149645714
ACH-000067,-0.26134440880329424
ACH-000070,-0.31041071619800115
ACH-000075,-0.2681065023212744
ACH-000078,-0.20600780230503035
ACH-000082,-0.15224253424814735
ACH-000085,-0.25669869357948755
ACH-000086,-0.1277698302108981
ACH-000087,0.008173351897407801
ACH-000092,-0.03762648227258721
ACH-000095,-0.3230147151959463
ACH-000097,-0.21533671874609656
ACH-000098,-0.10556187180107518
ACH-000099,-0.19191084262215893
ACH-000108,-0.0661890122062124
ACH-000113,-0.22438336698725336
ACH-000116,-0.1756167156254046
ACH-000118,-0.08061912405750946
ACH-000120,-0.06539440051804499
ACH-000123,-0.1673972087466564
ACH-000127,-0.2539790901177951
ACH-000128,-0.1099935331257721
ACH-000132,-0.13949529495391416
ACH-000133,-0.27193858546433725
ACH-000137,-0.10179250326674064
ACH-000138,-0.0873216872418621
ACH-000142,-0.14926503462655394
ACH-000143,-0.25499268772255396
ACH-000146,-0.2232069144391454
ACH-000148,-0.14993860521526695
ACH-000150,-0.04331609221679639
ACH-000152,-0.17043691168193745
ACH-000153,-0.35655096013380033
ACH-000159,-0.2604092278836964
ACH-000160,-0.16904481692983475
ACH-000163,-0.1953145640826988
ACH-000167,-0.4733617008818831
ACH-000168,-0.06751207221258489
ACH-000169,-0.2510978646800813
