,CTR9 (9646)
ACH-000004,-1.161201335542405
ACH-000005,-1.0675627721582448
ACH-000007,-0.3912124351232433
ACH-000009,-0.5545637386403484
ACH-000011,-0.5751656168969203
ACH-000012,-0.5839335276119004
ACH-000013,-0.3899206188399703
ACH-000014,-0.5781619565613763
ACH-000015,-0.22258922944031764
ACH-000017,-0.3422925520987448
ACH-000018,-0.6609273390064059
ACH-000019,-0.6431765255444386
ACH-000021,-0.6107918094085496
ACH-000022,-0.35572094898634904
ACH-000025,-0.7818389338064818
ACH-000028,-0.7261158687908885
ACH-000030,-0.6972112396144522
ACH-000035,-0.8653332376537729
ACH-000036,-0.6778286741379376
ACH-000037,-0.9119627214295964
ACH-000039,-0.7077817161845962
ACH-000040,-0.6442410973577389
ACH-000041,-0.4639334281094885
ACH-000042,-0.4260684847382468
ACH-000045,-0.7764054164115393
ACH-000047,-0.6217302770473622
ACH-000052,-0.8832396645275119
ACH-000053,-0.7037614424752233
ACH-000054,-0.6348858818896715
ACH-000055,-0.6989328053713046
ACH-000060,-0.6055715948236765
ACH-000067,-0.5907285363067636
ACH-000070,-0.6789307649761668
ACH-000075,-0.6281232658370307
ACH-000078,-0.3452180454373216
ACH-000082,-0.634570248324497
ACH-000085,-0.5694042490343069
ACH-000086,-0.4771203591996917
ACH-000087,-0.5451832653046298
ACH-000092,-0.7287624705700402
ACH-000095,-0.4832544258655096
ACH-000097,-0.3869713756152873
ACH-000098,-0.6784503151774581
ACH-000099,-0.5677373950501755
ACH-000108,-0.4297931546122181
ACH-000113,-0.6496578578827602
ACH-000116,-0.6548690836600568
ACH-000118,-0.6815611092474263
ACH-000120,-0.7582931233081041
ACH-000123,-0.4652688024463603
ACH-000127,-0.6390611697252446
ACH-000128,-0.5460977438951442
ACH-000132,-0.6397132273809805
ACH-000133,-0.8937216244357521
ACH-000137,-0.7135915075410868
ACH-000138,-0.7923939875284263
ACH-000142,-0.7000644116255005
ACH-000143,-0.6277653453698842
ACH-000146,-0.6782460633427142
ACH-000148,-0.6938147669417819
ACH-000150,-0.821678401657677
ACH-000152,-0.5365019968384381
ACH-000153,-0.6781564161323507
ACH-000159,-0.6601914332673989
ACH-000160,-0.219017278478106
ACH-000163,-0.687288654771255
ACH-000167,-0.3255592753929108
ACH-000168,-0.6081237607086816
ACH-000169,-0.637422026424259
ACH-000178,-0.503212874782301
ACH-000183,-0.6128393388821441
ACH-000188,-0.5863980461073315
ACH-000189,-0.6740736466606656
ACH-000190,-0.5023603869161385
ACH-000198,-1.0552190424328771
ACH-000203,-0.3426144295535953
ACH-000204,-0.911373351757198
ACH-000206,-0.8131356014031601
ACH-000207,-0.890732243297165
ACH-000208,-0.8757928545179838
ACH-000210,-0.5697479916424415
ACH-000211,-0.7297686135217873
ACH-000215,-0.5991058738564967
ACH-000221,-0.5633662317674085
ACH-000222,-0.6389148439566735
ACH-000223,-0.5870281794572764
ACH-000226,-0.92927692276073
ACH-000227,-0.4486941378893083
ACH-000228,-0.5112790526339791
ACH-000231,-0.8942450536692984
ACH-000232,-0.8348606113921426
ACH-000233,-0.8365724666524815
ACH-000234,-0.4408224200801989
ACH-000235,-0.4696282957078279
ACH-000237,-0.8425661158675648
ACH-000238,-0.6903951912636346
ACH-000242,-0.7752371089651479
ACH-000243,-0.6116363181570278
ACH-000244,-0.8054333694871908
ACH-000246,-0.8082288341439512
ACH-000248,-0.5388270360668471
ACH-000250,-0.8489292621668394
ACH-000251,-0.8146632116957014
ACH-000252,-0.4081826470041149
ACH-000253,-0.2482150042770333
ACH-000255,-0.8086879730853915
ACH-000256,-0.959100106931202
ACH-000257,-0.7429033373798857
ACH-000258,-0.593349681703759
ACH-000259,-0.8318352934496681
ACH-000260,-0.56175990124044
ACH-000261,-0.6876075611437207
ACH-000262,-0.6425829650251095
ACH-000263,-0.6855990848175381
ACH-000264,-0.6819889341398108
ACH-000265,-0.5993780865824695
ACH-000266,-0.3158319402387287
ACH-000272,-0.5043574391668033
ACH-000274,-0.6986211211950158
ACH-000277,-0.5520243242281282
ACH-000278,-0.6911464646072517
ACH-000279,-0.725143215889702
ACH-000280,-0.5732972668776586
ACH-000281,-0.3517641621706899
ACH-000288,-0.7677321259524686
ACH-000291,-0.9418011671950856
ACH-000293,-0.7006439654402423
ACH-000294,-0.6842051182035329
ACH-000295,-0.6342764962715797
ACH-000296,-0.6220072760841847
ACH-000302,-0.4694595966510081
ACH-000304,-0.6538754119074276
ACH-000307,-0.5829002930108499
ACH-000308,-0.475885738995097
ACH-000310,-0.6798596385025724
ACH-000311,-0.6616788862754398
ACH-000312,-0.5411718692739922
ACH-000315,-0.5370601938010706
ACH-000316,-0.44585782224809256
ACH-000317,-0.5690199627119028
ACH-000318,-0.44652144439884
ACH-000319,-0.7669781437197574
ACH-000320,-0.6030965854506085
ACH-000322,-0.7832693661619617
ACH-000323,-0.6521292724170483
ACH-000324,-0.7135107393360701
ACH-000329,-0.7886366195211459
ACH-000330,-0.7222473440785402
ACH-000331,-0.6176659245206584
ACH-000332,-0.6044962958753374
