,SLCO2A1 (6578)
ACH-000004,-0.3235336341643719
ACH-000005,-0.1327743043162001
ACH-000007,0.07605758827314052
ACH-000009,-0.1039180388404806
ACH-000011,-0.18634149521737625
ACH-000012,-0.18228956269256005
ACH-000013,-0.09649778001732524
ACH-000014,-0.16185132708082406
ACH-000015,-0.02789399758722448
ACH-000017,0.1046392649250935
ACH-000018,0.09266779375336087
ACH-000019,0.030012189188889288
ACH-000021,-0.17446342227997533
ACH-000022,-0.1687621300495261
ACH-000025,-0.2525170962036993
ACH-000028,-0.034317763734016044
ACH-000030,-0.11078965997377553
ACH-000035,-0.2344215623289726
ACH-000036,-0.06571603677032742
ACH-000037,-0.06805685211085018
ACH-000039,-0.0837268993738927
ACH-000040,-0.0795341860347807
ACH-000041,-0.15695142266367812
ACH-000042,-0.14083204643873318
ACH-000045,-0.17948793921300393
ACH-000047,-0.06814942100979048
ACH-000052,0.008104321393178569
ACH-000053,-0.1140461452569434
ACH-000054,-0.147708711028979
ACH-000055,-0.09994480574184274
ACH-000060,-0.09813246303057974
ACH-000067,-0.09096024036390356
ACH-000070,-0.08922796857405893
ACH-000075,-0.04901433422976671
ACH-000078,-0.055470894197756734
ACH-000082,-0.059704964357492736
ACH-000085,-0.1161142935843989
ACH-000086,-0.05093190429805434
ACH-000087,-0.27715239884381154
ACH-000092,-0.06899384406769488
ACH-000095,-0.01714628972731104
ACH-000097,-0.10072544468612794
ACH-000098,-0.013067513419161885
ACH-000099,-0.0802230151039644
ACH-000108,-0.22842710899331126
ACH-000113,-0.013508889529090816
ACH-000116,-0.0647208196752288
ACH-000118,-0.19790011040798966
ACH-000120,-0.2330110983364147
ACH-000123,0.011628505055130729
ACH-000127,-0.12174140277522005
ACH-000128,-0.2881341552867632
ACH-000132,-0.18029599803937027
ACH-000133,-0.0780247147709199
ACH-000137,-0.1238087725269678
ACH-000138,-0.1823063803896509
ACH-000142,-0.03749160533130405
ACH-000143,-0.08196946761663412
ACH-000146,-0.09171001702501473
ACH-000148,-0.0971990374920268
ACH-000150,-0.1299259158937233
ACH-000152,0.016378534949369188
ACH-000153,-0.07933003454651985
ACH-000159,-0.029313871401977887
ACH-000160,-0.04844823647703962
ACH-000163,-0.21342551366925885
ACH-000167,-0.3649665964316197
ACH-000168,-0.10621067492072776
ACH-000169,-0.1441231470869763
ACH-000178,-0.21421382874682088
ACH-000183,-0.2409229123695996
ACH-000188,-0.09773175431345922
ACH-000189,-0.17878551930733233
ACH-000190,-0.021138933512815213
ACH-000198,-0.15417068875625864
ACH-000203,-0.20953244616175576
ACH-000204,-0.1698081234629412
ACH-000206,-0.07040878550812894
ACH-000207,-0.25565273296458146
ACH-000208,-0.09630860441715053
ACH-000210,-0.1798634713130246
ACH-000211,-0.1246791993540804
ACH-000215,-0.07522751372630948
ACH-000221,-0.20386854975964927
ACH-000222,-0.2993011148672906
ACH-000223,-0.06611144618455163
ACH-000226,-0.12411708821461268
ACH-000227,0.0799667273499682
ACH-000228,-0.16939448573350152
ACH-000231,-0.1204475226196525
ACH-000232,-0.13987853195979336
ACH-000233,-0.1307906155072139
ACH-000234,-0.14764507421534073
ACH-000235,-0.16885552769031953
ACH-000237,-0.02854129029427985
ACH-000238,-0.11822773647501418
ACH-000242,-0.2117515944667176
ACH-000243,-0.1254217805670507
ACH-000244,-0.3788791299753636
ACH-000246,-0.04303883873407253
ACH-000248,-0.1975749009276105
ACH-000250,-0.051972637201032915
ACH-000251,-0.3297042700829784
ACH-000252,-0.05196462794449908
ACH-000253,-0.13312794057517005
ACH-000255,-0.08885238059355531
ACH-000256,-0.21101984537157706
