,ANKDD1A (348094)
ACH-000004,-0.2582738694154801
ACH-000005,-0.10100565048198556
ACH-000007,-0.1476251671501306
ACH-000009,-0.18211270774018576
ACH-000011,0.02064639822109327
ACH-000012,-0.12479635629142298
ACH-000013,-0.07615006560308657
ACH-000014,-0.03352940481892479
ACH-000015,0.041299302887412716
ACH-000017,-0.046532918786426035
ACH-000018,-0.02815503977700343
ACH-000019,-0.0889321637359701
ACH-000021,-0.07715638382954564
ACH-000022,-0.1699006075941046
ACH-000025,-0.02768130761486909
ACH-000028,-0.0698363766210644
ACH-000030,-0.009625609273675107
ACH-000035,-0.052477967015085114
ACH-000036,0.115465578820205
ACH-000037,-0.012787197638728152
ACH-000039,0.09657518542326173
ACH-000040,0.02976908437631325
ACH-000041,-0.04290924136028658
ACH-000042,-0.06636559816521842
ACH-000045,0.030060897716323788
ACH-000047,-0.1328601094639682
ACH-000052,-0.10578074164037632
ACH-000053,-0.007215840661421737
ACH-000054,-0.002820720833432154
ACH-000055,0.09487307804071904
ACH-000060,0.1405039835751534
ACH-000067,-0.03166628915972165
ACH-000070,0.17496596891650518
ACH-000075,-0.0011832080391621096
ACH-000078,0.026767167115971536
ACH-000082,0.025091181901408185
ACH-000085,0.08950405886264877
ACH-000086,-0.061658850858639015
ACH-000087,-0.09832860918310306
ACH-000092,-0.014379980420540263
ACH-000095,0.049182656060013416
ACH-000097,-0.044892664133053456
ACH-000098,0.004217937040233463
ACH-000099,-0.1025584261170288
ACH-000108,-0.05185317410946927
ACH-000113,-0.06326663866119281
ACH-000116,-0.11830726224994427
ACH-000118,-0.0702591266700832
ACH-000120,-0.20960907490991368
ACH-000123,0.01920938963559041
ACH-000127,0.03925646475346893
ACH-000128,-0.0557706971565644
ACH-000132,-0.1856822263870461
ACH-000133,-0.01079725824698112
ACH-000137,-0.09731987968471127
ACH-000138,-0.03515596957326976
ACH-000142,-0.0430477881132114
ACH-000143,-0.10451194203372853
ACH-000146,-0.008800114975267776
ACH-000148,0.022680485945004162
ACH-000150,-0.16364434503574973
ACH-000152,0.0400094799524939
ACH-000153,0.12515187042730025
ACH-000159,-0.03179858605259575
ACH-000160,-0.03563737937099642
ACH-000163,0.0006505406386050522
ACH-000167,-0.09700140412402164
ACH-000168,-0.1040361493086656
ACH-000169,-0.008523667442534816
ACH-000178,-0.0333281051908444
ACH-000183,0.14113561610321845
ACH-000188,-0.03356308048950922
ACH-000189,-0.28055626217884505
ACH-000190,-0.13626642895617386
ACH-000198,-0.01542202464479959
ACH-000203,-0.642820971907786
ACH-000204,-0.0603709073597387
ACH-000206,0.017230735668248315
ACH-000207,0.025437120623749733
ACH-000208,0.2721825320450368
ACH-000210,0.07752186935359058
ACH-000211,0.015611938827165812
ACH-000215,-0.10875039921601463
ACH-000221,-0.19153663662057144
ACH-000222,-0.0947179825708355
ACH-000223,-0.04617119942031138
ACH-000226,-0.07369918888397846
ACH-000227,0.16615699983682636
ACH-000228,0.08599870420926277
ACH-000231,-0.026913590481142467
ACH-000232,0.0997324563466135
ACH-000233,-0.08314592219628557
ACH-000234,0.002525080876813226
ACH-000235,-0.08746844168241333
ACH-000237,0.019469621851208086
ACH-000238,-0.0697294461275219
ACH-000242,-0.28738710484985586
ACH-000243,-0.15709415479075345
ACH-000244,-0.11242655902848317
ACH-000246,0.014971798505753834
ACH-000248,0.10958826100038843
ACH-000250,-0.01004173106273085
ACH-000251,-0.10873644660633418
ACH-000252,-0.021541255897929237
ACH-000253,-0.015169115727624544
ACH-000255,-0.16359844503837467
ACH-000256,-0.022476329255963372
ACH-000257,-0.07684874113419257
ACH-000258,0.08380937226504273
ACH-000259,-0.09764523285389562
ACH-000260,-0.06083090588127325
ACH-000261,-0.12852841154870911
ACH-000262,0.05745224545867246
ACH-000263,0.11030219201356886
ACH-000264,-0.05678235105020527
ACH-000265,-0.17541404577652706
ACH-000266,-0.09674571029505144
ACH-000272,-0.05813643619761408
ACH-000274,-0.019018733571578024
ACH-000277,-0.15766028854527894
ACH-000278,0.055423457908818745
ACH-000279,-0.05326772160468909
ACH-000280,-0.10569437455671624
ACH-000281,-0.13445842602528182
ACH-000288,-0.11696857412573095
ACH-000291,-0.10695850854188108
ACH-000293,-0.06895334115001381
ACH-000294,-0.09803531844137787
ACH-000295,-0.1254013083160912
ACH-000296,-0.005278137873874911
ACH-000302,-0.030080458556282136
ACH-000304,0.14509654228153634
ACH-000307,-0.016995408921252668
ACH-000308,0.004774070699387599
ACH-000310,-0.026099665395516215
ACH-000311,-0.11062237500076612
ACH-000312,-0.037705706680931504
ACH-000315,0.016314347334876928
ACH-000316,-0.13232156508439835
ACH-000317,0.11448761111139567
ACH-000318,0.02418781509423565
ACH-000319,-0.06997522614419724
ACH-000320,-0.1912912620830308
ACH-000322,-0.0007494172257529115
ACH-000323,0.110161524574573
ACH-000324,0.09369641325194282
ACH-000329,0.011789993239790792
ACH-000330,-0.01411457845955221
ACH-000331,0.00857807978619567
ACH-000332,-0.06950035712749107
ACH-000334,0.03623146827994711
ACH-000335,0.06622006623848765
ACH-000336,-0.0769411215063891
ACH-000337,-0.06922192829545992
ACH-000338,-0.7009543921983052
ACH-000339,-0.005854375220935185
ACH-000341,-0.2788660314019836
ACH-000348,-0.08444130236845616
ACH-000350,0.08242193916478338
ACH-000352,-0.14582362816862773
ACH-000356,0.021313716388819244
ACH-000361,-0.009907924621099832
ACH-000362,0.00902994601262986
ACH-000363,-0.06476923345895788
ACH-000364,0.08901391424422603
ACH-000365,-0.04198281112078035
ACH-000366,-0.049783683407734494
ACH-000368,0.05845701670766126
ACH-000374,0.013358119643486514
