,KCNIP4 (80333)
ACH-000004,0.06963700644342337
ACH-000005,-0.2744511219935809
ACH-000007,0.05187519355651827
ACH-000009,-0.013730917872660012
ACH-000011,0.049998314826466564
ACH-000012,0.05607354819657899
ACH-000013,0.055763886107765184
ACH-000014,0.07055651063069486
ACH-000015,0.02926323938361422
ACH-000017,-0.03300742363865966
ACH-000018,0.17586564074201905
ACH-000019,0.009813027743955016
ACH-000021,0.13643316481687687
ACH-000022,-0.0031940852516974985
ACH-000025,0.17633346125093854
ACH-000028,0.14904444027471586
ACH-000030,0.02267015025079736
ACH-000035,0.044684711507698455
ACH-000036,0.20824264468762269
ACH-000037,0.08426883619645541
ACH-000039,0.002615932785603652
ACH-000040,0.00984224265527566
ACH-000041,0.03966706715678581
ACH-000042,0.12039231714506725
ACH-000045,0.1624639601435199
ACH-000047,0.08019613496836167
ACH-000052,0.10265835030081752
ACH-000053,-0.02053876672958606
ACH-000054,0.13313252260522834
ACH-000055,0.1985732632375282
ACH-000060,-0.03164978701517645
ACH-000067,0.08996405310263919
ACH-000070,0.08751273393207551
ACH-000075,0.09367282239286336
ACH-000078,-0.02140188144752493
ACH-000082,0.07353552781817746
ACH-000085,0.05126634677400965
ACH-000086,0.12118017297685202
ACH-000087,0.11226765909987137
ACH-000092,0.16252040542644774
ACH-000095,0.008336067640596655
ACH-000097,0.08038444555914287
ACH-000098,0.16238487231511745
ACH-000099,0.014695752068597662
ACH-000108,0.1107166011334826
ACH-000113,0.01728754313743651
ACH-000116,0.10396106483425922
ACH-000118,0.035929849943579645
ACH-000120,-0.013295134003644163
ACH-000123,0.06249394773069378
ACH-000127,0.07703871117203642
ACH-000128,0.04255834383921411
ACH-000132,-0.03215627523228316
ACH-000133,-0.05447765243562371
ACH-000137,0.07675199817006625
ACH-000138,0.15116228574848026
ACH-000142,0.11175421827848912
ACH-000143,0.1163156634248547
ACH-000146,0.0990329346620185
ACH-000148,-0.04630064533989328
ACH-000150,0.2090594874109204
ACH-000152,0.07659268057176255
ACH-000153,0.1635174831186011
ACH-000159,0.06550979156997948
ACH-000160,0.009880646651473195
ACH-000163,0.09917244484925038
ACH-000167,-0.199142411084758
ACH-000168,0.1504694531126894
ACH-000169,0.036890638332125344
ACH-000178,0.013658952620828384
ACH-000183,0.13026850667563172
ACH-000188,0.05103625312741674
ACH-000189,0.06103917588242898
ACH-000190,0.26186843159628914
ACH-000198,0.0903956611629478
ACH-000203,0.04077209693796035
ACH-000204,-0.1265929904401547
ACH-000206,0.13211120725146547
ACH-000207,0.03109507394994152
ACH-000208,0.09243739834126193
ACH-000210,0.03991525433050167
ACH-000211,0.013942916105839821
ACH-000215,0.009359444143353672
ACH-000221,0.07952533683726054
ACH-000222,0.14018657236510804
ACH-000223,-0.05753162545903912
ACH-000226,0.06360460150953495
ACH-000227,-0.009067786360117736
ACH-000228,0.049558725312713936
ACH-000231,0.06723772946858847
ACH-000232,0.0582498948527058
ACH-000233,0.06710949829682157
ACH-000234,0.04868100012006616
ACH-000235,0.09314631416804016
ACH-000237,-0.03264704916690882
ACH-000238,0.09957344174636447
ACH-000242,0.10052972300036583
ACH-000243,0.02318237666920631
ACH-000244,-0.17154665578129147
ACH-000246,0.0152859717450672
ACH-000248,0.10343938852476166
ACH-000250,0.007259029797144875
ACH-000251,0.01913874837133056
ACH-000252,0.1548409260321287
ACH-000253,0.022675948159864037
ACH-000255,0.08531462977869278
ACH-000256,0.14924164693650632
ACH-000257,-0.013560941486507657
ACH-000258,0.002639555433897368
ACH-000259,0.03328074147944576
ACH-000260,0.014863405534341012
ACH-000261,0.02703244993615121
ACH-000262,0.17617557853263424
ACH-000263,-0.050232696969750974
ACH-000264,0.12027731413228387
ACH-000265,0.079154880449738
ACH-000266,0.08607416755218911
ACH-000272,-0.007410855717146337
ACH-000274,0.016739987890147
ACH-000277,0.04629391041226402
ACH-000278,0.0020183912423106
ACH-000279,0.05864242280184915
ACH-000280,0.07266650039034221
ACH-000281,0.047342546235722836
ACH-000288,0.06351837436890354
ACH-000291,0.06131099780043421
ACH-000293,0.0621910638409612
ACH-000294,0.023232776396966054
ACH-000295,0.04448767560185613
ACH-000296,-0.02530680898069093
ACH-000302,0.010623902172266669
ACH-000304,0.044909657968951334
ACH-000307,0.05597097324601095
ACH-000308,0.037590755873578366
ACH-000310,-0.05789969958541793
ACH-000311,0.010300578654811031
ACH-000312,0.01526333183363278
ACH-000315,0.07013218018455117
ACH-000316,0.0881365134397913
ACH-000317,0.1308349101904712
ACH-000318,0.033734278522196764
ACH-000319,-0.022763284907273626
ACH-000320,0.1248500974322722
ACH-000322,0.04946951177357795
ACH-000323,0.049659269182533765
ACH-000324,0.1033121816524211
ACH-000329,0.044815486581358664
ACH-000330,0.013780323406929012
ACH-000331,0.12146594431845813
ACH-000332,0.09003607868003698
ACH-000334,0.01902503167297449
ACH-000335,-0.05708357528733642
ACH-000336,0.018032224800364236
ACH-000337,0.11796304510086802
ACH-000338,0.1996133761608118
ACH-000339,0.05646743539534565
ACH-000341,0.03453322922750536
ACH-000348,0.03848725669465955
ACH-000350,0.026686946506768703
ACH-000352,0.06411892110863801
ACH-000356,-0.06301966510363607
ACH-000361,0.042250619996646935
ACH-000362,0.031917406510814886
ACH-000363,0.06379137197081815
ACH-000364,-0.08897286824820366
ACH-000365,0.08509923570754731
ACH-000366,-0.010141315612479829
ACH-000368,-0.02372476845694966
ACH-000374,0.11282478133893413
ACH-000375,0.07084614726482401
ACH-000376,0.029138885490150045
ACH-000381,0.08916849299969151
ACH-000383,0.051611753957852925
ACH-000387,-0.02400888786130489
ACH-000389,0.009932360331875473
ACH-000390,0.13588193836311274
ACH-000393,0.05123193414206746
ACH-000395,0.08397483479075872
ACH-000396,0.029462339735901545
ACH-000397,-0.002238644645979232
ACH-000401,0.13398198478024584
ACH-000402,0.10638934968768517
ACH-000403,0.0579877052881916
ACH-000404,0.0909677241404478
ACH-000406,0.0277962266028178
ACH-000407,0.02170580937742243
ACH-000408,0.15224317607541807
ACH-000410,-0.03856737592843722
ACH-000411,0.033332322069898265
ACH-000414,0.060021708933101776
ACH-000415,0.031986404577456155
ACH-000416,0.04230989130345625
ACH-000420,-0.01333185443545242
ACH-000421,-0.01993139063985509
ACH-000424,-0.0003846225071565178
ACH-000425,0.04491631838378308
ACH-000426,0.0213446168616486
ACH-000427,0.11860831991182325
ACH-000433,0.14011478812023628
ACH-000435,-0.037914488760194126
ACH-000436,0.06001430618770901
