,NPIPB5 (100132247)
ACH-000004,-0.7735384555742781
ACH-000005,-0.7930821302831318
ACH-000007,-0.3984776985515482
ACH-000009,-0.19809871808271268
ACH-000011,-0.3275715537711514
ACH-000012,-0.5716750155085996
ACH-000013,-0.5913879824785988
ACH-000014,-0.4676040522275053
ACH-000015,-0.492893452242058
ACH-000017,-0.12603506324140196
ACH-000018,-0.5162738073724856
ACH-000019,-0.15103522518664808
ACH-000021,-0.24364940176261826
ACH-000022,-0.3273131570268891
ACH-000025,-0.5251014274183222
ACH-000028,-0.444714579412763
ACH-000030,-0.06332177247685851
ACH-000035,-0.33276587365964777
ACH-000036,-0.5133803318710468
ACH-000037,-0.5090170799405709
ACH-000039,-0.5183434332863939
ACH-000040,-0.21122166466310646
ACH-000041,-0.18677652836403605
ACH-000042,-0.21519879267132355
ACH-000045,-0.2842717509203249
ACH-000047,-0.3247842570615085
ACH-000052,-0.3880065257342759
ACH-000053,-0.21006444212773756
ACH-000054,-0.2495193769654472
ACH-000055,-0.5632642188843577
ACH-000060,0.00601637315770574
ACH-000067,-0.27865080753309457
ACH-000070,-0.2549933414376377
ACH-000075,-0.4720140475833489
ACH-000078,-0.18242063410762815
ACH-000082,-0.3883704866100591
ACH-000085,-0.17772027143013533
ACH-000086,-0.497706699572176
ACH-000087,-0.19132149799803455
ACH-000092,-0.2906938885460535
ACH-000095,-0.25989742799604365
ACH-000097,-0.3584749911244169
ACH-000098,-0.5726802772520516
ACH-000099,-0.3565831414699531
ACH-000108,-0.08083695311465036
ACH-000113,-0.25508033613267
ACH-000116,-0.1302180787840454
ACH-000118,-0.17829478189470516
ACH-000120,-0.5029092323114795
ACH-000123,-0.33822869977872205
ACH-000127,-0.3909195393541946
ACH-000128,-0.424899064369234
ACH-000132,-0.4094595833491612
ACH-000133,-0.2508630289722645
ACH-000137,-0.5767548547287454
ACH-000138,-0.2700780189250805
ACH-000142,-0.6036725775583089
ACH-000143,-0.5750522269222729
ACH-000146,-0.2012052946115266
ACH-000148,-0.4204613306332056
ACH-000150,-0.5811156979483247
ACH-000152,-0.2634647974776305
ACH-000153,-0.7035567243693924
ACH-000159,-0.26504268440271445
ACH-000160,-0.3604181706336128
ACH-000163,-0.07996403111120401
ACH-000167,-0.3267637951328952
ACH-000168,-0.3365008024942203
ACH-000169,-0.3720685877765142
ACH-000178,-0.3643589339322205
ACH-000183,-0.2356583539158394
ACH-000188,-0.3186764914784977
ACH-000189,-0.3841989007575255
ACH-000190,-0.4699557094196207
ACH-000198,-0.410521141402082
ACH-000203,-0.24595250676118904
ACH-000204,-0.38563166369393775
ACH-000206,0.05577843958052732
ACH-000207,-0.30136753144568723
ACH-000208,-0.2779689642243843
ACH-000210,-0.3617205226648925
ACH-000211,-0.4876082218211757
ACH-000215,-0.3391145281375496
ACH-000221,-0.38407237005447903
ACH-000222,-0.2717465628062692
ACH-000223,-0.09424488183476823
ACH-000226,-0.4074011261026381
ACH-000227,-0.18154469266938789
ACH-000228,-0.09463254206030933
ACH-000231,-0.3441915984959865
ACH-000232,-0.3097084870340049
ACH-000233,-0.4741762154462229
ACH-000234,-0.18347239889103775
ACH-000235,-0.2922508796028603
ACH-000237,-0.455231817815005
ACH-000238,0.2091500700921985
ACH-000242,-0.1244761657041992
ACH-000243,-0.4645589713495831
ACH-000244,-0.4887092824972713
ACH-000246,-0.22381165069130066
ACH-000248,-0.2527804646828776
ACH-000250,-0.2988762637813109
ACH-000251,-0.035636770164473315
ACH-000252,-0.5765976547951612
ACH-000253,-0.22418108462662908
ACH-000255,-0.4520444350622382
ACH-000256,-0.5822391266012819
ACH-000257,-0.32418080621375683
ACH-000258,-0.5400712795027017
ACH-000259,-0.2979472853406628
ACH-000260,-0.3977122994554155
ACH-000261,-0.31680900342211404
ACH-000262,-0.3218848801740641
ACH-000263,-0.3670473208776293
ACH-000264,-0.3219924879525667
ACH-000265,-0.41415725668505865
ACH-000266,-0.2771877290152773
ACH-000272,-0.15609084955358568
ACH-000274,-0.3757598115894321
ACH-000277,-0.06769457006063026
ACH-000278,-0.4027234626909184
ACH-000279,-0.24952001993775036
