,CX3CL1 (6376)
ACH-000004,0.2379144454543185
ACH-000005,0.08046465571851025
ACH-000007,0.1971069795638451
ACH-000009,0.10553137620777953
ACH-000011,0.17928459228803487
ACH-000012,0.12181876796714107
ACH-000013,0.17695959619513765
ACH-000014,0.031224380549980887
ACH-000015,0.17819448508078686
ACH-000017,0.09544994981396426
ACH-000018,0.20245068880946548
ACH-000019,0.11587509066245046
ACH-000021,0.041412761809602815
ACH-000022,0.146117031535357
ACH-000025,-0.009925691782377821
ACH-000028,0.2825553904196417
ACH-000030,0.09557146933987347
ACH-000035,-0.07805976784544892
ACH-000036,0.1505249615784631
ACH-000037,0.1145032092891725
ACH-000039,-0.002375615448808262
ACH-000040,0.26274083955411803
ACH-000041,0.1591859672881091
ACH-000042,0.18293107233695252
ACH-000045,0.01968388484127256
ACH-000047,0.19815293796610706
ACH-000052,0.11998808863415453
ACH-000053,-0.04600443688659217
ACH-000054,0.1236846551635345
ACH-000055,0.2204900985406949
ACH-000060,0.03889253970212151
ACH-000067,0.12619647183392615
ACH-000070,0.2771357062737293
ACH-000075,0.26448174774119393
ACH-000078,0.13341779993715475
ACH-000082,0.03960414740917937
ACH-000085,0.2054422579363211
ACH-000086,0.07089615414460146
ACH-000087,0.12277745518816058
ACH-000092,0.1506056952155621
ACH-000095,0.17833052172458105
ACH-000097,0.13812733351821452
ACH-000098,0.13309964570240104
ACH-000099,0.1943225548561236
ACH-000108,0.11111902422269944
ACH-000113,0.20750613356272532
ACH-000116,0.1945407303468767
ACH-000118,0.0665814779443074
ACH-000120,0.3278242841866014
ACH-000123,0.16453070187332342
ACH-000127,0.1096823958483095
ACH-000128,0.110681954530366
ACH-000132,0.060982284559010815
ACH-000133,0.019196739606186067
ACH-000137,0.1837733306957284
ACH-000138,0.21898329669460934
ACH-000142,0.07802522177081651
ACH-000143,0.3655986012722149
ACH-000146,0.10201077416196712
ACH-000148,0.19655747403600296
ACH-000150,0.252520547595599
ACH-000152,0.18394094642765615
ACH-000153,0.23391027864689154
ACH-000159,0.16089643100266302
ACH-000160,0.006129929609436621
ACH-000163,0.2287215343179325
ACH-000167,0.12838949290062107
ACH-000168,0.13315676668826634
ACH-000169,0.07684660788244947
ACH-000178,0.1496863693394289
ACH-000183,0.11895535992775992
ACH-000188,0.10644878390054167
