,FIBIN (387758)
ACH-000004,0.10529118501561062
ACH-000005,0.26801241971124706
ACH-000007,-0.046240370874071186
ACH-000009,-0.06782341705963074
ACH-000011,-0.016584185633173654
ACH-000012,0.0651073153649104
ACH-000013,0.027576725214683743
ACH-000014,-0.16034616315888414
ACH-000015,0.034812779209827824
ACH-000017,-0.02007359266668397
ACH-000018,-0.06560010852845106
ACH-000019,-0.1384020463585137
ACH-000021,-0.010740089761274444
ACH-000022,-0.17089511342935582
ACH-000025,-0.1461539485467714
ACH-000028,-0.12918934314991515
ACH-000030,-0.0580153060535881
ACH-000035,-0.09569523174983006
ACH-000036,-0.12995076901493072
ACH-000037,-0.10744105706715767
ACH-000039,0.02349709353576009
ACH-000040,0.013064422649802806
ACH-000041,0.1896253020998076
ACH-000042,-0.1366970047461907
ACH-000045,-0.1873206281297232
ACH-000047,-0.003006820526116251
ACH-000052,-0.22185672320774386
ACH-000053,0.022232056655233246
ACH-000054,-0.015113432461324138
ACH-000055,0.015701125150889273
ACH-000060,-0.10287145079736132
ACH-000067,-0.045472606301846116
ACH-000070,-0.044055533051766814
ACH-000075,0.07244953728404918
ACH-000078,0.030372849452021136
ACH-000082,-0.0369203941662692
ACH-000085,0.032448205535672764
ACH-000086,0.06181288336742698
ACH-000087,0.2193189921188652
ACH-000092,0.11766226045062755
ACH-000095,-0.11280081723455455
ACH-000097,0.05828592452364725
ACH-000098,-0.02561165459401786
ACH-000099,-0.0889533032548087
ACH-000108,-0.09929449634303644
ACH-000113,0.019199454966988574
ACH-000116,-0.020103306385047082
ACH-000118,-0.023016699322050648
ACH-000120,-0.07269377366678663
ACH-000123,-0.04988259853295622
ACH-000127,-0.005448494423799838
ACH-000128,0.005610934386937737
ACH-000132,0.05896500565342135
ACH-000133,-0.09061618020242487
ACH-000137,-0.15538396061581874
ACH-000138,-0.08164135273942914
ACH-000142,-0.06048040410776006
ACH-000143,0.12283891043128806
ACH-000146,-0.11465996905014447
ACH-000148,-0.11815881630263413
ACH-000150,-0.09587541045301404
ACH-000152,0.14498850144246322
ACH-000153,0.011263592985131495
ACH-000159,-0.056714839560404184
ACH-000160,0.11384777367482468
ACH-000163,0.017812349917264138
ACH-000167,-0.009774570690441988
ACH-000168,-0.03811771353786857
ACH-000169,0.10736435074567532
ACH-000178,0.028588064947431244
ACH-000183,0.05653673359465217
ACH-000188,0.015485110132580294
ACH-000189,-0.11373246975853428
ACH-000190,0.007506294856622336
ACH-000198,-0.1386512800002159
ACH-000203,-0.1552441781003518
ACH-000204,-0.07385252556098279
ACH-000206,-0.054340027927514564
ACH-000207,-0.059608177800978275
ACH-000208,0.05657211092068028
ACH-000210,0.06164135724177173
ACH-000211,-0.011822581795887712
ACH-000215,0.030723705650314837
ACH-000221,-0.058168325216983126
ACH-000222,-0.008233027886088323
ACH-000223,0.01479906039381664
ACH-000226,-0.1623476839978462
ACH-000227,0.013652997163715914
ACH-000228,0.02515460732011496
ACH-000231,-0.04079893554663842
ACH-000232,-0.09338443560114554
ACH-000233,0.015755533558692587
ACH-000234,0.06367835417748023
ACH-000235,-0.06375618212151182
ACH-000237,0.07305501079999284
ACH-000238,-0.04035403926551293
ACH-000242,-0.2162455368639668
ACH-000243,0.04882561395874616
ACH-000244,-0.022049386415472588
ACH-000246,-0.006653156300645625
ACH-000248,0.07293004775322284
ACH-000250,-0.00017583799834865275
ACH-000251,-0.2717162335059488
ACH-000252,-0.12536426237606588
ACH-000253,-0.07965136399383403
ACH-000255,0.09997410033302148
ACH-000256,0.03918760075332759
ACH-000257,0.04281093088188368
ACH-000258,0.08645904863927215
ACH-000259,-0.008460108296307375
ACH-000260,-0.05385539919094528
ACH-000261,0.06462032277186247
ACH-000262,-0.011624532086182792
ACH-000263,0.2596870460735718
ACH-000264,0.0007933613276521337
ACH-000265,-0.06369958643956157
ACH-000266,0.01287599026565456
ACH-000272,-0.033996925672428686
ACH-000274,-0.03365025706762228
ACH-000277,-0.049819281199587166
ACH-000278,-0.11611263579075785
ACH-000279,-0.01870672062643348
ACH-000280,0.002169941826875413
ACH-000281,-0.012212355865967086
ACH-000288,0.021482957170722704
ACH-000291,0.04860084225253688
ACH-000293,-0.059980389864208575
ACH-000294,-0.0513491001679384
ACH-000295,-0.1829704467850092
ACH-000296,0.06542416453645497
ACH-000302,0.052813825115084735
ACH-000304,-0.3195476281514489
ACH-000307,-0.16923875271349548
ACH-000308,-0.05156339241257843
ACH-000310,-0.07670822885929783
ACH-000311,-0.07877077678124747
ACH-000312,0.06860760052779616
ACH-000315,0.024063336039595026
ACH-000316,-0.0564597535715512
ACH-000317,0.03686251068309431
ACH-000318,-0.03698720139124961
ACH-000319,-0.007609972212627446
ACH-000320,-0.06967030153695422
ACH-000322,0.1790360508955916
ACH-000323,0.03492098968652892
ACH-000324,-0.06522881544928552
ACH-000329,0.13375495764431708
ACH-000330,-0.26880912933930323
ACH-000331,0.0006914067895798428
ACH-000332,-0.06313286110830121
ACH-000334,-0.16260922266741215
ACH-000335,-0.15628232387934113
ACH-000336,-0.06532381438828641
ACH-000337,0.014212645434234084
ACH-000338,-0.2063500528414917
ACH-000339,0.0077505660276641014
ACH-000341,0.015018066558699882
ACH-000348,-0.07002780447495847
ACH-000350,-0.06242490183907407
ACH-000352,0.060414842964300434
ACH-000356,-0.09694818558653646
ACH-000361,-0.0544237517060611
ACH-000362,0.01525130720210516
ACH-000363,0.04506452900744935
ACH-000364,-0.040053814231396166
ACH-000365,0.008296871041290656
ACH-000366,0.0373155019637966
ACH-000368,0.009568057461084514
ACH-000374,0.03023383162144729
ACH-000375,-0.1340605483509642
