,AGMAT (79814)
ACH-000004,-0.1342676171685828
ACH-000005,-0.4457862132852821
ACH-000007,-0.0015957285425176732
ACH-000009,-0.3527782853948725
ACH-000011,-0.15318460544885726
ACH-000012,-0.09204563468693873
ACH-000013,-0.11201941362034183
ACH-000014,-0.1395645226279148
ACH-000015,-0.054402799377053765
ACH-000017,-0.08555168328193227
ACH-000018,0.0020437485570045733
ACH-000019,-0.043164892762887014
ACH-000021,-0.15608397793231776
ACH-000022,-0.0780460401869427
ACH-000025,-0.23983402145436314
ACH-000028,-0.15590079503626167
ACH-000030,-0.12881293852120382
ACH-000035,-0.18640580837669374
ACH-000036,-0.06056171828379885
ACH-000037,-0.3522732358085794
ACH-000039,-0.01357901173890314
ACH-000040,-0.17415667083737654
ACH-000041,-0.1299791450604035
ACH-000042,-0.0928460824157007
ACH-000045,0.035496555917785264
ACH-000047,-0.31293342188575085
ACH-000052,-0.16008137224961674
ACH-000053,-0.17794017470820728
ACH-000054,-0.1380970187528188
ACH-000055,-0.06374882293626621
ACH-000060,-0.08271976139822944
ACH-000067,-0.0681284732689728
ACH-000070,0.009801854204461462
ACH-000075,-0.37617519210507216
ACH-000078,-0.041993308658926316
ACH-000082,-0.2447660803396952
ACH-000085,-0.24641571275903895
ACH-000086,-0.2309116653009353
ACH-000087,-0.2627644535750948
ACH-000092,-0.2604271878595919
ACH-000095,-0.07354914505190173
ACH-000097,-0.16373806474576869
ACH-000098,-0.2274501824634244
ACH-000099,-0.123491674294727
ACH-000108,-0.2071841496612776
ACH-000113,-0.1836762061507304
ACH-000116,-0.004981645090726765
ACH-000118,-0.14890086707486885
ACH-000120,-0.12204859645840907
ACH-000123,-0.17701816380889324
ACH-000127,-0.08776699382328294
ACH-000128,-0.3104787234332158
ACH-000132,-0.07868976059981833
ACH-000133,-0.09973785386875234
ACH-000137,-0.20209870973045727
ACH-000138,-0.0991492501880671
ACH-000142,-0.18674532511915126
ACH-000143,0.14470841637847034
ACH-000146,-0.12146392504825465
ACH-000148,-0.1411150541062155
ACH-000150,-0.5192806893760522
ACH-000152,-0.2729614486014232
ACH-000153,0.07049261918650179
ACH-000159,-0.21804099447221795
ACH-000160,-0.050830527581372194
ACH-000163,-0.1274832538622195
ACH-000167,-0.04467947046295938
ACH-000168,-0.15733131490628718
ACH-000169,-0.2040772371691302
ACH-000178,-0.06184527776847381
ACH-000183,-0.32717750580521743
ACH-000188,-0.15981168450854374
ACH-000189,-0.0663309943788111
ACH-000190,-0.13650215302679536
ACH-000198,-0.10312014642832697
ACH-000203,0.5578780637834128
ACH-000204,-0.2283631585998417
ACH-000206,-0.16978071820627408
ACH-000207,-0.031044462122694905
ACH-000208,-0.1815322819250938
ACH-000210,-0.031520221099967084
ACH-000211,-0.07783327658382751
ACH-000215,-0.18473250055012105
ACH-000221,-0.171888321664968
ACH-000222,0.08124646034001644
ACH-000223,-0.2269084207652969
ACH-000226,-0.21990937484067186
ACH-000227,-0.13043181030418433
ACH-000228,-0.2668451524618822
ACH-000231,-0.13578664068884108
ACH-000232,-0.09673447885505718
ACH-000233,-0.10024521781510001
ACH-000234,-0.2040918639523618
ACH-000235,-0.17881035049700833
ACH-000237,-0.16788422912397147
ACH-000238,-0.08680297348964294
ACH-000242,-0.35301210120435833
ACH-000243,-0.07258157954284236
ACH-000244,-0.3466612347143005
ACH-000246,-0.2572396737211308
ACH-000248,-0.09392025989805684
ACH-000250,-0.11970255305714812
ACH-000251,-0.20513248727091526
ACH-000252,-0.07907657096691917
ACH-000253,-0.1280668619080933
ACH-000255,-0.1881318318811896
ACH-000256,-0.04427424232576816
ACH-000257,-0.06349181556015686
ACH-000258,0.012518747956157978
ACH-000259,-0.17098640009972985
ACH-000260,-0.15728574034882375
ACH-000261,-0.0819678668891169
ACH-000262,-0.16317110897894466
ACH-000263,-0.12760601416130474
ACH-000264,-0.08334823294085791
ACH-000265,-0.03614831322765619
ACH-000266,-0.12299088618993817
ACH-000272,-0.21893923618543376
ACH-000274,-0.11736244086560015
ACH-000277,-0.0975186808180446
ACH-000278,-0.04849243273120507
ACH-000279,-0.1928112999798036
ACH-000280,-0.12332202647994668
ACH-000281,-0.15667495694603206
ACH-000288,-0.16113313186819914
ACH-000291,-0.16080758001082002
ACH-000293,-0.3274787987225764
ACH-000294,-0.02780017289790909
ACH-000295,-0.03693124388053259
ACH-000296,-0.048780772668878813
ACH-000302,-0.12461639228662012
ACH-000304,0.15052363088350673
ACH-000307,-0.08040504331873748
ACH-000308,-0.2299397382821946
ACH-000310,-0.08141673585763726
ACH-000311,-0.20365565618967887
ACH-000312,-0.15187391082512836
ACH-000315,0.04206809219009676
ACH-000316,-0.18490784529186102
ACH-000317,-0.11053769698062604
ACH-000318,-0.03330855742225085
ACH-000319,-0.20639653965861784
ACH-000320,-0.16607156720667296
ACH-000322,-0.10959405591033444
ACH-000323,-0.14564856986456168
ACH-000324,-0.1433629577601723
ACH-000329,-0.2596317578082033
ACH-000330,-0.036293657233216
ACH-000331,-0.21463439704960285
ACH-000332,-0.0666520494205324
ACH-000334,-0.006241947262909598
ACH-000335,-0.1933873785290801
ACH-000336,-0.1467130684156639
ACH-000337,0.08710442907840017
ACH-000338,-0.07373439616799674
ACH-000339,-0.13609744262468473
ACH-000341,-0.14354076338990998
ACH-000348,-0.17592171734778456
ACH-000350,-0.02280385082465926
ACH-000352,-0.15579040378467846
ACH-000356,-0.13032308933573958
ACH-000361,-0.1182392174735226
ACH-000362,-0.04481259681861576
ACH-000363,-0.027362247921907886
ACH-000364,-0.1903089012953648
ACH-000365,-0.10685664611608724
ACH-000366,-0.026869074857213748
ACH-000368,-0.03707438477983795
ACH-000374,-0.20039176475449852
ACH-000375,-0.3797711319045552
ACH-000376,-0.2211661732927238
ACH-000381,-0.1508746760420862
ACH-000383,-0.0774444114208592
ACH-000387,-0.08136307087747055
ACH-000389,-0.3920330063434526
ACH-000390,-0.07891725776512604
ACH-000393,-0.2617397657995713
ACH-000395,-0.0715814944083442
ACH-000396,-0.3793128943266583
ACH-000397,-0.13292005527968095
ACH-000401,-0.05026862647740568
ACH-000402,-0.29908379273068353
