,DAGLB (221955)
ACH-000304,-0.10893714967604932
ACH-000307,-0.22693777875708765
ACH-000308,-0.08559121146170287
ACH-000310,-0.13617229159088107
ACH-000311,-0.2478361289815465
ACH-000312,-0.2406693148721928
ACH-000315,0.03503276141040722
ACH-000316,-0.11491199111577707
ACH-000317,-0.05041779291221076
ACH-000318,-0.18293322577194385
ACH-000319,-0.2695568851016385
ACH-000320,-0.25391841004284565
ACH-000322,-0.2856096431333905
ACH-000323,-0.060184088433099824
ACH-000324,-0.08948010727449522
ACH-000329,-0.2133677752802976
ACH-000330,-0.1320356333423027
ACH-000331,-0.1773521365270337
ACH-000332,-0.17492633721367196
ACH-000334,-0.3231691408807537
ACH-000335,-0.10768005023565748
ACH-000336,-0.10913569402020927
ACH-000337,-0.3106954161437323
ACH-000338,-0.555722711516385
ACH-000339,-0.19067676197758435
ACH-000341,-0.1039190708782514
ACH-000348,-0.03284028695920492
ACH-000350,-0.11953174871994712
ACH-000352,-0.0712192170893607
ACH-000356,-0.08796808475205804
ACH-000361,-0.03897476801721688
ACH-000362,-0.10481869720747114
ACH-000363,-0.1873112656797992
ACH-000364,-0.12673807124845807
ACH-000365,-0.14960298961128207
ACH-000366,-0.17226525380482702
ACH-000368,-0.27991879202099923
ACH-000374,-0.060312150861069225
ACH-000375,-0.2266824440371068
ACH-000376,-0.2728846551301345
ACH-000381,-0.07935298987817764
ACH-000383,-0.10247554091145923
ACH-000387,-0.012081967530158921
ACH-000389,-0.4051412032385811
ACH-000390,-0.05213157197149133
ACH-000393,-0.10117634364979944
ACH-000395,-0.3488020905121198
ACH-000396,0.07860952812538588
ACH-000397,-0.20346703255457727
ACH-000401,-0.15835115826730026
ACH-000402,-0.21076692769603286
ACH-000403,-0.3258361824659069
ACH-000404,-0.08857722901232673
ACH-000406,-0.05880474275027585
ACH-000407,-0.15254229167283112
ACH-000408,-0.19837254611448585
ACH-000410,-0.11517688886042285
ACH-000411,-0.4721527287841194
ACH-000414,-0.1774426525415329
ACH-000415,-0.08514314576488329
ACH-000416,-0.12416211621353705
ACH-000420,-0.2749497665077322
ACH-000421,-0.2250426941358112
ACH-000424,-0.1280539436741712
ACH-000425,-0.048699709202668216
ACH-000426,0.15156666880256078
ACH-000427,-0.16250441898411466
ACH-000433,-0.3356229053646238
ACH-000435,-0.22112233108134555
ACH-000436,-0.06104135583044438
ACH-000444,-0.14486467438887016
ACH-000445,-0.3823035562597299
ACH-000448,-0.131750300786172
ACH-000450,-0.4059540329460074
ACH-000452,-0.2490996693432221
ACH-000454,-0.21988175838564147
ACH-000458,-0.0009193812507793787
ACH-000459,-0.19495420747165149
ACH-000460,-0.16319193185583694
ACH-000461,-0.0705375468391438
ACH-000463,-0.18015563948671967
ACH-000464,-0.26452379110596336
ACH-000466,-0.07988802078350847
ACH-000467,-0.1649622938783311
ACH-000468,-0.1625558790445118
ACH-000469,-0.06564752994922292
ACH-000470,0.06613610819931376
ACH-000471,-0.2544663866676488
ACH-000472,-0.06549055825518273
ACH-000473,-0.03278514691025717
ACH-000475,-0.09598861733224696
ACH-000476,-0.272747776265094
ACH-000477,0.03622662046224392
ACH-000479,-0.053783556116321636
ACH-000480,-0.07349893113592396
ACH-000481,-0.017607092869827118
ACH-000483,-0.13368373985421664
ACH-000484,-0.19888495683544144
ACH-000485,-0.1600933863694879
ACH-000486,-0.029374359509827107
ACH-000487,-0.3018908700348361
ACH-000488,-0.2211438332789765
ACH-000490,-0.19184895964807575
ACH-000491,-0.0059778499861573384
ACH-000495,-0.22877134354155695
ACH-000496,-0.3523519331403151
ACH-000499,-0.018050228865105124
ACH-000500,-0.0664041157923311
ACH-000502,-0.17204880440815845
ACH-000503,-0.1706789751915549
ACH-000505,-0.15522255341612673
ACH-000507,-0.06789804304593099
ACH-000510,-0.09427632311410274
ACH-000511,-0.2050453957297856
ACH-000512,-0.3613202809157205
ACH-000516,-0.13130165641639324
ACH-000517,-0.07069281025632808
ACH-000518,-0.3801771610591708
ACH-000520,-0.24772886103147498
ACH-000521,-0.15834492894875654
ACH-000522,-0.13986195431783033
ACH-000524,-0.0838869521232059
ACH-000527,-0.11013027068482273
ACH-000528,-0.08421928161538944
ACH-000537,-0.3868452512937758
ACH-000541,-0.19528227856318608
ACH-000542,-0.19712070706013307
ACH-000544,-0.27526588574889105
ACH-000545,-0.17465979795552394
ACH-000547,-0.1045793651409886
ACH-000548,-0.20898044822698544
ACH-000549,-0.06089689294947689
ACH-000550,-0.21545835019046072
ACH-000552,-0.02231278404587287
ACH-000556,-0.14231178451122342
ACH-000557,-0.06220277098071372
ACH-000569,-0.5566054238122987
ACH-000570,0.16945690978563496
ACH-000571,-0.20505447136928276
ACH-000573,-0.2401776135668767
ACH-000576,0.033590468109643334
ACH-000579,0.06009099196130424
ACH-000580,-0.3120222279329397
ACH-000584,-0.19602998699098592
ACH-000585,-0.2040287136946697
ACH-000588,-0.1949149471896832
ACH-000589,-0.1554100567705278
ACH-000591,-0.3170437387824005
ACH-000593,-0.1304588182339554
ACH-000600,-0.1413090543198746
ACH-000601,-0.1586788950394776
ACH-000605,-0.08607768770075379
ACH-000606,-0.3194218944945098
ACH-000608,-0.1938311620371875
ACH-000614,-0.014505666069563472
ACH-000616,-0.0796689200249802
ACH-000618,-0.4202882678646012
ACH-000619,-0.1706237206910219
ACH-000620,-0.17314245114886606
ACH-000621,-0.23956922423131846
ACH-000622,-0.11443629375284567
ACH-000623,-0.16364921382305295
ACH-000624,-0.052551149096767336
ACH-000627,-0.13580030638877766
ACH-000630,-0.2309133087469958
ACH-000631,-0.021196153411606588
ACH-000632,-0.17205384871658574
ACH-000633,-0.16396706252189105
ACH-000637,-0.03906214641657981
ACH-000638,0.004724467883669057
ACH-000646,-0.1588358424310675
ACH-000647,0.009218962422237636
ACH-000648,-0.0922876731431976
ACH-000649,-0.0998533206824879
ACH-000651,-0.01609329806044676
ACH-000652,-0.05982306667160112
ACH-000653,-0.0423480639781187
ACH-000657,-0.20107653292324545
ACH-000658,-0.012927012851597586
ACH-000661,-0.13358436518598596
ACH-000662,-0.19681853943839134
ACH-000663,-0.14583474611796576
ACH-000665,-0.058798994721168264
ACH-000671,-0.016392170978976668
ACH-000672,-0.14569402256130934
ACH-000673,-0.13665282490992084
ACH-000676,-0.13084632543340075
ACH-000677,-0.16047069504947012
ACH-000681,-0.11993823528938123
ACH-000683,-0.09358030924456716
ACH-000684,-0.1169390489779492
ACH-000688,-0.21189934470566926
ACH-000693,-0.11836431626093542
ACH-000694,-0.17418753585111896
ACH-000695,-0.19037676121632274
ACH-000696,-0.20196056586064007
ACH-000697,-0.07319883127910304
ACH-000699,-0.1676617055510773
ACH-000701,-0.2436010243972277
ACH-000706,-0.05370052838179388
ACH-000711,-0.12919830536759794
ACH-000713,-0.3456061110683665
ACH-000714,-0.08428863177144018
ACH-000718,-0.10847220093658927
ACH-000720,-0.20546308173666875
ACH-000721,-0.1604512985823119
ACH-000724,-0.24365009528691045
ACH-000725,-0.05216687892708143
ACH-000732,-0.1603764086209388
ACH-000734,-0.13261752134915972
ACH-000735,-0.13590269684008172
ACH-000736,-0.07157310439775888
ACH-000738,-0.1645022572781933
ACH-000746,-0.2351282183626228
ACH-000747,-0.10475953255433387
ACH-000748,-0.3219082734106179
ACH-000753,-0.06518802963403919
ACH-000756,-0.23497748676844504
ACH-000757,-0.203339356075687
ACH-000758,-0.2459575312983387
ACH-000760,-0.11783681205761908
ACH-000762,-0.1697691426572283
ACH-000763,0.06646275012350594
ACH-000764,-0.05517654303194168
ACH-000765,-0.050720851135996524
ACH-000766,-0.17801631214232735
ACH-000767,-0.02497536658317891
ACH-000768,-0.12525463174445367
ACH-000769,-0.08282388008312337
ACH-000770,-0.102573044977739
ACH-000771,-0.1629665868613202
ACH-000773,-0.17347793981236054
ACH-000776,-0.033737775586153936
ACH-000777,-0.13025769952904012
ACH-000778,-0.03160579165226193
ACH-000781,-0.18815961121455388
ACH-000782,-0.18939186749537748
ACH-000783,-0.1637572933283048
ACH-000784,-0.18015220801333395
ACH-000785,-0.05085015897555049
ACH-000787,-0.093793868262153
ACH-000788,-0.14794205562831494
ACH-000791,-0.16312497157959666
ACH-000792,-0.2529450239610297
ACH-000794,-0.14999668237524416
ACH-000796,-0.22341321939361464
ACH-000798,-0.4384438173599027
ACH-000799,-0.19608557597771775
ACH-000800,-0.33935967798221656
ACH-000802,-0.2069318279402768
ACH-000804,-0.1153644514556532
ACH-000805,0.06299045852878478
ACH-000809,-0.20569811019303255
ACH-000810,-0.4890773555383861
ACH-000811,-0.2650647485646309
ACH-000817,0.16974210579327306
ACH-000819,-0.12160692180838177
ACH-000820,-0.3155660955736493
ACH-000821,-0.27528672550383376
ACH-000822,-0.15367884494581135
ACH-000823,-0.1767668114250719
ACH-000824,-0.1824416921777949
ACH-000827,-0.1002057060533176
ACH-000829,-0.22167287263603547
ACH-000831,-0.1279521279756279
ACH-000832,-0.24058112355876046
ACH-000833,-0.19208341168231832
ACH-000834,-0.16533794063738758
ACH-000835,-0.16479375210782146
ACH-000836,-0.23331460746447436
ACH-000837,-0.00804159737537391
ACH-000838,-0.2108410446256192
ACH-000839,-0.26390469361989793
ACH-000840,-0.1876575693520868
ACH-000841,-0.2116004133811253
ACH-000843,0.028461910145106555
ACH-000846,0.036098192638493766
ACH-000847,-0.2644837674165436
ACH-000848,-0.17961718623240538
ACH-000849,-0.2558472818775109
ACH-000851,-0.12629508340070142
ACH-000855,-0.24022762714096796
ACH-000856,-0.20428012479298413
ACH-000858,-0.2315416244726353
ACH-000859,-0.19611411160576492
ACH-000861,-0.08756653931928025
ACH-000862,-0.12418106786513122
ACH-000865,-0.08800737519591459
ACH-000866,-0.1132957250856082
ACH-000867,-0.12478374417114475
ACH-000869,-0.042882255098911234
ACH-000872,0.03855205930345028
ACH-000873,-0.2150398421218033
ACH-000876,-0.11111360445488123
ACH-000878,-0.2794590541966601
ACH-000880,-0.0023804732902006536
ACH-000881,-0.15985567114292035
ACH-000882,-0.10680535564519064
ACH-000884,-0.1539749939821187
ACH-000885,-0.18138085564645406
ACH-000887,-0.07734763987144871
ACH-000889,-0.06470776023215549
ACH-000896,-0.29852671948813225
ACH-000898,-0.09424265764990768
ACH-000900,-0.4754772654436253
ACH-000901,-0.04206946526865645
ACH-000905,-0.2355219832433243
ACH-000906,-0.1541522552801755
ACH-000907,-0.030961677832632824
ACH-000910,-0.026284580916794423
ACH-000911,-0.3161253628286214
ACH-000912,-0.12421472658851453
ACH-000913,-0.060259497535781026
ACH-000915,-0.18163397508005202
ACH-000916,-0.042051561298812615
ACH-000917,-0.014871427508568841
ACH-000920,0.002708908823799668
ACH-000921,-0.19252304027244996
ACH-000924,0.011606164641807422
ACH-000926,-0.2434559815836886
ACH-000928,-0.3828919390827143
ACH-000929,-0.2771030213314031
ACH-000932,-0.21120040255352773
ACH-000935,-0.120002000262953
ACH-000936,-0.13122251688373873
ACH-000937,-0.16997934925638922
ACH-000938,-0.08272811470330735
ACH-000939,0.10854684382371707
ACH-000941,0.024087867550878037
ACH-000943,0.00025187663636734234
ACH-000946,-0.22287290382319705
ACH-000947,-0.13015380108826596
ACH-000948,-0.1041660128201795
ACH-000950,-0.08376525774295067
ACH-000953,-0.1617627780538444
ACH-000954,0.04795338594272576
ACH-000957,-0.15631894936302665
ACH-000958,-0.11362186988859185
ACH-000960,-0.12837471965569966
ACH-000963,0.03375074694701394
ACH-000968,-0.08495875853139206
ACH-000969,-0.06769408744344439
ACH-000972,-0.010548835158250964
ACH-000973,-0.19465929999038387
ACH-000974,-0.08940508475586699
ACH-000978,0.1041947428632426
ACH-000984,-0.20197911603798205
ACH-000986,-0.19064771865629088
ACH-000988,-0.19857437172553474
ACH-000993,-0.09411560463960353
ACH-000994,-0.014886623074631691
ACH-000996,-0.08476578618479115
ACH-001001,-0.07866612948212709
ACH-001020,-0.29223414956856464
ACH-001028,-0.13835419368582005
ACH-001031,-0.24653999413069624
ACH-001038,-0.17545215822562002
ACH-001048,-0.2520364306097061
ACH-001050,-0.13682960717234802
ACH-001053,0.10243370692627904
ACH-001054,-0.17910044057128727
ACH-001061,-0.1159531404365411
ACH-001067,-0.15021542523707815
ACH-001075,-0.13548830984187546
ACH-001096,-0.08908032584619953
ACH-001111,0.034921187573893835
ACH-001119,-0.39930994240105855
ACH-001128,-0.18072758432278
ACH-001134,-0.16218400950468514
ACH-001151,-0.06641840151768788
ACH-001163,-0.08718412313914972
ACH-001164,-0.28616284271772074
ACH-001183,-0.00896515156162691
ACH-001192,-0.07011181590579216
ACH-001193,-0.16806342251808307
ACH-001196,-0.19624208591130365
ACH-001197,-0.2712609140240784
ACH-001205,-0.19401284065415825
ACH-001211,-0.11739739206562212
ACH-001212,-0.28402777143707136
ACH-001228,-0.024762603876706164
ACH-001232,-0.004058215321749497
ACH-001239,-0.08937748243727643
ACH-001270,-0.2678998725406337
ACH-001274,-0.0588432080418101
ACH-001275,-0.07308193953009387
ACH-001277,-0.21551049316029375
ACH-001278,-0.11584837298132075
ACH-001280,-0.4471863519671221
ACH-001283,-0.06287518334281471
ACH-001289,-0.14652071641122774
ACH-001300,-0.1145264916714514
ACH-001301,-0.1961568885955108
ACH-001302,-0.16431949908176458
ACH-001306,-0.3780208407536656
ACH-001318,-0.05662082749645056
ACH-001322,-0.23804686832754615
ACH-001328,-0.2158425985911603
ACH-001332,0.08602207457156351
ACH-001336,-0.1142763776547388
ACH-001346,-0.13969005358779554
ACH-001353,-0.2656802448142303
ACH-001354,-0.2523793723228241
ACH-001367,-0.08046126729726852
ACH-001368,-0.3266085471293048
ACH-001374,-0.3824587443354024
ACH-001377,-0.1573484584015349
ACH-001380,-0.07978595232453703
ACH-001391,-0.12430115036554105
ACH-001408,-0.15083163488798013
ACH-001430,0.0572571964716035
ACH-001431,-0.1479478265131087
ACH-001450,0.07568601698082209
ACH-001496,-0.2624693935507147
ACH-001500,-0.22325573842904708
ACH-001523,-0.15588547934079214
ACH-001532,-0.13449210585651614
ACH-001550,-0.14657460518680862
ACH-001552,-0.24893726688445786
ACH-001554,-0.12481237761649808
ACH-001654,-0.122197998954292
ACH-001735,-0.14656221591095664
ACH-001736,-0.16363278551098662
ACH-001737,-0.16146610673329506
ACH-001740,-0.1237531822588912
ACH-001745,-0.012998597436066682
ACH-001765,-0.058056687568819126
