,JAK3 (3718)
ACH-000004,-0.1561624843332486
ACH-000005,-0.1820446642463653
ACH-000007,-0.2411173229890564
ACH-000009,0.024059365547888418
ACH-000011,-0.22144186462484813
ACH-000012,-0.15160193803093105
ACH-000013,-0.19104542673207284
ACH-000014,-0.15869297563135154
ACH-000015,-0.3655985878607411
ACH-000017,-0.08844128544192931
ACH-000018,-0.25388446087803296
ACH-000019,-0.14619211261046855
ACH-000021,-0.2542870239015048
ACH-000022,-0.30622852031577713
ACH-000025,-0.31346260605642623
ACH-000028,-0.2842461461803912
ACH-000030,-0.2874650851888044
ACH-000035,-0.17441611850979072
ACH-000036,-0.2371603016267732
ACH-000037,-0.21083544725981587
ACH-000039,-0.1792386134199713
ACH-000040,-0.1669228208743035
ACH-000041,-0.1993059210160993
ACH-000042,-0.23025816839007934
ACH-000045,-0.26226244700828194
ACH-000047,-0.2600237374765453
ACH-000052,-0.2579785195502847
ACH-000053,-0.2154693327904016
ACH-000054,-0.3073279559408005
ACH-000055,0.03827982356945052
ACH-000060,-0.17056283650922208
ACH-000067,-0.25630511245870696
ACH-000070,-0.34724459080187536
ACH-000075,-0.3776731794377965
ACH-000078,-0.16262203868864855
ACH-000082,-0.17837341524946368
ACH-000085,-0.19917741247875648
ACH-000086,-0.31447421601316666
ACH-000087,-0.054896062878933935
ACH-000092,-0.2144003442957812
ACH-000095,-0.28765067582158005
ACH-000097,-0.15270886082993906
ACH-000098,-0.2930076225277731
ACH-000099,-0.16907762775716473
ACH-000108,-0.3474978474851564
ACH-000113,-0.10369863611274187
ACH-000116,-0.22820235910935174
ACH-000118,-0.12387331105600992
ACH-000120,-0.13620646512146267
ACH-000123,-0.03588822579306408
ACH-000127,-0.21500399519335087
ACH-000128,-0.2849105208602776
ACH-000132,-0.21052836637678649
ACH-000133,-0.08915287563606031
ACH-000137,-0.3090465756053767
ACH-000138,-0.20668626557352734
ACH-000142,-0.1952270987399666
ACH-000143,0.08727288515321723
ACH-000146,-0.13665267530611913
ACH-000148,0.040841858844062176
ACH-000150,-0.15564193947756125
ACH-000152,-0.1311450210212388
ACH-000153,-0.09044112830565784
ACH-000159,-0.09075955917942696
ACH-000160,0.0065734284278047405
ACH-000163,-0.13985415664756665
ACH-000167,-0.057623053185551186
ACH-000168,-0.07686633129591232
ACH-000169,-0.13680867714299114
ACH-000178,-0.2548496747251729
ACH-000183,-0.049505709510957334
ACH-000188,-0.3311367129819789
ACH-000189,-0.231131075813504
ACH-000190,0.03919287546027534
ACH-000198,-0.20312190505829456
ACH-000203,0.0921466290315944
ACH-000204,0.025777622110518608
ACH-000206,0.03684797554037191
ACH-000207,-0.041510952422888964
ACH-000208,0.02242738487079839
ACH-000210,-0.07127702674411655
ACH-000211,-0.10574466861936384
ACH-000215,-0.08002144476910712
ACH-000221,-0.3075487336711568
ACH-000222,-0.016512249562379
ACH-000223,-0.016141493246260803
ACH-000226,-0.2301064368370469
ACH-000227,-0.09271423990885626
ACH-000228,-0.34246116389597325
ACH-000231,-0.14640464244721854
ACH-000232,-0.08226480933295696
ACH-000233,-0.2618137763002824
ACH-000234,-0.3052620455180033
ACH-000235,-0.1528919800504456
ACH-000237,-0.17306149635220486
ACH-000238,-0.07633194522246045
ACH-000242,-0.11871849487191954
ACH-000243,-0.2858660898127526
ACH-000244,-0.37102720392358335
ACH-000246,-0.08960068484016984
ACH-000248,-0.1643720342897433
ACH-000250,-0.197110122672182
ACH-000251,-0.3566899182264962
ACH-000252,-0.24846054014522126
ACH-000253,-0.2581817428552509
ACH-000255,-0.2363888228235479
