,NRD1 (4898)
ACH-000004,-0.21712688067304373
ACH-000005,-0.14229310594023678
ACH-000007,-0.05888885008934134
ACH-000009,-0.28403867582561537
ACH-000011,-0.2023381411485473
ACH-000012,-0.6496071874477287
ACH-000013,-0.1758995692155197
ACH-000014,-0.2440466236996629
ACH-000015,-0.13241661441181346
ACH-000017,-0.12556560409620496
ACH-000018,-0.15386573841113482
ACH-000019,-0.2229240835393692
ACH-000021,-0.2461669393788492
ACH-000022,-0.14550297228579884
ACH-000025,-0.17159949102733985
ACH-000028,-0.18864033754874748
ACH-000030,-0.4025004008502243
ACH-000035,-0.6251628639335499
ACH-000036,-0.03933021893081835
ACH-000037,-0.31218082549881393
ACH-000039,0.03221724981395961
ACH-000040,-0.3143238011622214
ACH-000041,-0.4025471717830673
ACH-000042,0.1514467195765311
ACH-000045,0.04368609592868557
ACH-000047,-0.03044488984019089
ACH-000052,-0.20770483906928905
ACH-000053,-0.22824673387359076
ACH-000054,-0.019976100263883655
ACH-000055,-0.2619878522423769
ACH-000060,-0.2203276950769778
ACH-000067,-0.1265057492363407
ACH-000070,-0.2798488228443461
ACH-000075,-0.27041293720289217
ACH-000078,-0.1999478789105041
ACH-000082,-0.1635388250706403
ACH-000085,-0.42016828213877744
ACH-000086,-0.38971132811930376
ACH-000087,-0.3616402597651376
ACH-000092,-0.39873460574949104
ACH-000095,-0.09924852080342593
ACH-000097,-0.008860051827100784
ACH-000098,-0.036991372016859966
ACH-000099,-0.3215969018001418
ACH-000108,-0.18537676728283092
ACH-000113,-0.05699937696370349
ACH-000116,-0.27349616804307275
ACH-000118,-0.23242904386647525
ACH-000120,-0.0953628721208553
ACH-000123,-0.02210341252682592
ACH-000127,-0.2277817503300506
ACH-000128,-0.13573960985408146
ACH-000132,-0.3614922885204061
ACH-000133,-0.20860300261330011
ACH-000137,-0.19724933282424495
ACH-000138,-0.1854438909863684
ACH-000142,-0.37047914055704495
ACH-000143,-0.37998065736696707
ACH-000146,-0.10493763044437893
ACH-000148,-0.06743326102040284
ACH-000150,-0.23362274951102824
ACH-000152,-0.2524134634120606
ACH-000153,-0.09260058630889807
ACH-000159,-0.1364210649258374
ACH-000160,-0.17471708754450085
ACH-000163,-0.15708939627084811
ACH-000167,-0.37831895237794944
ACH-000168,0.018993056084776683
ACH-000169,-0.4952381036739684
ACH-000178,0.0010121127282146502
ACH-000183,-0.054193022887687035
ACH-000188,-0.16501667111146134
ACH-000189,-0.31387267009870834
ACH-000190,-0.08208604449974084
ACH-000198,-0.016015259980242978
ACH-000203,0.15904979281160694
ACH-000204,-0.44963444405041775
ACH-000206,-0.07055383637250351
ACH-000207,-0.05472854889764337
ACH-000208,-0.17262991402396535
ACH-000210,-0.1467829374062916
ACH-000211,-0.12557046099443264
ACH-000215,-0.23434894985099056
ACH-000221,-0.2656401325224429
ACH-000222,-0.2529155901153879
ACH-000223,-0.2544829678192265
ACH-000226,-0.1866881039247284
ACH-000227,-0.17825378238494274
ACH-000228,-0.03204888970594482
ACH-000231,-0.08117204319908511
ACH-000232,-0.2516602755953763
ACH-000233,-0.0619484111719813
ACH-000234,-0.3661367239023188
ACH-000235,0.016628756872128257
ACH-000237,-0.14692475104192645
ACH-000238,-0.25437421795042103
ACH-000242,-0.1346207268519187
ACH-000243,-0.03715125939422117
ACH-000244,-0.17701748095782546
ACH-000246,-0.15645907400080433
ACH-000248,-0.1893653849412429
ACH-000250,0.008162394124525595
ACH-000251,-0.1252106079176015
ACH-000252,-0.3086689684107358
ACH-000253,-0.2174679817146916
ACH-000255,-0.3809433871003613
ACH-000256,-0.011768408438650142
ACH-000257,-0.0038603336942310594
ACH-000258,-0.0439590362811184
ACH-000259,-0.208682797546738
ACH-000260,-0.38224676781957106
ACH-000261,-0.07302426499885266
ACH-000262,0.07648207619758661
ACH-000263,-0.1324715949476606
ACH-000264,-0.35750568625534085
ACH-000265,-0.25009606891331626
ACH-000266,0.1495183106432166
ACH-000272,-0.4341910530262428
ACH-000274,-0.17390126405727135
ACH-000277,-0.2617755900606053
ACH-000278,-0.3174884104983112
ACH-000279,-0.28411257930671624
ACH-000280,-0.14029289461146752
ACH-000281,0.10197150368417153
ACH-000288,-0.2783926336360163
ACH-000291,-0.18792266785420295
ACH-000293,-0.19922183585266667
ACH-000294,-0.0224799197724062
ACH-000295,-0.1681434174916613
ACH-000296,-0.12768827620661238
ACH-000302,-0.06676468686430452
ACH-000304,-0.1570817992823335
ACH-000307,-0.41906181466820974
ACH-000308,-0.4019598910078699
ACH-000310,-0.1221810061718556
ACH-000311,-0.0809019880957231
ACH-000312,-0.3218607522540732
ACH-000315,-0.2017567939124399
ACH-000316,-0.10316857293212704
ACH-000317,-0.5037667205351197
ACH-000318,-0.3426761871697241
ACH-000319,-0.06801549509696933
ACH-000320,-0.22078903612638748
ACH-000322,-0.3786280013360463
ACH-000323,-0.32937103954882746
ACH-000324,-0.1628761338097076
ACH-000329,-0.17863607582317553
ACH-000330,-0.2670586424296065
ACH-000331,-0.4043207503456221
ACH-000332,0.04195943127158168
ACH-000334,-0.03295097092193986
ACH-000335,-0.3504748448635559
ACH-000336,-0.09611938161497137
ACH-000337,-0.18715899550526274
ACH-000338,-0.3182497701522273
ACH-000339,-0.005745803646509331
ACH-000341,-0.19130158462780564
ACH-000348,-0.210307013121536
ACH-000350,-0.10104205594446428
ACH-000352,-0.34978722633772136
ACH-000356,-0.1739906049718628
ACH-000361,-0.062152827091708863
ACH-000362,0.1049237814443832
ACH-000363,-0.041145569761215715
ACH-000364,-0.5080289460854965
ACH-000365,0.01652975348347317
ACH-000366,-0.2761266936166176
ACH-000368,-0.14953181866175191
ACH-000374,-0.26017430500592165
ACH-000375,0.03612196738748456
ACH-000376,-0.2267003384150416
ACH-000381,-0.08513352763251399
ACH-000383,-0.05550422351622136
ACH-000387,-0.09157228200100252
ACH-000389,-0.37013151407889777
ACH-000390,-1.0531443261949651
ACH-000393,0.007192828100786661
ACH-000395,-0.15729765109489555
ACH-000396,-0.2869965397505713
ACH-000397,-0.14546160615801698
ACH-000401,-0.09628310655382827
ACH-000402,-0.04599285138372045
ACH-000403,-0.0912094323233726
ACH-000404,-0.47868205294763294
ACH-000406,-0.04535677719321201
ACH-000407,-0.0989169832870264
ACH-000408,-0.2901832712539871
ACH-000410,-0.17647366283831026
ACH-000411,-0.2234197741705132
ACH-000414,-0.15499066408726184
ACH-000415,-0.4724740502698097
ACH-000416,-0.2272379982839455
ACH-000420,-0.16334674764514515
ACH-000421,-0.2204919658622519
ACH-000424,-0.3806828870258743
ACH-000425,-0.19580623863671007
ACH-000426,-0.2080152803014616
ACH-000427,-0.1287153450899875
ACH-000433,-0.3567677334621477
ACH-000435,-0.1644753146729405
ACH-000436,-0.1893034337342434
ACH-000444,-0.11688582348902644
ACH-000445,-0.13765750032443394
ACH-000448,-0.02131963292763993
ACH-000450,-0.16821976016571966
ACH-000452,-0.10761508262818842
ACH-000454,-0.2915601945663278
ACH-000458,-0.2811488919585058
ACH-000459,-0.09065598272642947
ACH-000460,0.06690634430740906
ACH-000461,-0.11743174636642575
ACH-000463,0.023639994869941474
ACH-000464,-0.0310378368626362
ACH-000466,-0.08678216140234606
ACH-000467,-0.1877569158708815
ACH-000468,-0.06370670611791546
ACH-000469,-0.3154426645736496
ACH-000470,-0.1047629823751621
ACH-000471,0.011897948207899628
ACH-000472,-0.2004337801011999
ACH-000473,-0.2896233628409667
ACH-000475,-0.4660009813960266
ACH-000476,-0.14382082094855306
ACH-000477,-0.21137414816154415
ACH-000479,-0.10686843419451976
ACH-000480,-0.2850071641739187
ACH-000481,-0.03152652358959758
ACH-000483,-0.0956746001280455
ACH-000484,-0.15090843107280025
ACH-000485,-0.009083559083355956
ACH-000486,-0.2573178683768764
ACH-000487,0.06749386801638538
ACH-000488,-0.37581350873349095
ACH-000490,-0.2923934087668818
ACH-000491,0.04049204738594813
ACH-000495,-0.2588911050391076
ACH-000496,-0.0732471455205786
ACH-000499,-0.3565204616753586
ACH-000500,-0.5180777689381413
ACH-000502,-0.19000306581357004
ACH-000503,-0.1549619454426363
ACH-000505,-0.23049294436785994
ACH-000507,-0.4009783196855842
ACH-000510,-0.2835721662756405
ACH-000511,-0.2466022687958975
ACH-000512,-0.3429907474172961
ACH-000516,-0.22478253615369748
ACH-000517,0.06319276548053705
ACH-000518,-0.23120773774540004
ACH-000520,-0.14025970965019227
ACH-000521,-0.4670387152423373
ACH-000522,-0.1439307869346249
ACH-000524,-0.0048915560038992
ACH-000527,-0.040951770180808617
ACH-000528,-0.4562579957797071
ACH-000537,-0.1863044323166753
ACH-000541,-0.3367681869773095
ACH-000542,-0.12276352346787316
ACH-000544,-0.6101971371112681
ACH-000545,-0.3817276552520033
ACH-000547,-0.17788548095898368
ACH-000548,-0.04392084960865212
ACH-000549,-0.2629420684139003
ACH-000550,-0.17809052814503493
ACH-000552,-0.3429544259266585
ACH-000556,-0.14364738209727004
ACH-000557,-0.297178818602846
ACH-000569,-0.2419851679193641
ACH-000570,-0.11299808767499285
ACH-000571,-0.07276339035039434
ACH-000573,-0.14357033683219445
ACH-000576,-0.2745530341803592
ACH-000579,-0.07752989565490924
ACH-000580,-0.3650922326365931
ACH-000584,-0.1476180180870301
ACH-000585,-0.4163679409890407
ACH-000588,-0.27083714284367943
ACH-000589,-0.19816764011592064
ACH-000591,-0.2775821504457124
ACH-000593,-0.2285050849570673
ACH-000600,-0.3904278707447412
ACH-000601,-0.03742390903088432
ACH-000605,-0.10362541883249066
ACH-000606,-0.4079749665420423
ACH-000608,-0.04625776098184022
ACH-000614,-0.05880545849911716
ACH-000616,0.046038930069228656
ACH-000618,-0.34857665713174296
ACH-000619,-0.2676551158198105
ACH-000620,-0.05329743181383515
ACH-000621,-0.18511628508908776
ACH-000622,-0.10236973111329392
ACH-000623,-0.13474438553993714
ACH-000624,-0.3483906179199704
ACH-000627,-0.3344438546106073
ACH-000630,-0.4072575322265691
ACH-000631,-0.2235021211560493
ACH-000632,-0.2347521632683033
ACH-000633,-0.09624466204762244
ACH-000637,-0.0349280095279924
ACH-000638,-0.5044095859021449
ACH-000646,-0.05157676953852056
ACH-000647,-0.11412114401028813
ACH-000648,-0.28378013458042306
ACH-000649,-0.20496040102213314
ACH-000651,-0.5670373722069049
ACH-000652,-0.3753251474297756
ACH-000653,-0.035591874730026354
ACH-000657,-0.19242203146132855
ACH-000658,-0.0659855096052823
ACH-000661,-0.34605414931555256
ACH-000662,-0.06454291936705132
ACH-000663,-0.2243063531249361
ACH-000665,-0.0789669486527295
ACH-000671,-0.2910294155894822
ACH-000672,-0.08642687653197502
ACH-000673,-0.1618333247235358
ACH-000676,-0.2597143490379732
ACH-000677,-0.062331926571872025
ACH-000681,-0.10763515579716047
ACH-000683,-0.3110393987357525
ACH-000684,-0.1487379427598442
ACH-000688,-0.18808888655564013
ACH-000693,-0.2357121930302863
ACH-000694,-0.28541275646845576
ACH-000695,-0.1983280592369474
ACH-000696,-0.4585186772860334
ACH-000697,-0.1849787203387418
ACH-000699,-0.254304791306528
ACH-000701,-0.13340578839231618
ACH-000706,-0.27566489662269245
ACH-000711,-0.08919112551892522
ACH-000713,-0.2510163326428039
ACH-000714,-0.4741183602883639
ACH-000718,-0.045079087621550655
ACH-000720,-0.1980491150949548
ACH-000721,0.00189946970894892
ACH-000724,-0.1899882838096653
ACH-000725,-0.11390789293359972
ACH-000732,-0.2442673661819086
ACH-000734,-0.10999290100719317
ACH-000735,-0.09715867888603223
ACH-000736,-0.0022348006744853962
ACH-000738,-0.1596636159684719
ACH-000746,-0.08181153793195882
ACH-000747,-0.1521974806383362
ACH-000748,-0.15397714543101435
ACH-000753,-0.4519156690122213
ACH-000756,-0.00391809326678626
ACH-000757,-0.10258051368809984
ACH-000758,-0.22137767884820508
ACH-000760,-0.1316161416039931
ACH-000762,-0.12886752790616846
ACH-000763,-0.30342081535725146
ACH-000764,-0.29311795962364423
ACH-000765,-0.29860589091867223
ACH-000766,-0.20752033434209494
ACH-000767,-0.1322248761215998
ACH-000768,0.11641692930929465
ACH-000769,-0.2292717944888764
ACH-000770,-0.2621190523940207
ACH-000771,-0.39490118425674015
ACH-000773,-0.11154837739206416
ACH-000776,-0.21002871615952545
ACH-000777,-0.2240733947145979
ACH-000778,-0.2640213600753884
ACH-000781,-0.3871269179732039
ACH-000782,-0.13330615751983158
ACH-000783,-0.26641102120273397
ACH-000784,-0.1834291997760087
ACH-000785,-0.4872405289189733
ACH-000787,-0.5049244528945875
ACH-000788,-0.16229024834422034
ACH-000791,-0.2296373745354721
ACH-000792,-0.17410451375546174
ACH-000794,-0.6093365173680734
ACH-000796,0.06347050228049188
ACH-000798,-0.13068840922104474
ACH-000799,-0.2655870967155116
ACH-000800,-0.16162027564134282
ACH-000802,-0.1832912975913516
ACH-000804,0.03153070765196081
ACH-000805,-0.1920273049402309
ACH-000809,-0.2572883908458053
ACH-000810,-0.3770507194791408
ACH-000811,-0.1209846598671298
ACH-000817,-0.22414990343072014
ACH-000819,-0.11497433412183182
