,NCMAP (400746)
ACH-000004,-0.09929934922047964
ACH-000005,-0.20451434686479172
ACH-000007,-0.15139955035135158
ACH-000009,-0.09416584632128427
ACH-000011,0.09940536459725828
ACH-000012,-0.04401986949904664
ACH-000013,0.002194104706677307
ACH-000014,-0.048282161524540144
ACH-000015,-0.10220466070913037
ACH-000017,0.07433140897375322
ACH-000018,0.05483183546235487
ACH-000019,-0.12338806385693413
ACH-000021,-0.01781538003248216
ACH-000022,-0.13247823126717434
ACH-000025,0.04958530011519432
ACH-000028,-0.09214314264833896
ACH-000030,-0.06783253518412713
ACH-000035,-0.17798286948062414
ACH-000036,0.04711114639472717
ACH-000037,0.027027587164761568
ACH-000039,0.013657245488982294
ACH-000040,-0.0614802794929601
ACH-000041,-0.037349017542508016
ACH-000042,-0.06507600162428005
ACH-000045,-0.0023129798889688505
ACH-000047,0.02494326088722176
ACH-000052,-0.10686163694835622
ACH-000053,-0.06686288210058072
ACH-000054,0.05158929819408475
ACH-000055,-0.059127792809697335
ACH-000060,-0.056515614107186925
ACH-000067,-0.11899969234215345
ACH-000070,0.04300599339190568
ACH-000075,-0.09221245866127542
ACH-000078,0.024194218131112825
ACH-000082,0.003563775922172593
ACH-000085,0.0020935277685574147
ACH-000086,-0.062037030040977485
ACH-000087,0.045171701076919764
ACH-000092,-0.154104146420987
ACH-000095,0.02218021240942521
ACH-000097,0.005561639684595925
ACH-000098,-0.09862856022254944
ACH-000099,-0.03382133761280178
ACH-000108,-0.07383840133490246
ACH-000113,-0.005976308110819478
ACH-000116,0.009274860838320713
ACH-000118,0.01974728012195551
ACH-000120,-0.1893263468298015
ACH-000123,0.08446108988674877
ACH-000127,-0.003014452947936385
ACH-000128,-0.1542623091825958
ACH-000132,0.009849046243501823
ACH-000133,-0.04123173339047432
ACH-000137,-0.19379927322749704
ACH-000138,-0.011461119476105876
ACH-000142,-0.05608605097876467
ACH-000143,-0.3053254858977632
ACH-000146,0.04913400507511975
ACH-000148,0.02341892146355946
ACH-000150,-0.33182178083391595
ACH-000152,-0.048440283489251716
ACH-000153,-0.07822935753654274
ACH-000159,-0.010404252977506112
ACH-000160,-0.06797525537587322
ACH-000163,-0.043271322331371084
ACH-000167,0.03867914727221626
ACH-000168,-0.03223395098229626
ACH-000169,0.07693643829664054
ACH-000178,0.044564674791034486
ACH-000183,-0.119483522332943
ACH-000188,-0.047621052582207515
ACH-000189,0.1717150079865138
ACH-000190,-0.2288617443663745
ACH-000198,-0.14726514092313006
ACH-000203,-0.31184191117782184
ACH-000204,-0.2309753373255328
ACH-000206,-0.13445764532001792
ACH-000207,0.14596370518271104
ACH-000208,0.26422796328798803
ACH-000210,-0.20288125184783012
ACH-000211,0.02700043546292756
ACH-000215,0.0021876096662128523
ACH-000221,-0.2890076273724065
ACH-000222,-0.1938751492305778
ACH-000223,0.05151227605499401
ACH-000226,0.07735816871783685
ACH-000227,0.011614654377340937
ACH-000228,0.09396064776642912
ACH-000231,-0.12074866046016447
ACH-000232,-0.015414064128706446
ACH-000233,-0.03791410293017716
ACH-000234,-0.08153238014558323
ACH-000235,-0.05343134494775957
ACH-000237,-0.03624556665635368
ACH-000238,-0.06066484840664406
ACH-000242,0.10977118484669512
ACH-000243,-0.08218089065216731
ACH-000244,-0.17105880519188366
ACH-000246,0.04062977322316079
ACH-000248,0.14661712924552436
ACH-000250,-0.01031232520911232
ACH-000251,0.04560367855659235
ACH-000252,-0.07274524024532697
ACH-000253,0.0047290335263588884
ACH-000255,0.051308937504487916
ACH-000256,-0.1152084237768744
