,SUPV3L1 (6832)
ACH-000631,-0.7169817205405845
ACH-000632,-0.9148392640138638
ACH-000633,-1.3766815718707068
ACH-000637,-0.8739725775263155
ACH-000638,-0.8379454589209028
ACH-000646,-0.6455945879936492
ACH-000647,-1.0368046953232772
ACH-000648,-1.0877199170246807
ACH-000649,-0.8233487535584779
ACH-000651,-1.157785742551214
ACH-000652,-1.017738000954575
ACH-000653,-0.9838665497357786
ACH-000657,-0.8150663424361201
ACH-000658,-1.1136890159629016
ACH-000661,-0.8795955921517921
ACH-000662,-0.9927615284190976
ACH-000663,-0.693549245683177
ACH-000665,-0.6742079802266829
ACH-000671,-1.0006908539074069
ACH-000672,-0.9213295555931604
ACH-000673,-0.4441943892303857
ACH-000676,-1.0256184126578125
ACH-000677,-1.103737267274398
ACH-000681,-1.0185105938506909
ACH-000683,-0.9699405176088396
ACH-000684,-0.831419498071085
ACH-000688,-0.9964397130129672
ACH-000693,-1.1345933676566875
ACH-000694,-1.2534625261053336
ACH-000695,-1.1106255247037418
ACH-000696,-0.9707403059248256
ACH-000697,-1.03833146475538
ACH-000699,-1.1741229316862425
ACH-000701,-0.9888713669724788
ACH-000706,-1.0153261663795596
ACH-000711,-0.9900987413611948
ACH-000713,-0.8647940106212565
ACH-000714,-0.7491220057099214
ACH-000718,-0.6890594881390996
ACH-000720,-0.8880995895941376
ACH-000721,-1.1166367005755191
ACH-000724,-1.1665931917075836
ACH-000725,-0.7970638807571823
ACH-000732,-1.0593394380528487
ACH-000734,-1.2184850232509128
ACH-000735,-0.8700131050692943
ACH-000736,-0.8815556231841859
ACH-000738,-0.8602381039957049
ACH-000746,-1.0017259805362488
ACH-000747,-0.9319292195202892
ACH-000748,-0.602091227946995
ACH-000753,-0.8252145852372386
ACH-000756,-0.6182065954644475
ACH-000757,-1.0053966846017517
ACH-000758,-1.1453636526355857
ACH-000760,-0.9333029264926884
ACH-000762,-1.0188184692604938
ACH-000763,-0.7639306116193831
ACH-000764,-1.1543270452116998
ACH-000765,-0.994765219022462
ACH-000766,-0.8819030156877432
ACH-000767,-0.9704977213323625
ACH-000768,-0.9637494977102328
ACH-000769,-1.0137464004066759
ACH-000770,-0.9322948601429544
ACH-000771,-0.9716033556082024
ACH-000773,-0.6535029545751897
ACH-000776,-0.927308240693673
ACH-000777,-0.9239468879358441
ACH-000778,-0.7341536394485952
ACH-000781,-0.8004822853819391
ACH-000782,-0.8684737447626786
ACH-000783,-0.635594070182801
ACH-000784,-1.1331877881634522
ACH-000785,-0.7714274645044054
ACH-000787,-0.9546456843767412
ACH-000788,-0.6445842451914161
ACH-000791,-0.7351937466276206
ACH-000792,-0.5133520482526605
ACH-000794,-0.8752067258982034
ACH-000796,-0.727146394313153
ACH-000798,-0.8832312630689522
ACH-000799,-1.0353914886842224
ACH-000800,-0.9201091392367792
ACH-000802,-0.8900714353916555
ACH-000804,-1.0368326369367078
ACH-000805,-0.983804293310548
ACH-000809,-1.1647367661618038
ACH-000810,-0.930280919129022
ACH-000811,-0.6536990307794714
ACH-000817,-0.9350677592236372
ACH-000819,-0.9609357165711512
ACH-000820,-0.7817335866396332
ACH-000821,-0.9918175117668696
ACH-000822,-0.9812194527362648
ACH-000823,-0.9782267435464664
ACH-000824,-0.7574842319529113
ACH-000827,-0.7921223085048131
ACH-000829,-0.8516632360174959
ACH-000831,-1.0794740278947808
ACH-000832,-1.1401676492611494
ACH-000833,-0.8888797935430401
ACH-000834,-0.9752213487401916
ACH-000835,-1.0481040728945927
ACH-000836,-1.011385852470162
ACH-000837,-1.0733346956697625
ACH-000838,-0.7384927214043614
ACH-000839,-0.8312301005078712
ACH-000840,-0.8405036868907779
ACH-000841,-0.7110581951536972
ACH-000843,-0.7862525191509129
ACH-000846,-0.8315066373632121
ACH-000847,-0.99761451848741
ACH-000848,-1.0642649364615389
ACH-000849,-1.042840034590806
ACH-000851,-1.1617960933296336
ACH-000855,-1.2828630622527817
ACH-000856,-0.6976099284757054
ACH-000858,-1.1928849542483786
ACH-000859,-1.2116583426526262
ACH-000861,-0.916579513392402
ACH-000862,-1.2788396884473452
ACH-000865,-0.9375640136620303
ACH-000866,-0.9252864007058
ACH-000867,-0.9775313668800186
ACH-000869,-0.8968555334591537
ACH-000872,-1.037780276713235
ACH-000873,-0.8422544688343083
ACH-000876,-1.0527092969087932
ACH-000878,-0.7950822843963092
ACH-000880,-1.1629798398785485
ACH-000881,-0.8825910935735115
ACH-000882,-1.027049199020952
ACH-000884,-0.9971792480816518
ACH-000885,-0.8792374671175651
ACH-000887,-0.8556776451875241
ACH-000889,-1.2551432943192091
ACH-000896,-0.9420758995639358
ACH-000898,-0.9526360500831336
ACH-000900,-1.018430342200284
ACH-000901,-0.6863966715987307
ACH-000905,-1.0282984747183284
ACH-000906,-0.8943789914584859
ACH-000907,-0.924279236326208
ACH-000910,-1.1948912688154574
ACH-000911,-0.9859005132505072
ACH-000912,-0.803487001510881
ACH-000913,-1.0065162363124516
ACH-000915,-0.988017617146648
ACH-000916,-0.5252257282293307
ACH-000917,-0.9728628167510712
ACH-000920,-0.7198668411300003
ACH-000921,-1.0628299407657478
ACH-000924,-1.2748231349359322
ACH-000926,-0.7165292201487903
ACH-000928,-0.9432765289983014
ACH-000929,-0.8927698598890011
ACH-000932,-1.0801756008998449
ACH-000935,-1.061679179649874
ACH-000936,-1.0504495193423236
ACH-000937,-0.7902556719967561
ACH-000938,-1.0131537881939288
ACH-000939,-1.2013083361224104
ACH-000941,-0.9524188866632046
ACH-000943,-1.1276708435922558
ACH-000946,-1.0540488575121223
ACH-000947,-0.9345667148120343
ACH-000948,-0.9979201242143994
ACH-000950,-0.7980800719499249
ACH-000953,-0.6991157732976961
ACH-000954,-1.1426060432005205
ACH-000957,-1.152422384280887
ACH-000958,-0.8349073155712469
ACH-000960,-0.6935639903374249
ACH-000963,-1.0418358082036068
ACH-000968,-1.1741482667966343
ACH-000969,-0.8958655118684397
ACH-000972,-0.996328633503952
ACH-000973,-0.9845840159796008
ACH-000974,-0.8110124033365083
ACH-000978,-0.9982441855865832
ACH-000984,-0.96344705409207
ACH-000986,-0.8949261986706406
ACH-000988,-0.6193361009196566
ACH-000993,-0.7236232524857859
ACH-000994,-1.2139513658342274
ACH-000996,-0.7100122022041488
ACH-001001,-1.130455770434064
ACH-001020,-0.8903297605084449
ACH-001028,-1.1959300302830111
ACH-001031,-0.6173160794208178
ACH-001038,-0.7231975860157241
ACH-001048,-1.0012984789849024
ACH-001050,-0.5789905392557099
ACH-001053,-0.9349050436713824
ACH-001054,-1.0721058091543536
ACH-001061,-1.0412872522830887
ACH-001067,-0.7712310657037842
ACH-001075,-0.9295996034124384
ACH-001096,-0.8847312777645168
ACH-001111,-1.0826722901743961
ACH-001119,-0.7846168493678536
ACH-001128,-0.8228044080283363
ACH-001134,-0.8048540708776836
ACH-001151,-0.8682694085071467
ACH-001163,-1.051004689343856
ACH-001164,-0.880823803828567
ACH-001183,-0.9710529810810208
ACH-001192,-0.7849036238390641
ACH-001193,-0.6860199594521955
ACH-001196,-0.8275441980282472
ACH-001197,-0.9609371640381422
ACH-001205,-0.8889717089684994
ACH-001211,-0.5530692738286443
ACH-001212,-0.7431590308931797
ACH-001228,-0.4587831677870423
ACH-001232,-0.9451972721642308
ACH-001239,-1.1239134000402036
ACH-001270,-1.0701713332191234
ACH-001274,-0.5944862643942657
ACH-001275,-0.8639318044984702
ACH-001277,-0.9217213305458746
ACH-001278,-0.9644045797027708
ACH-001280,-0.599628616009079
ACH-001283,-0.7549755812253095
ACH-001289,-0.6964198504253032
ACH-001300,-0.6457655886607089
ACH-001301,-0.5239286313395556
ACH-001302,-0.7043725518659653
ACH-001306,-0.7288614585403989
ACH-001318,-1.0172634582407891
ACH-001322,-0.852984351421493
ACH-001328,-0.9853887056057801
ACH-001332,-1.0379956324797148
ACH-001336,-1.1508392182362512
ACH-001346,-0.8394025866644064
ACH-001353,-0.7239971586484537
ACH-001354,-1.0195826557329124
ACH-001367,-1.0629733879276746
ACH-001368,-0.9445468353902774
ACH-001374,-0.4627509444604418
ACH-001377,-1.1346379103833264
ACH-001380,-1.0155987350667597
ACH-001391,-0.5907855221346786
ACH-001408,-0.9986150330449832
ACH-001430,-0.8596566695546919
ACH-001431,-0.6510672182958447
ACH-001450,-1.1051595808505084
ACH-001496,-1.006894457423406
ACH-001500,-0.9782692608563716
ACH-001523,-0.9433500473060288
ACH-001532,-0.7142749020602072
ACH-001550,-1.1643996827259089
ACH-001552,-0.6769538161750192
ACH-001554,-1.0431830033496778
ACH-001654,-1.0742961509741509
ACH-001735,-0.7008567715778651
ACH-001736,-0.8238730194560651
ACH-001737,-0.6110442755867059
ACH-001740,-0.6803480022981555
ACH-001745,-0.7064760777602881
ACH-001765,-1.0016928945635255
