,ADSL (158)
ACH-000004,-1.3650847491342388
ACH-000005,-1.7634252538816817
ACH-000007,-0.9705764884907276
ACH-000009,-0.8391970380709286
ACH-000011,-0.9352084358552766
ACH-000012,-0.6553719182300604
ACH-000013,-0.5311369593529663
ACH-000014,-1.0894061813296405
ACH-000015,-0.7221038239329002
ACH-000017,-1.3569373964921343
ACH-000018,-1.0340386690494354
ACH-000019,-1.1749092972294684
ACH-000021,-0.9169438615688044
ACH-000022,-0.9811299488522884
ACH-000025,-1.0756768934939374
ACH-000028,-0.8308010386688097
ACH-000030,-1.3654701624708694
ACH-000035,-0.7204108287263633
ACH-000036,-0.4704024617250842
ACH-000037,-0.6904410844530033
ACH-000039,-0.6841377510196472
ACH-000040,-0.5332658307257031
ACH-000041,-0.7662983640479956
ACH-000042,-0.9953416833938326
ACH-000045,-0.7785691882075364
ACH-000047,-1.1446183764849434
ACH-000052,-0.6684409438524931
ACH-000053,-1.1873548482247098
ACH-000054,-0.4733364643501014
ACH-000055,-0.7956267448500807
ACH-000060,-0.6655470521855844
ACH-000067,-0.765822593920888
ACH-000070,-1.0099263825196585
ACH-000075,-0.7582752780645192
ACH-000078,-0.3690351337325313
ACH-000082,-0.4206058729664212
ACH-000085,-0.6836348756878118
ACH-000086,-0.2469828757027315
ACH-000087,-0.9335852630277685
ACH-000092,-0.5035880278606393
ACH-000095,-0.4901355674163305
ACH-000097,-1.1375935825093433
ACH-000098,-0.5445824330758509
ACH-000099,-0.5928909473387366
ACH-000108,-1.3917871582662924
ACH-000113,-0.8567325823777411
ACH-000116,-0.3935670949051389
ACH-000118,-0.9319660153676068
ACH-000120,-0.3810381303323879
ACH-000123,-0.5659398605907606
ACH-000127,-1.0122973467901193
ACH-000128,-0.7244360255125974
ACH-000132,-0.4423640533852617
ACH-000133,-0.5731735179866426
ACH-000137,-0.5839445135014728
ACH-000138,-1.1402465846373688
ACH-000142,-1.1179762576222083
ACH-000143,-0.8484811721064288
ACH-000146,-1.137797486863343
ACH-000148,-0.6550719628189501
ACH-000150,-0.27465344144128745
ACH-000152,-0.6375175215336538
ACH-000153,-0.4159918438722632
ACH-000159,-0.7429211560960871
ACH-000160,-0.6084382435688909
ACH-000163,-0.6319240176494683
ACH-000167,-0.6438995873370394
ACH-000168,-1.0077098401175777
ACH-000169,-0.5434495156789528
ACH-000178,-1.0079382174525373
ACH-000183,-1.0868912353986175
ACH-000188,-1.0240905299689858
ACH-000189,-0.6738196147250622
ACH-000190,-1.1351655207365423
ACH-000198,-0.9321134245914
ACH-000203,-1.1869256309146474
ACH-000204,-0.6682164210914128
ACH-000206,-1.226226144777144
ACH-000207,-1.26486112119058
ACH-000208,-0.8574160013077518
ACH-000210,-0.8308025922660582
ACH-000211,-0.5168328342718841
ACH-000215,-0.4738396989613439
ACH-000221,-0.4868365107828385
ACH-000222,-0.9730913677196572
ACH-000223,-0.8674231854838155
ACH-000226,-0.8940088019260972
ACH-000227,-0.5752785312053424
ACH-000228,-0.6622610220298839
ACH-000231,-0.5580997271443984
ACH-000232,-0.1548294098321005
ACH-000233,-0.9739742721181708
ACH-000234,-0.9738552979969054
ACH-000235,-1.2502194046031003
ACH-000237,-0.5575716265145405
ACH-000238,-0.471169386023886
ACH-000242,-0.7033086119243824
ACH-000243,-0.8134727871747551
ACH-000244,-0.4785962355166362
ACH-000246,-0.307872985881565
ACH-000248,-1.2124655111361202
ACH-000250,-0.9290490476648621
ACH-000251,-1.0667042458516316
ACH-000252,-0.52973712124108
ACH-000253,-1.3488825817536765
ACH-000255,-0.4621937422539821
ACH-000256,-0.7697286597771739
ACH-000257,-0.8999208769832856
ACH-000258,-1.4754219647355151
ACH-000259,-0.8002369481522704
ACH-000260,-0.406899771062046
ACH-000261,-0.7037374390191197
ACH-000262,-0.2535020076744146
ACH-000263,-0.945593677680749
ACH-000264,-0.7291430809732097
ACH-000265,-0.7325990193985876
ACH-000266,-0.7471090911117128
ACH-000272,-1.2433693543734052
ACH-000274,-0.7741050735250481
ACH-000277,-1.2677829869664612
ACH-000278,-0.9339303879443176
ACH-000279,-1.2877621535974877
ACH-000280,-0.650768449715364
ACH-000281,-1.3160030185192055
ACH-000288,-0.6328759129082846
ACH-000291,-0.3204094378680463
