,METTL17 (64745)
ACH-000004,-0.21828394174105428
ACH-000005,-0.3061612540826246
ACH-000007,-0.5373389527505416
ACH-000009,-0.5091580064451824
ACH-000011,-0.16336975084445152
ACH-000012,-0.5238859579523626
ACH-000013,-0.8206150310141195
ACH-000014,-0.6002810752034038
ACH-000015,-0.622948150325597
ACH-000017,-0.5456979140117079
ACH-000018,-0.4635356854416179
ACH-000019,-0.4679307969977796
ACH-000021,-0.4024525838133771
ACH-000022,-0.5066619404507328
ACH-000025,-0.5532829172768421
ACH-000028,-0.6614706782128421
ACH-000030,-0.4666585628359704
ACH-000035,-0.6811884236802159
ACH-000036,-0.1972492142916796
ACH-000037,-0.4008893487202504
ACH-000039,-0.4228625569379
ACH-000040,-0.4431580459955428
ACH-000041,-0.4201369212566097
ACH-000042,-0.2377557889882549
ACH-000045,-0.6642095641687104
ACH-000047,-0.6367474454944443
ACH-000052,-0.5507934146914805
ACH-000053,-0.21072610188378127
ACH-000054,-0.4321463023928168
ACH-000055,-0.4401267595508165
ACH-000060,-0.527633073393167
ACH-000067,-0.4753760233326922
ACH-000070,-0.4973760534131978
ACH-000075,-0.6774501190520279
ACH-000078,-0.2874529908918537
ACH-000082,-0.4394431497298271
ACH-000085,-0.4964670323114989
ACH-000086,-0.6472806684817639
ACH-000087,-0.7416503866128257
ACH-000092,-0.5685737276866089
ACH-000095,-0.3361135008852047
ACH-000097,-0.4887466880520727
ACH-000098,-0.5312203030136264
ACH-000099,-0.4645475455864718
ACH-000108,-0.4233562245889051
ACH-000113,-0.7168753113714681
ACH-000116,-0.5668015655525663
ACH-000118,-0.7357645767443765
ACH-000120,-0.3855468977633506
ACH-000123,-0.6439194088515285
ACH-000127,-0.6661372170833856
ACH-000128,-0.5486913246362619
ACH-000132,-0.42473681007538794
ACH-000133,-0.3662993444791409
ACH-000137,-0.4078928829003409
ACH-000138,-0.3996485299144873
ACH-000142,-0.18419459024252874
ACH-000143,-0.4577979172917853
ACH-000146,-0.3339415916420481
ACH-000148,-0.6632482283077473
ACH-000150,-0.516913965649072
ACH-000152,-0.3811158599462244
ACH-000153,-0.596593350371778
ACH-000159,-0.6527513642624592
ACH-000160,-0.8315461420582461
ACH-000163,-0.5417383923494987
ACH-000167,-0.020008212847136192
ACH-000168,-0.22420321146265731
ACH-000169,-0.35905093796921017
ACH-000178,-0.4195751358451749
ACH-000183,-0.2710921373134179
ACH-000188,-0.3528173208269514
ACH-000189,-0.5367238847577843
ACH-000190,-0.6759434145563861
ACH-000198,-0.6232448092685444
ACH-000203,-0.7540462947119233
ACH-000204,-0.7058970669836997
ACH-000206,-0.5651741820579843
ACH-000207,-0.6168435266596305
ACH-000208,-0.5938195943475228
ACH-000210,-0.6191905088597021
ACH-000211,-0.5343652482338281
ACH-000215,-0.5818574112669326
ACH-000221,-0.8593315067527239
ACH-000222,-0.42213477221997664
ACH-000223,-0.5364655040879661
ACH-000226,-0.5831134614350392
ACH-000227,-0.2744408950060803
ACH-000228,-0.4613715417304126
ACH-000231,-0.3410628977181409
ACH-000232,-0.6468315255787639
ACH-000233,-0.5601594218324148
ACH-000234,-0.2852187335808408
ACH-000235,-0.3739470341155979
ACH-000237,-0.16841847992966613
ACH-000238,-0.426706551751936
ACH-000242,-0.7311504846384161
ACH-000243,-0.4780498210746513
ACH-000244,-0.5996374592960406
ACH-000246,-0.6388417227343121
ACH-000248,-0.7206772476927732
ACH-000250,-0.3238619154346536
ACH-000251,-0.28187673580617223
ACH-000252,-0.5521059983604334
ACH-000253,-0.26296463604704645
ACH-000255,-0.5413571484297593
ACH-000256,-0.4379304048441688
ACH-000257,-0.5538300254535125
ACH-000258,-0.5923744914152566
ACH-000259,-0.7778613892414681
ACH-000260,-0.3097021481836522
ACH-000261,-0.46724676082371297
ACH-000262,-0.5724449119515382
ACH-000263,-0.6741922978156502
ACH-000264,-0.4834947694244702
ACH-000265,-0.7667083118655957
ACH-000266,-0.3516338118409977
ACH-000272,-0.5332214105894039
ACH-000274,-0.3389016928330842
ACH-000277,-0.6132206348093523
ACH-000278,-0.42504569423898897
ACH-000279,-0.5276429936382036
ACH-000280,-0.354809002734476
ACH-000281,-0.3323308733991511
ACH-000288,-0.500488399200298
ACH-000291,-0.4594943638069184
ACH-000293,-0.5103786228050637
ACH-000294,-0.3584845376830098
ACH-000295,-0.3085698657787037
ACH-000296,-0.21096055067987324
ACH-000302,-0.605462134932747
ACH-000304,-0.5809042405404035
ACH-000307,-0.4306459342935456
ACH-000308,-0.4858496835846995
ACH-000310,-0.3590999352502285
ACH-000311,-0.3357902524877992
ACH-000312,-0.473590529596001
ACH-000315,-0.404335213079332
ACH-000316,-0.4231133725821434
ACH-000317,-0.7171001933789813
ACH-000318,-0.6487712768159166
ACH-000319,-0.5008180191439533
ACH-000320,-0.4233107668297519
ACH-000322,-0.5088868140641601
ACH-000323,-0.5443203804605473
ACH-000324,-0.27338003808174605
ACH-000329,-0.4994244431850272
ACH-000330,-0.6521376742309132
ACH-000331,-0.7474247282304674
ACH-000332,-0.33865947240110905
ACH-000334,-0.5554553777108571
ACH-000335,-0.5961163520601029
ACH-000336,-0.506191746815418
ACH-000337,-0.4867010642215503
ACH-000338,-0.3062821370988333
ACH-000339,-0.4727072874252182
ACH-000341,-0.2883724190227791
ACH-000348,-0.4885910649791053
ACH-000350,-0.4595067642234804
ACH-000352,-0.8128795216852902
ACH-000356,-0.7218856559513922
ACH-000361,-0.36147836393773225
ACH-000362,-0.19485740801944335
ACH-000363,-0.4536042685913321
ACH-000364,-0.6806570072617389
ACH-000365,-0.6058182447893631
ACH-000366,-0.22899384743986795
ACH-000368,-0.41464554601697423
ACH-000374,-0.5811324112052899
ACH-000375,-0.4791401250958185
ACH-000376,-0.8808391724979991
ACH-000381,-0.4969034726636264
ACH-000383,-0.5617211976980324
ACH-000387,-0.3084667838652367
ACH-000389,-0.23308673101546196
ACH-000390,-0.5666194015390313
ACH-000393,-0.5596153290993596
ACH-000395,-0.2906682736370513
ACH-000396,-0.4029874660914393
ACH-000397,-0.25941814683325176
ACH-000401,-0.25497732462519285
ACH-000402,-0.5501719057495119
ACH-000403,-0.4670662375781041
ACH-000404,-0.7013693773357647
ACH-000406,-0.8398715651795573
ACH-000407,-0.5969519381132542
ACH-000408,-0.6333157454856913
ACH-000410,-0.4474345343504307
ACH-000411,-0.3664311254570004
ACH-000414,-0.4450269749364527
ACH-000415,-0.4919462384985876
ACH-000416,-0.3178025918807442
ACH-000420,-0.4521942386508998
ACH-000421,-0.4565776830916651
ACH-000424,-0.6295132019935314
ACH-000425,-0.4446827230851462
ACH-000426,-0.6326411804711315
ACH-000427,-0.4643070395440218
ACH-000433,-0.43240884194390505
ACH-000435,-0.4135939925267526
ACH-000436,-0.2612649491290682
ACH-000444,-0.3746790960404968
ACH-000445,-0.5367172140188387
ACH-000448,-0.3750795921337582
ACH-000450,-0.7681023566499897
ACH-000452,-0.4173953690117793
ACH-000454,-0.8628743036593594
ACH-000458,-0.3099375284796157
ACH-000459,-0.94989796114161
ACH-000460,-0.30694133691840964
ACH-000461,-0.5892249527300354
ACH-000463,-0.3791638900231639
ACH-000464,-0.4482253992225085
ACH-000466,-0.5330979765839643
ACH-000467,-0.6045336133990729
