,TIAF1 (9220)
ACH-000004,-0.03252260209831779
ACH-000005,-0.25869289339187257
ACH-000007,-0.08995872833971891
ACH-000009,-0.3127627528333441
ACH-000011,-0.2318836327337848
ACH-000012,-0.09007389018749852
ACH-000013,-0.21180918686661074
ACH-000014,-0.04233555943414749
ACH-000015,0.018307689120928405
ACH-000017,-0.38172537829456493
ACH-000018,-0.14800914222634856
ACH-000019,-0.1902191666582559
ACH-000021,-0.20099464744829484
ACH-000022,-0.2706427861045922
ACH-000025,-0.1732697983751292
ACH-000028,-0.2503750762049929
ACH-000030,-0.20733645229883446
ACH-000035,-0.3855132811886147
ACH-000036,-0.13597188674398894
ACH-000037,-0.01954718353911761
ACH-000039,0.14816347397639712
ACH-000040,-0.1814342759006612
ACH-000041,-0.18791719183359146
ACH-000042,-0.1036511696664562
ACH-000045,-0.1841374656673479
ACH-000047,-0.3002725153265349
ACH-000052,0.026694844953023017
ACH-000053,-0.2502833252606477
ACH-000054,-0.08963892238548217
ACH-000055,-0.09287101533507486
ACH-000060,-0.031607182853842154
ACH-000067,-0.09257869033122702
ACH-000070,-0.12960806581896028
ACH-000075,-0.04404423537037831
ACH-000078,-0.10483085045054796
ACH-000082,-0.14870463400978595
ACH-000085,0.010977615940839824
ACH-000086,-0.16541810300678966
ACH-000087,0.024460491211226544
ACH-000092,-0.08691898814085162
ACH-000095,-0.2016298781646598
ACH-000097,-0.1891295618310142
ACH-000098,-0.08525326258620522
ACH-000099,-0.08440931125546985
ACH-000108,-0.12772145640337
ACH-000113,-0.12879492521031474
ACH-000116,-0.17142778596770947
ACH-000118,-0.04130389230214508
ACH-000120,-0.05187823647913371
ACH-000123,-0.2493375498119969
ACH-000127,-0.1492946153594147
ACH-000128,-0.12283028386765728
ACH-000132,-0.2286394105529972
ACH-000133,-0.10138029290490884
ACH-000137,-0.09779517861963052
ACH-000138,-0.09025585090622086
ACH-000142,-0.271934893803324
ACH-000143,-0.02294045359422044
ACH-000146,-0.08692216100389201
ACH-000148,-0.3018462463504741
ACH-000150,0.1156609307501808
ACH-000152,-0.17718543836496328
ACH-000153,-0.20780822011316247
ACH-000159,-0.2451567331525428
ACH-000160,-0.09474946819797986
ACH-000163,-0.09877250067903716
ACH-000167,-0.06496984128608363
ACH-000168,-0.12657338022318038
ACH-000169,-0.06833941449273823
ACH-000178,-0.16937817294259452
ACH-000183,-0.16215938818142178
ACH-000188,-0.2179591426149521
ACH-000189,-0.11021981249578078
ACH-000190,-0.23603280009012206
ACH-000198,-0.13757817135551484
ACH-000203,-0.4825006535446449
ACH-000204,-0.1366705640612002
ACH-000206,-0.4720897431202494
ACH-000207,-0.3189830827946421
ACH-000208,-0.130665687067972
ACH-000210,-0.03828383238735629
ACH-000211,-0.14823936969155166
ACH-000215,-0.20616751213235954
ACH-000221,-0.2547556029297137
ACH-000222,-0.374887100445244
ACH-000223,-0.17370315794963573
ACH-000226,-0.053670662567895634
ACH-000227,-0.17731997223616364
ACH-000228,-0.22501564572720376
ACH-000231,-0.18538999498530065
ACH-000232,-0.01181143873103383
ACH-000233,-0.08407325923249312
ACH-000234,-0.2663328905717502
ACH-000235,-0.19143050796648087
ACH-000237,-0.17174831676529978
ACH-000238,-0.3158150484785152
ACH-000242,-0.19148440603543251
ACH-000243,-0.2809154245550139
ACH-000244,-0.44495730621082136
ACH-000246,-0.07580919486031755
ACH-000248,-0.3262658599593906
ACH-000250,-0.12803977699859787
ACH-000251,0.08134551331632567
ACH-000252,-0.2684302417146989
ACH-000253,-0.09018114379942346
ACH-000255,-0.27019328069297804
ACH-000256,-0.1844470052331336
ACH-000257,-0.09063508504326333
ACH-000258,-0.07566267657796576
ACH-000259,-0.1398236477448673
ACH-000260,-0.04094351524884909
ACH-000261,-0.03412769964340307
ACH-000262,-0.13673052485543402
ACH-000263,-0.1159635772077132
ACH-000264,-0.2688954321564781
ACH-000265,-0.1663198540281265
ACH-000266,-0.07759839080023932
ACH-000272,-0.12016387372470415
ACH-000274,-0.2553819849709582
ACH-000277,-0.17349042386456928
ACH-000278,-0.11861102122905424
ACH-000279,-0.22670270243277235
ACH-000280,-0.17458423825575656
ACH-000281,-0.19726087079767785
ACH-000288,-0.29217585896987264
ACH-000291,-0.07366144821579755
ACH-000293,-0.19156501983150884
ACH-000294,-0.12861209687496494
ACH-000295,-0.33704485371821463
ACH-000296,-0.2080238247310093
ACH-000302,-0.1598908546827997
ACH-000304,-0.20362013350259225
ACH-000307,-0.13752453800238165
ACH-000308,-0.0513481019021011
ACH-000310,-0.08725716026749843
ACH-000311,-0.09914380185406348
ACH-000312,-0.1396494312736396
ACH-000315,-0.1191801653721683
ACH-000316,-0.16598063400905802
ACH-000317,-0.19064572822123949
ACH-000318,-0.18962351929416
ACH-000319,-0.21229754515735288
ACH-000320,-0.2188499318427076
ACH-000322,-0.16000568518511996
ACH-000323,-0.22190835243507429
ACH-000324,-0.08366530776126249
ACH-000329,-0.15034873787420064
ACH-000330,-0.17061709996542207
ACH-000331,-0.15017167063942036
ACH-000332,-0.07585889203318452
ACH-000334,-0.3035018461062441
ACH-000335,-0.02525874416171255
ACH-000336,-0.10668869701164208
ACH-000337,-0.2432621037561987
ACH-000338,-0.210621200549842
ACH-000339,-0.10019376824132124
ACH-000341,0.05473346759774906
ACH-000348,-0.17861008924348046
ACH-000350,-0.1317789374428167
ACH-000352,-0.13239865880026172
ACH-000356,-0.484632022743748
ACH-000361,-0.14057234020391146
ACH-000362,-0.1276694672496727
ACH-000363,-0.05373032548996706
ACH-000364,-0.18598074709709755
ACH-000365,-0.327962087842031
ACH-000366,-0.18162872965909999
ACH-000368,-0.19217725611165304
ACH-000374,-0.2593949370612005
ACH-000375,-0.34774542006216763
ACH-000376,-0.025173723521888344
ACH-000381,-0.17940096951944773
ACH-000383,-0.24662700920266656
ACH-000387,-0.23057469158123756
ACH-000389,0.04647053294838192
ACH-000390,-0.2610282030415811
ACH-000393,-0.07901713676943796
ACH-000395,-0.15809793343168094
ACH-000396,-0.12631022599612046
ACH-000397,-0.11755059574965054
ACH-000401,-0.3799317389814032
ACH-000402,-0.4744968855089576
ACH-000403,-0.16070170670440842
ACH-000404,-0.10126922456190476
ACH-000406,-0.15293293196719765
ACH-000407,-0.09595377534506257
ACH-000408,-0.2600178756112534
ACH-000410,-0.14733827438880268
ACH-000411,-0.17430016276524027
ACH-000414,-0.08905984000237267
ACH-000415,-0.2856626612948525
ACH-000416,-0.17230076344276174
ACH-000420,-0.14823850693757634
ACH-000421,-0.2660221400870317
ACH-000424,-0.1824943299725197
ACH-000425,-0.05807753328754992
ACH-000426,-0.04527213130186972
ACH-000427,-0.2923652450659152
ACH-000433,-0.21990161939289068
ACH-000435,-0.2442819736106339
ACH-000436,-0.11462540849728076
ACH-000444,0.0008801065689868203
ACH-000445,-0.3687812225698936
ACH-000448,-0.1243551958560816
ACH-000450,-0.07754993074673991
ACH-000452,-0.2352563285239693
ACH-000454,-0.1381476913745785
ACH-000458,-0.3017851941439399
ACH-000459,-0.1713078403904404
ACH-000460,-0.0073810843397334154
ACH-000461,-0.11453882242552615
ACH-000463,-0.10924773115355972
ACH-000464,0.043586504149792385
ACH-000466,-0.31112617448674623
ACH-000467,-0.2696870569883737
ACH-000468,-0.16867985894995668
ACH-000469,-0.22582163626805096
