,NIPAL3 (57185)
ACH-000004,0.08743247847056572
ACH-000005,0.19026790142914404
ACH-000007,0.029063505482346957
ACH-000009,0.012951643657122435
ACH-000011,0.13739122616150112
ACH-000012,0.02224232583945894
ACH-000013,-0.05907944676713552
ACH-000014,-0.046878352080305184
ACH-000015,-0.018099703171060702
ACH-000017,0.13395248057983025
ACH-000018,0.11571944726117635
ACH-000019,0.07368933053045545
ACH-000021,0.06690633519602658
ACH-000022,0.1156646750581796
ACH-000025,0.2062292435041939
ACH-000028,0.010941225555113765
ACH-000030,0.05200135073244429
ACH-000035,-0.1660757434906414
ACH-000036,0.12111021512696345
ACH-000037,0.1567163402023209
ACH-000039,0.11081432039742004
ACH-000040,-0.019878733943456843
ACH-000041,0.0255829409919455
ACH-000042,0.039387034470918465
ACH-000045,-0.11210191629542132
ACH-000047,0.04031870863567216
ACH-000052,0.10330008314983484
ACH-000053,0.012397407919653769
ACH-000054,0.07387077010397801
ACH-000055,-0.04466366692990244
ACH-000060,0.018121195580357508
ACH-000067,0.126956984549149
ACH-000070,-0.04031616704676147
ACH-000075,0.05308407046822283
ACH-000078,0.18251087745643885
ACH-000082,0.15163592698450915
ACH-000085,0.0643379440248973
ACH-000086,0.054818931172697725
ACH-000087,0.0926364841070072
ACH-000092,-0.027414126323824027
ACH-000095,0.00739587887309761
ACH-000097,-0.002577838721453577
ACH-000098,-0.050639703096481116
ACH-000099,0.11858277334121894
ACH-000108,-0.03594809689771966
ACH-000113,0.09988113995002204
ACH-000116,0.05496193274103295
ACH-000118,0.06463076292459546
ACH-000120,0.016351877072411498
ACH-000123,0.1748325630578156
ACH-000127,0.11484557720307488
ACH-000128,-0.11122369671020288
ACH-000132,-0.038693700845879885
ACH-000133,-0.013093210503379941
ACH-000137,-0.0981549029951438
ACH-000138,0.09760994738711716
ACH-000142,0.0025927783872376747
ACH-000143,0.04725137852140306
ACH-000146,0.04631539328700554
ACH-000148,0.06835081597160447
ACH-000150,-0.14904280867774375
ACH-000152,-0.07284083633938601
ACH-000153,-0.04385629665999825
ACH-000159,0.0882563368804749
ACH-000160,0.012804090927767504
ACH-000163,0.05232183868870171
ACH-000167,-0.1351725852499428
ACH-000168,-0.008389757913093966
ACH-000169,-0.0008431068932682228
ACH-000178,0.08458191616928608
ACH-000183,0.0010287100075554855
ACH-000188,-0.0495035853468546
ACH-000189,-0.07307480675706125
ACH-000190,0.06327725063099666
ACH-000198,0.11703896010714808
ACH-000203,0.030659487212244468
ACH-000204,0.17871910613371958
ACH-000206,0.1363921436813023
ACH-000207,0.17992571846397418
ACH-000208,0.0190758979420499
ACH-000210,0.056600222573067224
ACH-000211,0.11950149177032635
ACH-000215,-0.07939951182904201
ACH-000221,0.015057403604094919
ACH-000222,0.10419548752879512
ACH-000223,0.0941807227396401
ACH-000226,-0.0227518118036572
ACH-000227,0.1473246813611078
ACH-000228,-0.03871902916756717
ACH-000231,-0.0491944460740515
ACH-000232,0.17661379624952664
ACH-000233,0.06309156418970101
ACH-000234,-0.07624905862332132
ACH-000235,0.025416310725272867
ACH-000237,0.026335975124011462
ACH-000238,-0.003754900938966568
ACH-000242,-0.3012269957296853
ACH-000243,-0.014643116358477891
ACH-000244,0.2272810423730549
ACH-000246,-0.024161790904101917
ACH-000248,0.042619835076210665
ACH-000250,-0.02412677773246221
ACH-000251,-0.16183961053827234
ACH-000252,0.25758831676627
ACH-000253,0.05241599961846144
ACH-000255,-0.04284892128853858
ACH-000256,0.14605713231808254
ACH-000257,0.02178532920739917
ACH-000258,0.24785870832887866
ACH-000259,0.08223254880485463
ACH-000260,-0.061169097665700986
ACH-000261,0.06753294884469267
ACH-000262,0.027417663042111164
ACH-000263,-0.08543540112831065
ACH-000264,0.0842197369967535
ACH-000265,0.008367016462538316
ACH-000266,0.07592214769444143
ACH-000272,0.04258890369973773
ACH-000274,0.035305969141659725
ACH-000277,-0.03439012245632008
ACH-000278,0.04815942392288197
ACH-000279,-3.662162934885553e-05
ACH-000280,0.13491679194813638
ACH-000281,-0.06506196819526146
ACH-000288,-0.08529200016702784
ACH-000291,0.014511752768912155
ACH-000293,0.02196086781001392
ACH-000294,0.14000503673691225
ACH-000295,0.08503847747550577
ACH-000296,0.05131978327626899
ACH-000302,0.011182280483577405
ACH-000304,0.24008514752743196
ACH-000307,-0.0017536829599059235
ACH-000308,0.08749473012763072
