,ERO1L (30001)
ACH-000004,-0.08689636729972115
ACH-000005,-0.20156295437478533
ACH-000007,-0.3392163111521432
ACH-000009,-0.1562798954115375
ACH-000011,-0.06340213625821853
ACH-000012,-0.03768105896056655
ACH-000013,-0.006871026787890678
ACH-000014,0.13745034788130694
ACH-000015,-0.02933193359034772
ACH-000017,0.05514129970582062
ACH-000018,-0.10163800158561144
ACH-000019,-0.009367725675386858
ACH-000021,0.004327956888765249
ACH-000022,0.045932273682593415
ACH-000025,-0.13686798112446336
ACH-000028,-0.05081561854998844
ACH-000030,-0.2802265476078653
ACH-000035,-0.013419664385897728
ACH-000036,-0.0431543229690944
ACH-000037,0.05425378416274032
ACH-000039,0.04419026086037636
ACH-000040,-0.033060978385745385
ACH-000041,0.04736039462292607
ACH-000042,-0.02156852633945244
ACH-000045,0.6290137550360926
ACH-000047,-0.0028990068353326503
ACH-000052,-0.06388724040532942
ACH-000053,0.024260231306855173
ACH-000054,-0.13691562339509866
ACH-000055,0.07455404839711867
ACH-000060,-0.18952972197088389
ACH-000067,-0.02455068250239752
ACH-000070,-0.07985734045785549
ACH-000075,-0.014246319817078763
ACH-000078,-0.0847339837725287
ACH-000082,-0.19721799103500032
ACH-000085,0.06678196937928213
ACH-000086,-0.0629432769921823
ACH-000087,0.08954971920847933
ACH-000092,-0.02763853255608487
ACH-000095,0.0032630996028824646
ACH-000097,-0.0449189846507179
ACH-000098,0.010562233873351359
ACH-000099,0.036749130561323874
ACH-000108,0.17073626853004248
ACH-000113,0.06673842896025703
ACH-000116,-0.1438501309383818
ACH-000118,-0.15034758610732404
ACH-000120,-0.05371805285339033
ACH-000123,0.02183275749297202
ACH-000127,-0.05643534692795514
ACH-000128,0.07181033837676466
ACH-000132,-0.08572329963306677
ACH-000133,-0.1562921914472837
ACH-000137,-0.12903362480883498
ACH-000138,-0.04096643985236123
ACH-000142,-0.031786798055743866
ACH-000143,-0.10270927506122393
ACH-000146,0.0004057345684548476
ACH-000148,0.017239052798116432
ACH-000150,0.08441285696741878
ACH-000152,0.06823199372291587
ACH-000153,-0.11469594151157365
ACH-000159,-0.09730720795840099
ACH-000160,0.024745620057835004
ACH-000163,-0.1240660591864974
ACH-000167,-0.38568281491136025
ACH-000168,0.07756032864175384
ACH-000169,-0.002535219210469675
ACH-000178,-0.10380031852110047
ACH-000183,-0.08493519329277012
ACH-000188,0.048933579967247766
ACH-000189,-0.1335195598719694
ACH-000190,-0.101842364386779
ACH-000198,0.013560311647333451
ACH-000203,-0.15807211840708826
ACH-000204,-0.30681926486605204
ACH-000206,-0.0292814523748648
ACH-000207,0.14182041405029394
ACH-000208,-0.33817370507712113
ACH-000210,0.26134558054676604
ACH-000211,-0.12354191527424475
ACH-000215,-0.060300439251943186
ACH-000221,-0.0003306383772392669
ACH-000222,-0.1823752546590312
ACH-000223,-0.012189379548398584
ACH-000226,0.0677785264861986
ACH-000227,-0.01891732794074166
ACH-000228,0.029744506172980682
ACH-000231,-0.07299333057241042
ACH-000232,-0.043498746728761466
ACH-000233,-0.08595034596429768
ACH-000234,0.053190380082881315
ACH-000235,0.06675236334765024
ACH-000237,0.02848326436229621
ACH-000238,-0.08534052699853292
ACH-000242,0.007751822128968381
ACH-000243,-0.09428406847328644
ACH-000244,-0.0029977820961609425
ACH-000246,-0.1973699858671716
ACH-000248,0.004001562109323966
ACH-000250,-0.04703982043324625
ACH-000251,-0.16779586222122286
ACH-000252,-0.04981635345599072
ACH-000253,0.03319947171772295
ACH-000255,-0.06487468944093712
ACH-000256,-0.09021916046749212
ACH-000257,-0.10751230847865947
ACH-000258,-0.08185995095337405
ACH-000259,-0.21598332671832948
ACH-000260,-0.016668547209612524
ACH-000261,-0.06139773586562983
ACH-000262,0.14430906022899254
ACH-000263,0.1882656789047686
ACH-000264,-0.0014502801241558564
ACH-000265,-0.012287531367804095
ACH-000266,-0.07484340293488814
ACH-000272,-0.04878811998221262
ACH-000274,0.009933206900036106
ACH-000277,0.0682266302841282
ACH-000278,-0.0016147100855341398
ACH-000279,-0.06503117770114418
ACH-000280,-0.03313638894738198
ACH-000281,0.01933648512584108
ACH-000288,0.018493489196982658
ACH-000291,-0.08907075491940841
ACH-000293,-0.2481111329627668
ACH-000294,0.6742319182137331
ACH-000295,0.06307693973096723
ACH-000296,0.044716807315546565
ACH-000302,-0.01608859409927611
ACH-000304,-0.00125513901807426
ACH-000307,0.03764559144230197
ACH-000308,0.0290333761217613
ACH-000310,-0.06417012272821765
ACH-000311,0.0582591489152677
ACH-000312,0.03696496732442717
ACH-000315,-0.0109698960092809
ACH-000316,-0.010489529475386014
ACH-000317,-0.0905054564013328
ACH-000318,0.23883625683895945
ACH-000319,-0.09417265413466323
ACH-000320,0.17034402522768285
ACH-000322,0.01166004938071996
ACH-000323,-0.055703457853230526
ACH-000324,-0.008572776259997625
ACH-000329,-0.06313528491255117
ACH-000330,-0.06707487789930111
ACH-000331,-0.5165053766785439
ACH-000332,0.00033503668039655315
ACH-000334,-0.07808626466086288
ACH-000335,0.03805066245229636
ACH-000336,-0.12117860155436445
ACH-000337,-0.05222019032397893
ACH-000338,0.2549317141511321
ACH-000339,-0.0725133372882789
ACH-000341,-0.13745839617544856
ACH-000348,0.02311418618865781
ACH-000350,0.05536338682341699
ACH-000352,0.0014196091447871409
ACH-000356,0.02379184884999494
ACH-000361,0.00690191096898443
ACH-000362,0.2422145346103613
ACH-000363,0.057870081654687315
ACH-000364,0.007461832719270556
ACH-000365,-0.11033218902086894
ACH-000366,-0.05221731906534804
ACH-000368,-0.008148288927659269
ACH-000374,-0.03391360473859347
ACH-000375,-0.06115192656512013
ACH-000376,-0.10079004091855573
ACH-000381,-0.09039050067361834
ACH-000383,-0.06986095768054265
ACH-000387,0.0372462642237757
ACH-000389,0.08368238902236322
ACH-000390,0.0044387943027207385
ACH-000393,-0.15820610748495242
ACH-000395,0.1662051480827652
ACH-000396,-0.08714897246919781
ACH-000397,0.006020972307513064
ACH-000401,-0.22781356357990154
ACH-000402,0.2191295510960637
ACH-000403,-0.04459399915437197
ACH-000404,-0.22438810054360286
ACH-000406,0.01320146746253963
ACH-000407,-0.14319834554608954
ACH-000408,-0.029428808476729643
ACH-000410,-0.0009667140546141776
ACH-000411,0.08903447762847103
ACH-000414,-0.09992115492366796
ACH-000415,-0.02802228620743497
ACH-000416,-0.08241762292374252
ACH-000420,0.11383654835648525
ACH-000421,-0.0086617815921431
ACH-000424,0.02193287686980648
ACH-000425,-0.05552082451822364
ACH-000426,0.14776127586742285
ACH-000427,-0.08470075445721183
ACH-000433,-0.3331984437220105
ACH-000435,0.17539278041278145
ACH-000436,0.0895526540390093
ACH-000444,-0.02231689007685908
ACH-000445,0.1693538632693166
ACH-000448,-0.06720997092113885
ACH-000450,-0.03449539180455278
ACH-000452,-0.09781026929461656
ACH-000454,-0.05821785460431935
ACH-000458,0.1374331623069016
ACH-000459,0.09657680090532116
ACH-000460,-0.11273724373356868
ACH-000461,-0.08600102826707874
ACH-000463,-0.013853650198123459
ACH-000464,-0.014524261899118157
ACH-000466,-0.07716150741198523
ACH-000467,-0.03997394596676003
ACH-000468,-0.05226607230118219
ACH-000469,-0.07515386499733193
ACH-000470,0.039656214874165284
ACH-000471,-0.03358121536959738
ACH-000472,-0.011987890225900905
ACH-000473,-0.06057626744462055
ACH-000475,-0.1779966136561159
ACH-000476,-0.13551111615923062
ACH-000477,-0.13321840721045702
ACH-000479,0.05127410652156462
ACH-000480,-0.11528828995983807
ACH-000481,-0.13934207438009932
ACH-000483,-0.21279183430727966
ACH-000484,0.049886826289360364
ACH-000485,-0.21966621002084086
ACH-000486,-0.07485652342642228
ACH-000487,-0.027511580718571158
ACH-000488,0.0692504903850127
ACH-000490,-0.12109166755732663
ACH-000491,-0.10089539879449627
ACH-000495,-0.09802278394050228
ACH-000496,0.054078668092416085
ACH-000499,-0.14775323098269316
ACH-000500,0.20913026689113606
ACH-000502,-0.08414226797792279
ACH-000503,0.222915618757737
ACH-000505,-0.06747084939032226
ACH-000507,-0.2319870502695988
ACH-000510,0.0525395679029884
ACH-000511,-0.1446622364301494
ACH-000512,0.14639594960305416
ACH-000516,-0.05929718410633191
ACH-000517,0.02552212642929041
ACH-000518,0.09403605369806106
ACH-000520,-0.0016243249805779141
ACH-000521,0.10379072531323788
ACH-000522,-0.07345310892919972
ACH-000524,-0.03541798495337459
ACH-000527,-0.025203837490204783
ACH-000528,-0.06259517539451333
ACH-000537,-0.1460677641733135
ACH-000541,-0.1105087926799354
ACH-000542,-0.06810417219013902
ACH-000544,0.01186711376472719
ACH-000545,0.01837726912799906
ACH-000547,-0.2286585057105616
ACH-000548,-0.011926953370710695
ACH-000549,-0.05706471805327345
ACH-000550,-0.047460347016681566
ACH-000552,-0.25362387460128577
ACH-000556,0.06029036095354201
ACH-000557,0.05515540036472071
ACH-000569,0.04573764212758537
ACH-000570,0.07506702250631006
ACH-000571,-0.15770253803974407
ACH-000573,-0.0005714120924198207
ACH-000576,0.009320188210246657
ACH-000579,0.10124121015002084
ACH-000580,-0.0219703264488954
ACH-000584,-0.08394965894789362
ACH-000585,0.0694231829366694
ACH-000588,-0.09202216392980797
ACH-000589,0.01755447856642842
ACH-000591,-0.07537212515670963
ACH-000593,-0.042467665331298816
ACH-000600,-0.00454093556042925
ACH-000601,0.060098547957938474
ACH-000605,-0.10606915867518774
ACH-000606,-0.010240250801235905
ACH-000608,0.018819667624395468
ACH-000614,-0.1010027741082339
ACH-000616,0.1230109688511939
ACH-000618,-0.015027849527867013
ACH-000619,-0.0153561192250645
ACH-000620,0.030315738047089463
ACH-000621,0.055693946515481714
ACH-000622,-0.14118616081228272
ACH-000623,0.0157131885615953
ACH-000624,0.00472306896212459
ACH-000627,0.04578423558101039
ACH-000630,-0.06062624319726821
ACH-000631,-0.11099193502129316
ACH-000632,0.02114854101450194
ACH-000633,0.04965980821231301
ACH-000637,0.13396147175168674
ACH-000638,-0.14293038930886984
ACH-000646,-0.04679758702101585
ACH-000647,-0.02665605386578235
ACH-000648,0.08989973645063487
ACH-000649,-0.02545730442642799
ACH-000651,-0.04987064754203384
ACH-000652,0.1255317661738888
ACH-000653,-0.2854164511806234
