,MLXIPL (51085)
ACH-000004,-0.2380517239995091
ACH-000005,0.1090274416836498
ACH-000007,-0.06334402389954423
ACH-000009,-0.04954812584612566
ACH-000011,0.0004070058841409483
ACH-000012,-0.027330250504044182
ACH-000013,-0.02706849803992084
ACH-000014,-0.12573276325633684
ACH-000015,-0.002271168843586032
ACH-000017,-0.0179453163065851
ACH-000018,0.005433442459388493
ACH-000019,0.02486950404510326
ACH-000021,-0.20469261332365515
ACH-000022,-0.181428419940434
ACH-000025,0.03923693044927312
ACH-000028,-0.011072431271015938
ACH-000030,-0.08052079178351185
ACH-000035,-0.303644435911737
ACH-000036,0.029950224443242537
ACH-000037,-0.030166043598689227
ACH-000039,0.05565001211196685
ACH-000040,-0.0027012035338081514
ACH-000041,-0.15620838259112962
ACH-000042,-0.0423161562649809
ACH-000045,-0.1405762262409764
ACH-000047,-0.21734600367972287
ACH-000052,-0.2460665209252313
ACH-000053,-0.1306577905795843
ACH-000054,-0.08061171056778796
ACH-000055,0.012900027727258687
ACH-000060,-0.12576262076016415
ACH-000067,-0.03392146906883396
ACH-000070,0.04410656373609438
ACH-000075,-0.1041360014500042
ACH-000078,-0.0787263274102412
ACH-000082,-0.0914290608508264
ACH-000085,-0.0077838636906554706
ACH-000086,0.22035207142677565
ACH-000087,-0.022758447907606796
ACH-000092,-0.044759705989175114
ACH-000095,-0.10543973427040408
ACH-000097,-0.0718549826465512
ACH-000098,-0.07758965102651133
ACH-000099,0.015553223399109427
ACH-000108,-0.04748525695302886
ACH-000113,-0.12105871497378645
ACH-000116,-0.09138096116049893
ACH-000118,-0.11373402388952313
ACH-000120,-0.13318683651862287
ACH-000123,-0.12847484090341513
ACH-000127,-0.07102746982721778
ACH-000128,-0.009799247101830996
ACH-000132,-0.09086089691342336
ACH-000133,-0.1447439599138786
ACH-000137,-0.09459005311900397
ACH-000138,-0.01065066499141802
ACH-000142,-0.27513448864862505
ACH-000143,-0.03675426558248518
ACH-000146,-0.13686808384874033
ACH-000148,-0.04317594700814642
ACH-000150,-0.2538271620088664
ACH-000152,-0.16619828567598868
ACH-000153,-0.05138623721192085
ACH-000159,-0.013824287449109676
ACH-000160,0.028915737768928064
ACH-000163,-0.05170529128878892
ACH-000167,0.13971161912125066
ACH-000168,-0.3798465567501047
ACH-000169,-0.1769117371688919
ACH-000178,-0.21882510330150973
ACH-000183,-0.014307184805477963
ACH-000188,-0.13057242997205065
ACH-000189,-0.1870963220358632
ACH-000190,-0.16424201895742396
ACH-000198,-0.13403691977617702
