,PDCD7 (10081)
ACH-000004,-0.4012288941411337
ACH-000005,-0.6058738552379107
ACH-000007,-0.07740068472449152
ACH-000009,-0.5056482725351797
ACH-000011,-0.4489017741810576
ACH-000012,-0.4451901244609262
ACH-000013,-0.5391592511538505
ACH-000014,-0.623413409873677
ACH-000015,-0.4077109402513015
ACH-000017,-0.3159461514991927
ACH-000018,-0.22392074639858225
ACH-000019,-0.3822086971469887
ACH-000021,-0.3176853505532915
ACH-000022,-0.5543622552009367
ACH-000025,-0.4919867471234138
ACH-000028,-0.27505582020140795
ACH-000030,-0.4859248035256742
ACH-000035,-0.3650732512125993
ACH-000036,-0.4575764666624706
ACH-000037,-0.3587207786911561
ACH-000039,-0.4867858894783316
ACH-000040,-0.4159537002715911
ACH-000041,-0.5339997902098643
ACH-000042,-0.5481111898027126
ACH-000045,-0.5223292021967048
ACH-000047,-0.501906871423311
ACH-000052,-0.3468454680469017
ACH-000053,-0.4609556731768135
ACH-000054,-0.4879483219481705
ACH-000055,-0.5342231442282142
ACH-000060,-0.4195562992920776
ACH-000067,-0.40849671682983546
ACH-000070,-0.42545340885010097
ACH-000075,-0.6478075691681567
ACH-000078,-0.4116077211394989
ACH-000082,-0.5787032347143272
ACH-000085,-0.6276194553313832
ACH-000086,-0.47013758607096595
ACH-000087,-0.27071438629003475
ACH-000092,-0.5224998715769539
ACH-000095,-0.5326418684073011
ACH-000097,-0.3940295978599933
ACH-000098,-0.38115209774089626
ACH-000099,-0.3524305236121741
ACH-000108,-0.3795739718154839
ACH-000113,-0.3563027089812569
ACH-000116,-0.4741329337323353
ACH-000118,-0.6114869444776001
ACH-000120,-0.5583840140384647
ACH-000123,-0.3291168488991069
ACH-000127,-0.4596242491624228
ACH-000128,-0.4859075443882906
ACH-000132,-0.5562245729846066
ACH-000133,-0.41499389935461695
ACH-000137,-0.722632447911144
ACH-000138,-0.342646517058297
ACH-000142,-0.4256569000012115
ACH-000143,-0.4182585155039812
ACH-000146,-0.3075191779845642
ACH-000148,-0.6347250688721553
ACH-000150,-0.10025745902685868
ACH-000152,-0.4515757570481227
ACH-000153,-0.4431721799009914
ACH-000159,-0.2633812422754229
ACH-000160,-0.5288269637008365
ACH-000163,-0.42409614674734203
ACH-000167,-0.7759095142714441
ACH-000168,-0.17782595293618605
ACH-000169,-0.6374585524936923
ACH-000178,-0.4130250664566607
ACH-000183,-0.5387318303292801
ACH-000188,-0.464236838625044
ACH-000189,-0.09548703973257268
ACH-000190,-0.2594683263815605
ACH-000198,-0.4774274866593949
ACH-000203,-0.8911842587656398
ACH-000204,-0.3640052908992638
ACH-000206,-0.5439560479088393
ACH-000207,-0.5087450308807143
ACH-000208,-0.21317094484576435
ACH-000210,-0.24243831891271994
ACH-000211,-0.4623479139730168
ACH-000215,-0.4283371409774984
ACH-000221,-0.480878037230102
ACH-000222,-0.4332606449686058
ACH-000223,-0.7829299205251266
ACH-000226,-0.622977107606676
ACH-000227,-0.3101579686209002
ACH-000228,-0.7193051532540896
ACH-000231,-0.4174419648527112
ACH-000232,-0.3982747691120419
ACH-000233,-0.6051920229911341
ACH-000234,-0.3311837846242404
ACH-000235,-0.4212987571278665
ACH-000237,-0.5360264920436145
ACH-000238,-0.5527728543034172
ACH-000242,-0.6295427467067174
ACH-000243,-0.6287662609581985
ACH-000244,-0.3136462837234797
ACH-000246,-0.4695739693633836
ACH-000248,-0.3028235056481391
ACH-000250,-0.4549182109743943
