,GABBR1 (2550)
ACH-000004,-0.10294144045158578
ACH-000005,-0.26152650334183936
ACH-000007,-0.13637045965726666
ACH-000009,-0.03375934287664797
ACH-000011,-0.034127615132605794
ACH-000012,-0.12353850464925427
ACH-000013,-0.08743836296773667
ACH-000014,-0.13942206290018186
ACH-000015,-0.04785022047723727
ACH-000017,0.035465941609766384
ACH-000018,-0.2423632547336468
ACH-000019,-0.2391151949123871
ACH-000021,-0.07356391133558128
ACH-000022,-0.181289612654364
ACH-000025,-0.03400697808862958
ACH-000028,-0.06690416350267958
ACH-000030,-0.14429262710057136
ACH-000035,-0.04661309689325288
ACH-000036,-0.10403490964712632
ACH-000037,-0.02538021675452484
ACH-000039,-0.32910216839379336
ACH-000040,-0.11526929158035433
ACH-000041,-0.09383830424181812
ACH-000042,-0.06821059641739098
ACH-000045,-0.009084678175070884
ACH-000047,-0.1767346102929421
ACH-000052,-0.09790622895400064
ACH-000053,-0.10014914953387652
ACH-000054,-0.013597758800758494
ACH-000055,-0.007057405222141587
ACH-000060,-0.12529849545525718
ACH-000067,-0.1134992285801843
ACH-000070,-0.07641332102035579
ACH-000075,0.09012679747940668
ACH-000078,-0.2021153635640532
ACH-000082,-0.08224288099299781
ACH-000085,0.060010011579833065
ACH-000086,-0.035849162114657905
ACH-000087,-0.07679249670895591
ACH-000092,-0.008632028840642791
ACH-000095,-0.08746694104723754
ACH-000097,-0.15305122788747288
ACH-000098,-0.10564156034374443
ACH-000099,0.030147340632302237
ACH-000108,-0.07164994246933683
ACH-000113,-0.026585029854297997
ACH-000116,-0.09992769455279156
ACH-000118,-0.1916494497529048
ACH-000120,-0.14860904234316608
ACH-000123,-0.10771353958770674
ACH-000127,-0.08249481847460886
ACH-000128,-0.21758523155921072
ACH-000132,-0.055422338426220026
ACH-000133,-0.05604251564095654
ACH-000137,-0.0011799070762829244
ACH-000138,-0.23387615850447885
ACH-000142,-0.12611530380770264
ACH-000143,-0.04228983944090243
ACH-000146,0.02297687013046099
ACH-000148,-0.035764783728822754
ACH-000150,0.08946145062648722
ACH-000152,-0.12566526690514995
