,GLRX3 (10539)
ACH-000004,-0.3021294452694984
ACH-000005,-0.14823814227403131
ACH-000007,-0.3307205869843637
ACH-000009,-0.3012370753594407
ACH-000011,-1.087308386851494
ACH-000012,-0.6194811320257874
ACH-000013,-0.4219817795507757
ACH-000014,-0.5097845160435526
ACH-000015,-0.4148373828545384
ACH-000017,-0.5820841286297221
ACH-000018,-0.4153066196419935
ACH-000019,-0.2634705743404143
ACH-000021,-0.37221003179685375
ACH-000022,-0.3269300744788516
ACH-000025,-0.5115343398117632
ACH-000028,-0.6069386678560869
ACH-000030,-0.4358910525564325
ACH-000035,-0.562052123586134
ACH-000036,-0.3638271365705229
ACH-000037,-0.423566949808824
ACH-000039,-0.7030001341789335
ACH-000040,-0.5271428969368671
ACH-000041,-0.5674374509987774
ACH-000042,-0.5141699240701304
ACH-000045,-0.34435595502566074
ACH-000047,-0.3819926167775948
ACH-000052,-0.58593921535532
ACH-000053,-0.40425914980920935
ACH-000054,-0.5135597635558488
ACH-000055,-0.5668877304583491
ACH-000060,-0.4021403043060272
ACH-000067,-0.38672721754866585
ACH-000070,-0.3976380383546487
ACH-000075,-0.3181245246194222
ACH-000078,-0.6320513764248802
ACH-000082,-0.3132052234157696
ACH-000085,-0.4647711804753944
ACH-000086,-0.4958689704602376
ACH-000087,-0.7582299622635439
ACH-000092,-0.5208531146835573
ACH-000095,-0.24604560689290456
ACH-000097,-0.4995529339838166
ACH-000098,-0.5883347754224442
ACH-000099,-0.34718754463497065
ACH-000108,-0.40202628956013703
ACH-000113,-0.38181201650318897
ACH-000116,-0.5070593596458318
ACH-000118,-0.29608651737635194
ACH-000120,-0.4485693260783871
ACH-000123,-0.29173001629484696
ACH-000127,-0.3287309044473184
ACH-000128,0.051031726755146715
ACH-000132,-0.4200798480468865
ACH-000133,-0.5758098065326083
ACH-000137,-0.31074062958763016
ACH-000138,-0.19419022528583407
ACH-000142,-0.43277606098693067
ACH-000143,-0.480750294310152
ACH-000146,-0.327242870572262
ACH-000148,-0.7098702490470921
ACH-000150,-0.5025454727533147
ACH-000152,-0.3026630951476976
ACH-000153,-0.247214041640738
ACH-000159,-0.3331304872821505
ACH-000160,-0.229406040759047
ACH-000163,-0.3017414269221545
ACH-000167,-0.8347212419318456
ACH-000168,-0.31042194786272725
ACH-000169,-0.563691204220046
