,NUDT13 (25961)
ACH-000004,-0.02207143527437717
ACH-000005,-0.1725460092095938
ACH-000007,0.09968904845308564
ACH-000009,-0.0923180758569498
ACH-000011,-0.04247226328492549
ACH-000012,-0.013685507281223893
ACH-000013,-0.0723873036275922
ACH-000014,-0.11683219919407074
ACH-000015,-0.01964377045630611
ACH-000017,-0.09336917091510533
ACH-000018,-0.0834501273838567
ACH-000019,-0.05823007695070415
ACH-000021,-0.022760779099092358
ACH-000022,0.05048856176936376
ACH-000025,-0.17212373390639735
ACH-000028,-0.06260442451464009
ACH-000030,-0.2579868944267473
ACH-000035,-0.17484629647219654
ACH-000036,0.01959014794123904
ACH-000037,0.06628919015532943
ACH-000039,-0.0108364545421816
ACH-000040,0.011280225480010451
ACH-000041,-0.07860070476957738
ACH-000042,-0.05551723710613533
ACH-000045,-0.07421399439346492
ACH-000047,-0.14242684564337646
ACH-000052,-0.13928169235140855
ACH-000053,-0.07876755789718894
ACH-000054,-0.13597374502319534
ACH-000055,-0.18469830202252996
ACH-000060,-0.10858414155972286
ACH-000067,-0.2823371501564965
ACH-000070,0.20320577534453232
ACH-000075,0.1884640373107732
ACH-000078,0.028816560423457826
ACH-000082,0.009070424205883602
ACH-000085,-0.10392671272471422
ACH-000086,-0.16261584838060475
ACH-000087,-0.06599934113760186
ACH-000092,-0.03637252679143753
ACH-000095,-0.053184495778770206
ACH-000097,0.03267102292268135
ACH-000098,-0.0636499522834115
ACH-000099,-0.00976848254100982
ACH-000108,0.03559226901696313
ACH-000113,-0.11450591124404012
ACH-000116,-0.02474806999178865
ACH-000118,-0.22923411395630444
ACH-000120,0.09890984947558147
ACH-000123,-0.11184505850683547
ACH-000127,-0.11033402557016768
ACH-000128,-0.08558392225429902
ACH-000132,-0.1516013767568842
ACH-000133,0.037970902506963784
ACH-000137,-0.04221492608481567
ACH-000138,-0.06616373179229458
ACH-000142,0.027825376556937297
ACH-000143,0.04715073595463151
ACH-000146,-0.010442661407993062
ACH-000148,-0.06223093964367935
ACH-000150,-0.18571804825710225
ACH-000152,-0.19024489744601566
ACH-000153,0.1605687335496297
ACH-000159,-0.0625882549535543
ACH-000160,-0.12974597069160862
ACH-000163,-0.11367134481356438
ACH-000167,-0.1982334375561056
ACH-000168,-0.1778005777808949
ACH-000169,-0.12959591008446944
ACH-000178,-0.02928975030813563
ACH-000183,-0.0735782638079007
ACH-000188,0.09966651730246197
ACH-000189,0.0058758209908496535
ACH-000190,-0.11208198932926867
ACH-000198,0.044583218533821765
ACH-000203,0.155903258922564
ACH-000204,-0.31708919411832626
ACH-000206,-0.06337764149661586
ACH-000207,-0.326836385630953
ACH-000208,-0.18605439439297272
ACH-000210,-0.010995802463268436
ACH-000211,-0.2361887733151376
ACH-000215,-0.03898532234185415
ACH-000221,0.028597323664182224
ACH-000222,-0.2232924358441444
ACH-000223,-0.05445175165229975
ACH-000226,0.006319652433837421
ACH-000227,0.039723651902029145
ACH-000228,-0.003497441402168549
ACH-000231,-0.13215330249469084
ACH-000232,-0.035118011053090405
ACH-000233,-0.08852049992352336
ACH-000234,-0.017744188484286334
ACH-000235,-0.035139143864981424
ACH-000237,-0.11997841852296234
ACH-000238,-0.035681543886481586
ACH-000242,-0.17192541965347108
ACH-000243,-0.06519421699557262
ACH-000244,-0.2648948953634473
ACH-000246,-0.09644806837267317
ACH-000248,-0.2366848362269584
ACH-000250,-0.14251958722940558
ACH-000251,-0.07371081908642221
ACH-000252,-0.06476026376795417
ACH-000253,0.016295084107521552
ACH-000255,-0.2605342010209624
ACH-000256,-0.22451074679786184
ACH-000257,0.031794514509135154
ACH-000258,-0.07137970823348767
ACH-000259,0.033313882156934926
ACH-000260,-0.13262315505270425
ACH-000261,-0.09394186309181984
ACH-000262,-0.05372746172147852
ACH-000263,-0.2431710494544005
ACH-000264,-0.024157378407039045
ACH-000265,-0.03231536382217772
ACH-000266,-0.018554083762127308
ACH-000272,-0.08457370005504604
ACH-000274,0.000838560428617255
ACH-000277,0.0013732079645393887
ACH-000278,-0.02600906504623571
ACH-000279,-0.04184093458184727
ACH-000280,-0.07621600054955374
ACH-000281,0.018382163968169947
ACH-000288,-0.09228463235207113
ACH-000291,-0.08121736667551857
ACH-000293,-0.06703300644934859
ACH-000294,-0.10977430363656558
ACH-000295,-0.02276141779944594
ACH-000296,-0.4144816148041501
ACH-000302,-0.1756707260912038
ACH-000304,-0.1601972253004344
ACH-000307,-0.17180095204707024
ACH-000308,-0.07425466570523581
ACH-000310,0.03751217128814457
ACH-000311,0.015648197047955326
ACH-000312,-0.00950791065376795
ACH-000315,-0.02465657411919721
ACH-000316,-0.06455555693607863
ACH-000317,0.08833776869561702
ACH-000318,0.047924148190585165
ACH-000319,-0.051946348983534056
ACH-000320,0.044332243349126936
ACH-000322,-0.16399911622576885
ACH-000323,-0.2704709502693881
ACH-000324,-0.06348385636220591
ACH-000329,-0.07455052854272466
ACH-000330,-0.042457195660832656
ACH-000331,-0.10594116621776574
ACH-000332,-0.1022521809508012
ACH-000334,0.0406238070552402
ACH-000335,-0.18888772494593295
ACH-000336,-0.1606171483744569
ACH-000337,-0.2331614583469836
ACH-000338,-0.02446852348797109
ACH-000339,-0.10006735094412278
ACH-000341,-0.06813822677415368
ACH-000348,-0.053852948577509975
ACH-000350,-0.1847076869800925
ACH-000352,-0.06587580743365205
ACH-000356,-0.0005231469513688044
ACH-000361,-0.11390896642205205
ACH-000362,-0.07789798436367533
ACH-000363,-0.1410435287921736
ACH-000364,-0.13815907031606592
ACH-000365,0.06137464805262453
ACH-000366,-0.07097114209059611
ACH-000368,-0.2206418306273128
ACH-000374,-0.14582330194538778
ACH-000375,-0.16405116041447013
ACH-000376,-0.010409153633318872
ACH-000381,-0.10474285728210607
ACH-000383,-0.06700442856118836
ACH-000387,-0.020458200828557892
ACH-000389,0.013970260612046216
ACH-000390,0.0003787875837077334
ACH-000393,-0.11352873175308928
ACH-000395,-0.08727394556943531
ACH-000396,-0.058587406047612464
ACH-000397,-0.11931428531673427
ACH-000401,-0.2001004974861684
ACH-000402,-0.09124237702519107
ACH-000403,-0.09392097537357758
ACH-000404,0.2294411001094966
ACH-000406,0.026726654577137462
ACH-000407,-0.1183339923368051
ACH-000408,-0.23421492784258355
ACH-000410,-0.22437761085579186
ACH-000411,-0.06629521029986185
ACH-000414,0.07545511936367642
ACH-000415,-0.17623558836777142
ACH-000416,-0.1281474739859209
ACH-000420,-0.22637441346405546
ACH-000421,-0.12609438684245156
ACH-000424,0.0089134938136548
ACH-000425,-0.21400538320052032
ACH-000426,0.10253723076239764
ACH-000427,-0.13901893307569546
ACH-000433,-0.2488007168733489
ACH-000435,-0.0858629235990409
ACH-000436,0.0979017565925308
ACH-000444,0.14086665893283745
ACH-000445,-0.1447065340234484
ACH-000448,-0.10977342625192844
ACH-000450,-0.34391068056340945
ACH-000452,-0.17824654341292445
ACH-000454,-0.15444736717377205
ACH-000458,-0.19411133149395932
ACH-000459,0.219681701055874
ACH-000460,-0.11106846833617093
ACH-000461,-0.007753468396585564
ACH-000463,-0.12489235491622025
ACH-000464,-0.06855706817350922
ACH-000466,-0.14065289457908986
ACH-000467,-0.0798863391616347
ACH-000468,-0.09021585865331054
ACH-000469,-0.1382848624833835
ACH-000470,0.1858346725794588
ACH-000471,0.03258224194238262
ACH-000472,-0.08657354434226128
ACH-000473,-0.16562943534570407
ACH-000475,-0.03610000019890577
ACH-000476,-0.12727377387244465
ACH-000477,0.037729049175381786
ACH-000479,0.047585154348909385
ACH-000480,-0.14961916251241567
ACH-000481,-0.15891278358759275
