,APOM (55937)
ACH-000424,-0.1515884926547748
ACH-000425,-0.033334445979305766
ACH-000426,-0.009661986778731771
ACH-000427,-0.005120250362029209
ACH-000433,0.0745200156976329
ACH-000435,-0.09303212488028607
ACH-000436,-0.03417852165753287
ACH-000444,-0.07963053541181851
ACH-000445,-0.19812574633068586
ACH-000448,-0.013009530527384095
ACH-000450,0.019531905743455195
ACH-000452,-0.2011023438870725
ACH-000454,-0.1398748622014938
ACH-000458,-0.10121512886056996
ACH-000459,0.05066340151021606
ACH-000460,0.005363501854652624
ACH-000461,-0.16008158676920647
ACH-000463,-0.08814732508408503
ACH-000464,0.018266864213472137
ACH-000466,0.028090107910868203
ACH-000467,-0.22761410816865954
ACH-000468,-0.09154799057323287
ACH-000469,-0.1939961288117549
ACH-000470,-0.23059881170247665
ACH-000471,-0.15856001617123985
ACH-000472,-0.062026891104749585
ACH-000473,-0.14975426191580313
ACH-000475,-0.06467601190946089
ACH-000476,0.035491207822868784
ACH-000477,0.1474598644237005
ACH-000479,0.13527720645941665
ACH-000480,-0.06751517443173566
ACH-000481,-0.06219193512343017
ACH-000483,0.09598714855433854
ACH-000484,0.019738050019648325
ACH-000485,0.017583107715214867
ACH-000486,-0.10149520048115104
ACH-000487,-0.11511340817127295
ACH-000488,-0.10283858687409793
ACH-000490,-0.052015562047795935
ACH-000491,-0.17250555151448316
ACH-000495,-0.015575888101015078
ACH-000496,-0.12797638352298066
ACH-000499,-0.12028601581153768
ACH-000500,0.09599632366284876
ACH-000502,-0.04582131334729998
ACH-000503,-0.10461129753143647
ACH-000505,-0.07772769948904608
ACH-000507,-0.17647949288777193
ACH-000510,-0.11634684359728
ACH-000511,-0.1505538657380944
ACH-000512,-0.2407806242802741
ACH-000516,-0.21220524110155856
ACH-000517,-0.08122748261505416
ACH-000518,-0.11543582816366801
ACH-000520,-0.12245979408462118
ACH-000521,-0.02013647879916093
ACH-000522,-0.11109606624977324
ACH-000524,-0.1034338122430504
ACH-000527,0.05307015619505485
ACH-000528,-0.031758394363772015
ACH-000537,0.06587452881446322
ACH-000541,-0.1297496711274878
ACH-000542,-0.02687457377287152
ACH-000544,-0.04237427435598902
ACH-000545,-0.12024902684573785
ACH-000547,0.1400016918515124
ACH-000548,-0.08573484108286399
ACH-000549,-0.08033445196361783
ACH-000550,-0.12345128363736516
ACH-000552,-0.16227459678359182
ACH-000556,-0.062285702323576275
ACH-000557,-0.04450015531947853
ACH-000569,0.10120424893231904
ACH-000570,-0.04514065811132722
ACH-000571,-0.11207964987378792
ACH-000573,-0.026829588772702574
ACH-000576,-0.09940274397276637
ACH-000579,-0.050913586636551975
ACH-000580,-0.041473138552425404
ACH-000584,-0.0054653688724189756
ACH-000585,-0.08245425637170381
ACH-000588,-0.2317297192630539
ACH-000589,0.07296127422883343
ACH-000591,-0.05110982472601351
ACH-000593,-0.0642211364102484
ACH-000600,-0.09865793589205224
ACH-000601,-0.04293957189706449
ACH-000605,0.0233082286736521
ACH-000606,-0.2040657766239783
ACH-000608,-0.09644401283386088
ACH-000614,-0.04220005635020156
ACH-000616,0.11203547937813772
ACH-000618,-0.07169432827641879
ACH-000619,-0.02293708112089173
ACH-000620,0.02207194044433085
ACH-000621,-0.07633994963679186
ACH-000622,-0.055314008965657545
ACH-000623,-0.08893359414724925
ACH-000624,-0.07854872723623899
ACH-000627,-0.13467348800099513
ACH-000630,-0.11246991806574544
ACH-000631,-0.21480541544989626
ACH-000632,-0.09594814830556088
ACH-000633,-0.047810640186306125
ACH-000637,-0.06723781098402068
ACH-000638,-0.11613111725433847
ACH-000646,0.1059145964844413
ACH-000647,-0.1296697070521505
ACH-000648,0.02777395038589949
ACH-000649,-0.16043259968744686
ACH-000651,-0.09218241363855643
ACH-000652,-0.2062352344899984
ACH-000653,-0.17269538884767865
ACH-000657,-0.03932534982720618
ACH-000658,-0.09583233853043503
ACH-000661,-0.11536938276410505
ACH-000662,-0.0409825562519912
ACH-000663,0.04962024637102287
ACH-000665,-0.14139100691672551
ACH-000671,-0.06689500218098547
ACH-000672,-0.2456212954113582
ACH-000673,-0.14004469738488987
ACH-000676,-0.043954281040367096
ACH-000677,-0.05922036617609761
ACH-000681,0.05283603450804203
ACH-000683,-0.06197226079919312
ACH-000684,0.005982609792899498
ACH-000688,-0.03385415463653218
ACH-000693,-0.034505893549552726
ACH-000694,-0.09320087347208966
ACH-000695,0.051929932888772165
ACH-000696,-0.0643728978680596
ACH-000697,-0.06044997513025978
ACH-000699,-0.13250598938657213
ACH-000701,-0.09638924028616692
ACH-000706,-0.14047530881668568
ACH-000711,-0.08481920533467578
ACH-000713,-0.09324507536268667
ACH-000714,-0.07152489608259198
ACH-000718,-0.0066859877787011825
ACH-000720,-0.13970371537271972
ACH-000721,-0.18484716795653006
ACH-000724,-0.09366008386475914
ACH-000725,-0.0411382320876413
ACH-000732,-0.07747388376121526
ACH-000734,-0.10526562343621916
ACH-000735,0.009556433316292023
ACH-000736,-0.10907714592250477
ACH-000738,-0.035687457750268346
ACH-000746,-0.004239174417692322
ACH-000747,0.05659231317056174
ACH-000748,-0.1080266872741336
ACH-000753,-0.11066201116233736
ACH-000756,-0.08499499030876033
ACH-000757,0.010127038015120894
ACH-000758,-0.04801176164019663
ACH-000760,-0.1429540242251392
ACH-000762,-0.11970215682780737
ACH-000763,-0.0273143796581538
ACH-000764,-0.3557654981909414
ACH-000765,-0.038373463477447516
ACH-000766,-0.12843349387788153
ACH-000767,-0.3000987885783284
ACH-000768,-0.11458634343188152
ACH-000769,-0.06727103746101326
ACH-000770,-0.03853342364919972
ACH-000771,0.034794271419867816
ACH-000773,-0.05706336275862251
ACH-000776,-0.007588390470075698
ACH-000777,-0.10019966091487932
ACH-000778,-0.14766256393162286
ACH-000781,-0.127173055155774
ACH-000782,-0.020581712522288253
ACH-000783,-0.24178115054733898
ACH-000784,-0.09229064488711328
ACH-000785,-0.08000833804490945
ACH-000787,-0.1400486978840739
ACH-000788,-0.10290570209115246
ACH-000791,-0.0872558420578295
ACH-000792,0.03859986289949959
ACH-000794,-0.10800003696815524
ACH-000796,-0.10126626035418017
ACH-000798,0.1389808989020987
ACH-000799,-0.0069937402413815
ACH-000800,-0.14386374769139598
ACH-000802,-0.08167838565522127
ACH-000804,-0.16321884955199556
ACH-000805,-0.017654830220874333
ACH-000809,-0.034734887449563615
ACH-000810,-0.14883112115361402
ACH-000811,-0.041377765422905936
ACH-000817,-0.2271957016314196
ACH-000819,-0.010852336225244386
ACH-000820,0.01562026137436825
ACH-000821,0.08961741926965121
ACH-000822,-0.07599801696039021
ACH-000823,-0.0013540666985096758
ACH-000824,-0.09673984047093304
ACH-000827,0.08592469719033942
ACH-000829,-0.05220150668534248
ACH-000831,-0.08192924572991372
ACH-000832,-0.08495683157153096
ACH-000833,-0.1135484662241357
ACH-000834,-0.09499750260232934
ACH-000835,0.01781485752120496
ACH-000836,-0.0825826299511028
ACH-000837,-0.11491927666151615
ACH-000838,0.024748060191339315
ACH-000839,-0.08502952156419902
ACH-000840,-0.06728935679176692
ACH-000841,-0.2172895456386021
ACH-000843,0.003441926261452901
ACH-000846,-0.017707532387949174
ACH-000847,-0.0797374391265926
ACH-000848,0.13516477567294294
ACH-000849,0.044001131954076164
ACH-000851,-0.04023060668682903
ACH-000855,-0.0281525302315918
ACH-000856,-0.0866797856940127
ACH-000858,-0.16806433829918588
ACH-000859,-0.13050423588372068
ACH-000861,0.1560488841123598
ACH-000862,-0.09256375452891284
ACH-000865,-0.11801989719791554
ACH-000866,-0.1354142270770662
ACH-000867,-0.08161998796877122
ACH-000869,0.022734976611160463
ACH-000872,-0.08615776473212106
ACH-000873,-0.07191182238923853
ACH-000876,-0.16063037685114626
ACH-000878,-0.2467657713738683
ACH-000880,0.03872901206605482
ACH-000881,0.04557437346676617
ACH-000882,-0.07131525446269668
ACH-000884,-0.052626032487272136
ACH-000885,-0.11885164961605064
ACH-000887,-0.14416898622526786
ACH-000889,-0.2530179163027034
ACH-000896,-0.015219132563841647
ACH-000898,-0.050404863457230484
ACH-000900,-0.14098281525165046
ACH-000901,-0.07416556521368632
ACH-000905,-0.13700108464703994
ACH-000906,-0.06323964491468899
ACH-000907,-0.10830995705994974
ACH-000910,-0.01690294836519687
ACH-000911,-0.048760091666330184
ACH-000912,-0.0698073987117291
ACH-000913,-0.24356637458687236
ACH-000915,0.001900344250849343
ACH-000916,0.054556584721998515
ACH-000917,-0.00798138380122161
ACH-000920,0.08738129626518187
ACH-000921,-0.09948099661867847
ACH-000924,-0.1003302346513598
ACH-000926,-0.10857062266926187
ACH-000928,-0.03824346257691697
ACH-000929,-0.036864475402465485
ACH-000932,-0.0761149071451955
ACH-000935,-0.05364033263747085
ACH-000936,-0.14380139447982818
ACH-000937,0.007777622662844155
ACH-000938,-0.1128587111921923
ACH-000939,-0.09953700737052444
ACH-000941,-0.17674336778069258
ACH-000943,-0.07952260744291513
ACH-000946,-0.030232442142206817
ACH-000947,0.009171344127561671
ACH-000948,-0.16598351327133887
ACH-000950,0.003563627031835908
ACH-000953,-0.08251601375083703
ACH-000954,-0.19416760309577205
ACH-000957,0.08261664686345363
ACH-000958,-0.11320575679485792
ACH-000960,-0.0517792368178962
ACH-000963,-0.12658140707824106
ACH-000968,0.12557409596075758
ACH-000969,0.04126902463372905
ACH-000972,-0.03114775602788308
ACH-000973,-0.18523134947429026
ACH-000974,-0.113070483933895
ACH-000978,0.15873368643901226
ACH-000984,0.03967150314363856
ACH-000986,-0.12515912774660476
ACH-000988,-0.026452141118241672
ACH-000993,0.04108400623543585
ACH-000994,-0.2299601803853033
ACH-000996,0.06794519120875428
ACH-001001,-0.07437129585167268
ACH-001020,-0.20199156522468809
ACH-001028,-0.06647917032857692
ACH-001031,0.07045655365691479
ACH-001038,-0.12548166719236756
ACH-001048,-0.08004104371082918
ACH-001050,-0.09303597082228572
ACH-001053,-0.049320893741353414
ACH-001054,-0.025304530812443826
ACH-001061,-0.0794478130333043
ACH-001067,-0.035137791359959696
ACH-001075,-0.2009439259108225
ACH-001096,-0.006574606885763716
ACH-001111,-0.16249586857369555
ACH-001119,-0.11974392846501808
ACH-001128,-0.226040147194591
ACH-001134,-0.027585460139431844
ACH-001151,-0.10861418817006546
ACH-001163,-0.09017369201588082
ACH-001164,-0.10162175098303093
ACH-001183,-0.06433711453030151
ACH-001192,-0.13860724912930772
ACH-001193,-0.031779415215077614
ACH-001196,0.03152758041601757
ACH-001197,-0.1105281482771516
ACH-001205,-0.015189098305680791
ACH-001211,-0.2284129994233084
ACH-001212,0.10837402026501312
ACH-001228,0.08409307650283905
ACH-001232,-0.060226785739308085
ACH-001239,-0.06984773212032702
ACH-001270,-0.09118530655610854
ACH-001274,-0.12177427651985727
ACH-001275,-0.13955035084875386
ACH-001277,-0.04412113063844718
ACH-001278,-0.07599008679496297
ACH-001280,-0.062078706591511365
ACH-001283,-0.023160981875983828
ACH-001289,-0.018731444984931147
ACH-001300,-0.06114591970537798
ACH-001301,-0.008874317250470243
ACH-001302,-0.4123631434077751
ACH-001306,-0.08923077265945521
ACH-001318,-0.1394846033976539
ACH-001322,-0.19565380954632985
ACH-001328,0.003825683576839468
ACH-001332,-0.05582357031206313
ACH-001336,-0.12670599515882486
ACH-001346,-0.07534290796042392
ACH-001353,-0.0811251050064123
ACH-001354,0.17314637470636912
ACH-001367,-0.05816273826596136
ACH-001368,-0.15323453714949822
ACH-001374,-0.3970797122190972
ACH-001377,0.03940700247749356
ACH-001380,-0.0346321154324816
ACH-001391,-0.21068127376955526
ACH-001408,-0.0641650362174811
ACH-001430,-0.15805861085579642
ACH-001431,-0.00829019766663911
ACH-001450,-0.008356032613736897
ACH-001496,-0.09818874122349287
ACH-001500,-0.016421939247947364
ACH-001523,-0.117008546158036
ACH-001532,0.002542769565850513
ACH-001550,-0.12993632076598044
ACH-001552,-0.09243244371693236
ACH-001554,-0.06007344145102263
ACH-001654,-0.07859153809600307
ACH-001735,-0.06781938413828725
ACH-001736,-0.08745219913818618
ACH-001737,-0.3077826600851732
ACH-001740,-0.09486711775087024
ACH-001745,-0.15158387982055296
ACH-001765,-0.14864473567067982
