,CDPF1 (150383)
ACH-000004,-0.16715860894258702
ACH-000005,0.05794260575103422
ACH-000007,-0.21501049685930987
ACH-000009,-0.11023600530297048
ACH-000011,-0.06775120739398957
ACH-000012,-0.18116039415844104
ACH-000013,-0.25411939746393664
ACH-000014,-0.26195531833618113
ACH-000015,-0.1153754411400339
ACH-000017,-0.15967545599712354
ACH-000018,-0.13176683490158006
ACH-000019,-0.18320139676790295
ACH-000021,-0.1123170490048912
ACH-000022,-0.1986000439328904
ACH-000025,-0.10516887943327953
ACH-000028,-0.19688141495392245
ACH-000030,-0.23068204088950686
ACH-000035,-0.05548636318353877
ACH-000036,-0.20577911896261475
ACH-000037,-0.18390679844429764
ACH-000039,-0.03915513434135953
ACH-000040,-0.3382016975396693
ACH-000041,-0.24458260337348944
ACH-000042,-0.18561649078371786
ACH-000045,-0.15847908160015595
ACH-000047,-0.0887551214245453
ACH-000052,-0.1258773851862665
ACH-000053,-0.13468742342029072
ACH-000054,-0.09615257805475852
ACH-000055,-0.13778475015740255
ACH-000060,-0.2246712148632483
ACH-000067,-0.1045366221330373
ACH-000070,-0.08562421865582573
ACH-000075,-0.2511949878633804
ACH-000078,-0.2523767328937062
ACH-000082,-0.09489290082164177
ACH-000085,-0.2410327313598969
ACH-000086,-0.031899286867673335
ACH-000087,-0.2702214522551972
ACH-000092,-0.06630235986156588
ACH-000095,-0.15906420972821378
ACH-000097,-0.18888183238583434
ACH-000098,-0.16545886785225825
ACH-000099,-0.3163673896519196
ACH-000108,-0.11659694730620428
ACH-000113,-0.1055760835878425
ACH-000116,-0.13611971319471491
ACH-000118,-0.04474045622293793
ACH-000120,-0.12408832901943352
ACH-000123,-0.21877649941580346
ACH-000127,-0.06894255825939731
ACH-000128,-0.17474865030261566
ACH-000132,-0.12314859759300617
ACH-000133,-0.17855604425277574
ACH-000137,-0.1192687042385802
ACH-000138,-0.07729548806597533
ACH-000142,-0.06285272363908187
ACH-000143,-0.3656506804588919
ACH-000146,-0.14866413752110952
ACH-000148,-0.06504075198061522
ACH-000150,0.03517351158113688
ACH-000152,-0.23956839903588095
ACH-000153,-0.007948068683253762
ACH-000159,-0.09643508690266192
ACH-000160,-0.14264944330934304
ACH-000163,-0.0903150972319188
ACH-000167,-0.40857717613068295
ACH-000168,-0.3877209403729005
ACH-000169,-0.21317516413185272
ACH-000178,-0.2255876338375993
ACH-000183,-0.32449132556680144
ACH-000188,-0.10229096764601237
ACH-000189,-0.3141011912181611
ACH-000190,-0.2680601563420049
ACH-000198,-0.2338776818516161
ACH-000203,-0.15169319904159204
ACH-000204,0.10759255571486948
ACH-000206,0.0508367399880622
ACH-000207,-0.022145794003927872
ACH-000208,-0.2626343657683027
ACH-000210,-0.1370384098297583
ACH-000211,-0.2283912907905733
ACH-000215,-0.21795541576502064
ACH-000221,-0.1620825580368136
ACH-000222,-0.19635867704930407
ACH-000223,-0.26728891451941644
ACH-000226,-0.10431444569822272
ACH-000227,-0.4177332807824607
ACH-000228,-0.20021088268564385
ACH-000231,-0.18066551351883905
ACH-000232,-0.2337209676358929
ACH-000233,-0.3257991078628679
ACH-000234,-0.0932185206381057
ACH-000235,-0.0820211865178776
ACH-000237,-0.29084464250383485
ACH-000238,-0.21436482553528485
ACH-000242,-0.5353016137825528
ACH-000243,-0.14948545517628165
ACH-000244,-0.08152189879067184
ACH-000246,-0.3196802521266118
ACH-000248,-0.28148411759366354
ACH-000250,-0.1732890147817676
ACH-000251,0.10271863375908477
ACH-000252,0.11761100277184718
ACH-000253,0.018547241567618843
ACH-000255,-0.14044597228759492
ACH-000256,-0.18952333866763035
ACH-000257,-0.1832643112518577
ACH-000258,-0.2307756284197311
ACH-000259,-0.06217253469037475
ACH-000260,-0.2616694066542995
ACH-000261,-0.19857839873594868
ACH-000262,-0.0012048845608469414
ACH-000263,-0.2203094426884045
ACH-000264,-0.1829601489703738
ACH-000265,-0.08880171150634278
ACH-000266,-0.1231481664295075
ACH-000272,-0.1451508162930903
ACH-000274,-0.1455965664620261
ACH-000277,-0.15934963799179128
ACH-000278,-0.1864299781984688
ACH-000279,-0.14607499152272094
ACH-000280,-0.2109036175282687
ACH-000281,-0.3320647996390708
ACH-000288,-0.14938699343175593
ACH-000291,-0.20086924113815996
ACH-000293,-0.1873845944584589
ACH-000294,-0.17881995091006966
ACH-000295,-0.06300085292151336
ACH-000296,0.1242731850804486
ACH-000302,-0.15884743766273124
ACH-000304,-0.21109839307868025
ACH-000307,-0.11428859582441073
ACH-000308,-0.16133086552853046
ACH-000310,-0.2535950517029682
ACH-000311,-0.07579264789160256
ACH-000312,-0.03995402824603538
ACH-000315,0.045504918531245865
ACH-000316,-0.14968761170472672
ACH-000317,-0.16391091389670098
ACH-000318,-0.21356690148217572
ACH-000319,-0.21334289087407016
ACH-000320,-0.1788059651565316
ACH-000322,-0.2090508653121046
ACH-000323,-0.4527621794056873
ACH-000324,-0.2995973181718613
ACH-000329,-0.16664601438732912
ACH-000330,-0.16252853219836402
ACH-000331,-0.12159983329455087
ACH-000332,-0.22177748093883945
ACH-000334,-0.03858740818262783
ACH-000335,-0.26018221990058954
ACH-000336,-0.2850678579347119
ACH-000337,-0.08681471257166394
ACH-000338,-0.31831060107009584
ACH-000339,-0.11625369638476833
ACH-000341,-0.3210928799717115
ACH-000348,-0.11001644000445658
ACH-000350,-0.12678267705086932
ACH-000352,-0.12208677929059693
ACH-000356,-0.12234861010113332
ACH-000361,-0.14102423727896066
ACH-000362,-0.35075810859791995
ACH-000363,-0.2835589858455238
ACH-000364,-0.13982352990309949
ACH-000365,-0.24937987823452784
ACH-000366,-0.2332836086726167
ACH-000368,-0.3058869144795308
ACH-000374,-0.10502129885910784
ACH-000375,-0.05653934413458594
ACH-000376,-0.17850698551342492
ACH-000381,-0.3747327083218562
ACH-000383,-0.11365976963433315
ACH-000387,-0.1794501840710938
ACH-000389,-0.2867574768312521
ACH-000390,-0.11208185949769116
ACH-000393,-0.24363427214581454
ACH-000395,-0.20416438390812516
ACH-000396,-0.5409069303361799
ACH-000397,-0.1376742874964452
ACH-000401,-0.5631388659244813
ACH-000402,0.15197422012363107
ACH-000403,-0.21614065114082875
ACH-000404,-0.0806438141098528
ACH-000406,-0.19725040714062786
ACH-000407,-0.3601805679884126
ACH-000408,-0.3908606892181072
ACH-000410,-0.15247383644918724
ACH-000411,-0.1710746087080394
ACH-000414,-0.13181130590561724
ACH-000415,-0.13160257741192924
ACH-000416,-0.059109683060745474
ACH-000420,-0.15836049178828768
ACH-000421,-0.13612156497493338
ACH-000424,-0.022112525311321244
ACH-000425,-0.22594481708311226
ACH-000426,0.13910233486359733
ACH-000427,-0.1444168034773234
ACH-000433,-0.15526808360413338
ACH-000435,-0.1036578313366908
ACH-000436,-0.2660134844906734
ACH-000444,-0.21788783462108702
ACH-000445,-0.2517707238830105
ACH-000448,-0.2330691354868407
ACH-000450,-0.3127695630957007
ACH-000452,-0.1255780502517197
ACH-000454,-0.09663939814453637
ACH-000458,-0.022673838954765272
ACH-000459,0.02532418958951356
ACH-000460,-0.09202859191887797
ACH-000461,-0.2223983248667193
ACH-000463,-0.31427096968326185
ACH-000464,-0.1433995312840766
ACH-000466,-0.13968401586606646
ACH-000467,-0.12109076110109362
ACH-000468,-0.14185344723948165
ACH-000469,-0.2380844946086028
ACH-000470,-0.13767732821121292
ACH-000471,-0.21184752563219206
ACH-000472,-0.2528480777144276
ACH-000473,-0.18797158704099046
ACH-000475,-0.13221721825147442
ACH-000476,-0.08135392824034401
ACH-000477,-0.11556944014372734
ACH-000479,-0.05977006626561186
ACH-000480,-0.08935718218714632
ACH-000481,-0.13108216016630594
ACH-000483,-0.1397484929293227
ACH-000484,-0.08967913219903484
ACH-000485,-0.049354646868363834
ACH-000486,-0.15745231417404787
ACH-000487,-0.15335773044943946
ACH-000488,-0.1641946171453298
ACH-000490,-0.24317886776317665
ACH-000491,-0.23127971116177645
ACH-000495,-0.22070307267704087
ACH-000496,-0.16526153525315945
ACH-000499,-0.15629634211844706
ACH-000500,0.15213832801364394
ACH-000502,-0.1632315372496033
ACH-000503,-0.11992091288658685
ACH-000505,-0.27316241811439645
ACH-000507,-0.11223645669689396
ACH-000510,-0.11507376839229895
ACH-000511,-0.1435741143126293
ACH-000512,-0.07848606765300273
ACH-000516,-0.22033200998171956
ACH-000517,-0.1217664298210797
ACH-000518,-0.30786990075393345
ACH-000520,-0.07528737430995908
ACH-000521,-0.14063308469160513
ACH-000522,0.03680378344001648
ACH-000524,-0.15869217289526502
ACH-000527,-0.12404745836947495
ACH-000528,-0.19661844136117107
ACH-000537,-0.08613523151736092
ACH-000541,0.05286451490308424
ACH-000542,-0.22174868182558247
ACH-000544,-0.04697718670572496
ACH-000545,-0.04084053025284954
ACH-000547,-0.17589252907357766
ACH-000548,-0.0098473523273929
ACH-000549,-0.15942225202426807
ACH-000550,-0.1125262059933566
ACH-000552,-0.17047803376864254
ACH-000556,-0.08690684610164325
ACH-000557,-0.22343240685464397
ACH-000569,-0.2700325347239047
ACH-000570,-0.274797346662548
ACH-000571,-0.14323376390800358
ACH-000573,-0.15235749059886164
ACH-000576,0.008138768810602244
ACH-000579,-0.0005478751013984886
ACH-000580,-0.2260198161613681
ACH-000584,-0.20088904921188652
ACH-000585,-0.1485157646153607
ACH-000588,-0.05524903498375108
ACH-000589,-0.08057789770804577
ACH-000591,-0.15311934530324234
ACH-000593,-0.15845286087944396
ACH-000600,-0.010092678705035659
ACH-000601,-0.16248103507850964
ACH-000605,-0.2384975316309914
ACH-000606,-0.1712392168308402
ACH-000608,-0.13278246924684994
ACH-000614,-0.18537170034275124
ACH-000616,-0.031595249204079766
ACH-000618,-0.1817719170166731
ACH-000619,-0.19766110803496395
ACH-000620,-0.09754082662885756
ACH-000621,-0.11403221691817687
ACH-000622,-0.15117485269410022
ACH-000623,-0.28815090523673875
ACH-000624,-0.2382877011515569
ACH-000627,-0.2126967177767076
ACH-000630,-0.10709505451213887
ACH-000631,-0.4075196449872379
ACH-000632,-0.1405478440837144
ACH-000633,-0.1644242194626051
ACH-000637,-0.21477691870266247
ACH-000638,-0.1440831870944511
ACH-000646,-0.06360539320321289
ACH-000647,-0.14953300058725158
ACH-000648,-0.1394700913676241
ACH-000649,-0.1256176734281644
ACH-000651,-0.16365044662827072
ACH-000652,-0.2831961175927032
ACH-000653,-0.07847053323947666
ACH-000657,-0.2503122119984001
ACH-000658,-0.11973412039987842
ACH-000661,-0.08943767747030508
ACH-000662,-0.28557591225575263
ACH-000663,-0.0609488778231344
ACH-000665,-0.20179766963828466
ACH-000671,-0.1070984616495744
ACH-000672,-0.16237061734027655
ACH-000673,-0.2550560810555553
ACH-000676,-0.22357064356596992
ACH-000677,0.0023349661545563147
ACH-000681,-0.23827640018392315
ACH-000683,-0.13444177084599948
ACH-000684,-0.06118643022276525
ACH-000688,-0.16288657937396747
ACH-000693,-0.2248090914454506
ACH-000694,-0.1348589970728196
ACH-000695,-0.2127799910820657
ACH-000696,-0.11919169954988093
ACH-000697,-0.16147726270025048
ACH-000699,-0.11442207761855845
ACH-000701,-0.3623420245919304
ACH-000706,-0.11833149876726284
ACH-000711,-0.23995865308725786
ACH-000713,-0.1252576469858532
ACH-000714,-0.1954622373423549
ACH-000718,-0.1756708471035925
ACH-000720,-0.1935591222175486
ACH-000721,-0.12295216284553873
ACH-000724,-0.16411252939499255
ACH-000725,-0.32603392207744064
ACH-000732,-0.14989995009602042
ACH-000734,-0.0621360587090528
ACH-000735,-0.3151722422835457
ACH-000736,0.024464212143170815
ACH-000738,-0.09535555145885333
ACH-000746,-0.19710834579053324
ACH-000747,-0.028209136075166917
ACH-000748,-0.13543787110822994
ACH-000753,-0.16125073369358114
ACH-000756,-0.2600815272484073
ACH-000757,-0.12386252776517954
ACH-000758,-0.05252576873688927
ACH-000760,-0.30826370324734365
ACH-000762,-0.05509294780897076
ACH-000763,-0.036676430182516005
ACH-000764,-0.017907507679674996
ACH-000765,-0.15769689477240068
ACH-000766,-0.2176255314548205
ACH-000767,-0.1763789607756306
ACH-000768,-0.09227774386603403
ACH-000769,-0.3199217109990877
ACH-000770,-0.1851431128780244
ACH-000771,0.009353293008169086
ACH-000773,-0.010597606478455543
ACH-000776,-0.16805419184528128
ACH-000777,-0.11674596086672058
ACH-000778,-0.1690093744283562
ACH-000781,-0.19326814267619855
ACH-000782,-0.05960887875598728
ACH-000783,-0.1453198488342148
ACH-000784,-0.18639554695530616
ACH-000785,-0.1834072727419134
ACH-000787,-0.3989090981305704
ACH-000788,-0.21486463744984324
ACH-000791,-0.11128497948978122
ACH-000792,-0.13551414992102756
ACH-000794,-0.2603395416899699
ACH-000796,-0.32417246117697696
ACH-000798,-0.005793786968911729
ACH-000799,-0.03880757180233181
ACH-000800,-0.311455739558428
ACH-000802,-0.2578348678956445
ACH-000804,0.015386522234958282
ACH-000805,-0.16009280748777271
ACH-000809,-0.2097447750538868
ACH-000810,-0.057683225031972186
ACH-000811,-0.2644240903064947
ACH-000817,-0.1430618103142075
ACH-000819,-0.17638186592758948
ACH-000820,-0.097934528373354
ACH-000821,-0.23501390295975824
ACH-000822,-0.1768718200802987
ACH-000823,-0.17820910355254538
ACH-000824,-0.14196257646705154
ACH-000827,-0.15763588455288727
ACH-000829,-0.04592402514239395
ACH-000831,-0.3774700772688572
ACH-000832,-0.13603135616851827
ACH-000833,-0.22302151441547624
ACH-000834,-0.20645964755390533
ACH-000835,-0.1493884010056778
ACH-000836,-0.21251623100523
ACH-000837,-0.050719543138671656
ACH-000838,-0.2368340773338481
ACH-000839,-0.17375960818962075
ACH-000840,-0.16129152859183732
ACH-000841,-0.17271915226303786
ACH-000843,-0.2309110860679042
ACH-000846,-0.3579925748778353
ACH-000847,-0.3050385168123773
ACH-000848,-0.008045899955084911
ACH-000849,-0.033224499314877184
ACH-000851,-0.23981996659261065
ACH-000855,-0.15403701666816286
ACH-000856,-0.17157804321228748
ACH-000858,-0.11593596646526586
ACH-000859,-0.4082785091352897
ACH-000861,-0.09149113338468932
ACH-000862,-0.19176850951483568
ACH-000865,-0.1075695196406616
ACH-000866,-0.06136692122514384
ACH-000867,-0.16754257669717018
ACH-000869,-0.20089793801431693
ACH-000872,-0.35865778111609586
ACH-000873,-0.07470763331773897
ACH-000876,0.008349542092595965
ACH-000878,-0.07441379006122653
ACH-000880,-0.0620229793145238
ACH-000881,-0.12155072357023396
ACH-000882,-0.05922043556685624
ACH-000884,-0.3109723679442675
ACH-000885,-0.3276924342990053
ACH-000887,-0.0166973126813948
ACH-000889,-0.06297337722580904
ACH-000896,-0.2618836074351237
ACH-000898,-0.1875425736323265
ACH-000900,-0.16652782932625526
ACH-000901,-0.16970273595345525
ACH-000905,-0.15645147225686099
ACH-000906,-0.1718040174616198
ACH-000907,-0.35115632506062033
ACH-000910,-0.1047387221902945
ACH-000911,-0.2618986802835322
ACH-000912,-0.18102272422904694
ACH-000913,-0.17658747360788704
ACH-000915,-0.10288961155023034
ACH-000916,0.114439879280979
ACH-000917,-0.04289876102972825
ACH-000920,-0.2402064525738232
ACH-000921,-0.10983795647814563
ACH-000924,-0.17910743374555646
ACH-000926,-0.24206418478589856
ACH-000928,-0.33932920755303503
ACH-000929,-0.19663094642649104
ACH-000932,-0.07218587099275252
ACH-000935,-0.2976573158418627
ACH-000936,-0.08757948331207395
ACH-000937,0.016990209302778503
ACH-000938,-0.02035573123459424
ACH-000939,-0.06904087093662466
ACH-000941,-0.1532602355824612
ACH-000943,-0.1431717425748399
ACH-000946,-0.2627007656149154
ACH-000947,-0.19898875086581527
ACH-000948,-0.07899693951337414
ACH-000950,-0.2740923779705904
ACH-000953,-0.21164137465423669
ACH-000954,-0.1961473363880776
ACH-000957,-0.06579120366713713
ACH-000958,-0.0794649399135602
ACH-000960,-0.1292727640343669
ACH-000963,-0.17081758322901555
ACH-000968,-0.1384736812010764
ACH-000969,-0.038665781291615214
ACH-000972,0.012136258345762324
ACH-000973,-0.1565608594670949
ACH-000974,-0.2448114830418735
ACH-000978,-0.12232985585519852
ACH-000984,-0.15398712404527273
ACH-000986,0.10489901972819986
ACH-000988,-0.23247143763446024
ACH-000993,0.056781900455027526
ACH-000994,-0.20608831655805585
ACH-000996,-0.07029680078501875
ACH-001001,-0.2400639570651248
ACH-001020,-0.12361872587450225
ACH-001028,-0.1827728007916804
ACH-001031,0.030301588900011736
ACH-001038,-0.21668016621094904
ACH-001048,-0.23562851753101366
ACH-001050,-0.2327560492742703
ACH-001053,-0.12724661606663284
ACH-001054,-0.11041731193765172
ACH-001061,-0.18632420007741135
ACH-001067,-0.20213631761662848
ACH-001075,-0.09947481322438848
ACH-001096,-0.1725008243868895
ACH-001111,-0.3622894002712472
ACH-001119,-0.045501630051768965
ACH-001128,-0.2705820723442997
ACH-001134,-0.19417404827732787
ACH-001151,-0.12302349543023365
ACH-001163,-0.164374437814785
ACH-001164,-0.2505458347048529
ACH-001183,-0.25948707852056696
ACH-001192,-0.2229804279206788
ACH-001193,-0.2288563453199553
ACH-001196,-0.29688448706482906
ACH-001197,-0.14866238629676065
ACH-001205,-0.13252468914458362
ACH-001211,-0.16391750401859453
ACH-001212,-0.5343228607216676
ACH-001228,-0.2324224287639639
ACH-001232,-0.2359703442075761
ACH-001239,-0.2436731740839845
ACH-001270,-0.0929848762899931
ACH-001274,-0.15399162807217393
ACH-001275,-0.35169331725676994
ACH-001277,0.04315211451128596
ACH-001278,-0.2307611158646725
ACH-001280,-0.09490595527163907
ACH-001283,-0.12959732040466346
ACH-001289,-0.10464566327019237
ACH-001300,-0.22443076351811644
ACH-001301,-0.1883437249757687
ACH-001302,-0.252892017670449
ACH-001306,-0.11965803365133028
ACH-001318,-0.21451605021617387
ACH-001322,0.05443132929774449
ACH-001328,-0.16332429642458354
ACH-001332,-0.12219390429980186
ACH-001336,-0.26159178115280424
ACH-001346,-0.19968719083896844
ACH-001353,-0.05503919116894719
ACH-001354,-0.14124066408567967
ACH-001367,-0.100963426753111
ACH-001368,-0.16174595078872686
ACH-001374,-0.4476806145487786
ACH-001377,-0.17925078627342358
ACH-001380,-0.08071724275842518
ACH-001391,-0.14487641898152895
ACH-001408,-0.100170884859492
ACH-001430,-0.03904207335286376
ACH-001431,-0.139701375996862
ACH-001450,-0.09646468497844428
ACH-001496,-0.2412145004500539
ACH-001500,0.011922375847879708
ACH-001523,-0.0070552719055673625
ACH-001532,-0.1647757859029406
ACH-001550,-0.22075994323775885
ACH-001552,-0.2248706682051399
ACH-001554,-0.2043365847625684
ACH-001654,-0.1530649309200144
ACH-001735,-0.21094907503874327
ACH-001736,-0.22083699055140524
ACH-001737,0.14896608127150002
ACH-001740,-0.27571387079201665
ACH-001745,-0.22814077305693506
ACH-001765,-0.17240786023669274
