,ATF5 (22809)
ACH-000004,0.07068853156711175
ACH-000005,-0.3456378163762832
ACH-000007,0.11723875046731858
ACH-000009,-0.22422847011748198
ACH-000011,-0.13939697049904815
ACH-000012,-0.17671153305780393
ACH-000013,-0.2393829000966005
ACH-000014,-0.08080854529508663
ACH-000015,-0.33030047372924226
ACH-000017,-0.20831029193405376
ACH-000018,0.035033100766256764
ACH-000019,-0.2450380703454453
ACH-000021,-0.18038371275853335
ACH-000022,-0.2829140548764315
ACH-000025,-0.08709110221958957
ACH-000028,-0.1543106047711452
ACH-000030,-0.08724592637990831
ACH-000035,-0.04813563718812816
ACH-000036,-0.18468086987551968
ACH-000037,-0.2872097009334047
ACH-000039,-0.016309052645717616
ACH-000040,-0.2240683339012124
ACH-000041,-0.3109055814504726
ACH-000042,-0.16481522050071354
ACH-000045,-0.1863826014716881
ACH-000047,-0.1802474703463776
ACH-000052,-0.2508748518192705
ACH-000053,-0.07107089597965921
ACH-000054,-0.2079058091186881
ACH-000055,-0.2803606151180147
ACH-000060,-0.1504463095095243
ACH-000067,-0.2444175375829979
ACH-000070,-0.13910681929662402
ACH-000075,-0.3037557945421904
ACH-000078,-0.2575885653704917
ACH-000082,-0.2936361511976832
ACH-000085,-0.14662892835830024
ACH-000086,-0.26356664105046496
ACH-000087,-0.2190412112216929
ACH-000092,-0.1938444322723082
ACH-000095,-0.17519369339313592
ACH-000097,-0.2349637450703407
ACH-000098,-0.24681650653352266
ACH-000099,-0.2988996949899149
ACH-000108,-0.15276480311849594
ACH-000113,-0.02137811534612242
ACH-000116,-0.17938027834441736
ACH-000118,-0.20424282676359687
ACH-000120,-0.04015193294273002
ACH-000123,-0.10450000256693744
ACH-000127,-0.16176748878041006
ACH-000128,-0.2123248969217551
ACH-000132,-0.1233555457629988
ACH-000133,-0.2616689859344292
ACH-000137,-0.4125716578229779
ACH-000138,-0.3068121271433634
ACH-000142,-0.21463648270893726
ACH-000143,-0.22168848309395692
ACH-000146,-0.20792400102308511
ACH-000148,-0.13568428219146778
ACH-000150,-0.038124689913463815
ACH-000152,-0.15019155640782175
ACH-000153,-0.3140118785801848
ACH-000159,-0.30190406785493146
ACH-000160,-0.2568981773109058
ACH-000163,-0.21002040902174093
ACH-000167,0.09133279580288528
ACH-000168,-0.1000769979590747
ACH-000169,-0.3152871165539913
ACH-000178,-0.06188858146081051
ACH-000183,-0.2200490712333133
ACH-000188,-0.11804343887468548
ACH-000189,-0.17397718600969309
ACH-000190,-0.22782380757116266
ACH-000198,-0.2238428797421568
ACH-000203,-0.3717517919456328
ACH-000204,-0.26538155781474
ACH-000206,-0.15603662360946255
ACH-000207,0.021325875531278363
ACH-000208,0.04910673011833492
ACH-000210,-0.12988780928312876
ACH-000211,-0.2462679824845904
ACH-000215,-0.1769438112263941
ACH-000221,-0.1007202952985239
ACH-000222,-0.27951348276449817
ACH-000223,-0.19389865729425396
ACH-000226,-0.13783216062505366
ACH-000227,-0.15976269890525344
ACH-000228,-0.2399758567946411
ACH-000231,-0.09642473197451798
ACH-000232,-0.33882273064915724
ACH-000233,-0.33872344160232776
ACH-000234,-0.4301894205913648
ACH-000235,-0.1666259734612497
ACH-000237,-0.20499275793717686
ACH-000238,-0.16083811811180956
ACH-000242,-0.4444994591385728
ACH-000243,-0.15296400084685113
ACH-000244,-0.1921859134529511
ACH-000246,-0.14805411070284644
ACH-000248,-0.3323873992924934
ACH-000250,-0.25015278730503365
ACH-000251,-0.36347024076914586
ACH-000252,-0.2129078353522804
ACH-000253,-0.09705581098057614
ACH-000255,-0.31173793957917506
ACH-000256,-0.2784182571661263
ACH-000257,-0.3017990046528487
ACH-000258,-0.025424485262378047
ACH-000259,-0.17273693183664227
ACH-000260,-0.1171621521363602
ACH-000261,-0.2370334083073629
ACH-000262,-0.2322042868024201
ACH-000263,-0.15201383960657944
ACH-000264,-0.08557603380056729
ACH-000265,-0.2952745468194222
