,RAD23B (5887)
ACH-000004,-0.2625421569753409
ACH-000005,-0.013915305756455956
ACH-000007,-0.2402163150188767
ACH-000009,-0.25083719471234
ACH-000011,0.04525450277756355
ACH-000012,-0.454857733122881
ACH-000013,-0.10832149548381906
ACH-000014,-0.02307230350669197
ACH-000015,-0.2389192324813457
ACH-000017,-0.0978285406001288
ACH-000018,-0.3453586295702001
ACH-000019,0.048720718480973715
ACH-000021,-0.1507071319950025
ACH-000022,-0.08160733630476576
ACH-000025,-0.06412666871380218
ACH-000028,-0.07717316480858623
ACH-000030,-0.18096213466838468
ACH-000035,-0.02688378454051145
ACH-000036,-0.2562833510646691
ACH-000037,-0.24713028851541666
ACH-000039,-0.1832764602301193
ACH-000040,-0.3495329964201128
ACH-000041,-0.023719490170508284
ACH-000042,-0.1210362557221816
ACH-000045,0.012496202739568116
ACH-000047,-0.1566921711992655
ACH-000052,-0.06488744024871017
ACH-000053,-0.03524266733014088
ACH-000054,-0.13738505043958196
ACH-000055,-0.3983307555190736
ACH-000060,-0.0740900250664858
ACH-000067,-0.08396971410363871
ACH-000070,-0.10256469278943343
ACH-000075,-0.11209704123516484
ACH-000078,0.07251188125928766
ACH-000082,-0.12047071970424625
ACH-000085,-0.1690875993257371
ACH-000086,-0.2553665875036381
ACH-000087,-0.1485502786401826
ACH-000092,-0.05763565358505821
ACH-000095,0.028310050001557764
ACH-000097,-0.2384934337765194
ACH-000098,-0.09686712086262382
ACH-000099,0.018470135308941624
ACH-000108,-0.0982484037582508
ACH-000113,-0.13201874768471586
ACH-000116,-0.030798430458648864
ACH-000118,0.09980174077166704
ACH-000120,-0.24951842869531304
ACH-000123,-0.22532930529076434
ACH-000127,-0.11235927805469444
ACH-000128,-0.033487978293506
ACH-000132,-0.1884816240995237
ACH-000133,-0.020722894702401108
ACH-000137,-0.039042447916547325
ACH-000138,-0.1942043377775175
ACH-000142,-0.2924021331961108
ACH-000143,-0.215778456088886
ACH-000146,-0.10124814301730692
ACH-000148,-0.15752128255659462
ACH-000150,0.024536466781469254
ACH-000152,-0.24633271022007416
ACH-000153,-0.25497463666234066
ACH-000159,-0.13340338424052856
ACH-000160,-0.22127903761138235
ACH-000163,-0.17203775343484798
ACH-000167,-0.4133054086784696
ACH-000168,-0.2467381682670981
ACH-000169,-0.10250256052018054
ACH-000178,-0.11444966616013028
ACH-000183,0.14456979027004985
ACH-000188,-0.030795061456575564
ACH-000189,-0.2553303440733307
ACH-000190,-0.1807762219342072
ACH-000198,-0.1052066864694882
ACH-000203,0.3348788070176165
ACH-000204,-0.045845110707837325
ACH-000206,-0.05623290275576898
