,RNF8 (9025)
ACH-000004,-0.4739251819243254
ACH-000005,-0.4723464066710956
ACH-000007,-0.4546920218745894
ACH-000009,-0.3326425378856745
ACH-000011,-0.9493689665329972
ACH-000012,-0.5153250766029965
ACH-000013,-0.36157851854857465
ACH-000014,-0.8569977453879687
ACH-000015,-0.704852341703952
ACH-000017,-0.4911279255036538
ACH-000018,-0.618375094973943
ACH-000019,-0.4657151271137918
ACH-000021,-0.5214408140836468
ACH-000022,-0.2286769040447265
ACH-000025,-0.6858273321671539
ACH-000028,-0.6440591186080603
ACH-000030,-0.39781120574284506
ACH-000035,-0.7185246144398536
ACH-000036,-0.5595501028774216
ACH-000037,-0.4823463684915087
ACH-000039,-0.6239899617116458
ACH-000040,-0.5935220983897401
ACH-000041,-0.6180601793760011
ACH-000042,-0.3396544049298961
ACH-000045,-0.6313807574063736
ACH-000047,-1.01541514869305
ACH-000052,-0.4536278628427351
ACH-000053,-0.30303524109585483
ACH-000054,-0.5897121917045848
ACH-000055,-0.4737039652792195
ACH-000060,-0.5420013353254076
ACH-000067,-0.99439701076979
ACH-000070,-0.5451143765905443
ACH-000075,-0.2713799836918423
ACH-000078,-0.35150962236994737
ACH-000082,-0.5685237167900792
ACH-000085,-0.4085152266219965
ACH-000086,-0.44552673260165937
ACH-000087,-0.8205156343795649
ACH-000092,-0.41195607871515505
ACH-000095,-0.19687511553105544
ACH-000097,-0.7369871560802808
ACH-000098,-0.6291412792631645
ACH-000099,-0.2915944331046789
ACH-000108,-0.3563453019350126
ACH-000113,-0.5574418932600885
ACH-000116,-0.8407137741630794
ACH-000118,-0.8120060501025088
ACH-000120,-0.5019112764757578
ACH-000123,-0.6065317985150782
ACH-000127,-0.6919140949501764
ACH-000128,-0.3916992128259288
ACH-000132,-0.4757167940033086
ACH-000133,-0.6097059300215777
ACH-000137,-0.5512240869880414
ACH-000138,-0.4338667345768141
ACH-000142,-0.5627351811136707
ACH-000143,-0.4661206381057858
ACH-000146,-0.5881900334036768
ACH-000148,-0.6328706153048292
ACH-000150,-0.8327872713075192
ACH-000152,-0.5195658981641794
ACH-000153,-0.5176943695199719
ACH-000159,-0.5631544750092357
ACH-000160,-0.2395624716261367
ACH-000163,-0.33594292639250284
ACH-000167,-0.2291525791829539
ACH-000168,-0.3563106974868905
ACH-000169,-0.6273699704938658
ACH-000178,-0.7056596638872626
ACH-000183,-0.4220845019683942
ACH-000188,-0.3489176010521621
ACH-000189,-0.606647955200516
ACH-000190,-0.3274678589033894
ACH-000198,-0.4393219448836981
ACH-000203,-0.5514917614213775
ACH-000204,-0.4851958333936191
ACH-000206,-0.4937992418748091
ACH-000207,-0.568768035554914
ACH-000208,-0.837183044021837
ACH-000210,-0.5431372688996254
ACH-000211,-0.5415934440887183
ACH-000215,-0.2788694775724456
ACH-000221,-0.7114296591734821
ACH-000222,-0.5331888294026511
ACH-000223,-0.3343731941986342
ACH-000226,-0.6572311189396186
ACH-000227,-0.34152656904322753
ACH-000228,-1.097271202657036
ACH-000231,-0.9189806683431504
ACH-000232,-0.6560330887033702
ACH-000233,-0.4690490789902686
ACH-000234,-0.3735516506636429
ACH-000235,-0.35808107796064004
ACH-000237,-0.6224780572468771
ACH-000238,-1.0061668336385523
ACH-000242,-0.5058507714911563
ACH-000243,-0.4655325621687716
ACH-000244,-0.6684441090168726
ACH-000246,-0.3924206109948475
ACH-000248,-0.6046151597208093
ACH-000250,-0.9377721593861528
ACH-000251,-0.4916836662452328
ACH-000252,-0.3216841599295023
ACH-000253,-0.4073087824455881
ACH-000255,-0.8611048892793893
ACH-000256,-0.7030407961867826
ACH-000257,-0.4464080053186552
ACH-000258,-0.4902857058878271
ACH-000259,-0.3659233825746286
ACH-000260,-0.3769882814594206
ACH-000261,-0.8526587140634346
ACH-000262,-0.6684171016681981
ACH-000263,-0.2624399887371727
ACH-000264,-0.5772787870191232
ACH-000265,-0.6026037585653617
ACH-000266,-0.3518884448533495
ACH-000272,-0.5884076012246079
ACH-000274,-0.18574303335310835
ACH-000277,-0.5212584507080388
ACH-000278,-0.6146186797849601
ACH-000279,-0.25844836217462835
ACH-000280,-0.7191093968275037
ACH-000281,-0.2764928995851564
ACH-000288,-0.4918125361351212
ACH-000291,-0.4509389793499098
ACH-000293,-0.5174410209922115
ACH-000294,-0.16670559249292582
ACH-000295,-0.5032679024934866
ACH-000296,-0.5840762785375935
ACH-000302,-0.4538633516820325
ACH-000304,-0.3387325396297319
ACH-000307,-0.4358846258333607
ACH-000308,-0.3184068126620715
ACH-000310,-0.5068293267417672
ACH-000311,-0.5399088376005031
ACH-000312,-0.3441032555039637
ACH-000315,-0.3676026307375372
ACH-000316,-1.0999944074009167
ACH-000317,-0.5884404769206468
ACH-000318,-0.4318797045386623
ACH-000319,-0.5682259267528461
ACH-000320,-0.5124035067618863
ACH-000322,-0.6202922381670455
ACH-000323,-0.2915933995249205
ACH-000324,-0.5470833375839618
ACH-000329,-0.5556845659392884
ACH-000330,-0.5475989175645137
ACH-000331,-0.4678439885111035
ACH-000332,-0.4354711258829981
ACH-000334,-0.5096712938533927
ACH-000335,-0.742296582455971
ACH-000336,-0.6269898840812934
ACH-000337,-0.5983079884968441
ACH-000338,-0.002612245952733418
ACH-000339,-0.42502785112999497
ACH-000341,-0.4654492527842352
ACH-000348,-0.4689675584484822
ACH-000350,-0.25917254428723485
ACH-000352,-0.5269085215210233
ACH-000356,-0.6326946048889394
ACH-000361,-0.6424089267998602
ACH-000362,-0.4683706977007646
ACH-000363,-0.20372186236210896
ACH-000364,-0.5503327339604764
ACH-000365,-0.19929134179143093
ACH-000366,-0.2016571408570084
ACH-000368,-0.6415993036570592
ACH-000374,-0.8961198492057827
ACH-000375,-0.4710864115089017
ACH-000376,-0.50847519218466
ACH-000381,-0.41722590184680297
ACH-000383,-0.3706965879806392
ACH-000387,-0.441615088870038
ACH-000389,-0.7537124006884959
ACH-000390,-0.3663701592704372
ACH-000393,-0.6398286648720535
ACH-000395,-0.30959682052618714
ACH-000396,-0.5936142278095164
ACH-000397,-0.7226841031551027
ACH-000401,-0.5711776161017896
ACH-000402,-0.3187846780287764
ACH-000403,-0.35294760950272713
ACH-000404,-0.9371874031521192
ACH-000406,-0.3074532455332148
ACH-000407,-0.6796922101551321
ACH-000408,-0.4947785801801102
ACH-000410,-0.7694853842696671
ACH-000411,-0.5883696686865091
ACH-000414,-0.5728893999322174
ACH-000415,-0.7151483037150923
ACH-000416,-0.3003263976504181
ACH-000420,-0.7291870675299134
ACH-000421,-0.4542255650438876
ACH-000424,-0.4083696691562661
ACH-000425,-0.3062268169167113
ACH-000426,-0.514757889005335
ACH-000427,-0.5544814842816603
ACH-000433,-0.6294691135748518
ACH-000435,-0.43070804903056464
ACH-000436,-0.40885655311412383
ACH-000444,-0.6475232412103666
ACH-000445,-0.7595611287762456
ACH-000448,-0.4628885088258569
ACH-000450,-0.2049292680813583
ACH-000452,-0.7758422221647479
ACH-000454,-0.360898844755033
ACH-000458,-0.5220620549442139
ACH-000459,-0.18138788928756455
ACH-000460,-0.5728537240527225
ACH-000461,-0.29847642628796484
ACH-000463,-0.646736230132967
ACH-000464,-0.802944467356726
ACH-000466,-0.5089576518012624
ACH-000467,-0.3851228776640096
ACH-000468,-0.3701673909327271
ACH-000469,-0.5144984791516384
ACH-000470,0.0785754996968703
ACH-000471,-0.5264773546947846
ACH-000472,-0.5296897010895247
ACH-000473,-0.8032018743776436
ACH-000475,-0.3464133203787385
ACH-000476,-0.520693843174811
ACH-000477,-0.6343167910433405
ACH-000479,-0.4996528841676183
ACH-000480,-0.5243516920932001
ACH-000481,-0.5755220250597424
ACH-000483,-0.12185551518441333
ACH-000484,-0.2488791446839519
ACH-000485,-0.1510507457671985
ACH-000486,-0.4389102376566268
ACH-000487,-0.5191043496072165
ACH-000488,-0.3692582641170679
ACH-000490,-0.5409522242074811
ACH-000491,-0.6319821765213494
ACH-000495,-0.15975178383726674
ACH-000496,-0.5373630079303204
ACH-000499,-0.8693949724165981
ACH-000500,-0.8079600655277902
ACH-000502,-0.44237260609492735
ACH-000503,-0.13292306020493547
ACH-000505,-0.3248474348007113
ACH-000507,-0.4173747821582236
ACH-000510,-0.4210851364226429
ACH-000511,-0.4321762232335724
ACH-000512,-0.4223064499342656
ACH-000516,-0.5193243396536293
ACH-000517,-0.4144226295461569
ACH-000518,-0.6742086693460749
ACH-000520,-0.7085478925122298
ACH-000521,-0.3900089806260944
ACH-000522,-0.7656046043234904
ACH-000524,-0.6558270173213461
ACH-000527,-0.4874485586433753
ACH-000528,-0.7219700617659165
ACH-000537,-0.5099214427748827
ACH-000541,-0.3460176007835076
ACH-000542,-0.3339418876295601
ACH-000544,-0.6729089312906501
ACH-000545,-0.6266576067192997
ACH-000547,-0.4358555006273752
ACH-000548,-0.6155531798563834
ACH-000549,-0.4058244942530769
ACH-000550,-0.7141171615493367
ACH-000552,-0.40587964687773337
ACH-000556,-0.2355231871359839
ACH-000557,-0.20895683300056828
ACH-000569,-0.7080430716497064
ACH-000570,-0.8702141151879028
ACH-000571,-0.3235488165153407
ACH-000573,-0.2085078786956113
ACH-000576,-0.3153717893388276
ACH-000579,-0.4626074070449561
ACH-000580,-0.4968514255843033
ACH-000584,-0.3542040094896772
ACH-000585,-0.8311815157949966
ACH-000588,-0.6292330536914621
ACH-000589,-0.4215338319096208
ACH-000591,-0.7975872337240224
ACH-000593,-0.4196189973064568
ACH-000600,-0.4953195950870261
ACH-000601,-0.6164667764909664
ACH-000605,-0.5542497656147779
ACH-000606,-0.4990747336938432
ACH-000608,-0.33299651018226073
ACH-000614,-0.581562782267725
ACH-000616,-0.7831173049839121
ACH-000618,-0.5829418833816578
ACH-000619,-0.3061438701485641
ACH-000620,-0.4321247290766689
ACH-000621,-0.7585480439344172
ACH-000622,-0.7824393170399563
ACH-000623,-0.38280036538546186
ACH-000624,-0.6299745575824653
ACH-000627,-0.6099800380940058
ACH-000630,-0.843447905400614
ACH-000631,-0.6361703438031923
ACH-000632,-0.5149678484585508
ACH-000633,-0.17476510873745113
ACH-000637,-0.8231376591617542
ACH-000638,-0.6794472333719852
ACH-000646,-0.3815840181010303
ACH-000647,-0.6213375430045536
ACH-000648,-0.5859732836227075
ACH-000649,-0.5491494141402019
ACH-000651,-0.4991499656879945
ACH-000652,-0.5171579647122729
ACH-000653,-0.3117827611225009
ACH-000657,-0.5772581351719218
ACH-000658,-0.3749598595840409
ACH-000661,-0.4093066978068413
ACH-000662,-0.3069822573770996
ACH-000663,-0.62825467436211
ACH-000665,-0.7023215757994195
ACH-000671,-0.33674584588517553
ACH-000672,-0.6821864042208882
ACH-000673,-0.4256542927578804
ACH-000676,-0.4715267011041902
ACH-000677,-0.8905659808022179
ACH-000681,-0.5852091994156245
ACH-000683,-0.4307668308417746
ACH-000684,-0.6738764606340163
ACH-000688,-0.6248346681285628
ACH-000693,-0.6281499582983058
ACH-000694,-0.6535924903523579
ACH-000695,-0.2600809074915873
ACH-000696,-0.7014580995187867
ACH-000697,-0.4362436985232612
ACH-000699,-0.5025263283647596
ACH-000701,-0.4839380964684174
ACH-000706,-0.5377290746886965
ACH-000711,-0.4268624263198281
ACH-000713,-0.7924708344747644
ACH-000714,-0.3635388693908456
ACH-000718,-0.28774143160482
ACH-000720,-0.6775730347191115
ACH-000721,-0.6538455608270405
ACH-000724,-0.38373751964264907
ACH-000725,-0.4211997989289594
ACH-000732,-0.6904226584989366
ACH-000734,-0.6367956759235016
ACH-000735,-0.4133995031174529
ACH-000736,-0.5641971270435102
ACH-000738,-0.6652705320521595
ACH-000746,-0.5750979538166168
ACH-000747,-0.43696850854648217
ACH-000748,-0.5845189681494521
ACH-000753,-0.537210834926486
ACH-000756,-0.5544126377232053
ACH-000757,-0.1501129081873773
ACH-000758,-0.5755420322513976
ACH-000760,-0.3401268586133534
