,CKAP2L (150468)
ACH-000238,-0.08648991935004043
ACH-000242,0.10054921699884596
ACH-000243,-0.5886305802594204
ACH-000244,0.016217216869452353
ACH-000246,-0.13690417184499326
ACH-000248,-0.1462242894627734
ACH-000250,-0.3033672746230915
ACH-000251,-0.4264870791303054
ACH-000252,-0.20625813111597596
ACH-000253,-0.03268779134326921
ACH-000255,-0.1869565279640124
ACH-000256,-0.05708262977765283
ACH-000257,-0.10570893995062204
ACH-000258,0.02749661691148085
ACH-000259,-0.01446922986106075
ACH-000260,-0.23155030304737803
ACH-000261,-0.17927349601618126
ACH-000262,-0.15582973023993058
ACH-000263,0.10772565815375328
ACH-000264,-0.1690143910267203
ACH-000265,-0.3086604105073916
ACH-000266,-0.2756644984613734
ACH-000272,-0.07012233108563012
ACH-000274,-0.06846995982364013
ACH-000277,0.025877329794805483
ACH-000278,-0.28438907193950314
ACH-000279,-0.25547260112788395
ACH-000280,0.06597991580037436
ACH-000281,-0.327550137320022
ACH-000288,-0.07653236636750327
ACH-000291,-0.24041732014123074
ACH-000293,-0.2942418100036049
ACH-000294,-0.26317687391665656
ACH-000295,0.03891631369440022
ACH-000296,-0.29138101481796264
ACH-000302,-0.0755248718888957
ACH-000304,-0.12706228444918938
ACH-000307,-0.6523789299948276
ACH-000308,-0.14157877061455748
ACH-000310,-0.0762070246790368
ACH-000311,-0.03195976662749801
ACH-000312,-0.03365537161051342
ACH-000315,-0.3391038039757654
ACH-000316,-0.1469693278853704
ACH-000317,-0.0926455703211915
ACH-000318,-0.25337236350844594
ACH-000319,0.014292432621605688
ACH-000320,-0.27718346067723154
ACH-000322,-0.06295816225159882
ACH-000323,-0.3885208858081927
ACH-000324,0.0248632013711231
ACH-000329,-0.061184630818027184
ACH-000330,-0.11395873391908762
ACH-000331,-0.1840119534366308
ACH-000332,-0.1522686466040818
ACH-000334,-0.1821277076080724
ACH-000335,-0.16968856582598252
ACH-000336,-0.2757866419678762
ACH-000337,-0.06617345208880107
ACH-000338,-0.3726800125574428
ACH-000339,-0.10035738317615564
ACH-000341,-0.1258814104612714
ACH-000348,-0.1496392088300504
ACH-000350,-0.07279449109408367
ACH-000352,-0.3733102780797857
ACH-000356,-0.2321254748958154
ACH-000361,0.06581663088253517
ACH-000362,-0.049929719745797886
ACH-000363,0.010590509276083465
ACH-000364,-0.36537533982144615
ACH-000365,0.026108929955210282
ACH-000366,-0.08818555917622717
ACH-000368,-0.3001036845764112
ACH-000374,-0.18171873664601554
ACH-000375,-0.0566015993823687
ACH-000376,-0.11944922331894185
ACH-000381,-0.02730201594157513
ACH-000383,-0.07289874683954968
ACH-000387,-0.20835604969564545
ACH-000389,-0.15524199802815614
ACH-000390,-0.12131207416868978
ACH-000393,-0.13951309438325468
ACH-000395,-0.07106362551595538
ACH-000396,-0.10847905865523892
ACH-000397,0.04573004750354087
ACH-000401,-0.39512618631608426
ACH-000402,-0.6175244608892635
ACH-000403,-0.04593564461887078
ACH-000404,-0.08481696886520501
ACH-000406,-0.046109229527255685
ACH-000407,-0.1703486777791173
ACH-000408,-0.4627324306865518
ACH-000410,-0.20050192492401228
ACH-000411,-0.03944361797619192
ACH-000414,-0.15482770981732194
ACH-000415,-0.3528866993116882
ACH-000416,-0.15447306326131546
ACH-000420,-0.11735917023776987
ACH-000421,-0.10949726518817003
ACH-000424,-0.011736324163809795
ACH-000425,-0.3028983205172193
ACH-000426,-0.11259382936053007
ACH-000427,-0.10491986150143924
ACH-000433,-0.1599043506272542
ACH-000435,-0.1619959863431965
ACH-000436,-0.014580221072504004
ACH-000444,-0.042329552659206564
ACH-000445,-0.07074475965745226
ACH-000448,-0.13172740449742845
ACH-000450,-0.4759997939180158
ACH-000452,-0.1680348872189193
ACH-000454,-0.2916789422066249
ACH-000458,-0.5636498770145096
ACH-000459,-0.07353518404269224
ACH-000460,-0.02244082143008629
ACH-000461,-0.09366648708103448
ACH-000463,-0.11475105930018903
ACH-000464,-0.1348629982070129
ACH-000466,-0.21764766028035354
ACH-000467,0.06281794168284734
ACH-000468,-0.00612361644487349
ACH-000469,0.008139025783927212
ACH-000470,0.010616955657300671
ACH-000471,-0.1674125044473789
ACH-000472,-0.024656184762481968
ACH-000473,-0.7185723472517778
ACH-000475,-0.061202427193420325
ACH-000476,-0.01225907106198053
ACH-000477,-0.14570746768442136
ACH-000479,-0.02607491523687344
ACH-000480,-0.2878145731029224
ACH-000481,-0.09353511268560337
ACH-000483,0.031790129233782334
ACH-000484,-0.1685231093746135
ACH-000485,-0.09111577545380348
ACH-000486,-0.26570136170749364
ACH-000487,-0.1038248412924272
ACH-000488,-0.2118886125467285
ACH-000490,-0.02345270867857556
ACH-000491,-0.1445251980006806
ACH-000495,-0.07107439482224152
ACH-000496,-0.451237053333878
ACH-000499,-0.3375785909093822
ACH-000500,-0.2076375145799139
ACH-000502,-0.3686186753484668
ACH-000503,-0.034678485238800176
ACH-000505,-0.2549870282650401
ACH-000507,-0.060087969131721986
ACH-000510,-0.2491698105878023
ACH-000511,-0.05414578942091011
ACH-000512,-0.19380246399473047
ACH-000516,-0.18215927395177609
ACH-000517,-0.030444051925235145
ACH-000518,-0.7427471948420035
ACH-000520,-0.33874715361146635
ACH-000521,-0.25797756888637985
ACH-000522,-0.20994258028948268
ACH-000524,-0.07347261605116483
ACH-000527,-0.13911378419840684
ACH-000528,0.0069422230689140255
ACH-000537,-0.1080373572092071
ACH-000541,-0.2412070418793244
ACH-000542,-0.08800226645932495
ACH-000544,-0.14273579163898864
ACH-000545,-0.18117311136209285
ACH-000547,-0.2580279097344783
ACH-000548,-0.3102861178161257
ACH-000549,-0.5700071192882835
ACH-000550,-0.1140959255092379
ACH-000552,-0.4192136963894719
ACH-000556,-0.09751836500100927
ACH-000557,-0.1401258290074169
ACH-000569,-0.06486059049203376
ACH-000570,-0.13503207498554282
ACH-000571,-0.07077418462206983
ACH-000573,-0.026840745561837038
ACH-000576,-0.24806829486784385
ACH-000579,-0.06313651821467615
ACH-000580,-0.30068532004754484
ACH-000584,-0.34821783913010096
ACH-000585,-0.3550757650260173
ACH-000588,-0.1915898808547513
ACH-000589,-0.14705683961151145
ACH-000591,-0.29883103885714885
ACH-000593,0.0035199642999731674
ACH-000600,-0.2557887981076341
ACH-000601,-0.12851018448286
ACH-000605,-0.08358059266464476
ACH-000606,-0.3985276511370455
ACH-000608,-0.0626600330472798
ACH-000614,-0.1620822674281726
ACH-000616,-0.3675416830657832
ACH-000618,-0.09769001641798754
ACH-000619,-0.5791283709901577
ACH-000620,0.015414491500111588
ACH-000621,-0.19763625625534592
ACH-000622,0.10385357668481596
ACH-000623,0.007542492688297664
ACH-000624,-0.07892243187210392
ACH-000627,-0.25047757400628856
ACH-000630,-0.3374049326138143
ACH-000631,0.009192641468902878
ACH-000632,-0.12050156225193512
ACH-000633,-0.2042553286588652
ACH-000637,-0.3100817814133471
ACH-000638,-0.09422551085102346
ACH-000646,0.1582800091855456
ACH-000647,-0.0906712981812016
ACH-000648,0.04369205285119288
ACH-000649,-0.11899167725228547
ACH-000651,-0.09055386490325444
ACH-000652,-0.12877452295063108
ACH-000653,0.019729543372453532
ACH-000657,-0.05025602981691378
ACH-000658,0.008433565972155022
ACH-000661,-0.054946667565621575
ACH-000662,-0.20004603828700776
ACH-000663,-0.3961047162902924
ACH-000665,-0.2168106286912404
ACH-000671,-0.07380128470712881
ACH-000672,-0.3532319362079185
ACH-000673,-0.1645747073000542
ACH-000676,-0.2312087163512884
ACH-000677,-0.05564354687746136
ACH-000681,0.011995331373431912
ACH-000683,-0.05750603588935184
ACH-000684,-0.14140139152550632
ACH-000688,-0.13225248913773727
ACH-000693,-0.04912249532754591
ACH-000694,-0.3587076576468648
ACH-000695,-0.13077190057897511
ACH-000696,-0.18576261699783825
ACH-000697,-0.12464629455571585
ACH-000699,-0.105152653787077
ACH-000701,-0.1011299006514234
ACH-000706,-0.1497223521300293
ACH-000711,-0.2930480218020213
ACH-000713,-0.2784797522742489
ACH-000714,-0.0759471124507128
ACH-000718,-0.3036214879785026
ACH-000720,-0.10729092430738732
ACH-000721,-0.21187572418878606
ACH-000724,0.058975144444332
ACH-000725,-0.13890810063526626
ACH-000732,-0.33482053429223235
ACH-000734,-0.040990544152864086
ACH-000735,-0.3548746805677219
ACH-000736,-0.19386101591091784
ACH-000738,-0.26081285026979323
ACH-000746,-0.004518986304001081
ACH-000747,-0.07199986489390771
ACH-000748,0.07801920345472044
ACH-000753,-0.2364022632907431
ACH-000756,0.034016666623479117
ACH-000757,-0.1533425578810132
ACH-000758,-0.16616864801901315
ACH-000760,-0.010260974871808774
ACH-000762,-0.16582218112780198
ACH-000763,-0.11788962618116175
ACH-000764,-0.09117635064658736
ACH-000765,-0.16191636795372258
ACH-000766,-0.31249433750806666
ACH-000767,-0.3506677302311457
ACH-000768,-0.13179274377111727
ACH-000769,-0.183617320246144
ACH-000770,-0.05154678864770892
ACH-000771,-0.4278870613687597
ACH-000773,-0.11123456943277456
ACH-000776,-0.0012746490616009536
ACH-000777,-0.017864547369401688
ACH-000778,-0.3222386406495043
ACH-000781,-0.0425570880936809
ACH-000782,-0.02457568639931649
ACH-000783,-0.048887366128883225
ACH-000784,-0.4163141065006595
ACH-000785,-0.21394070139435456
ACH-000787,-0.1929345132939008
ACH-000788,0.040903280314959184
ACH-000791,-0.14115728814476775
ACH-000792,-0.16380950290338325
ACH-000794,-0.3248408685957174
ACH-000796,-0.10065348239013386
ACH-000798,-0.4725241647172535
ACH-000799,-0.19060699358445965
ACH-000800,-0.2859739890080166
ACH-000802,-0.2070376779299107
ACH-000804,-0.1302882774489347
ACH-000805,-0.05383346737323935
ACH-000809,-0.0429895260637242
ACH-000810,-0.4861165818691157
ACH-000811,-0.2473373562044271
ACH-000817,-0.2573837685123692
ACH-000819,-0.1373137937130315
ACH-000820,0.013526455254341915
ACH-000821,0.06976459637571679
ACH-000822,-0.06321800204979718
ACH-000823,-0.050481132994720936
ACH-000824,-0.048517844736645166
ACH-000827,-0.04078136896861559
ACH-000829,-0.1782235424668248
ACH-000831,-0.01639862953340184
ACH-000832,-0.5896095213735894
ACH-000833,-0.17076366208248658
ACH-000834,-0.2093629594999016
ACH-000835,-0.17629376403047872
ACH-000836,-0.5385663218908081
ACH-000837,-0.35989764731863844
ACH-000838,-0.3133297992521165
ACH-000839,-0.4831673342035209
ACH-000840,-0.10740050546804687
ACH-000841,-0.16807735550184918
ACH-000843,-0.4134561742147976
ACH-000846,-0.2154786300804208
ACH-000847,-0.0748686803914338
ACH-000848,-0.04542310080155331
ACH-000849,-0.10716791770559124
ACH-000851,-0.5402912230384284
ACH-000855,-0.09734761558480176
ACH-000856,0.05306325049823378
ACH-000858,-0.15012650308770953
ACH-000859,-0.3382865163600252
ACH-000861,-0.22178880664354694
ACH-000862,-0.1852438860143219
ACH-000865,-0.05839086275405145
ACH-000866,-0.027785030620048945
ACH-000867,-0.004140188879669986
ACH-000869,-0.09195444488684767
ACH-000872,-0.11473569446238947
ACH-000873,-0.09209557056550786
ACH-000876,-0.16563928855153176
ACH-000878,-0.1305805962564492
ACH-000880,-0.17500228915706129
ACH-000881,-0.3923588697846886
ACH-000882,-0.2982913799766032
ACH-000884,-0.09293581782602288
ACH-000885,-0.05092696436444347
ACH-000887,0.05239681772108808
ACH-000889,-0.3107670391841498
ACH-000896,-0.1081691158649402
ACH-000898,-0.03581470585483119
ACH-000900,-0.2779054565214226
ACH-000901,-0.09460698773867338
ACH-000905,-0.12160975580573495
ACH-000906,-0.05903261448341238
ACH-000907,0.08083006778930255
ACH-000910,-0.059329197705231186
ACH-000911,-0.20614790566492625
ACH-000912,-0.5952176202436633
ACH-000913,-0.22080482885985575
ACH-000915,-0.4077417640579121
ACH-000916,0.029025358934968017
ACH-000917,-0.390996504080976
ACH-000920,-0.04521449321672473
ACH-000921,-0.08298333920360282
ACH-000924,-0.09285965109812286
ACH-000926,-0.07663308452166308
ACH-000928,-0.15792196976511985
ACH-000929,-0.09012091261928784
ACH-000932,0.03626809167842822
ACH-000935,0.09591164550104388
ACH-000936,-0.37314112500384944
ACH-000937,-0.023838324403326592
ACH-000938,0.0007516050068901936
ACH-000939,-0.2134271355921364
ACH-000941,-0.21469955405446248
ACH-000943,-0.2409170168226548
ACH-000946,-0.12494125416892805
ACH-000947,-0.0041230267399418015
ACH-000948,-0.08260195301993224
ACH-000950,-0.2062260894197368
ACH-000953,-0.15561928491358312
ACH-000954,-0.4676688419619287
ACH-000957,-0.057040306733154814
ACH-000958,0.28456784480015224
ACH-000960,0.015208438538293019
ACH-000963,-0.1006773464045481
ACH-000968,-0.3343992183651306
ACH-000969,0.003793734644156289
ACH-000972,-0.17948004301798667
ACH-000973,-0.12413471217436932
ACH-000974,0.03236362814110258
ACH-000978,-0.18753994215198624
ACH-000984,-0.06443671460273757
ACH-000986,-0.15234035929110654
ACH-000988,-0.06907904060743987
ACH-000993,-0.04366182368303186
ACH-000994,-0.10006805458308317
ACH-000996,-0.06182209904544383
ACH-001001,-0.037514544914877546
ACH-001020,0.054273043180516865
ACH-001028,-0.09818079468594684
ACH-001031,-0.20601803475521735
ACH-001038,-0.18562826209521546
ACH-001048,-0.17368182738412075
ACH-001050,-0.21342527727200306
ACH-001053,-0.17714525831381625
ACH-001054,-0.11667951797312995
ACH-001061,-0.11619103190393475
ACH-001067,-0.2877540680727235
ACH-001075,-0.6079130356841429
ACH-001096,0.02407553996429037
ACH-001111,-0.15790641486475493
ACH-001119,-0.18643792465155132
ACH-001128,0.04027009259268135
ACH-001134,-0.07186963713514885
ACH-001151,-0.08567853946472759
ACH-001163,-0.18340197906628652
ACH-001164,-0.025647368480867086
ACH-001183,-0.6268797988386765
ACH-001192,-0.26498036066718217
ACH-001193,0.00780465870050837
ACH-001196,-0.023920572361256998
ACH-001197,-0.248047507472568
ACH-001205,-0.09329740383858284
ACH-001211,-0.10687860874121452
ACH-001212,0.047084283424720826
ACH-001228,0.02710339435551104
ACH-001232,-0.1884244690697798
ACH-001239,-0.12642555313243606
ACH-001270,-0.2347353349707739
ACH-001274,-0.07689339034440472
ACH-001275,0.08492906879014521
ACH-001277,-0.25877016647827233
ACH-001278,0.0974796735117104
ACH-001280,0.11394990907336973
ACH-001283,-0.04003441173441858
ACH-001289,-0.029273856042653267
ACH-001300,0.0278189424325754
ACH-001301,0.01964083091543008
ACH-001302,-0.051159356164781934
ACH-001306,-0.29792562171625064
ACH-001318,-0.11979018776913143
ACH-001322,-0.15842104208131946
ACH-001328,-0.44983692501543626
ACH-001332,-0.2944926585106369
ACH-001336,-0.2363515056468753
ACH-001346,-0.4273555992851654
ACH-001353,-0.10587015372285094
ACH-001354,-0.2616776571452685
ACH-001367,-0.054559497810246535
ACH-001368,-0.0640263922532004
ACH-001374,-0.16940925122282086
ACH-001377,-0.1420337622975633
ACH-001380,-0.0020614828944565023
ACH-001391,-0.01694861730820672
ACH-001408,-0.18042516187665528
ACH-001430,-0.059809896406334474
ACH-001431,-0.0917861093520482
ACH-001450,-0.2556520111136956
ACH-001496,-0.10498587445029677
ACH-001500,-0.08535877310274385
ACH-001523,-0.3327002328869589
ACH-001532,-0.017916140791328836
ACH-001550,-0.3468202418452152
ACH-001552,0.005065155270858301
ACH-001554,-0.06832727896918063
ACH-001654,-0.0900542042279369
ACH-001735,-0.10023800097640734
ACH-001736,-0.2693688619975261
ACH-001737,-0.6255065965170726
ACH-001740,-0.265345595407258
ACH-001745,-0.16374308037014906
ACH-001765,-0.22976653051969345
