,YAF2 (10138)
ACH-000004,-0.2767074694142019
ACH-000005,-0.5809388284004837
ACH-000007,-0.189645954495134
ACH-000009,-0.21121462274767355
ACH-000011,-0.3649509000175893
ACH-000012,-0.1899188727020281
ACH-000013,-0.1803201625324216
ACH-000014,-0.4565235715069025
ACH-000015,-0.24872939690499696
ACH-000017,-0.3053833093357026
ACH-000018,-0.2183536657488769
ACH-000019,-0.1998445251601462
ACH-000021,-0.22729165017076625
ACH-000022,-0.1469770455840555
ACH-000025,-0.3512199153768811
ACH-000028,-0.3128728568377379
ACH-000030,-0.257440928516943
ACH-000035,-0.21208746386890914
ACH-000036,-0.2798581501411873
ACH-000037,-0.3535350110680145
ACH-000039,-0.21560748563008225
ACH-000040,-0.33812683231137564
ACH-000041,-0.4465185843073267
ACH-000042,-0.1118397009556106
ACH-000045,-0.11904262755539118
ACH-000047,-0.2051718937535372
ACH-000052,-0.4306673744476022
ACH-000053,-0.13752643812402912
ACH-000054,-0.36776084847760415
ACH-000055,-0.09104614915640047
ACH-000060,-0.14565830082250192
ACH-000067,-0.3492640079786289
ACH-000070,-0.1654970794541419
ACH-000075,-0.25125499934233725
ACH-000078,-0.441680144605466
ACH-000082,-0.2564231671781333
ACH-000085,-0.2948269998835293
ACH-000086,-0.3501370764147543
ACH-000087,-0.5386955693630339
ACH-000092,-0.15225419726143385
ACH-000095,-0.2414780101316307
ACH-000097,-0.1748965503102443
ACH-000098,-0.13610506887519205
ACH-000099,-0.3896709140694874
ACH-000108,-0.04155883860041909
ACH-000113,-0.21564904560054735
ACH-000116,-0.2892437579347581
ACH-000118,-0.24503218331420445
ACH-000120,-0.1944686570358836
ACH-000123,-0.2594252810440681
ACH-000127,-0.3303648112093652
ACH-000128,-0.3237563774961493
ACH-000132,-0.25130718682038683
ACH-000133,-0.3631647567383383
ACH-000137,-0.23313627096769646
ACH-000138,-0.1872880571419102
ACH-000142,-0.15219496215993267
ACH-000143,-0.1783723918154385
ACH-000146,-0.3003002391438239
ACH-000148,-0.18756240018029954
ACH-000150,-0.3807264830819661
ACH-000152,-0.3020854382371102
ACH-000153,-0.317200084259949
ACH-000159,-0.23772707661764894
ACH-000160,-0.129376302629442
ACH-000163,-0.3369562097264469
ACH-000167,0.1463316466131827
ACH-000168,-0.2913847171678127
ACH-000169,-0.1930582384399922
ACH-000178,-0.1827608279324288
ACH-000183,-0.034472198046279316
ACH-000188,-0.2148544544539948
ACH-000189,-0.4196634076206945
ACH-000190,-0.02364443980688097
ACH-000198,-0.3919310113848193
ACH-000203,-0.450407707830873
ACH-000204,-0.4471089374365456
ACH-000206,-0.41097929460237975
ACH-000207,-0.22161252894712388
ACH-000208,-0.4188260565793504
ACH-000210,-0.00448749172653433
ACH-000211,-0.23155295571514484
ACH-000215,-0.2406835935741787
ACH-000221,-0.22109083914852465
ACH-000222,-0.13088402200326252
ACH-000223,-0.4091587174366288
ACH-000226,-0.3770856232811231
ACH-000227,-0.3357985202117035
ACH-000228,-0.17197297938944636
ACH-000231,-0.28528453419155825
ACH-000232,-0.4035850427999562
ACH-000233,-0.17504764298381856
ACH-000234,-0.3651177306676047
ACH-000235,-0.2328710774421407
ACH-000237,-0.3123417170394757
ACH-000238,-0.3069154576263275
ACH-000242,-0.2235884972153004
ACH-000243,-0.11802037725458668
ACH-000244,-0.09390530276047082
ACH-000246,-0.3113126080385086
ACH-000248,-0.20755143678196586
ACH-000250,-0.29252934274225223
ACH-000251,-0.4890087228722589
ACH-000252,-0.3834810947343057
ACH-000253,-0.2607676951614564
ACH-000255,-0.27206846421662617
ACH-000256,-0.3581132240257185
ACH-000257,-0.20633328863785272
ACH-000258,-0.39369028152643865
ACH-000259,-0.26346302781999753
ACH-000260,-0.18291589976522005
ACH-000261,-0.32270154840934256
ACH-000262,-0.3191175952843494
ACH-000263,-0.26178633990401984
ACH-000264,-0.2471308825279521
ACH-000265,-0.20179682070535754
ACH-000266,-0.2708119989096438
ACH-000272,-0.28537973649453136
ACH-000274,-0.3545753382786206
ACH-000277,-0.5159976552439776
ACH-000278,-0.4430976238713527
ACH-000279,-0.3598793929829837
ACH-000280,-0.06776467086977678
ACH-000281,-0.15938477139794618
ACH-000288,-0.2033714264359545
ACH-000291,-0.2131782362116259
ACH-000293,-0.15388651571271372
ACH-000294,0.04062144413350912
ACH-000295,-0.11552447186858535
ACH-000296,-0.30736904694724343
ACH-000302,-0.2244309323866229
ACH-000304,-0.5321360369021481
ACH-000307,-0.18133244069823712
ACH-000308,-0.2558119026246852
ACH-000310,-0.3636417467014781
ACH-000311,-0.3438635032821221
ACH-000312,-0.2310457952354889
ACH-000315,-0.11985486886954864
ACH-000316,-0.08625806065747826
ACH-000317,-0.34194866771764193
ACH-000318,-0.2285555906299413
ACH-000319,-0.2337872026060549
ACH-000320,-0.2721453221669747
ACH-000322,-0.34340360228393346
ACH-000323,-0.24373790495965506
ACH-000324,-0.21226289960937628
ACH-000329,-0.18387524723869125
ACH-000330,-0.12363680280251307
ACH-000331,-0.381878832389092
ACH-000332,-0.24274872691450836
ACH-000334,-0.548096707419223
ACH-000335,-0.29522004942145097
ACH-000336,-0.3918061038028388
ACH-000337,-0.17206129167692133
ACH-000338,0.0010047714689683641
ACH-000339,-0.2931278396365393
ACH-000341,-0.20571373393407275
ACH-000348,-0.2689095826892001
ACH-000350,-0.23350178211591016
ACH-000352,-0.20765519102926028
ACH-000356,-0.11880273821802112
ACH-000361,-0.2566648597630289
ACH-000362,-0.2836107810435997
ACH-000363,-0.2606580652258973
ACH-000364,-0.2911706003537333
ACH-000365,-0.4740322969727528
ACH-000366,-0.2486045962930623
ACH-000368,-0.4231607611228721
ACH-000374,-0.3501014702884247
ACH-000375,0.06020178466790092
ACH-000376,-0.21650521034316092
ACH-000381,-0.025613519649413715
ACH-000383,-0.1694052487645955
ACH-000387,-0.25348282318071125
ACH-000389,-0.3176288970040154
ACH-000390,-0.1424737844447906
ACH-000393,-0.2281730581217269
ACH-000395,-0.3341349294862341
ACH-000396,-0.13161992086728475
ACH-000397,-0.2605308229739324
ACH-000401,-0.19143084421791165
ACH-000402,-0.08347082565014856
ACH-000403,-0.25733610017097097
ACH-000404,-0.17127664281282012
ACH-000406,-0.10387484404953938
ACH-000407,-0.19580898451160295
ACH-000408,-0.2526178426023542
ACH-000410,-0.20157066117186934
ACH-000411,-0.4328778516467667
ACH-000414,-0.4390303361912672
ACH-000415,-0.16717573989357726
ACH-000416,-0.282267284706073
ACH-000420,-0.34913255639972185
ACH-000421,-0.1688023690616189
ACH-000424,-0.2927782064813687
ACH-000425,-0.3322965915871568
ACH-000426,-0.3393627057856347
ACH-000427,-0.4151620490423089
ACH-000433,-0.14061303600613312
ACH-000435,0.006448369716689799
ACH-000436,-0.2263701314668691
ACH-000444,-0.17754408993647264
ACH-000445,-0.2326158158431434
ACH-000448,-0.3997022260334081
ACH-000450,-0.25870736342309664
ACH-000452,-0.2396885838695437
ACH-000454,-0.3951969110295727
ACH-000458,-0.17594066854818133
ACH-000459,-0.17609260538110574
ACH-000460,-0.35425955313329544
ACH-000461,-0.3726510986581816
ACH-000463,-0.2922260318109799
ACH-000464,-0.2871883725153021
ACH-000466,-0.2926506893936434
ACH-000467,-0.27806874221224953
ACH-000468,-0.1504767592920031
ACH-000469,-0.3271088802266137
ACH-000470,-0.30545173043175944
ACH-000471,-0.2866325386917309
ACH-000472,-0.20877973329427202
ACH-000473,-0.19827579167284168
ACH-000475,-0.286636276789797
ACH-000476,-0.21320201575870326
ACH-000477,-0.17006281231663428
ACH-000479,-0.26451700916157145
ACH-000480,-0.28549205724224797
ACH-000481,-0.3296905766792128
ACH-000483,-0.10023477008854756
ACH-000484,-0.21029400725905334
ACH-000485,-0.4330664128657662
ACH-000486,-0.4466363522769405
ACH-000487,-0.3578837227042477
ACH-000488,-0.17764991873840594
ACH-000490,-0.19901283591013053
ACH-000491,-0.21029306469942646
ACH-000495,-0.22129141134257674
ACH-000496,-0.32899338707580666
ACH-000499,-0.402299512183121
ACH-000500,-0.32737865088162044
ACH-000502,-0.22570720100738995
ACH-000503,-0.0552556036520035
ACH-000505,-0.2626807986058693
ACH-000507,-0.1834327048431513
ACH-000510,-0.2723756197304832
ACH-000511,-0.2802514247255446
ACH-000512,-0.17969018577566034
ACH-000516,-0.3835198850596414
ACH-000517,-0.2576345225706932
ACH-000518,-0.1780825643342763
ACH-000520,-0.5497085849698305
ACH-000521,-0.28326879195336496
ACH-000522,-0.2470368863892285
ACH-000524,-0.3156802815595919
ACH-000527,-0.19783169018608454
ACH-000528,-0.18559905906152235
ACH-000537,-0.2875790926684713
ACH-000541,-0.26469260625905994
ACH-000542,-0.2341123686846912
ACH-000544,-0.13915946629825215
ACH-000545,-0.28212033003378106
ACH-000547,-0.15194099516505233
ACH-000548,-0.2895669263420363
ACH-000549,-0.22969285127625866
ACH-000550,-0.3018268934445944
ACH-000552,-0.3596003592161806
ACH-000556,-0.2610150973768368
ACH-000557,-0.1165199642246898
ACH-000569,-0.20209989205512316
ACH-000570,-0.072511740144487
ACH-000571,-0.14872573795304467
ACH-000573,-0.226662124769604
ACH-000576,-0.2405564863808272
ACH-000579,-0.30785294960085
ACH-000580,-0.4050928073319465
ACH-000584,-0.13370792703008744
ACH-000585,-0.1443409645437136
ACH-000588,-0.193480380238172
ACH-000589,-0.2826805095596936
ACH-000591,-0.20255214330002835
ACH-000593,-0.030247477782075937
ACH-000600,-0.2192633933268978
ACH-000601,-0.3137486501108708
ACH-000605,-0.3400054960893277
ACH-000606,-0.10690007462834827
ACH-000608,-0.4390652099797389
ACH-000614,-0.3739615648202269
ACH-000616,-0.5200617437503654
ACH-000618,-0.22331939384625293
ACH-000619,-0.2091801722345151
ACH-000620,-0.28682503461230513
ACH-000621,-0.2757084371377935
ACH-000622,-0.3834444592748733
ACH-000623,-0.21149869619305126
ACH-000624,-0.3213567144885749
ACH-000627,-0.2818498781106379
ACH-000630,-0.35682789890240985
ACH-000631,-0.20952941795212984
ACH-000632,-0.2235595461097354
ACH-000633,-0.5488243673441818
ACH-000637,-0.20523243726317492
ACH-000638,-0.2290821291357045
ACH-000646,-0.2331525521645138
ACH-000647,-0.3217823498575249
ACH-000648,-0.1933495173861345
ACH-000649,-0.22912985583734274
ACH-000651,-0.3270505302162349
ACH-000652,-0.144845236578048
ACH-000653,-0.25549476350754724
ACH-000657,-0.3311101967244675
ACH-000658,-0.17977462323973156
ACH-000661,-0.26165630427089537
ACH-000662,-0.24809481175722636
ACH-000663,-0.3609178564747158
ACH-000665,-0.307715430099837
ACH-000671,-0.2526343948643232
ACH-000672,-0.19608418975023367
ACH-000673,-0.2486729474381639
ACH-000676,-0.2720572956264916
ACH-000677,-0.30778054964594664
ACH-000681,-0.3283771702254832
ACH-000683,-0.1639676813553532
ACH-000684,-0.35165040824481736
ACH-000688,-0.31634166237523265
ACH-000693,-0.22450751310844444
ACH-000694,-0.2397242443116193
ACH-000695,-0.3706426921677529
ACH-000696,-0.3705538600379645
ACH-000697,-0.06595085452010377
ACH-000699,-0.22074325353499025
ACH-000701,-0.2280556867565933
ACH-000706,-0.2567575968082028
ACH-000711,-0.3409228938932025
ACH-000713,-0.2574357840955181
ACH-000714,-0.14122648611066238
ACH-000718,-0.2819772995875339
ACH-000720,-0.21848140173326466
ACH-000721,-0.14426008736752155
ACH-000724,-0.027909881887998037
ACH-000725,-0.21453385643546008
ACH-000732,0.0608173282240073
ACH-000734,-0.2239431971273896
ACH-000735,-0.2739231456787693
ACH-000736,-0.31714764795159045
ACH-000738,-0.14664600300384095
ACH-000746,-0.1648603199649185
ACH-000747,-0.21191811011359207
ACH-000748,-0.3318440192578491
ACH-000753,-0.1963229585247034
ACH-000756,-0.205652263800576
ACH-000757,-0.1841915408536599
ACH-000758,-0.16190760908011334
ACH-000760,-0.19207107230429102
ACH-000762,-0.2934174739958971
ACH-000763,-0.31985914248540137
ACH-000764,-0.3581878871186561
ACH-000765,-0.2909514840086259
ACH-000766,-0.32551471022887474
ACH-000767,-0.15576843741576246
ACH-000768,-0.3506981023093244
ACH-000769,-0.07234328844795257
ACH-000770,-0.35897353554012024
ACH-000771,-0.2489587070741716
ACH-000773,-0.3276681003210258
ACH-000776,-0.158694712197446
ACH-000777,-0.07480067249085566
ACH-000778,-0.017322415792721944
ACH-000781,-0.20603866533203505
ACH-000782,-0.25965679318875395
ACH-000783,-0.361001944811976
ACH-000784,-0.14326936174703894
ACH-000785,-0.2913089912334529
ACH-000787,-0.14237843582437126
ACH-000788,-0.3544626454730847
ACH-000791,-0.2128849886155463
ACH-000792,-0.3619224385725424
ACH-000794,-0.11796419294128045
ACH-000796,-0.214553019289131
ACH-000798,-0.2840035524177388
ACH-000799,-0.4067278169371196
ACH-000800,-0.2363969857975063
ACH-000802,-0.16629259288377274
ACH-000804,-0.15319590475141362
ACH-000805,-0.3014848191494777
ACH-000809,-0.2723047460316415
ACH-000810,-0.04145674488910143
ACH-000811,-0.19783131109295865
ACH-000817,-0.4315793079086352
ACH-000819,-0.3330107462626448
ACH-000820,0.05406465786726599
ACH-000821,-0.3024361205952684
ACH-000822,-0.4034935637028757
ACH-000823,-0.1480021348554501
ACH-000824,-0.1488015168045099
ACH-000827,-0.340202276832796
ACH-000829,-0.2688415202048165
ACH-000831,-0.32539594542274625
ACH-000832,-0.3559066786119229
ACH-000833,-0.13084667195246552
ACH-000834,-0.26132024574786045
ACH-000835,-0.15044681525921194
ACH-000836,-0.03999035565697403
ACH-000837,-0.2217929936112872
ACH-000838,-0.2304324481628305
ACH-000839,-0.26565148229016217
ACH-000840,-0.204103613768938
ACH-000841,-0.18468278955261133
ACH-000843,-0.2536140158389035
ACH-000846,-0.4003466016406797
ACH-000847,-0.3066501983270927
ACH-000848,-0.3161501893002849
ACH-000849,-0.2614199883716969
ACH-000851,-0.5033147513559832
ACH-000855,-0.3502118825584067
ACH-000856,-0.3025657754544187
ACH-000858,-0.246132553827474
ACH-000859,-0.29342562460569616
ACH-000861,-0.3073138468992721
