,YAF2 (10138)
ACH-000862,-0.3505588021133059
ACH-000865,-0.2168402764969768
ACH-000866,-0.2825485638283601
ACH-000867,-0.20974686926685027
ACH-000869,-0.24519321830597826
ACH-000872,-0.2385794087072529
ACH-000873,-0.2837651779469297
ACH-000876,-0.2814796901625009
ACH-000878,-0.3652147074436632
ACH-000880,-0.2600523248953013
ACH-000881,-0.28571790334098823
ACH-000882,-0.3032321189041561
ACH-000884,-0.2509915173513043
ACH-000885,-0.302103723727437
ACH-000887,-0.2970406973776075
ACH-000889,-0.14729057126451414
ACH-000896,-0.2655775811792353
ACH-000898,-0.1922000777018264
ACH-000900,-0.388363330907211
ACH-000901,-0.34551092378401577
ACH-000905,-0.16480644581062842
ACH-000906,-0.2906856443050218
ACH-000907,-0.2632911372495911
ACH-000910,-0.20066820348716086
ACH-000911,-0.2203260135527904
ACH-000912,-0.31680866526688395
ACH-000913,-0.23483346196763175
ACH-000915,-0.2384593859982962
ACH-000916,-0.3803364054501726
ACH-000917,-0.19271330304975054
ACH-000920,-0.19989349586008867
ACH-000921,-0.053807614495620784
ACH-000924,-0.2413851115644997
ACH-000926,-0.2201335854317265
ACH-000928,-0.2776258521086116
ACH-000929,-0.4336323871968606
ACH-000932,-0.12664979768095666
ACH-000935,-0.18666068318761408
ACH-000936,-0.2048628342879452
ACH-000937,-0.3177348966780845
ACH-000938,-0.1910167340688807
ACH-000939,0.11192562587442384
ACH-000941,-0.15340145110534353
ACH-000943,-0.39927094339540026
ACH-000946,-0.3397503329412331
ACH-000947,-0.1790749614132056
ACH-000948,-0.15558138937979038
ACH-000950,-0.3736748877987371
ACH-000953,-0.3551504922615347
ACH-000954,-0.019268537616672174
ACH-000957,-0.1913800896279027
ACH-000958,-0.4990523923416443
ACH-000960,-0.3618173352574328
ACH-000963,-0.16180762933763948
ACH-000968,-0.2791313385215917
ACH-000969,-0.3433141271613885
ACH-000972,-0.2723097188501684
ACH-000973,-0.3532131374545679
ACH-000974,-0.3615726345895001
ACH-000978,-0.1805066698743248
ACH-000984,-0.3275036223848097
ACH-000986,-0.14944197092626998
ACH-000988,-0.3424684202294474
ACH-000993,-0.10645564470873667
ACH-000994,-0.23561861155394945
ACH-000996,-0.10946036665653963
ACH-001001,-0.2952020667557834
ACH-001020,-0.01921162051643107
ACH-001028,-0.30093589785754216
ACH-001031,-0.16983476623469548
ACH-001038,-0.2526812725792056
ACH-001048,-0.25658584189565964
ACH-001050,-0.25867841608157605
ACH-001053,-0.16253080962065314
ACH-001054,-0.13965051201653444
ACH-001061,-0.16358416390371608
ACH-001067,-0.4047804523372526
ACH-001075,-0.19524325319615146
ACH-001096,-0.08250216829992436
ACH-001111,-0.2827026406897646
ACH-001119,-0.4263274705607107
ACH-001128,0.12951197922724386
ACH-001134,-0.22079772510244453
ACH-001151,-0.30160413882600445
ACH-001163,-0.22093439321366345
ACH-001164,-0.4269243169186589
ACH-001183,-0.189547289834246
ACH-001192,-0.3367916489723978
ACH-001193,-0.2750184934627305
ACH-001196,0.00047883543001595946
ACH-001197,-0.2298531656934847
ACH-001205,-0.4248464486723942
ACH-001211,-0.1726961682348175
ACH-001212,-0.19243988800851736
ACH-001228,-0.22550121854406086
ACH-001232,-0.3089588757854189
ACH-001239,-0.3464430861265804
ACH-001270,-0.3517070049005399
ACH-001274,-0.35664390574773985
ACH-001275,-0.3287041613410268
ACH-001277,-0.3608126358207969
ACH-001278,-0.2830627136492997
ACH-001280,-0.2562075149610625
ACH-001283,-0.4030619386599301
ACH-001289,-0.38058322234172415
ACH-001300,-0.4297642985883504
ACH-001301,-0.2495530107018933
ACH-001302,-0.05099321003590232
ACH-001306,-0.22569831015011724
ACH-001318,-0.3868126324665206
ACH-001322,-0.225863590788766
ACH-001328,-0.22054355937918493
ACH-001332,-0.2525359530075065
ACH-001336,-0.15749344688340422
ACH-001346,-0.21032536704083568
ACH-001353,-0.15263017626519254
ACH-001354,-0.3398284045594953
ACH-001367,-0.10953559293495736
ACH-001368,-0.22897487958706295
ACH-001374,-0.2311226934967098
ACH-001377,-0.3490716807348703
ACH-001380,-0.21733158403937666
ACH-001391,-0.2611335653869391
ACH-001408,-0.2785622358614761
ACH-001430,-0.5676127808128629
ACH-001431,-0.5056289274821685
ACH-001450,-0.2024806152726664
ACH-001496,-0.13212369004021687
ACH-001500,-0.2895185989680756
ACH-001523,-0.29444426076208075
ACH-001532,-0.5633206114941927
ACH-001550,-0.08344333006991382
ACH-001552,-0.3063429077096293
ACH-001554,-0.2908053720921289
ACH-001654,-0.2050681906937027
ACH-001735,-0.1859841635873409
ACH-001736,-0.16591045922855868
ACH-001737,-0.3666544424608091
ACH-001740,-0.2480307041545093
ACH-001745,-0.21693407606138645
ACH-001765,-0.30501556354441745
