,ADO (84890)
ACH-000004,0.04651580713525623
ACH-000005,-0.023287503412611158
ACH-000007,0.038402279565507534
ACH-000009,-0.08730245434832314
ACH-000011,-0.18009100216731475
ACH-000012,-0.02497875452992547
ACH-000013,0.016847896504654764
ACH-000014,0.025756111114856026
ACH-000015,0.03487261570611259
ACH-000017,0.08388723246700579
ACH-000018,-0.24413086171510096
ACH-000019,-0.03483596526466352
ACH-000021,0.10719041269705244
ACH-000022,-0.03599982638895185
ACH-000025,-0.2842250867839983
ACH-000028,-0.0995638841540443
ACH-000030,-0.1662469388041982
ACH-000035,-0.14337044967892368
ACH-000036,-0.01678709615689366
ACH-000037,0.08621993191189664
ACH-000039,0.1387025807807157
ACH-000040,-0.1390915168635639
ACH-000041,-0.20343470198470115
ACH-000042,-0.01288165322051547
ACH-000045,-0.10551900654460436
ACH-000047,-0.0036573752550078187
ACH-000052,-0.030726274380408324
ACH-000053,-0.014916558631358082
ACH-000054,-0.06974913495528473
ACH-000055,0.008584797649168101
ACH-000060,-0.0925405846202834
ACH-000067,-0.2523820831751802
ACH-000070,0.04787195941155158
ACH-000075,-0.1822961878973248
ACH-000078,-0.2560447477399353
ACH-000082,-0.07272829018877543
ACH-000085,-0.20728385637469846
ACH-000086,-0.16101845224359904
ACH-000087,-0.056957868040099814
ACH-000092,0.018314394025222218
ACH-000095,-0.001831400430628036
ACH-000097,0.011308008014722018
ACH-000098,-0.11710447840375335
ACH-000099,-0.3419617628818869
ACH-000108,0.03529361035862099
ACH-000113,0.029368037697107212
ACH-000116,-0.05978517187144128
ACH-000118,-0.16656169729526166
ACH-000120,-0.2681363265758892
ACH-000123,-0.011092661859205084
ACH-000127,-0.16917224864755845
ACH-000128,-0.04450035863908073
ACH-000132,-0.042128215897826574
ACH-000133,-0.046867396130367715
ACH-000137,0.13545211009125438
ACH-000138,0.14424692067373754
ACH-000142,-0.03312112060888487
ACH-000143,-0.08478575433974267
ACH-000146,0.04584035619707192
ACH-000148,-0.07341618374091978
ACH-000150,-0.10551133390968699
ACH-000152,-0.13775164932838296
ACH-000153,0.022800449200793618
ACH-000159,-0.08366763892726901
ACH-000160,0.18892777405441868
ACH-000163,-0.020425297334072345
ACH-000167,0.5233232686572262
ACH-000168,-0.055419856396868986
ACH-000169,-0.18695736472102928
ACH-000178,-0.0782766172007499
ACH-000183,-0.1213301087425712
ACH-000188,-0.08808849284625013
ACH-000189,-0.19444948107619855
ACH-000190,0.2400638938173257
ACH-000198,-0.006824336199363877
ACH-000203,0.012304063680283034
ACH-000204,-0.07358163916154667
ACH-000206,-0.0029121034160395944
ACH-000207,-0.31018081557001803
ACH-000208,-0.059197657265839226
ACH-000210,0.1886655661397778
ACH-000211,0.003805319161402996
ACH-000215,-0.0010104854522991283
ACH-000221,-0.17458876582146446
ACH-000222,0.13259933942931065
ACH-000223,-0.16842641224406293
ACH-000226,-0.2124856543852067
ACH-000227,-0.08896858674171036
ACH-000228,-0.2193748464345347
ACH-000231,-0.15682426251257353
ACH-000232,-0.13176803657480327
ACH-000233,-0.20741585105178745
ACH-000234,-0.004265425381623013
ACH-000235,-0.035000734198012494
ACH-000237,-0.16807927238772669
ACH-000238,-0.025436577586880945
ACH-000242,-0.4898212163607362
ACH-000243,0.06955309660788585
ACH-000244,-0.02393548011423773
ACH-000246,0.03892247607562056
ACH-000248,-0.041862280676104084
ACH-000250,-0.0794669535346126
ACH-000251,-0.15029584438874238
ACH-000252,0.10445574265977298
ACH-000253,-0.1275316402783437
ACH-000255,-0.18198793505970656
ACH-000256,-0.18313288102929826
ACH-000257,-0.1631408047581962
ACH-000258,-0.3706414089860903
ACH-000259,-0.1187055423774585
ACH-000260,-0.09789619302607827
ACH-000261,-0.006836646122454936
ACH-000262,-0.159029785135432
ACH-000263,-0.2703039697065245
ACH-000264,-0.1515965169828461
ACH-000265,-0.08035717087817013
ACH-000266,0.02579685881850843
ACH-000272,-0.04059860509533017
ACH-000274,0.0517862738987477
ACH-000277,-0.03984540404676469
ACH-000278,-0.08959788859871923
ACH-000279,-0.2387141367207474
ACH-000280,0.06578489617148002
ACH-000281,-0.03532373636677704
ACH-000288,-0.1269904617160621
ACH-000291,-0.09463563585166852
ACH-000293,-0.22328256600276952
ACH-000294,-0.21957091052514244
ACH-000295,-0.19726520489686386
ACH-000296,-0.3162762560123269
ACH-000302,0.008417115730614055
ACH-000304,-0.13769201040896334
ACH-000307,-0.04272884689336643
ACH-000308,-0.03934631252598229
ACH-000310,-0.06919985055853342
ACH-000311,0.039947435383024664
ACH-000312,-0.33177620688014825
ACH-000315,-0.008449102906423304
ACH-000316,-0.18726573695783585
ACH-000317,-0.09545018653288792
ACH-000318,-0.0653220699015286
ACH-000319,-0.21379133137013773
ACH-000320,0.11325053904577917
ACH-000322,0.02831187011167308
ACH-000323,-0.11799969925826047
ACH-000324,-0.05488605455693149
ACH-000329,-0.09059758319384588
ACH-000330,-0.08909783424953527
ACH-000331,-0.24405146506781694
ACH-000332,-0.030441753158455983
ACH-000334,-0.17885118184738788
ACH-000335,-0.22448643354965064
ACH-000336,-0.25356096588536714
ACH-000337,-0.01579346458391934
ACH-000338,0.7983831297614103
ACH-000339,-0.15564837253555194
ACH-000341,-0.047685042315630456
ACH-000348,0.049261102341915115
ACH-000350,0.10307574356172716
ACH-000352,-0.03462312272079101
ACH-000356,-0.04988296504951616
