,DHDDS (79947)
ACH-000004,-1.1343425999222974
ACH-000005,-1.4828917172282117
ACH-000007,-1.1586661798511642
ACH-000009,-1.0706707891048766
ACH-000011,-0.9465274550951068
ACH-000012,-1.107343681194663
ACH-000013,-1.2073453162803278
ACH-000014,-1.0158517401642737
ACH-000015,-0.9789154159540132
ACH-000017,-1.276893072325044
ACH-000018,-1.0050271236386579
ACH-000019,-1.2198997896463994
ACH-000021,-0.9528918673669052
ACH-000022,-1.152149742493412
ACH-000025,-1.1389365242420042
ACH-000028,-1.257251095874412
ACH-000030,-1.2006360709402093
ACH-000035,-1.1376462585907223
ACH-000036,-1.2254958799425542
ACH-000037,-1.1217926714164117
ACH-000039,-1.179148276056104
ACH-000040,-0.963145939346428
ACH-000041,-0.8061756275706012
ACH-000042,-1.1031901131950663
ACH-000045,-1.0441102934130553
ACH-000047,-0.9372096169015344
ACH-000052,-1.0653314533227634
ACH-000053,-1.183162993752508
ACH-000054,-1.1381096762299907
ACH-000055,-0.8128286032119307
ACH-000060,-1.2232569747809467
ACH-000067,-1.1747757063018764
ACH-000070,-1.0861945434561715
ACH-000075,-1.2927391682512013
ACH-000078,-1.0845737863415008
ACH-000082,-1.2597901924506982
ACH-000085,-0.9840406270884025
ACH-000086,-1.0593741383603144
ACH-000087,-0.8321012368560541
ACH-000092,-1.1663134515858922
ACH-000095,-1.033502636901148
ACH-000097,-1.0114816347362552
ACH-000098,-1.150405765964829
ACH-000099,-1.19384013705235
ACH-000108,-1.1282099331676452
ACH-000113,-0.9906561898865442
ACH-000116,-1.1166562942740954
ACH-000118,-1.1199418841762463
ACH-000120,-1.4385593781845876
ACH-000123,-1.217690562412465
ACH-000127,-1.2246465820525416
ACH-000128,-1.0603250916609008
ACH-000132,-1.3070473828022615
ACH-000133,-1.0238499336766982
ACH-000137,-1.1693812477356351
ACH-000138,-1.1000613844223652
ACH-000142,-1.195375904917398
ACH-000143,-1.1178196426275229
ACH-000146,-1.070297282930658
ACH-000148,-1.01945039770411
ACH-000150,-1.112299761377184
ACH-000152,-1.0828821757638385
ACH-000153,-1.2633729643191156
ACH-000159,-0.9147490125245132
ACH-000160,-1.1368846860860145
ACH-000163,-0.839193166384022
ACH-000167,-1.934279129224714
ACH-000168,-1.2888309669045055
ACH-000169,-1.021450972277518
ACH-000178,-1.0524789318258274
ACH-000183,-1.2208884644160491
ACH-000188,-1.0532090486917862
ACH-000189,-1.2512302726434852
ACH-000190,-1.1273033938654218
ACH-000198,-1.0707640670100684
ACH-000203,-1.3151172421981514
ACH-000204,-0.95370651610568
ACH-000206,-0.8009860601823445
ACH-000207,-1.3053642690877314
ACH-000208,-0.8261129967797595
ACH-000210,-1.0603843987867076
ACH-000211,-1.0233404724622444
ACH-000215,-1.038420266370788
ACH-000221,-1.2174960060746969
ACH-000222,-1.3338049074461946
ACH-000223,-1.3555513932051804
ACH-000226,-1.0883178727008267
ACH-000227,-0.9081171161083236
ACH-000228,-1.3193001843192471
ACH-000231,-0.915655908033198
ACH-000232,-1.0998776870553442
ACH-000233,-1.0307801890425827
ACH-000234,-0.9478834917718192
ACH-000235,-1.1423731688629006
ACH-000237,-1.105026850511883
ACH-000238,-1.3583733951062358
ACH-000242,-1.5157242733031313
ACH-000243,-1.1153980791456353
ACH-000244,-1.0142599691638827
ACH-000246,-1.216536593735275
ACH-000248,-1.245945687662123
ACH-000250,-0.9083757948111171
ACH-000251,-1.164011740458302
ACH-000252,-1.2722541747595044
ACH-000253,-1.188088551113526
ACH-000255,-1.0919975326592524
ACH-000256,-0.911424996129855
ACH-000257,-0.9584626784356582
ACH-000258,-0.8419209248872962
ACH-000259,-0.9405227456536348
ACH-000260,-1.0536917349202308
ACH-000261,-1.1685192954998722
ACH-000262,-1.1547257457586702
ACH-000263,-1.0972778531913845
ACH-000264,-1.393084111671869
ACH-000265,-0.8015790206296719
ACH-000266,-1.181249869022136
ACH-000272,-1.014114546287481
ACH-000274,-1.178662020427914
ACH-000277,-1.2623508858300212
ACH-000278,-1.0679770301643068
ACH-000279,-1.0112364947332553
ACH-000280,-1.0884426255588653
ACH-000281,-0.996571941412195
ACH-000288,-1.083627827469747
ACH-000291,-1.1248275004193402
ACH-000293,-0.8618298443867132
ACH-000294,-1.1590598281067108
ACH-000295,-1.3679105388656358
ACH-000296,-1.2082926602977484
ACH-000302,-1.0836069647648414
ACH-000304,-0.8529865955110121
ACH-000307,-1.1867721492903176
ACH-000308,-1.2092903585956536
ACH-000310,-0.9162790917932144
ACH-000311,-1.1450987112663848
ACH-000312,-1.046610577884491
ACH-000315,-1.265116371797289
ACH-000316,-1.110091137346428
ACH-000317,-1.4909275469144767
ACH-000318,-1.1294077750696554
ACH-000319,-1.0914055726144054
ACH-000320,-1.1570648585625298
ACH-000322,-1.1948687391857142
ACH-000323,-1.06790792171176
ACH-000324,-0.9675100786440988
ACH-000329,-1.1267400383458583
ACH-000330,-1.4869758814502243
ACH-000331,-1.0836843161008811
ACH-000332,-1.1266418662126092
ACH-000334,-0.9854120424573748
ACH-000335,-0.971467153706014
ACH-000336,-0.7577906401721076
ACH-000337,-1.295817832215782
ACH-000338,-1.270986021243472
ACH-000339,-1.1209921082744545
ACH-000341,-1.1369778945909117
ACH-000348,-1.1039547835901848
ACH-000350,-1.1183627581999949
ACH-000352,-1.325476807339759
ACH-000356,-1.3164662498216502
ACH-000361,-0.9865544033438992
ACH-000362,-1.1055472579931096
ACH-000363,-1.1406145051568959
ACH-000364,-1.1323516391296609
ACH-000365,-1.198520325170508
ACH-000366,-1.1018628189372226
ACH-000368,-1.1341154611365802
ACH-000374,-1.135312241406874
ACH-000375,-1.258353131967746
ACH-000376,-1.2125585994503565
ACH-000381,-1.074415876803538
ACH-000383,-1.2506697062302434
ACH-000387,-0.9393588628334746
ACH-000389,-0.9163831892851372
ACH-000390,-1.1827580125444421
ACH-000393,-1.0960579427227781
ACH-000395,-1.295984572166442
ACH-000396,-1.2792571500785643
ACH-000397,-1.1915998529847551
ACH-000401,-1.0757127686578032
ACH-000402,-1.1030890561655364
ACH-000403,-1.346870281659539
ACH-000404,-0.992753252763942
ACH-000406,-1.078513573187709
ACH-000407,-1.1248370554724023
ACH-000408,-1.336542588285608
ACH-000410,-1.100342952763145
ACH-000411,-1.2597924925209179
ACH-000414,-1.1419378092379588
ACH-000415,-1.3549957040528355
ACH-000416,-1.1552798640250102
ACH-000420,-1.2672093931289437
ACH-000421,-1.0283893534957118
ACH-000424,-0.9973732474438622
ACH-000425,-1.1470255805567815
ACH-000426,-1.2082950207605894
ACH-000427,-1.3895744251085276
ACH-000433,-1.099979760702613
ACH-000435,-1.139332931840815
ACH-000436,-1.214208089083095
ACH-000444,-1.1977028603402724
ACH-000445,-1.0306142720379647
ACH-000448,-1.0298060718030226
ACH-000450,-1.138900610051604
ACH-000452,-1.0701891887911714
ACH-000454,-1.177998264250898
ACH-000458,-0.9132143867041842
ACH-000459,-0.5461941864962773
ACH-000460,-1.1524807873301983
ACH-000461,-1.1219460231091474
ACH-000463,-0.9916873678552104
ACH-000464,-1.1322058966798292
ACH-000466,-1.1259155907589171
ACH-000467,-1.0342829411868335
ACH-000468,-1.181427283936742
ACH-000469,-1.144610747478775
ACH-000470,-1.317125622521885
ACH-000471,-1.2143820568186403
