,GADD45G (10912)
ACH-000004,-0.16184285187652486
ACH-000005,-0.16879685305896944
ACH-000007,0.09540900364637457
ACH-000009,-0.17185634484317902
ACH-000011,-0.23611316582853534
ACH-000012,-0.15682896980836564
ACH-000013,-0.02886633148317966
ACH-000014,-0.05422923046950509
ACH-000015,-0.142705584853405
ACH-000017,-0.11803675254118537
ACH-000018,-0.17310942670196935
ACH-000019,0.02690400390503189
ACH-000021,-0.1255229792234643
ACH-000022,-0.05585294092446496
ACH-000025,-0.07447034619400084
ACH-000028,0.04219525092313136
ACH-000030,-0.16128150419944248
ACH-000035,-0.09770470948548134
ACH-000036,-0.05728533075787109
ACH-000037,-0.17448070777819527
ACH-000039,-0.074279545526407
ACH-000040,-0.20922626434670605
ACH-000041,-0.13405124383736186
ACH-000042,-0.002745783629540139
ACH-000045,-0.05807120259782685
ACH-000047,-0.01954649528162048
ACH-000052,-0.013841941495543351
ACH-000053,-0.09441018608332244
ACH-000054,-0.02355199092370602
ACH-000055,0.14890255106982606
ACH-000060,-0.14231259242652594
ACH-000067,-0.06098306777629325
ACH-000070,-0.06484949769323138
ACH-000075,-0.3987176419423405
ACH-000078,-0.04303420396814035
ACH-000082,-0.06543196530739448
ACH-000085,-0.022660802176639096
ACH-000086,-0.05796862700541981
ACH-000087,-0.2140508858317647
ACH-000092,-0.12383147502547535
ACH-000095,-0.07807857809592783
ACH-000097,-0.1200485288131466
ACH-000098,-0.043849651801588736
ACH-000099,-0.02851404626829235
ACH-000108,-0.08961533889628917
ACH-000113,-0.1455881683149991
ACH-000116,-0.10322442953264452
ACH-000118,0.05477308200326708
ACH-000120,-0.07946455541352189
ACH-000123,-0.07892137130194016
ACH-000127,-0.08376313937777559
ACH-000128,-0.07512507479291879
ACH-000132,-0.12617649883411303
ACH-000133,-0.09798414678014697
ACH-000137,-0.020667497936010637
ACH-000138,-0.007342301962000227
ACH-000142,-0.09318170609113936
ACH-000143,-0.16871167147127306
ACH-000146,-0.07034767401568325
ACH-000148,-0.1170705533347296
ACH-000150,0.07001176478728356
ACH-000152,-0.12923685121961614
ACH-000153,-0.2799036218266608
ACH-000159,-0.059585705209600576
ACH-000160,-0.037625360876197736
ACH-000163,-0.06342107113825197
ACH-000167,-0.2012533457453689
ACH-000168,0.09011697066760486
ACH-000169,-0.04196053165784375
ACH-000178,-0.08397056336362525
ACH-000183,0.07421263166924988
ACH-000188,-0.1893671090098868
ACH-000189,-0.2487135663848833
ACH-000190,-0.09521375512237593
ACH-000198,-0.16652919583317224
ACH-000203,0.009507369841879115
ACH-000204,-0.20674387251058304
ACH-000206,-0.2559752530793166
ACH-000207,-0.19442757817890166
ACH-000208,-0.06421257197542186
ACH-000210,-0.1150179222184308
ACH-000211,-0.08320019108139258
ACH-000215,-0.1678973767330473
ACH-000221,-0.06017820542914075
ACH-000222,-0.07300047796827062
ACH-000223,-0.09632716181855212
ACH-000226,-0.20409826162945155
ACH-000227,-0.15347067083610613
ACH-000228,-0.17196854078237336
ACH-000231,-0.119680375803327
ACH-000232,-0.149499116621835
ACH-000233,-0.021595983968936555
ACH-000234,-0.09762445457097588
ACH-000235,-0.0816839473493377
ACH-000237,-0.10705895610430526
ACH-000238,-0.02570579412167091
ACH-000242,-0.10058529694357693
ACH-000243,-0.03565274903320746
ACH-000244,0.1205464625368119
ACH-000246,-0.0721473989973559
ACH-000248,0.10715955252992604
ACH-000250,-0.15131935647329814
ACH-000251,-0.1156451418865014
ACH-000252,-0.07596019583050131
ACH-000253,-0.060567393620383374
ACH-000255,-0.2479625540767038
ACH-000256,0.02400537014156183
ACH-000257,-0.052790002055597404
ACH-000258,-0.0858868843847853
ACH-000259,-0.1638991451109489
ACH-000260,-0.11600712747557905
ACH-000261,-0.07252010959645745
ACH-000262,-0.09565744968548992
ACH-000263,-0.2103156071300168
ACH-000264,-0.106845392347685
ACH-000265,-0.031721812495268245
ACH-000266,-0.11827636801220386
ACH-000272,-0.02522427423790984
ACH-000274,-0.11128676335169724
ACH-000277,-0.07840437300588264
ACH-000278,-0.2138642633967489
ACH-000279,-0.10804006854590156
ACH-000280,0.01673249700884478
ACH-000281,0.06675425872465779
ACH-000288,-0.026100900211145042
ACH-000291,-0.08108638240020527
ACH-000293,-0.16904255933484685
ACH-000294,-0.10678826925871247
ACH-000295,0.10601472384968637
ACH-000296,0.03225448381251591
ACH-000302,-0.0823455442742951
ACH-000304,-0.016289479501194106
ACH-000307,-0.13843687126214627
ACH-000308,-0.07923061766888911
ACH-000310,-0.1400947614422614
ACH-000311,-0.09272562059397667
ACH-000312,-0.0201076768389838
ACH-000315,-0.07910592781509206
ACH-000316,-0.05283569200229568
ACH-000317,-0.09859203595215704
ACH-000318,-0.2667002430081209
ACH-000319,-0.10300977222297783
ACH-000320,-0.12241227734507815
ACH-000322,0.16265849132700574
ACH-000323,-0.17913005813186872
ACH-000324,-0.11187339609601513
ACH-000329,-0.09680123332601027
ACH-000330,0.06370468221980853
ACH-000331,-0.1562797351976428
ACH-000332,-0.011946610522981215
ACH-000334,0.12124968868189795
ACH-000335,-0.2927850368938277
ACH-000336,-0.1512039355055001
ACH-000337,-0.15245136341406504
ACH-000338,0.3705235410393972
ACH-000339,-0.09366930821731476
ACH-000341,-0.143810051906816
ACH-000348,-0.1371579888144445
ACH-000350,0.0010201314956350582
ACH-000352,-0.04554044084028122
ACH-000356,-0.13653364013776162
ACH-000361,-0.2032671863350269
ACH-000362,-0.15027065470626952
