,STXBP5L (9515)
ACH-000004,-0.061765035193515526
ACH-000005,-0.19926629281471156
ACH-000007,-0.0834568414773777
ACH-000009,-0.09277585312488988
ACH-000011,0.04475451367675205
ACH-000012,-0.09197308936007136
ACH-000013,0.2012270281231035
ACH-000014,-0.09477127160860396
ACH-000015,-0.08685013996891547
ACH-000017,0.07756547301127915
ACH-000018,0.004532121787284736
ACH-000019,-0.2746324239921254
ACH-000021,-0.14707519411477932
ACH-000022,0.011098769071385952
ACH-000025,-0.0020324296392425353
ACH-000028,-0.07976115695923612
ACH-000030,-0.05089387901627008
ACH-000035,-0.19900315677957692
ACH-000036,-0.049976290431045636
ACH-000037,0.026246348889453826
ACH-000039,-0.047328281785779976
ACH-000040,0.03072950131893797
ACH-000041,0.00935455499935278
ACH-000042,-0.06248949849793245
ACH-000045,0.03143982943482189
ACH-000047,-0.10681451907316966
ACH-000052,-0.046662068757375205
ACH-000053,0.0018255070142341203
ACH-000054,-0.010966063855677884
ACH-000055,-0.15195606078709173
ACH-000060,-0.23344528881054835
ACH-000067,-0.2055688666198087
ACH-000070,-0.10093896631172077
ACH-000075,0.0579892286112785
ACH-000078,-0.03653288139484105
ACH-000082,-0.041187147750397994
ACH-000085,-0.021953510126491767
ACH-000086,-0.1168152731953886
ACH-000087,0.0998788630450254
ACH-000092,-0.018447254852145458
ACH-000095,-0.017947928026870518
ACH-000097,-0.05002665539108155
ACH-000098,-0.08234091703041835
ACH-000099,0.013499178977626338
ACH-000108,-0.0755546487294418
ACH-000113,-0.01712337178155995
ACH-000116,-0.005019581125449953
ACH-000118,-0.13516332637973733
ACH-000120,-0.011967681739395485
ACH-000123,-0.024924958665559747
ACH-000127,0.021714111044591904
ACH-000128,-0.1655013662934414
ACH-000132,-0.13799704106511146
ACH-000133,-0.040292107399043896
ACH-000137,-0.031952458050100475
ACH-000138,0.003329322103384597
ACH-000142,-0.12439476434304303
ACH-000143,0.07427210232505985
ACH-000146,-0.06772893485640395
ACH-000148,0.10032741868231396
ACH-000150,0.0323827629808967
ACH-000152,-0.059110872388423434
ACH-000153,0.07844146555904483
ACH-000159,-0.07750790272222176
ACH-000160,-0.19767212605592632
ACH-000163,-0.011122661094325996
ACH-000167,0.132251330252283
ACH-000168,-0.11530139740903443
ACH-000169,-0.04994681986931095
ACH-000178,-0.08633768603295
ACH-000183,-0.0829391794117171
ACH-000188,-0.059650483313668526
ACH-000189,-0.05228108718638188
ACH-000190,-0.12228554516136715
ACH-000198,-0.1264632118089558
ACH-000203,0.16762416861977658
ACH-000204,-0.09344855320792177
ACH-000206,0.24108723971891924
ACH-000207,-0.2374872575077125
ACH-000208,-0.2730227294620816
ACH-000210,-0.11203207878553184
ACH-000211,-0.06810845826403564
ACH-000215,-0.06665138476223124
ACH-000221,-0.1114254684550966
ACH-000222,-0.09207189528073063
ACH-000223,-0.12235625660181222
ACH-000226,-0.030389764281110013
ACH-000227,0.0320069139520228
ACH-000228,-0.012887416815511456
ACH-000231,-0.05349854494366872
ACH-000232,-0.04165339991320069
ACH-000233,0.08382302328231232
ACH-000234,-0.0635830613567567
ACH-000235,-0.12055016749967605
ACH-000237,-0.10202602726787746
ACH-000238,0.04805894803080695
ACH-000242,-0.14334380570308813
ACH-000243,-0.042497977142861305
ACH-000244,-0.018519552142295646
ACH-000246,0.08779753800062089
ACH-000248,0.031096890969139993
ACH-000250,-0.1390529558903128
ACH-000251,-0.06119786958450461
ACH-000252,-0.07619979109088297
ACH-000253,0.0276177710923758
ACH-000255,-0.16127148954575368
ACH-000256,0.12804167803698888
ACH-000257,-0.19071190142509176
ACH-000258,-0.18530632986605253
ACH-000259,-0.09197963158966163
ACH-000260,-0.05259022869408648
ACH-000261,-0.11211238606624416
ACH-000262,0.02937624318701182
ACH-000263,-0.03330373455398178
ACH-000264,-0.026345020464377457
ACH-000265,-0.1334214469651271
ACH-000266,-0.0828654635832571
ACH-000272,-0.1721140422659058
ACH-000274,-0.10186231412274203
ACH-000277,-0.06575969123485402
ACH-000278,-0.17546809465966828
ACH-000279,-0.13931566291690106
ACH-000280,-0.07979244685031894
ACH-000281,0.0019695937507924768
ACH-000288,-0.002685753224361375
ACH-000291,-0.023245783623369997
ACH-000293,-0.08907528424029923
ACH-000294,-0.09409497023231572
ACH-000295,-0.0737818104006252
ACH-000296,0.03906050271525868
ACH-000302,-0.0579280595513937
ACH-000304,-0.05206793057457933
ACH-000307,-0.021886273414022998
ACH-000308,-0.009559296544292748
ACH-000310,0.02893690161496593
ACH-000311,0.10669842278353237
ACH-000312,-0.08495032154720285
ACH-000315,0.04802143510687546
ACH-000316,0.0007281398848922318
ACH-000317,-0.12788976842816915
ACH-000318,0.056515606363789224
ACH-000319,-0.13747572663199764
ACH-000320,-0.05622422372288058
ACH-000322,0.11000141100635613
ACH-000323,-0.1787994168419869
ACH-000324,-0.011553284368106641
ACH-000329,-0.017642238434418662
ACH-000330,-0.2311083016308967
ACH-000331,-0.07061816539507018
ACH-000332,-0.08254486261602911
ACH-000334,0.08639535415467943
ACH-000335,-0.046944426686678316
ACH-000336,0.2080693164815569
ACH-000337,0.036258104822794165
ACH-000338,0.26654512357190857
ACH-000339,-0.15894844550641027
ACH-000341,-0.19627370222648294
ACH-000348,-0.07057931402091462
ACH-000350,-0.04578673055986552
ACH-000352,-0.12782804917521245
ACH-000356,-0.12845692600291875
ACH-000361,-0.07236383013906546
ACH-000362,0.016676655355409766
ACH-000363,-0.07735968195058521
ACH-000364,-0.14905758063147198
ACH-000365,-0.14055810622095136
ACH-000366,0.003057888185719008
ACH-000368,-0.14253876006930552
ACH-000374,-0.005693528678902392
ACH-000375,-0.2821042889364892
ACH-000376,0.00270332644649668
ACH-000381,0.0465184533148777
ACH-000383,-0.10324571306251644
ACH-000387,-0.0056791394269606315
ACH-000389,-0.005225993911941593
ACH-000390,0.007535985592046437
ACH-000393,-0.051808279066675414
ACH-000395,-0.012114254721040872
ACH-000396,0.14767142146216994
ACH-000397,0.03914911172802255
ACH-000401,0.08265238990565256
ACH-000402,-0.4814470506087921
ACH-000403,0.0468814047277227
ACH-000404,-0.33279450863221816
ACH-000406,-0.08390321808503808
ACH-000407,0.07781624522052158
ACH-000408,0.03722851987417845
ACH-000410,-0.15564771030300964
ACH-000411,-0.12110903040913565
ACH-000414,0.027008882499308957
ACH-000415,-0.027004415462074417
ACH-000416,-0.0448126477059363
ACH-000420,-0.13164996985395913
ACH-000421,-0.02322359374643079
ACH-000424,-0.13593067194529962
ACH-000425,-0.08398978575854849
ACH-000426,-0.08427943219862166
ACH-000427,-0.10693746474899292
ACH-000433,0.13889795026133045
ACH-000435,-0.465317448908642
ACH-000436,-0.10038374635873004
ACH-000444,-0.016580732637127085
ACH-000445,-0.02101050828124036
ACH-000448,-0.052731909328664034
ACH-000450,-0.10033038089146036
ACH-000452,-0.050609217745558426
ACH-000454,-0.044149624959048665
ACH-000458,-0.014451237904908909
ACH-000459,-0.05161687421821215
ACH-000460,0.0214501122085492
ACH-000461,0.026069658953349298
ACH-000463,-0.189173551913652
ACH-000464,-0.15277054399276158
ACH-000466,-0.008656003472766502
ACH-000467,-0.12182678497841172
ACH-000468,-0.09121368279892417
ACH-000469,-0.04454786576995368
ACH-000470,-0.19107933056468526
ACH-000471,0.039232976628348806
ACH-000472,-0.014127666469993075
ACH-000473,-0.12412537220053847
ACH-000475,-0.14158841745409242
ACH-000476,-0.09798536974899902
ACH-000477,0.0945093201953821
ACH-000479,-0.05606210918699347
