,DIAPH1 (1729)
ACH-000454,-0.06412413604129688
ACH-000458,-0.2286216252328741
ACH-000459,-0.21077207744599427
ACH-000460,-0.15602444563062876
ACH-000461,-0.10533610010707756
ACH-000463,-0.0307463910186568
ACH-000464,0.04416180039965269
ACH-000466,-0.11319034644821865
ACH-000467,-0.3734725780167416
ACH-000468,-0.1473606213584581
ACH-000469,-0.022436027806703736
ACH-000470,-0.09824204236149636
ACH-000471,-0.127893668800923
ACH-000472,0.029323693745014905
ACH-000473,0.11128100879949188
ACH-000475,-0.07262263764737421
ACH-000476,-0.03609415031087758
ACH-000477,-0.22860817159725136
ACH-000479,-0.2638142950781185
ACH-000480,-0.1305821380867222
ACH-000481,-0.027136218290684383
ACH-000483,-0.020242863486335395
ACH-000484,0.025770200214117047
ACH-000485,-0.1378145544128943
ACH-000486,-0.05615087211306491
ACH-000487,-0.20099673115766528
ACH-000488,-0.2524076569407471
ACH-000490,-0.1483314288484063
ACH-000491,0.028690536659237556
ACH-000495,-0.21199017161346698
ACH-000496,-0.1349795992698526
ACH-000499,-0.21162112302987465
ACH-000500,0.16713474056850516
ACH-000502,-0.14000491321539038
ACH-000503,-0.2959962407732131
ACH-000505,-0.09259563721840927
ACH-000507,-0.08634715674074274
ACH-000510,-0.09803578889271128
ACH-000511,-0.20799455821530224
ACH-000512,-0.3419306382584273
ACH-000516,-0.19434166862222635
ACH-000517,-0.17354641564458032
ACH-000518,0.17993367988321507
ACH-000520,-0.2740829338562641
ACH-000521,-0.12179600668925103
ACH-000522,-0.17126389243045334
ACH-000524,-0.14059114247596988
ACH-000527,-0.1955320219388077
ACH-000528,-0.07690916947544839
ACH-000537,-0.08093293912747991
ACH-000541,-0.4322636443551894
ACH-000542,-0.3330663767598962
ACH-000544,-0.1185299457821404
ACH-000545,-0.06996353602506651
ACH-000547,-0.11377525350501122
ACH-000548,-0.131557856703684
ACH-000549,-0.1911125672544732
ACH-000550,-0.1510191942964902
ACH-000552,0.0159338073808611
ACH-000556,-0.15295520336454066
ACH-000557,0.016672433526048903
ACH-000569,0.13934004397263464
ACH-000570,-0.17769351796776967
ACH-000571,-0.2235370985536764
ACH-000573,-0.11440845630592884
ACH-000576,-0.16491618445566014
ACH-000579,-0.31587528613420984
ACH-000580,0.04945129899337496
ACH-000584,-0.20164647393172191
ACH-000585,-0.1489108545214195
ACH-000588,-0.14807412893844132
ACH-000589,-0.05455527535909595
ACH-000591,-0.015528712208466
ACH-000593,-0.27006278293172786
ACH-000600,-0.02119739373722228
ACH-000601,-0.491514930886007
ACH-000605,0.033059670180548666
ACH-000606,-0.3968904033440702
ACH-000608,-0.091864297792625
ACH-000614,0.05067198519659776
ACH-000616,-0.15592929785158255
ACH-000618,-0.20842043555807965
ACH-000619,-0.28637446743275263
ACH-000620,-0.03135937873244874
ACH-000621,-0.0363972036398344
ACH-000622,-0.08499574601128765
ACH-000623,0.06474604772220599
ACH-000624,-0.16572292645635767
ACH-000627,-0.018629641394314108
ACH-000630,-0.1551629694169554
ACH-000631,-0.5384629184511862
ACH-000632,-0.16709449322873682
ACH-000633,-0.010284973465367359
ACH-000637,-0.15056855396786414
ACH-000638,0.01975475272765019
ACH-000646,-0.10599385674416388
ACH-000647,-0.06999787042478506
ACH-000648,-0.15690120527991758
ACH-000649,-0.07590295800155797
ACH-000651,-0.3089438867500027
ACH-000652,-0.4064917484486261
ACH-000653,-0.2373652278965595
ACH-000657,-0.07599560567544537
ACH-000658,-0.10798978407594953
ACH-000661,-0.0766515947240409
ACH-000662,0.00838406135143075
ACH-000663,-0.02702415678200344
ACH-000665,-0.10231780401184463
ACH-000671,-0.16640580043908948
ACH-000672,-0.3683984428855262
ACH-000673,-0.1862301986202082
ACH-000676,-0.0921311443743627
ACH-000677,-0.07264618196883983
ACH-000681,-0.0037973287341771978
ACH-000683,-0.01662035960505458
ACH-000684,0.20705535903497796
ACH-000688,-0.14758636814515871
ACH-000693,-0.04097873919669448
ACH-000694,-0.19160393924220515
ACH-000695,-0.19314841223768328
ACH-000696,-0.15594342059542782
ACH-000697,-0.12082936379297947
ACH-000699,-0.7026759736131714
ACH-000701,-0.10148641518339883
ACH-000706,-0.30136062137598874
ACH-000711,-0.04583647292741832
ACH-000713,-0.07312854686224123
ACH-000714,-0.11045018745544297
ACH-000718,-0.2720251439617572
ACH-000720,-0.10108585139567973
ACH-000721,-0.3060554527700665
ACH-000724,-0.0058236372818706965
ACH-000725,-0.1185959511177459
ACH-000732,-0.2406307203792783
ACH-000734,-0.19611266510055714
ACH-000735,-0.13811009344041247
ACH-000736,-0.07925257665591949
ACH-000738,-0.08614682240104526
ACH-000746,0.2460735133793461
ACH-000747,-0.07349915517242453
ACH-000748,0.027113828651069316
ACH-000753,-0.16808074347055146
ACH-000756,0.0453475975901907
ACH-000757,0.009450384557164548
ACH-000758,0.04496690663752609
ACH-000760,0.031032138806529726
ACH-000762,-0.11594914717758086
ACH-000763,0.08909439041864559
ACH-000764,-0.19132899428104855
ACH-000765,-0.05002653929181243
ACH-000766,-0.2787355592045706
ACH-000767,-0.04432083130425765
ACH-000768,-0.18094031494666865
ACH-000769,-0.3850835581904275
ACH-000770,0.013773361282373943
ACH-000771,-0.02466410615973209
ACH-000773,-0.35156467688132986
ACH-000776,-0.08772977283423389
ACH-000777,-0.10367231076727587
ACH-000778,0.05141712821096853
ACH-000781,-0.07158885753751879
ACH-000782,0.07405779292670937
ACH-000783,-0.1876294246797129
ACH-000784,-0.11247827169548044
ACH-000785,0.005657031989713659
ACH-000787,0.07797089734448863
ACH-000788,0.04468278980738975
ACH-000791,-0.12856443485712574
ACH-000792,-0.2374757541943197
ACH-000794,-0.1370238219007665
ACH-000796,-0.09924008714424948
ACH-000798,-0.423984488862401
ACH-000799,-0.25236427942838513
ACH-000800,-0.137684423954885
ACH-000802,-0.2650214399279246
ACH-000804,-0.3484943323231777
ACH-000805,-0.09572037320069557
ACH-000809,-0.1125349210867276
ACH-000810,-0.3031871088323619
ACH-000811,-0.15944416427359345
ACH-000817,-0.10073648044505357
ACH-000819,-0.2902372251790104
ACH-000820,-0.07292645236609872
ACH-000821,0.0574779692851709
ACH-000822,-0.18433079241602324
ACH-000823,0.029521379098821538
ACH-000824,-0.10537284095620697
ACH-000827,-0.0544498812257292
ACH-000829,-0.07865100605987094
ACH-000831,-0.1161681242482452
ACH-000832,-0.20010958376586666
ACH-000833,-0.2608047535496176
ACH-000834,-0.1898078044270636
ACH-000835,-0.11489042872404955
ACH-000836,0.07855495146523514
ACH-000837,-0.050772248190962585
ACH-000838,0.17864238732333235
ACH-000839,-0.16855747725916922
ACH-000840,-0.14329086657890686
ACH-000841,-0.3288281976216495
ACH-000843,-0.19101105890139355
ACH-000846,-0.17842072496338193
ACH-000847,-0.036997229716180115
ACH-000848,0.054652831911721586
ACH-000849,-0.0702520049481662
ACH-000851,-0.0374400953328445
ACH-000855,-0.3913528644276975
ACH-000856,-0.2925357808883597
ACH-000858,-0.1007884804668232
ACH-000859,-0.00934121776721148
ACH-000861,-0.11769743495516208
ACH-000862,-0.2011787517604302
ACH-000865,-0.05561919578030799
ACH-000866,-0.28954955566797635
ACH-000867,-0.11432117011062695
ACH-000869,-0.16789481667031894
ACH-000872,-0.06298211454066267
ACH-000873,0.07291134312786368
ACH-000876,-0.13966860181241836
ACH-000878,-0.3332091266581965
ACH-000880,-0.19790847044990928
ACH-000881,0.09244723213861884
ACH-000882,-0.018022333954405376
ACH-000884,-0.06608999828671515
ACH-000885,0.05444439503819403
ACH-000887,-0.08675304081680472
ACH-000889,-0.08124533020081798
ACH-000896,-0.2545623788604569
ACH-000898,-0.09628868822811304
ACH-000900,-0.20121402129202048
ACH-000901,-0.12783647997946476
ACH-000905,-0.3836166773402677
ACH-000906,-0.1849378783841161
ACH-000907,-0.026568089282407985
ACH-000910,-0.29256304744322426
ACH-000911,-0.21992585177608776
ACH-000912,-0.3567537213419234
ACH-000913,-0.008639214932658281
ACH-000915,0.09516875179988328
ACH-000916,-0.31280957559805234
ACH-000917,-0.0024013235316112315
ACH-000920,-0.010353806502208088
ACH-000921,-0.32993502581071144
ACH-000924,-0.3040563876069268
ACH-000926,-0.05123273848200036
ACH-000928,-0.5013407157209888
ACH-000929,-0.3193231915083706
ACH-000932,0.047409110815279855
ACH-000935,-0.18900522691813554
ACH-000936,0.05336924326940927
ACH-000937,-0.04513227069343614
ACH-000938,0.05150182234734126
ACH-000939,-0.3414984696505773
ACH-000941,-0.23038825834411866
ACH-000943,-0.13688518213625042
ACH-000946,-0.08985883679638139
ACH-000947,0.029841262008465156
ACH-000948,-0.08943031520905474
ACH-000950,0.16835020945654652
ACH-000953,-0.09512426682134034
ACH-000954,-0.22422143524464744
ACH-000957,-0.250831933035352
ACH-000958,-0.2846529184039115
ACH-000960,-0.26269684373159663
ACH-000963,-0.2800327205681572
ACH-000968,-0.1617841560545947
ACH-000969,-0.22806835891192315
ACH-000972,0.16006660435066666
ACH-000973,-0.13527168588422062
ACH-000974,-0.01998382174214656
ACH-000978,0.19497029088467996
ACH-000984,-0.059292131922341625
ACH-000986,-0.06612104807574185
ACH-000988,-0.8980189738148651
ACH-000993,-0.1147413774474398
ACH-000994,-0.19770787258642966
ACH-000996,-0.19636888770071287
ACH-001001,-0.011491841621316041
ACH-001020,-0.010914515391554792
ACH-001028,-0.07767029847174921
ACH-001031,-0.08046435766167942
ACH-001038,-0.21603949136219375
ACH-001048,-0.35229901628384186
ACH-001050,-0.2639461788713338
ACH-001053,-0.10833614227288224
ACH-001054,0.054321540408692734
ACH-001061,-0.5845177606261199
ACH-001067,-0.14271372391636095
ACH-001075,0.09182822842481488
ACH-001096,-0.057085645043745824
ACH-001111,-0.25163714378466645
ACH-001119,-0.1535452636378587
ACH-001128,-0.3059770939185551
ACH-001134,-0.17647170565320253
ACH-001151,-0.20323446068785728
ACH-001163,-0.09381419980189767
ACH-001164,-0.15093974286363449
ACH-001183,-0.21009110842711048
ACH-001192,-0.15366428216327532
ACH-001193,-0.07481997194977655
ACH-001196,-0.19523557646479606
ACH-001197,-0.2286939853910564
ACH-001205,0.12667904542306346
ACH-001211,-0.23805259260966016
ACH-001212,-0.13049071996220185
ACH-001228,-0.15681019400896745
ACH-001232,-0.049249854848269416
ACH-001239,-0.011637290159880137
ACH-001270,0.031635360149856524
ACH-001274,-0.16055843206267675
ACH-001275,-0.12670939740681214
ACH-001277,0.0032681981839192496
ACH-001278,-0.14587598472973512
ACH-001280,0.026246699647716958
ACH-001283,-0.2916480638558685
ACH-001289,0.0638816471156518
ACH-001300,-0.05773902724955255
ACH-001301,0.11648640878901093
ACH-001302,-0.08164188026757854
ACH-001306,-0.037898256551669854
ACH-001318,-0.34387894212691505
ACH-001322,0.220931248283488
ACH-001328,-0.1997583384260478
ACH-001332,-0.19392266559792368
ACH-001336,-0.3303416955706657
ACH-001346,-0.1361769225228205
ACH-001353,-0.1491200890889074
ACH-001354,0.08848961604669094
ACH-001367,-0.015557027310393668
ACH-001368,0.0413406602042878
ACH-001374,-0.4243488151328825
ACH-001377,-0.13174117274120575
ACH-001380,-0.13651598350822386
ACH-001391,-0.07886375396443714
ACH-001408,-0.1760149559862315
ACH-001430,-0.14768652597544066
ACH-001431,0.0016854927776129404
ACH-001450,0.007962992842368156
ACH-001496,-0.2564140016929965
ACH-001500,-0.2842750550953544
ACH-001523,0.03844431530282488
ACH-001532,-0.009257147317343095
ACH-001550,-0.2338290000899332
ACH-001552,-0.1317868546842257
ACH-001554,-0.0904790628706688
ACH-001654,-0.11219790799108637
ACH-001735,0.04214646679937795
ACH-001736,-0.13789124136797568
ACH-001737,-0.03025448483602324
ACH-001740,-0.2198625424824905
ACH-001745,0.002952124743185659
ACH-001765,-0.1030924805940544
