,PPP1R11 (6992)
ACH-000004,-0.8809909895144983
ACH-000005,-0.5884241374501238
ACH-000007,-0.8402454501638379
ACH-000009,-0.9351909479758571
ACH-000011,-0.8807180113598533
ACH-000012,-0.6976575170156999
ACH-000013,-1.2104719159259232
ACH-000014,-0.4351000947982849
ACH-000015,-0.6259521578579251
ACH-000017,-0.9671526567392148
ACH-000018,-0.6768451210811598
ACH-000019,-0.5965492288974252
ACH-000021,-0.6229283944461738
ACH-000022,-0.6194643229371596
ACH-000025,-0.5869501343731365
ACH-000028,-0.8002961379673066
ACH-000030,-0.9027773776286442
ACH-000035,-1.0045664251739743
ACH-000036,-0.7936879643969151
ACH-000037,-0.5377794573011111
ACH-000039,-0.1731310900339311
ACH-000040,-0.8673451096115246
ACH-000041,-0.7738080770092979
ACH-000042,-0.5438954270029601
ACH-000045,-0.7145973048057757
ACH-000047,-0.5867090979753367
ACH-000052,-0.6816952232622981
ACH-000053,-0.7250829874627953
ACH-000054,-0.5809898291913317
ACH-000055,-0.6910596735666927
ACH-000060,-0.8151543210318307
ACH-000067,-0.9900206470204592
ACH-000070,-0.6453599637887004
ACH-000075,-0.7112413755694921
ACH-000078,-0.5694666434672003
ACH-000082,-0.9763667884426068
ACH-000085,-1.0370974819437957
ACH-000086,-0.4331337423455393
ACH-000087,-0.6048518129682227
ACH-000092,-0.8466883855478409
ACH-000095,-0.8194722838482175
ACH-000097,-0.8583303020812167
ACH-000098,-0.6896833162104131
ACH-000099,-0.6001233240610279
ACH-000108,-0.6907856408162266
ACH-000113,-0.5609384144517396
ACH-000116,-0.9202378387339076
ACH-000118,-0.6330572976169989
ACH-000120,-0.5989400140011548
ACH-000123,-0.5573698567062877
ACH-000127,-0.9149263698585396
ACH-000128,-0.5736222242204719
ACH-000132,-0.6551864547676121
ACH-000133,-0.8357900825308218
ACH-000137,-0.8467630097904554
ACH-000138,-0.6725030192167007
ACH-000142,-0.7539844537777901
ACH-000143,-0.7766489688079237
ACH-000146,-0.8055016991599233
ACH-000148,-0.7310063974801463
ACH-000150,-0.49081399526129604
ACH-000152,-0.6150920500887179
ACH-000153,-0.7190756051567001
ACH-000159,-0.8882911563090194
ACH-000160,-0.8404101525494992
ACH-000163,-0.7023779660892405
ACH-000167,-1.1156927600468198
ACH-000168,-0.4661081329403756
ACH-000169,-0.7898435934787458
ACH-000178,-0.5889473911375991
ACH-000183,-0.5720099875393643
ACH-000188,-0.8799193899452479
ACH-000189,-0.5413096760481984
ACH-000190,-0.934070808197332
ACH-000198,-0.5573614314242139
ACH-000203,-0.4064882717508332
ACH-000204,-0.7150582593425916
ACH-000206,-0.6541906222906418
ACH-000207,-0.3898877351397016
ACH-000208,-0.9462058456441044
ACH-000210,-0.6518550888200959
ACH-000211,-0.6695229578048094
ACH-000215,-0.4785167155597251
ACH-000221,-1.0238206347433982
ACH-000222,-0.6006992864900121
ACH-000223,-0.8777691403791316
ACH-000226,-0.5225378860873271
ACH-000227,-0.42738812356510375
ACH-000228,-0.8945794871544739
ACH-000231,-0.461656829487419
ACH-000232,-0.7876400005569449
ACH-000233,-0.5249264508087221
ACH-000234,-0.9111884852390094
ACH-000235,-0.8587164251647316
ACH-000237,-0.5511619483546402
ACH-000238,-0.7764760911780709
ACH-000242,-0.4365858238319576
ACH-000243,-0.7404984783130192
ACH-000244,-0.8120613313744367
ACH-000246,-0.8095446089592832
ACH-000248,-0.936097357927876
ACH-000250,-0.903826386162034
ACH-000251,-0.6213444638620605
ACH-000252,-0.4990845977758268
ACH-000253,-0.7223681828276408
ACH-000255,-0.8100314973378999
ACH-000256,-0.6325373083544807
