,IVD (3712)
ACH-000004,-0.18611238000767785
ACH-000005,0.13082341781818044
ACH-000007,-0.21038684974543853
ACH-000009,0.02003757233813992
ACH-000011,0.15571956139539947
ACH-000012,-0.12374000272913395
ACH-000013,0.00980524782121371
ACH-000014,-0.0428571643784902
ACH-000015,0.10284153683964736
ACH-000017,-0.11866907432636975
ACH-000018,-0.11738824303595533
ACH-000019,-0.17331868743199874
ACH-000021,0.017796235618489233
ACH-000022,0.03550757661884597
ACH-000025,-0.022518734842007157
ACH-000028,-0.091091946175921
ACH-000030,-0.0793054611820192
ACH-000035,-0.02053840541155389
ACH-000036,-0.06538356584403318
ACH-000037,0.078554872863601
ACH-000039,0.0650785447670209
ACH-000040,-0.07709372182561859
ACH-000041,-0.08760171622560269
ACH-000042,-0.07470068766350275
ACH-000045,-0.05267793869055496
ACH-000047,0.08229892333615335
ACH-000052,0.11691575173799923
ACH-000053,-0.09368938036202856
ACH-000054,0.0025020366106432205
ACH-000055,-0.03409830602679224
ACH-000060,-0.010040491886530542
ACH-000067,-0.1967079956390259
ACH-000070,0.3318961129931105
ACH-000075,-0.2600770490335392
ACH-000078,-0.045446873448861766
ACH-000082,-0.01666824612310444
ACH-000085,0.009023419434173204
ACH-000086,0.008862227434792092
ACH-000087,-0.007444105544011462
ACH-000092,-0.03495277678727362
ACH-000095,-0.10024846376458796
ACH-000097,-0.09192035930049958
ACH-000098,0.050381266678956746
ACH-000099,0.026822753988498812
ACH-000108,0.13434716217318268
ACH-000113,0.01731518985277054
ACH-000116,-0.17516488227796184
ACH-000118,-0.010046821023644441
ACH-000120,-0.04452776003531697
ACH-000123,-0.14640835974371288
ACH-000127,-0.07722097673637679
ACH-000128,-0.08299967784777483
ACH-000132,-0.11565141139889926
ACH-000133,0.012744857675886005
ACH-000137,-0.0888263025664766
ACH-000138,0.06342710309839998
ACH-000142,0.0554692334412966
ACH-000143,-0.1374841689529862
ACH-000146,-0.020426879297233733
ACH-000148,-0.09274312044374428
ACH-000150,-0.036220358425612234
ACH-000152,0.08476692112936299
ACH-000153,-0.02786435570057389
ACH-000159,0.019948789607029453
ACH-000160,-0.11526947075782573
ACH-000163,0.11192180265916456
ACH-000167,0.35616464250482555
ACH-000168,-0.09334121424425457
ACH-000169,-0.008677189654955933
ACH-000178,-0.08479065330210361
ACH-000183,-0.030074716718958183
ACH-000188,0.137039114332447
ACH-000189,0.08935905387240224
ACH-000190,-0.06957628551871897
ACH-000198,-0.035725746415885586
ACH-000203,-0.6200826863871856
ACH-000204,-0.004535124367961794
ACH-000206,-0.3015987236465437
ACH-000207,0.1160742689403886
ACH-000208,0.21408354058627124
ACH-000210,-0.017850369472927417
ACH-000211,-0.1028042018081748
ACH-000215,-0.07220963320177616
ACH-000221,0.16020933644302593
ACH-000222,0.0774135499084195
ACH-000223,-0.16077122195913604
ACH-000226,-0.14283915397413854
ACH-000227,0.07782461746906785
ACH-000228,0.05964189240181876
ACH-000231,-0.08164487090386324
ACH-000232,-0.1328645472686131
ACH-000233,-0.047050948707412166
ACH-000234,-0.12828462183607556
ACH-000235,-0.06973784996823425
ACH-000237,-0.046635663015878834
ACH-000238,-0.18789093726870248
ACH-000242,-0.03954907525381072
ACH-000243,-0.16232305094743266
ACH-000244,-0.07946222547495879
ACH-000246,0.08041568614510135
ACH-000248,-0.06263707083431888
ACH-000250,-0.00336722703110633
ACH-000251,-0.012807580340599778
ACH-000252,0.1473622035554712
ACH-000253,-0.13060919304159402
ACH-000255,-0.06957019548837902
ACH-000256,-0.04682454104028822
ACH-000257,-0.21688218337119405
ACH-000258,-0.07498420090567236
ACH-000259,-0.03712149356398706
ACH-000260,-0.04367690258483072
ACH-000261,-0.12090382837962015
ACH-000262,-0.0999737889199212
ACH-000263,-0.4546663930621312
ACH-000264,-0.1171089244600349
ACH-000265,-0.08644154590094075
ACH-000266,-0.09712522211416834
ACH-000272,-0.226765098547768
ACH-000274,-0.12284548740533187
ACH-000277,0.04283246906940293
ACH-000278,-0.1004034620474353
ACH-000279,-0.06029589701477925
ACH-000280,0.020221668755216828
ACH-000281,0.015875922175290397
ACH-000288,-0.09229015664724922
ACH-000291,0.026444899135212956
ACH-000293,0.033191298558582466
ACH-000294,0.0539944434173419
ACH-000295,0.21141484642460384
ACH-000296,-0.2723225058697789
ACH-000302,-0.0137645839330864
ACH-000304,0.15744958319770905
ACH-000307,0.1831509163178598
ACH-000308,-0.020629705713640027
ACH-000310,0.002386220733840254
ACH-000311,-0.04537003331559216
ACH-000312,-0.03429966816804323
ACH-000315,0.08931614729602971
ACH-000316,-0.14931213793356865
ACH-000317,0.0009822781454818684
ACH-000318,0.014488602942085437
ACH-000319,-0.12828236653524142
ACH-000320,0.07537812049180112
ACH-000322,-0.10345261817072192
ACH-000323,-0.05560693801616877
ACH-000324,0.06392714377246833
ACH-000329,-0.055822224867645
ACH-000330,-0.01833004374208218
ACH-000331,0.0031863009810049773
ACH-000332,-0.13836002250744694
ACH-000334,-0.016779313698029198
ACH-000335,-0.1750175908380292
ACH-000336,0.07979574550025713
ACH-000337,0.00409998656448224
ACH-000338,0.423795623500481
ACH-000339,-0.1413929987155715
ACH-000341,-0.09276569478105116
ACH-000348,0.014637200155866269
ACH-000350,0.018420961820374324
ACH-000352,0.019921821715443943
