,CHKA (1119)
ACH-000211,-0.32249084195306355
ACH-000215,-0.1996121471808195
ACH-000221,-0.34680822432996883
ACH-000222,-0.3273955107009355
ACH-000223,-0.16870105861052986
ACH-000226,-0.6602698480165814
ACH-000227,-0.2773472035077119
ACH-000228,-0.2706780985061031
ACH-000231,-0.2460879371219233
ACH-000232,-0.2593514893784758
ACH-000233,-0.6280519428678105
ACH-000234,-0.20961832892592147
ACH-000235,-0.24276175723605606
ACH-000237,-0.3567421530333074
ACH-000238,-0.37749970042302666
ACH-000242,-0.2455134106225321
ACH-000243,-0.10690088718500527
ACH-000244,-0.35353999670081343
ACH-000246,-0.25142722074802554
ACH-000248,-0.2028614270881817
ACH-000250,-0.3653210918638087
ACH-000251,-0.1998476947519552
ACH-000252,-0.04836228830940368
ACH-000253,-0.33861499048371696
ACH-000255,-0.4167952567109405
ACH-000256,-0.6107023736622575
ACH-000257,-0.2164936782092423
ACH-000258,-0.5574266557176482
ACH-000259,-0.2287638161761347
ACH-000260,-0.2443552586122424
ACH-000261,-0.3277412844892985
ACH-000262,-0.5243610022696674
ACH-000263,-0.13642426343896044
ACH-000264,-0.36995343745543097
ACH-000265,-0.2584872545249177
ACH-000266,-0.4168933228792253
ACH-000272,-0.3762300045226256
ACH-000274,-0.17400624500987893
ACH-000277,-0.4856476814186467
ACH-000278,-0.31435807996615506
ACH-000279,-0.2341272850790143
ACH-000280,-0.04600247058328742
ACH-000281,-0.2732127006596594
ACH-000288,-0.2289205468934557
ACH-000291,-0.2458538366942244
ACH-000293,-0.23145922168305155
ACH-000294,0.15746825136864395
ACH-000295,-0.2348082716839892
ACH-000296,-0.2275040975845669
ACH-000302,-0.08862093819952441
ACH-000304,-0.21801631020066672
ACH-000307,-0.2893767036214382
ACH-000308,-0.3747096752143674
ACH-000310,-0.1605560413684411
ACH-000311,-0.33854953755526423
ACH-000312,-0.3151594173385872
ACH-000315,-0.1867700268985781
ACH-000316,-0.4710291421879195
ACH-000317,-0.2039925257801274
ACH-000318,-0.4222225922032117
ACH-000319,-0.3344108821033108
ACH-000320,-0.1860264659596617
ACH-000322,-0.2468666559725313
ACH-000323,-0.18519928197966976
ACH-000324,-0.1493437625447525
ACH-000329,-0.13425019172464947
ACH-000330,-0.3637920021697557
ACH-000331,-0.3065725569233663
ACH-000332,-0.279345486449931
ACH-000334,-1.0550506454843034
ACH-000335,-0.3961214213867709
ACH-000336,-0.5564742356261198
ACH-000337,-0.6157470777639293
ACH-000338,-0.7947954720825591
ACH-000339,-0.2628318336748802
ACH-000341,-0.3758367878840737
ACH-000348,-0.21403889057569306
ACH-000350,-0.11738828441880428
ACH-000352,-0.5541768326072738
ACH-000356,-0.16452740508964714
ACH-000361,-0.05900298933531261
ACH-000362,-0.19779092552280514
ACH-000363,-0.4058538859729829
ACH-000364,-0.27899513176224805
ACH-000365,-0.406530181278182
ACH-000366,-0.3772299998054932
ACH-000368,-0.3226884816748892
ACH-000374,-0.2649560966589436
ACH-000375,-0.3488178977801361
ACH-000376,-0.21875223381071174
ACH-000381,-0.31688687010522865
ACH-000383,-0.3084900092002525
ACH-000387,-0.5620707755415947
ACH-000389,-0.2790641965150026
ACH-000390,-0.4728033103907998
ACH-000393,-0.3940360397321087
ACH-000395,-0.230139388983442
ACH-000396,-0.30974290323934994
ACH-000397,-0.5128753190967754
ACH-000401,-0.4645161614698917
ACH-000402,-0.5484410426564009
ACH-000403,-0.2283547445204714
ACH-000404,-0.4185033612157472
ACH-000406,-0.3390093967976303
ACH-000407,-0.3219997843758676
ACH-000408,-0.4291053934906165
ACH-000410,-0.207272218915727
ACH-000411,-0.3489300095048071
ACH-000414,-0.2906346608853703
ACH-000415,-0.3865817952878707
ACH-000416,-0.2579643112807274
ACH-000420,-0.13645442183540396
ACH-000421,-0.13088799033624754
ACH-000424,-0.206313287123365
ACH-000425,-0.2429369126099488
ACH-000426,-0.7987384328504381
ACH-000427,-0.123228502615892
ACH-000433,-0.06886904315557793
ACH-000435,-0.06601758984449879
ACH-000436,-0.4523200724067917
ACH-000444,-0.2322644343808538
ACH-000445,-0.11217450305849797
ACH-000448,-0.7356162966786733
ACH-000450,-0.6479873679119975
ACH-000452,-0.596833224011782
ACH-000454,-0.20501582143443325
ACH-000458,-0.39518989613017175
ACH-000459,-0.16201413782369592
ACH-000460,-0.45341412011037496
ACH-000461,-0.3258239102023375
ACH-000463,-0.2573722673388748
ACH-000464,-0.24781225516480834
ACH-000466,-0.1894230776661138
ACH-000467,-0.5061730810199361
ACH-000468,-0.2297180393757721
ACH-000469,-0.2070535549130368
ACH-000470,-0.4624678464932048
ACH-000471,-0.5036213797190634
ACH-000472,-0.22159194470738267
ACH-000473,-0.191714201092353
ACH-000475,-0.4324663669319931
ACH-000476,-0.2261363597101693
ACH-000477,-0.4994954128889964
ACH-000479,-0.18921504938173853
ACH-000480,-0.3702906431851688
ACH-000481,-0.3321470457496537
ACH-000483,-0.30422743944414765
ACH-000484,-0.2133738102139946
ACH-000485,-0.3198681922142221
ACH-000486,-0.5224389553485672
ACH-000487,-0.5301120900309106
ACH-000488,-0.1391664220617118
ACH-000490,-0.1980665670598054
ACH-000491,-0.4698710531457477
ACH-000495,-0.3769716998319833
ACH-000496,-0.36491507262564415
ACH-000499,-0.3803012537776224
ACH-000500,-0.6003027937376582
ACH-000502,-0.3546020619685562
ACH-000503,-0.5479170160410789
ACH-000505,-0.3109588932226935
ACH-000507,-0.4815372452501168
ACH-000510,-0.2240305319315681
ACH-000511,-0.26635907040843043
ACH-000512,-0.6251644228368501
ACH-000516,-0.1959102405554812
ACH-000517,-0.20081152170982672
ACH-000518,-0.2932615595134833
ACH-000520,-0.2133397183342281
ACH-000521,-0.27200661775576235
ACH-000522,-0.2099990196561919
ACH-000524,-0.2744073323648081
ACH-000527,-0.169022522697081
ACH-000528,-0.2694057987617133
ACH-000537,-0.2550111915180555
ACH-000541,-0.4242083362928288
ACH-000542,-0.3694554477928
ACH-000544,-0.2700407113979076
ACH-000545,-0.3934554143975993
ACH-000547,-0.3343809694268742
ACH-000548,-0.5192117416782874
ACH-000549,-0.1847527557226128
ACH-000550,-0.12072192137769434
ACH-000552,-0.15629685410204086
ACH-000556,-0.4766929021759039
ACH-000557,-0.26996563375122906
ACH-000569,-0.22141503548979044
ACH-000570,-0.2307020305435097
ACH-000571,-0.43814197601658417
ACH-000573,-0.19814798275235868
ACH-000576,-0.035734566960068166
ACH-000579,-0.4891801929045339
ACH-000580,-0.20926295977026174
ACH-000584,-0.3463259637834133
ACH-000585,-0.38293726432669584
ACH-000588,-0.6940508032256718
ACH-000589,-0.18807030491174812
ACH-000591,-0.2958580672587827
ACH-000593,-0.29555858393683315
ACH-000600,-0.3660921848636573
ACH-000601,-0.3607309472701483
ACH-000605,-0.2505938102968938
ACH-000606,-0.39602248092348186
ACH-000608,-0.270551536327996
ACH-000614,-0.3732240788464246
ACH-000616,-0.2619385556607481
ACH-000618,-0.6321249172511719
ACH-000619,-0.5306744548323802
ACH-000620,-0.2020466103660797
ACH-000621,-0.10360634056103736
ACH-000622,-0.18590830126691354
ACH-000623,-0.3196172346830545
ACH-000624,-0.3022421295801489
ACH-000627,-0.11583610186466707
ACH-000630,-0.2825113270213097
ACH-000631,-0.1958782500736141
ACH-000632,-0.3460009992484929
ACH-000633,-0.17881471636007806
ACH-000637,-0.3686943474118203
ACH-000638,-0.2749093141191946
ACH-000646,-0.15118534307993786
ACH-000647,-0.342751765607332
ACH-000648,-0.22102851613454907
ACH-000649,-0.15403555572931427
ACH-000651,-0.24658325332808845
ACH-000652,-0.5160796051124064
ACH-000653,-0.4459434212279322
ACH-000657,-0.06888174509237581
ACH-000658,-0.5764907372497361
ACH-000661,-0.6358876454381783
ACH-000662,-0.11541301990661255
ACH-000663,-0.3467234907905691
ACH-000665,-0.4239014780012583
ACH-000671,-0.2485494084537903
ACH-000672,-0.29200917614121275
ACH-000673,-0.20386536716612214
ACH-000676,-0.24870868817196856
ACH-000677,-0.27991199455393434
ACH-000681,-0.23850091196685955
ACH-000683,-0.3524988210030737
ACH-000684,-0.2832623326060407
ACH-000688,-0.3507804380653001
ACH-000693,-0.2493613737085656
ACH-000694,-0.4205087223715405
ACH-000695,-0.20964298478801208
ACH-000696,-0.3213236951416749
ACH-000697,-0.8144586354025979
ACH-000699,-0.32131475216829664
ACH-000701,-0.20751199670795487
ACH-000706,-0.3549312644412689
ACH-000711,-0.2430754845443032
ACH-000713,-0.3404780394120773
ACH-000714,-0.2033985774177749
ACH-000718,-0.3924963625892236
ACH-000720,-0.2307464989852319
ACH-000721,-0.1584153376217088
ACH-000724,-0.2856056096254343
ACH-000725,-0.4695420564856794
ACH-000732,-0.4097630480956353
ACH-000734,-0.4706224129897721
ACH-000735,-0.26159400119085896
ACH-000736,-0.5971328886381564
ACH-000738,-0.41420517598179457
ACH-000746,-0.2236521269474964
ACH-000747,-0.3959002717826549
ACH-000748,-0.43348296652354185
ACH-000753,-0.15947366659790674
ACH-000756,-0.3369087153846623
ACH-000757,-0.4646505638936755
ACH-000758,-0.20902413374268355
ACH-000760,-0.2181130792646403
ACH-000762,-0.29524550768659996
ACH-000763,-0.5303255515906548
ACH-000764,-0.10235026129920173
ACH-000765,-0.6064543090333833
ACH-000766,-0.26969792498225
ACH-000767,-0.2410868462565684
ACH-000768,-0.612014980194974
ACH-000769,-0.3335285038066769
ACH-000770,-0.4450639639269877
ACH-000771,-0.1412146642770966
ACH-000773,-0.4777999736299625
ACH-000776,-0.17046176031351887
ACH-000777,-0.16309702589178302
ACH-000778,-0.7299212308527671
ACH-000781,-0.2671546684809921
ACH-000782,-0.2637504127066417
ACH-000783,-0.5693325065185759
ACH-000784,-0.22301290110058208
ACH-000785,-0.25142252014472005
ACH-000787,-0.18657552238176914
ACH-000788,-0.18837869767089147
ACH-000791,-0.3533908965463217
ACH-000792,-0.3918004611800852
ACH-000794,-0.42958084918948203
ACH-000796,-0.17803274855828358
ACH-000798,-0.5940149605099797
ACH-000799,-0.3660159431923212
ACH-000800,0.11713460740565587
ACH-000802,-0.41794887379798895
ACH-000804,-0.6652945392481501
ACH-000805,-0.4109521696023746
ACH-000809,-0.1763396410184251
ACH-000810,-0.4877562993628211
ACH-000811,-0.18319925971007064
ACH-000817,-0.5543944367181437
ACH-000819,-0.339877233681098
ACH-000820,-0.004852252948952404
ACH-000821,-0.817954525569429
ACH-000822,-0.5685165928149791
ACH-000823,-0.2051840819381483
ACH-000824,-0.3169937353179668
ACH-000827,-0.19765177739478046
ACH-000829,-0.40912577815036655
ACH-000831,-0.2378311731653624
ACH-000832,-0.4780205375892164
ACH-000833,-0.10090990471931753
ACH-000834,-0.2910873351735304
ACH-000835,-0.217464800606974
ACH-000836,-0.2252048720728115
ACH-000837,-0.30495588576433424
ACH-000838,-0.5043152489432551
ACH-000839,-0.40170788932625107
ACH-000840,-0.3691030685435232
ACH-000841,-0.29182707418271725
ACH-000843,-0.6086162798768753
ACH-000846,-0.4236903061371062
ACH-000847,-0.8824051238710271
ACH-000848,-0.36563017996309227
ACH-000849,-0.4404051914492792
ACH-000851,-0.4516943335140102
ACH-000855,-0.21009105450436644
ACH-000856,-0.2034972548973064
ACH-000858,-0.2941076055256033
ACH-000859,-0.18237424398353816
ACH-000861,-0.39356889897993225
ACH-000862,-0.15089730310991709
ACH-000865,-0.23145200772461516
ACH-000866,-0.38848652077422935
ACH-000867,-0.2582134609938597
ACH-000869,-0.3103562719488024
ACH-000872,-0.5342718465077351
ACH-000873,-0.3507050926228621
ACH-000876,-0.4224420153741984
ACH-000878,-0.30280957826346344
ACH-000880,0.014930860251937276
ACH-000881,-0.3178134986900918
ACH-000882,-0.34135102966981
ACH-000884,-0.27479007724434423
ACH-000885,-0.13728058839900822
ACH-000887,-0.33581605502917244
ACH-000889,-0.3885593839886669
ACH-000896,-0.1919518503593256
ACH-000898,-0.3359272903689197
ACH-000900,-0.388313658349792
ACH-000901,-0.3829874810234001
ACH-000905,-0.25067247795264896
ACH-000906,-0.3069674536946047
ACH-000907,-0.18760992172048144
ACH-000910,-0.5126288981853888
ACH-000911,-0.314220433000352
ACH-000912,-0.26769840308718496
ACH-000913,-0.3110566010674219
ACH-000915,-0.34752758364566305
ACH-000916,0.013388995508992394
ACH-000917,-0.2949439684775333
ACH-000920,-0.7153427844663702
ACH-000921,-0.11317487503877648
ACH-000924,-0.33265204173663016
ACH-000926,-0.2817028015586808
ACH-000928,-0.16285448952704476
ACH-000929,-0.3827510110424891
ACH-000932,-0.6575697239595699
ACH-000935,-0.400321430789076
ACH-000936,-0.18868851091162592
ACH-000937,-0.21990810563041754
ACH-000938,-0.32496052897052385
ACH-000939,-0.2465421351879221
ACH-000941,-0.2755838364198256
ACH-000943,-0.6882270427722904
ACH-000946,-0.12065247143240705
ACH-000947,-0.2446927543601335
ACH-000948,-0.4440401450394216
ACH-000950,0.03591252916134894
ACH-000953,-0.2937907430354361
ACH-000954,-0.4286767757399579
ACH-000957,-0.611608759106927
ACH-000958,-0.3672610836828632
ACH-000960,-0.07623396451009139
ACH-000963,-0.7121028795511896
ACH-000968,-0.4652267058643608
ACH-000969,-0.3394643561321671
ACH-000972,0.0022658609328614393
ACH-000973,-0.2865589558150898
ACH-000974,-0.2522871707152384
ACH-000978,-0.2991522966269254
ACH-000984,-0.2118909798748055
ACH-000986,-0.4593597158068704
ACH-000988,-0.2752184497374138
ACH-000993,0.021380130786993908
ACH-000994,-0.7949521757770994
ACH-000996,-0.10488086856496268
ACH-001001,-0.1663653199178618
ACH-001020,-0.06500130695411918
ACH-001028,-0.17487807853999332
ACH-001031,-0.19651413953281416
ACH-001038,-0.21800718510703285
ACH-001048,-0.3097209789855734
ACH-001050,-0.29211994037642897
ACH-001053,-0.15174392510325674
ACH-001054,-0.10659951630276683
ACH-001061,-0.255487724296146
ACH-001067,-0.16178230247144945
ACH-001075,-0.12964874234769413
ACH-001096,-0.13184657322598894
ACH-001111,-0.613379044476604
ACH-001119,-0.43502506243306377
ACH-001128,-0.2287279068125816
ACH-001134,-0.4748178892521958
ACH-001151,-0.4980600706893353
ACH-001163,-0.36107162870636417
ACH-001164,-0.2388290301121264
ACH-001183,-0.3410313474653424
ACH-001192,-0.37465908571510537
ACH-001193,-0.2876141435672783
ACH-001196,-0.106094927181448
ACH-001197,-0.2006129546603214
ACH-001205,-0.2566116418000758
ACH-001211,-0.2374177388329521
ACH-001212,0.229098355833146
ACH-001228,-0.2590468889413289
ACH-001232,-0.2230159176655588
ACH-001239,-0.1794638733271256
ACH-001270,-0.3926419556025754
ACH-001274,-0.1999418459641398
ACH-001275,-0.1087143113216638
ACH-001277,-0.20361542208387767
ACH-001278,-0.20057817310408893
ACH-001280,-0.115691390248296
ACH-001283,-0.3171656695790967
ACH-001289,-0.29941464031442816
ACH-001300,-0.16839436169514976
ACH-001301,-0.14968431057861664
ACH-001302,-0.2180184095797947
ACH-001306,-0.3485223987085503
ACH-001318,-0.4063918748693127
ACH-001322,-0.21652823802990293
ACH-001328,-0.3857124976644749
ACH-001332,-0.2533502346341854
ACH-001336,-0.41438941656149103
ACH-001346,-0.3677260249671617
ACH-001353,-0.350874832472877
ACH-001354,-0.05905434745378878
ACH-001367,-0.7039645038204556
ACH-001368,-0.12109665776071457
ACH-001374,-0.1520380967483458
ACH-001377,-0.12005569756161028
ACH-001380,-0.240349415805878
ACH-001391,-0.22145495258039286
ACH-001408,-0.24387574021400704
ACH-001430,0.00791513226412716
ACH-001431,-0.3327014397629514
ACH-001450,-0.6762539646776469
ACH-001496,-0.3199361572790085
ACH-001500,-0.04777504888228285
ACH-001523,-0.2654954563933951
ACH-001532,-0.2970181871195463
ACH-001550,-0.6742234880124264
ACH-001552,-0.4857896299686111
ACH-001554,-0.2513772249492328
ACH-001654,-0.3017046930856961
ACH-001735,-0.2249428269973909
ACH-001736,-0.3048119196836195
ACH-001737,-0.6697198861238387
ACH-001740,-0.26474710538057306
ACH-001745,-0.3046140743782634
ACH-001765,-0.15294875495819854
