,LYSMD1 (388695)
ACH-000004,-0.11132079289937122
ACH-000005,-0.26541469529548584
ACH-000007,-0.4269527328807908
ACH-000009,-0.31439636251513353
ACH-000011,-0.3624505225769353
ACH-000012,-0.3213399030661031
ACH-000013,-0.3416159938741509
ACH-000014,-0.3983542068983684
ACH-000015,-0.1045671771318442
ACH-000017,-0.36355098781738576
ACH-000018,-0.06817756375456144
ACH-000019,-0.35503445620434754
ACH-000021,-0.2919882103773603
ACH-000022,-0.20785634697318653
ACH-000025,-0.3900949239314387
ACH-000028,-0.3260466267170816
ACH-000030,-0.19354850769214768
ACH-000035,-0.3542404951361414
ACH-000036,-0.26739568841273426
ACH-000037,-0.21622822267505495
ACH-000039,-0.08716957482689289
ACH-000040,-0.2071054279947566
ACH-000041,-0.25644736178127714
ACH-000042,-0.15090738229221973
ACH-000045,-0.25440570417404285
ACH-000047,-0.1535113000429315
ACH-000052,-0.12808432611350967
ACH-000053,-0.3657460440085961
ACH-000054,-0.16203689186844947
ACH-000055,-0.12037110211184955
ACH-000060,-0.2548741691776004
ACH-000067,-0.2590626472977813
ACH-000070,-0.18658101800516586
ACH-000075,-0.3950772404229281
ACH-000078,-0.35125967756578513
ACH-000082,-0.2699596207810854
ACH-000085,-0.24372016643177666
ACH-000086,-0.4583887558988485
ACH-000087,-0.13092005774101712
ACH-000092,-0.3329933618022377
ACH-000095,-0.22692947288238144
ACH-000097,-0.21942408169796696
ACH-000098,-0.31500168979033777
ACH-000099,-0.26627061747570063
ACH-000108,-0.24660741891409846
ACH-000113,-0.15898719614361453
ACH-000116,-0.17551070473223687
ACH-000118,-0.14376206383470408
ACH-000120,-0.22540078200981345
ACH-000123,-0.347754504271579
ACH-000127,-0.3439094227274155
ACH-000128,-0.16335121999221952
ACH-000132,-0.2890389389135122
ACH-000133,-0.3139939927127141
ACH-000137,-0.290191466188095
ACH-000138,-0.1941561022420926
ACH-000142,-0.4658856199971178
ACH-000143,-0.24307287596527624
ACH-000146,-0.2600706170348055
ACH-000148,-0.25778418609664394
ACH-000150,-0.20081846534294184
ACH-000152,-0.20374004519931324
ACH-000153,-0.2167628206730864
ACH-000159,-0.1816263081346552
ACH-000160,-0.193952202815364
ACH-000163,-0.2737930647491293
ACH-000167,-0.5762084969613881
ACH-000168,-0.015262427014965831
ACH-000169,-0.2228078731799593
ACH-000178,-0.13176697446955982
ACH-000183,-0.24046517206555956
ACH-000188,-0.1799365257998604
ACH-000189,-0.4358594761657077
ACH-000190,-0.11343824157124115
ACH-000198,-0.28314247180668417
ACH-000203,-0.4840423912623689
ACH-000204,-0.3010477297690597
ACH-000206,-0.2906844958143369
ACH-000207,0.05895321023511901
ACH-000208,-0.0598821424802482
ACH-000210,-0.02195094034281524
ACH-000211,-0.2242706255991236
ACH-000215,-0.3088295015736415
ACH-000221,-0.20551889836545886
ACH-000222,-0.1482655228516528
ACH-000223,-0.17888483319077278
ACH-000226,-0.2200714017679762
ACH-000227,-0.2568167759148833
ACH-000228,-0.3528529641622735
ACH-000231,-0.3290201916915762
ACH-000232,-0.3573595340403509
ACH-000233,-0.2268177110915875
ACH-000234,-0.28606840820453194
ACH-000235,-0.23251211871045524
ACH-000237,-0.2862845180684763
ACH-000238,-0.254104566374561
ACH-000242,-0.2366569457753421
ACH-000243,-0.11507534886848587
ACH-000244,-0.26558083527566484
ACH-000246,-0.2243865834222588
ACH-000248,-0.281352056293158
ACH-000250,-0.23994390325660134
ACH-000251,-0.2075899134111905
ACH-000252,-0.0999621175118822
ACH-000253,-0.21694923769551666
ACH-000255,-0.2613531011913392
ACH-000256,-0.1804819209675592
ACH-000257,-0.2885821943756434
ACH-000258,-0.21863053502484334
ACH-000259,-0.2227885594370912
ACH-000260,-0.2647583185419893
ACH-000261,-0.1812506857486765
ACH-000262,-0.19299283438311648
ACH-000263,-0.029994290581984263
ACH-000264,-0.4298750986016932
ACH-000265,-0.162493790897689
ACH-000266,-0.1384548970394877
ACH-000272,-0.2673287965124726
ACH-000274,-0.23086510308565925
ACH-000277,-0.2839203170412852
ACH-000278,-0.3048111554723256
ACH-000279,-0.2424944985835989
ACH-000280,-0.14520022601129412
ACH-000281,-0.11990076625782398
ACH-000288,-0.3385960883395379
ACH-000291,-0.2456467639083484
ACH-000293,-0.2257315203691963
ACH-000294,-0.2386790319186568
ACH-000295,-0.10355627917518287
ACH-000296,-0.34209207110106266
ACH-000302,-0.34114636278961585
ACH-000304,0.06022819266065418
ACH-000307,-0.13334053403318932
ACH-000308,-0.30564759304780925
ACH-000310,-0.19793335708181198
ACH-000311,-0.12161190517193847
ACH-000312,-0.2512960080212828
ACH-000315,-0.2636637968691403
ACH-000316,-0.14539047130729554
ACH-000317,-0.18763219652111665
ACH-000318,-0.22143109676914002
ACH-000319,-0.2231536094000196
ACH-000320,-0.299132532533857
ACH-000322,-0.4048985694848224
ACH-000323,-0.40769763656509617
ACH-000324,-0.19906470517590769
ACH-000329,-0.2428071248550964
ACH-000330,-0.4667782573565253
ACH-000331,-0.23347212474964654
ACH-000332,-0.2334828348636596
ACH-000334,-0.4676803590003883
ACH-000335,-0.11546661902426013
ACH-000336,-0.3287185125157037
ACH-000337,-0.4326596402110404
ACH-000338,-0.2872471448787601
ACH-000339,-0.1413410386203068
ACH-000341,-0.48593649379991294
ACH-000348,-0.22442578435623306
ACH-000350,-0.17178041034185196
ACH-000352,-0.24889501358088764
ACH-000356,-0.3056166474579982
ACH-000361,-0.2637967132727388
ACH-000362,-0.1938469243586544
ACH-000363,-0.22099021575793965
ACH-000364,-0.2852473768663609
ACH-000365,-0.1809780073052826
ACH-000366,-0.24708100380455306
ACH-000368,-0.2827675382364328
ACH-000374,-0.22670994535136085
ACH-000375,-0.16725057984221658
ACH-000376,-0.2562836492007994
ACH-000381,-0.2595688302623448
ACH-000383,-0.3477506439886681
ACH-000387,-0.2083103108941743
ACH-000389,-0.014793901010942271
ACH-000390,-0.32306591921739714
ACH-000393,-0.17791247174313396
ACH-000395,-0.3946308578391691
ACH-000396,-0.16624005929611185
ACH-000397,-0.2410081576619179
ACH-000401,-0.3037288937280651
ACH-000402,-0.15332713694781466
ACH-000403,-0.2727425953168469
ACH-000404,-0.06281102358411553
ACH-000406,-0.1821451197653665
ACH-000407,-0.3309875543373575
ACH-000408,-0.04982321980180559
ACH-000410,-0.3660624775525501
ACH-000411,-0.20443351517594333
ACH-000414,-0.15438502219279346
ACH-000415,-0.23670480876342995
ACH-000416,-0.41061972235592775
ACH-000420,-0.2133931290483528
ACH-000421,-0.19687611443768188
ACH-000424,-0.2317139611511015
ACH-000425,-0.3319141748900157
ACH-000426,-0.17876806935173398
ACH-000427,-0.31350860954576193
ACH-000433,-0.3128992849174091
ACH-000435,-0.2606746851865369
ACH-000436,-0.3729983543715679
ACH-000444,-0.1806142986360648
ACH-000445,-0.3399516982417122
ACH-000448,-0.2724391887596638
ACH-000450,-0.3488729084791365
ACH-000452,-0.23681908132058854
ACH-000454,-0.4510773968244797
ACH-000458,-0.18121836237820552
ACH-000459,-0.2923772833937545
ACH-000460,-0.2422257966445818
ACH-000461,-0.2369631900251897
ACH-000463,-0.3030825772232353
ACH-000464,-0.25785393991722083
ACH-000466,-0.30106011052605586
ACH-000467,-0.25637066074688564
ACH-000468,-0.1197404708140575
ACH-000469,-0.2477805975545181
ACH-000470,-0.07758413632323835
ACH-000471,-0.14143420541822752
ACH-000472,-0.16103377661808632
ACH-000473,-0.3435244258543134
ACH-000475,-0.26851238553134965
ACH-000476,-0.2657493810130276
ACH-000477,-0.12754009256964205
ACH-000479,-0.3604822536853364
ACH-000480,-0.3273020670626639
