,ALS2CR11 (151254)
ACH-000004,0.023633440066321062
ACH-000005,0.13260916294105007
ACH-000007,0.2005319958075461
ACH-000009,0.04102915161688357
ACH-000011,0.09374137728531576
ACH-000012,0.14051004578278006
ACH-000013,0.10345622963332647
ACH-000014,0.1193197925526028
ACH-000015,0.042202146051775295
ACH-000017,0.1571197785037014
ACH-000018,-0.012185553134547394
ACH-000019,0.15182105862212
ACH-000021,0.11075146317644707
ACH-000022,-0.02432239964194941
ACH-000025,0.11392579705159232
ACH-000028,0.1699586275976087
ACH-000030,0.03278923262912385
ACH-000035,0.24470562071361884
ACH-000036,0.12978047392357306
ACH-000037,0.12003591285938373
ACH-000039,0.041509702221290426
ACH-000040,0.022104168527465436
ACH-000041,0.013291312481747091
ACH-000042,-0.047619960932853436
ACH-000045,0.07944074788928128
ACH-000047,0.06551014021067092
ACH-000052,0.0266706216698553
ACH-000053,0.0606810317911026
ACH-000054,0.09693867264737073
ACH-000055,0.15507442321561024
ACH-000060,0.033712879565269416
ACH-000067,0.09640614736338543
ACH-000070,0.013778198988562144
ACH-000075,0.03876717657311267
ACH-000078,0.1227705747317153
ACH-000082,0.07190604765600214
ACH-000085,-0.019346359543993198
ACH-000086,0.09232338867676458
ACH-000087,0.08679225645588301
ACH-000092,0.013875361940698662
ACH-000095,0.003193894799202851
ACH-000097,0.11879685076931586
ACH-000098,0.04543260013055029
ACH-000099,0.11857074115990725
ACH-000108,0.17069613114741686
ACH-000113,0.10701769592167516
ACH-000116,0.17411041257404974
ACH-000118,0.12224906348405755
ACH-000120,0.1005788858158378
ACH-000123,0.118112507248637
ACH-000127,0.06295893415047431
ACH-000128,0.18800526323966504
ACH-000132,0.16251266058845326
ACH-000133,-0.008342326814225115
ACH-000137,-0.0011705288863612276
ACH-000138,0.09190699714110616
ACH-000142,0.14705866296562295
ACH-000143,0.02634882530738102
ACH-000146,0.08316381557027754
ACH-000148,0.11488034169651105
ACH-000150,0.009888963731576658
ACH-000152,0.07566331109992792
ACH-000153,-0.01969759177259085
ACH-000159,0.13690188284219915
ACH-000160,0.13217009860483056
ACH-000163,0.07387317770973408
ACH-000167,0.18625187961418005
ACH-000168,-0.09713016404168792
ACH-000169,0.02495943343105023
ACH-000178,0.11802043499182675
