,EIF1B (10289)
ACH-000004,0.04665840815078113
ACH-000005,-0.13862055674676504
ACH-000007,-0.13111256839173838
ACH-000009,-0.03316688636425034
ACH-000011,-0.13010973574344545
ACH-000012,0.04849456721341242
ACH-000013,-0.041007761898710665
ACH-000014,0.012665112408065136
ACH-000015,-0.12994185140610767
ACH-000017,-0.07505521541644805
ACH-000018,0.02115116077489721
ACH-000019,-0.0614461241087145
ACH-000021,0.015495533211940945
ACH-000022,-0.024301940535936463
ACH-000025,-0.22167430416988612
ACH-000028,-0.009568238992385023
ACH-000030,-0.09817904529758252
ACH-000035,-0.015126347464933004
ACH-000036,-0.2027695450979512
ACH-000037,0.03313052626895284
ACH-000039,0.09670395096129153
ACH-000040,-0.07606518060998314
ACH-000041,-0.0023265406465433265
ACH-000042,-0.01439175938964511
ACH-000045,-0.12496263787606475
ACH-000047,-0.023067167937158604
ACH-000052,-0.11747213119172635
ACH-000053,-0.08783709359743695
ACH-000054,-0.0932243884293074
ACH-000055,-0.13811884440708733
ACH-000060,-0.046141600842598905
ACH-000067,-0.22899428074955025
ACH-000070,-0.03882918660074843
ACH-000075,-0.10161732193703844
ACH-000078,-0.11664503930537393
ACH-000082,0.03788052704750705
ACH-000085,-0.0696923911825994
ACH-000086,-0.03253496936651607
ACH-000087,-0.08672603885893802
ACH-000092,-0.13193467849136634
ACH-000095,-0.19623801221013995
ACH-000097,0.011378057458342493
ACH-000098,-0.30454941761884946
ACH-000099,-0.07276974834632638
ACH-000108,-0.21938846873239234
ACH-000113,-0.04591449992508767
ACH-000116,-0.09494956706333707
ACH-000118,0.0466388120770882
ACH-000120,-0.2148638096594765
ACH-000123,-0.15378468026979578
ACH-000127,-0.10079903785740403
ACH-000128,-0.05761065487464865
ACH-000132,-0.039857485348645166
ACH-000133,-0.012310422150276909
ACH-000137,-0.16574249725333828
ACH-000138,0.03435597384799122
ACH-000142,-0.15651952405620598
ACH-000143,-0.0681184666634579
ACH-000146,-0.07235778237955799
ACH-000148,-0.04857760821822844
ACH-000150,-0.2066102663852576
ACH-000152,-0.05068629322494536
ACH-000153,0.06624297636704636
ACH-000159,-0.050069948458056485
ACH-000160,-0.1005641040632937
ACH-000163,0.17792726112718896
ACH-000167,-0.015707229611647337
ACH-000168,-0.33341912530854123
ACH-000169,-0.10726833832007154
ACH-000178,-0.034177842012397285
ACH-000183,-0.12958449657304882
ACH-000188,-0.21075878401269427
ACH-000189,-0.08290400721894782
ACH-000190,-0.2272119809542424
ACH-000198,-0.026790017982371787
ACH-000203,0.08693544305824702
ACH-000204,0.03965262521314082
ACH-000206,-0.12459699519728
ACH-000207,-0.11302031065941867
ACH-000208,0.1244729804315038
ACH-000210,-0.04686095286153358
ACH-000211,-0.0439286063580345
ACH-000215,-0.11802408264379766
ACH-000221,-0.017876648003960872
ACH-000222,0.01827692506982053
ACH-000223,-0.0936475617263552
ACH-000226,-0.0672455091496376
ACH-000227,-0.35155439344093153
ACH-000228,-0.035746842304643346
ACH-000231,-0.11954147095868907
ACH-000232,-0.2258505343079219
ACH-000233,-0.15245123191119914
ACH-000234,-0.11886549816627695
ACH-000235,-0.07407563325938027
ACH-000237,-0.04105641603410756
ACH-000238,0.017804172630514044
ACH-000242,-0.05161081614565919
ACH-000243,-0.05012623622386718
ACH-000244,-0.15203814156088866
ACH-000246,-0.17782707626540034
ACH-000248,-0.11465991122555373
ACH-000250,-0.061166264116604176
ACH-000251,0.15545738128939246
ACH-000252,-0.04469861221768765
ACH-000253,0.05758049210920262
ACH-000255,0.03344297000484832
ACH-000256,0.15191817347689882
ACH-000257,-0.008570628040965665
ACH-000258,-0.09926234980269613
ACH-000259,-0.04104436941663212
ACH-000260,-0.15519903325159404
ACH-000261,-0.11020115474305503
ACH-000262,-0.0922164285429542
ACH-000263,-0.08441463005841875
ACH-000264,-0.057555257208754936
ACH-000265,-0.01901648457420953
ACH-000266,-0.10508265913490863
ACH-000272,-0.06143268527604075
ACH-000274,-0.054854149033870064
ACH-000277,-0.18944133785001227
ACH-000278,-0.11474941037845232
ACH-000279,-0.16353519340367353
ACH-000280,-0.07740648873744856
ACH-000281,0.05018540187011648
ACH-000288,0.019403755492114875
ACH-000291,-0.1444519574374866
ACH-000293,-0.07253066500833229
ACH-000294,-0.1122107722967042
ACH-000295,-0.3580725752555365
ACH-000296,-0.07879723869952636
ACH-000302,-0.08101709266832251
ACH-000304,-0.2368651593178412
ACH-000307,-0.0009654666900090877
ACH-000308,-0.05112511736028599
ACH-000310,-0.2061140926201075
ACH-000311,-0.19528420259101947
ACH-000312,-0.005565945640910018
ACH-000315,-0.10206505175444187
ACH-000316,0.043584464508215306
ACH-000317,-0.03156993694678858
ACH-000318,-0.06266301012925425
ACH-000319,-0.11924463408829995
ACH-000320,0.06509296973204465
ACH-000322,-0.09144222945041483
ACH-000323,-0.12568492567261716
ACH-000324,-0.14842016840216485
ACH-000329,-0.08779260170508857
ACH-000330,-0.11953018130098972
ACH-000331,-0.15500858294687486
ACH-000332,-0.11916309849235845
ACH-000334,-0.11413866088947405
ACH-000335,-0.009005537755067336
ACH-000336,-0.2718284422125153
ACH-000337,-0.09241974193584596
ACH-000338,-0.6777522219033679
ACH-000339,-0.12438963406428576
ACH-000341,0.05087176195004891
ACH-000348,-0.10378230859145432
ACH-000350,-0.013022207114282454
ACH-000352,-0.10716582481225967
ACH-000356,0.25705835499314816
ACH-000361,0.08471683561188208
ACH-000362,-0.1283468798345831
ACH-000363,-0.09222895015180263
ACH-000364,-0.09529184413377656
ACH-000365,-0.06621144085826088
ACH-000366,-0.12619570901466193
ACH-000368,-0.1585230901995427
ACH-000374,-0.23818578218623826
ACH-000375,-0.027009586153199854
ACH-000376,-0.01967715792761647
ACH-000381,-0.10598231524440928
ACH-000383,-0.06540513315314904
ACH-000387,-0.07330826414917782
ACH-000389,-0.07925065959332372
ACH-000390,-0.10309500341437933
ACH-000393,-0.15795438338427575
ACH-000395,-0.16113572505241655
ACH-000396,0.03227682945353122
ACH-000397,-0.08285006929203928
ACH-000401,0.001890775333859736
