,CLCC1 (23155)
ACH-000331,-0.5315440291800009
ACH-000332,-0.4839276760816695
ACH-000334,-0.4718218757490398
ACH-000335,-0.22134453296650952
ACH-000336,-0.3605276616580541
ACH-000337,-0.6331846266848948
ACH-000338,-0.02336033810733735
ACH-000339,-0.3305257441494764
ACH-000341,-0.4112526966174047
ACH-000348,-0.5287607644616099
ACH-000350,-0.5182989058735249
ACH-000352,-0.345728067910509
ACH-000356,-0.3639213765013684
ACH-000361,-0.5110403316856399
ACH-000362,-0.3273736934499781
ACH-000363,-0.6889106629396933
ACH-000364,-0.24128118890020164
ACH-000365,-0.5943079694760921
ACH-000366,-0.24834137458307198
ACH-000368,-0.3772590762755836
ACH-000374,-0.4335509395411769
ACH-000375,-0.34941173637626444
ACH-000376,-0.3777582807687751
ACH-000381,-0.3577517509279733
ACH-000383,-0.20131918548109126
ACH-000387,-0.25802964500001824
ACH-000389,-0.4639507812663394
ACH-000390,-0.3190597759106053
ACH-000393,-0.2766058644420776
ACH-000395,-0.36191101288412186
ACH-000396,-0.023895212047638545
ACH-000397,-0.2822850494696689
ACH-000401,-0.5190584998246853
ACH-000402,-0.2344526784286276
ACH-000403,-0.31775712642199816
ACH-000404,-0.4338372981966615
ACH-000406,-0.3807896906810189
ACH-000407,-0.3502156455873157
ACH-000408,-0.34602296726447385
ACH-000410,-0.34740348521001524
ACH-000411,-0.36662111072375214
ACH-000414,-0.3814007516946387
ACH-000415,-0.2908449314019071
ACH-000416,-0.20827527100317467
ACH-000420,-0.2843461843867805
ACH-000421,-0.2925947200036508
ACH-000424,-0.3128192311477637
ACH-000425,-0.6288878503887521
ACH-000426,-0.6616970961493355
ACH-000427,-0.2413097704104505
ACH-000433,-0.3696415703167927
ACH-000435,-0.2880714964933655
ACH-000436,-0.2204259588589084
ACH-000444,-0.24047624295454656
ACH-000445,-0.09557339756491487
ACH-000448,-0.3065729797300477
ACH-000450,-0.13587968418001456
ACH-000452,-0.2852492977520019
ACH-000454,-0.30530977480859395
ACH-000458,-0.3462688811830333
ACH-000459,-0.12592522733448006
ACH-000460,-0.2028598915677169
ACH-000461,-0.2507693555590616
ACH-000463,-0.25671311877129793
ACH-000464,-0.3006482873284385
ACH-000466,-0.3596119533891265
ACH-000467,-0.271333042087816
ACH-000468,-0.3429469018792408
ACH-000469,-0.3804832505771472
ACH-000470,-0.39817602735321095
ACH-000471,-0.3838365859965343
ACH-000472,-0.2243382811594429
ACH-000473,-0.31093891812195656
ACH-000475,-0.2381921719775458
ACH-000476,-0.17503924640959465
ACH-000477,-0.2369222670624485
ACH-000479,-0.4754077804199406
ACH-000480,-0.28493568269915115
ACH-000481,-0.3215252654085081
ACH-000483,-0.5249249224272617
ACH-000484,-0.16312860996163953
ACH-000485,-0.3445762596149473
ACH-000486,-0.19368047293410506
ACH-000487,-0.2190292993196742
ACH-000488,-0.2340666392791985
ACH-000490,-0.26704905169108684
ACH-000491,-0.5191848866486873
ACH-000495,-0.2515015591238262
ACH-000496,-0.3831132171922057
ACH-000499,-0.15555218748931166
ACH-000500,-0.44152826422619107
ACH-000502,-0.3284038058513133
ACH-000503,-0.2649068545180665
ACH-000505,-0.2597625966048174
ACH-000507,-0.42845593594813264
ACH-000510,-0.3070949223533843
ACH-000511,-0.444811377346796
ACH-000512,-0.3831324599554524
ACH-000516,-0.5324187460809953
ACH-000517,-0.265389866690177
ACH-000518,-0.29420570853716704
ACH-000520,-0.2697876565687074
ACH-000521,-0.2730510506933733
ACH-000522,-0.3610822548087171
ACH-000524,-0.23733418956466276
ACH-000527,-0.4965101538264372
ACH-000528,-0.33426780555722385
ACH-000537,-0.5186473493639293
ACH-000541,-0.3788305146804759
ACH-000542,-0.39688106589105104
ACH-000544,-0.12913801222241422
ACH-000545,-0.4122853909112546
ACH-000547,-0.06541076315183154
ACH-000548,-0.5509519989896411
ACH-000549,-0.3041768434921985
ACH-000550,-0.44680338581161183
ACH-000552,-0.4907904386746577
ACH-000556,-0.3799685109230401
ACH-000557,-0.2069027705502694
ACH-000569,-0.08841146275733783
ACH-000570,-0.2283530303324648
ACH-000571,-0.3703237756407564
ACH-000573,-0.3584461435003662
ACH-000576,-0.3135547604216796
ACH-000579,-0.3824509144383632
ACH-000580,-0.4349636922434504
ACH-000584,-0.5506954952919598
ACH-000585,-0.4437163823294777
ACH-000588,-0.5709700845988963
ACH-000589,-0.2777884650015087
ACH-000591,-0.3953675709012859
ACH-000593,-0.3464979850794541
ACH-000600,-0.2730192245552786
ACH-000601,-0.09985412863309837
ACH-000605,-0.4575628339067353
ACH-000606,-0.22445034065842304
ACH-000608,-0.146018837967049
ACH-000614,-0.6936394346150836
ACH-000616,-0.4987808999475074
ACH-000618,-0.1680543177841753
ACH-000619,-0.08105657306397576
ACH-000620,-0.3884464655402581
ACH-000621,-0.21652276601982934
ACH-000622,-0.2814814132179848
ACH-000623,-0.270990293204614
ACH-000624,-0.19647442638039475
ACH-000627,-0.5196897134646599
ACH-000630,-0.4929472624982826
ACH-000631,-0.3779607546348718
ACH-000632,-0.3171515726908162
ACH-000633,-0.13172878459331056
ACH-000637,-0.2605966239660877
ACH-000638,-0.4940374604141562
ACH-000646,-0.1163788437079734
ACH-000647,-0.16562279172287686
ACH-000648,-0.3630378126876557
ACH-000649,-0.3495315175855414
ACH-000651,-0.13228116230648784
ACH-000652,-0.2198562330568612
ACH-000653,-0.27763007013363783
ACH-000657,-0.3285569502913959
ACH-000658,-0.4411947239703974
ACH-000661,-0.5117782354421966
ACH-000662,-0.2327860044616076
ACH-000663,-0.3419556054711488
ACH-000665,-0.2655711904574083
ACH-000671,-0.6580528301044959
ACH-000672,-0.5918210472495352
ACH-000673,-0.349560578717449
ACH-000676,-0.2410510467032521
ACH-000677,-0.1929291781564408
ACH-000681,-0.1594947821367093
ACH-000683,-0.13102983422242767
ACH-000684,-0.2700108864047525
ACH-000688,-0.4580013688507338
ACH-000693,-0.09708952591522592
ACH-000694,-0.22187484562236587
ACH-000695,-0.060903941999738725
ACH-000696,-0.3357986824168833
ACH-000697,-0.6818779373909265
ACH-000699,-0.17440691440879655
ACH-000701,-0.15799278070464634
ACH-000706,-0.2344663432657647
ACH-000711,-0.2090263585109764
ACH-000713,-0.4730819736389181
ACH-000714,-0.3931099953139959
ACH-000718,-0.07037294042546581
ACH-000720,-0.3991818639368143
ACH-000721,-0.4915851276746227
ACH-000724,-0.3814020211883929
ACH-000725,-0.5533857357827242
ACH-000732,-0.6951946494791824
ACH-000734,-0.22847282697888124
ACH-000735,-0.2325324135531659
ACH-000736,-0.2495805319250485
ACH-000738,-0.2698839272271758
ACH-000746,-0.15256795422051428
ACH-000747,-0.27733327239670863
ACH-000748,-0.2264875749933004
ACH-000753,-0.37631258999502265
ACH-000756,-0.13680963643499902
ACH-000757,-0.2430248395894169
ACH-000758,-0.20679976780237005
ACH-000760,-0.15710000877817154
ACH-000762,-0.2021207168533574
ACH-000763,-0.16323662522160434
ACH-000764,-0.379142973435427
ACH-000765,-0.5534965962896696
ACH-000766,-0.18054509141627195
ACH-000767,-0.31532137599036114
ACH-000768,-0.30053140003214274
ACH-000769,-0.3510569209953054
ACH-000770,-0.42003207166740897
ACH-000771,-0.2827448452553297
ACH-000773,-0.2250394081238604
ACH-000776,-0.1351788290976194
ACH-000777,-0.2356106558764903
ACH-000778,-0.3131073063546548
ACH-000781,-0.19234480344589072
ACH-000782,-0.4723693117211454
ACH-000783,-0.2853768465080864
ACH-000784,-0.2724684949496138
ACH-000785,-0.2526360629431317
ACH-000787,-0.4355173377695839
ACH-000788,-0.3156358151457309
ACH-000791,-0.3045070533453432
ACH-000792,-0.3265096926088604
ACH-000794,-0.3744309767204749
ACH-000796,-0.3254916286301209
ACH-000798,-0.33612180933151337
ACH-000799,-0.3236522988539885
ACH-000800,-0.2243027303340744
ACH-000802,-0.2236420209850506
ACH-000804,-0.2411187684376908
ACH-000805,-0.4796307798561947
ACH-000809,-0.14549804183528578
ACH-000810,-0.2968745810094268
ACH-000811,-0.38086295525640185
ACH-000817,-0.2943596949513541
ACH-000819,-0.340189055720274
ACH-000820,-0.27858607728657925
ACH-000821,-0.2865033291594643
ACH-000822,-0.14689779849309526
ACH-000823,-0.23673558551883095
ACH-000824,-0.2152581672568647
ACH-000827,-0.5261361730839724
ACH-000829,-0.2404638058543715
ACH-000831,-0.3110264079044612
ACH-000832,-0.5310488083483699
ACH-000833,-0.3522097741482847
ACH-000834,-0.4028107014624236
ACH-000835,-0.3982836209949065
ACH-000836,-0.4355401566189501
ACH-000837,-0.2506646437461031
ACH-000838,-0.3854957639531599
ACH-000839,-0.4146931629465818
ACH-000840,-0.5949855471290475
ACH-000841,-0.4307156129782029
ACH-000843,-0.1551407457838661
ACH-000846,-0.2771158852183777
ACH-000847,-0.478752025753928
ACH-000848,-0.2429355072616189
ACH-000849,-0.3627406442128656
ACH-000851,-0.4612943673218819
ACH-000855,-0.5180026113203384
ACH-000856,-0.20249498395392565
ACH-000858,-0.25782190714345243
ACH-000859,-0.2866512527999253
ACH-000861,-0.3648764378773515
ACH-000862,-0.17918906129389234
ACH-000865,-0.2958054437189443
ACH-000866,-0.12712746903734032
ACH-000867,-0.2963263006422444
ACH-000869,-0.22334499042175945
ACH-000872,-0.4995873945254182
ACH-000873,-0.12989625371686256
ACH-000876,-0.15635173664467958
ACH-000878,-0.2330185029362145
ACH-000880,-0.2984211454780378
ACH-000881,-0.378206540344738
ACH-000882,-0.3721583798067424
ACH-000884,-0.4920621735136525
ACH-000885,-0.38731399967763147
ACH-000887,-0.3712610276369354
ACH-000889,-0.21960715681852092
ACH-000896,-0.3253181681641755
ACH-000898,-0.4868527768265537
ACH-000900,-0.07299574567335405
ACH-000901,-0.3365902705919128
ACH-000905,-0.4146877240380592
ACH-000906,-0.34466627213742396
ACH-000907,-0.3819189310375575
ACH-000910,-0.14810576767484268
ACH-000911,-0.2783578973937792
ACH-000912,-0.4971003458928048
ACH-000913,-0.2492497127170072
ACH-000915,-0.4242266916391239
ACH-000916,-0.4633961993915666
ACH-000917,-0.26194067268657056
ACH-000920,-0.061421417544354324
ACH-000921,-0.5092866996849851
ACH-000924,-0.16806196707241433
ACH-000926,-0.3013220664852592
ACH-000928,-0.4763413109878165
ACH-000929,-0.6081659430685944
ACH-000932,-0.2815803430347945
ACH-000935,-0.5653487280667276
ACH-000936,-0.3608832109369087
ACH-000937,-0.19773119174374626
ACH-000938,-0.274581152636518
ACH-000939,-0.4576308182909449
ACH-000941,-0.1176962492564251
ACH-000943,-0.3597657407656847
ACH-000946,-0.2454410286737859
ACH-000947,-0.19222228843407532
ACH-000948,-0.5102080870480149
ACH-000950,-0.3676308536759796
ACH-000953,-0.6271649022065772
ACH-000954,-0.15484377300846008
ACH-000957,-0.07372863388262968
ACH-000958,-0.24448751866822666
ACH-000960,-0.27762830307478553
ACH-000963,-0.19625617042462465
ACH-000968,-0.7171074077647679
ACH-000969,-0.32341988761206797
ACH-000972,-0.002806321479411886
ACH-000973,-0.2170882445515207
ACH-000974,-0.2017969767423493
ACH-000978,-0.2126141447324503
ACH-000984,0.0020408428433401717
ACH-000986,-0.3133021278795143
ACH-000988,-0.4014158595222217
ACH-000993,-0.2763689484105691
ACH-000994,-0.3090269624278631
ACH-000996,-0.17813842308916594
ACH-001001,-0.19922528167668035
ACH-001020,-0.26394710679539457
ACH-001028,-0.1617255516110805
ACH-001031,-0.165001112361826
ACH-001038,-0.1589534280346597
ACH-001048,-0.43712727726315576
ACH-001050,-0.4820338052558853
ACH-001053,-0.4644679418976404
ACH-001054,-0.3291081294410321
ACH-001061,-0.2557694595475789
ACH-001067,-0.4197158616358441
ACH-001075,-0.1179439745041428
ACH-001096,-0.17700796261103702
ACH-001111,-0.32176035456055185
ACH-001119,-0.1817929912310121
ACH-001128,-0.20370214743466752
ACH-001134,-0.590292281540636
ACH-001151,-0.3809665792788071
ACH-001163,-0.31598947331814736
ACH-001164,-0.2315776730087715
ACH-001183,-0.3545147177151936
ACH-001192,-0.10264160098019724
ACH-001193,-0.21660163882695355
ACH-001196,-0.2481605987132988
ACH-001197,-0.23229266565485096
ACH-001205,-0.05418948974990275
ACH-001211,-0.3745261204941913
ACH-001212,-0.35084880935819635
ACH-001228,-0.07371677292494654
ACH-001232,-0.4160655205941318
ACH-001239,-0.2499764266821157
ACH-001270,-0.4140030192434492
ACH-001274,-0.21927912043461484
ACH-001275,-0.1630166452091726
ACH-001277,-0.2677309004593921
ACH-001278,-0.4119589756942432
ACH-001280,-0.5414535627438583
ACH-001283,-0.1343058056143644
ACH-001289,-0.2629150073413197
ACH-001300,-0.08450853521887201
ACH-001301,-0.205325711005742
ACH-001302,-0.2967112323463363
ACH-001306,-0.37770091627459934
ACH-001318,-0.30211486127121856
ACH-001322,-0.3271702397007985
ACH-001328,-0.385517901899757
ACH-001332,-0.1720905357552867
ACH-001336,-0.3685507011242637
ACH-001346,-0.3498284931651991
ACH-001353,-0.29550951164708583
ACH-001354,-0.2994235312963304
ACH-001367,-0.09984428295486612
ACH-001368,-0.19589937049498396
ACH-001374,-0.2835783097724434
ACH-001377,-0.14378853002888228
ACH-001380,-0.5401393139661607
ACH-001391,-0.38684449250559055
ACH-001408,-0.20563924248502571
ACH-001430,-0.22229645254069974
ACH-001431,-0.3308806505519138
ACH-001450,-0.26793701663545066
ACH-001496,-0.5694389468760204
ACH-001500,-0.40671709942377204
ACH-001523,-0.2473786680488092
ACH-001532,-0.6226706468682313
ACH-001550,-0.3158621877448169
ACH-001552,-0.1401210598514442
ACH-001554,-0.2863146765117693
ACH-001654,-0.2426802675281212
ACH-001735,-0.18413716973773592
ACH-001736,-0.4110208096148569
ACH-001737,-0.5576298616892651
ACH-001740,-0.3011550555799645
ACH-001745,-0.20269214333437716
ACH-001765,-0.1520340319777367
