,OR5A1 (219982)
ACH-000004,0.06938385221931344
ACH-000005,-0.4598253033125583
ACH-000007,-0.3313751302649621
ACH-000009,-0.030295248073035463
ACH-000011,0.02554267447202727
ACH-000012,-0.08118277816665051
ACH-000013,-0.10586261850026073
ACH-000014,-0.03135676489149483
ACH-000015,-0.0928959018921032
ACH-000017,-0.08237179260117836
ACH-000018,0.14813934103620122
ACH-000019,-0.1436633106197099
ACH-000021,-0.2461535106159176
ACH-000022,-0.13622848205983354
ACH-000025,-0.14710157393436596
ACH-000028,-0.12235080797526232
ACH-000030,-0.15225552904529693
ACH-000035,-0.24704137179767274
ACH-000036,-0.17576308408789673
ACH-000037,-0.15396748650481668
ACH-000039,-0.18778795630596792
ACH-000040,-0.04282474832111935
ACH-000041,-0.14632600073655433
ACH-000042,-0.21670421101850396
ACH-000045,-0.07318390259856253
ACH-000047,-0.04759771343115423
ACH-000052,-0.2613637383629749
ACH-000053,-0.13777610724060935
ACH-000054,-0.10804395769025946
ACH-000055,-0.09338812888997408
ACH-000060,-0.07017281561524595
ACH-000067,-0.035302425053048266
ACH-000070,-0.1457948229698238
ACH-000075,-0.182729348800066
ACH-000078,-0.094318383886262
ACH-000082,-0.1077528564021277
ACH-000085,-0.2710734370632182
ACH-000086,-0.35347688387495274
ACH-000087,-0.21938545912242108
ACH-000092,-0.17692818681294234
ACH-000095,-0.04736052027316405
ACH-000097,-0.22134987278512536
ACH-000098,-0.06310869893891592
ACH-000099,-0.1262781100727447
ACH-000108,-0.25958143742386963
ACH-000113,-0.08878408957895391
ACH-000116,-0.27263972282112303
ACH-000118,-0.2678793543640988
ACH-000120,-0.07527442628667577
ACH-000123,-0.14379073502910208
ACH-000127,-0.12063243435673687
ACH-000128,-0.10054934546284992
ACH-000132,-0.1796110404256151
ACH-000133,-0.2566205010345183
ACH-000137,-0.03911144991850378
ACH-000138,-0.09109476481214283
ACH-000142,-0.24674333227931045
ACH-000143,-0.11273403773740193
ACH-000146,-0.1521754130774352
ACH-000148,-0.09018592327851872
ACH-000150,-0.1973036297533114
ACH-000152,-0.0642668870684727
ACH-000153,0.009525131233209746
ACH-000159,-0.07557981698563493
ACH-000160,-0.17073701742583916
ACH-000163,-0.1297871732353262
ACH-000167,-0.19146902879967512
ACH-000168,-0.11055850566781424
ACH-000169,-0.13060936122920128
ACH-000178,-0.1579920705037872
ACH-000183,-0.2180412053537857
ACH-000188,-0.2573746732929971
ACH-000189,-0.2311151136879674
ACH-000190,-0.09225264835522856
ACH-000198,-0.05874656131886725
ACH-000203,-0.3351013283688145
ACH-000204,-0.13675938602908924
