,OR2AT4 (341152)
ACH-000004,0.23681765194855575
ACH-000005,0.016307815967602782
ACH-000007,0.10168562906523444
ACH-000009,0.23996477326978566
ACH-000011,0.13051338279830108
ACH-000012,0.023646219754574056
ACH-000013,0.0895181073015702
ACH-000014,-0.024576116882381482
ACH-000015,0.04072519363910077
ACH-000017,0.04714472518138002
ACH-000018,0.15661610365035306
ACH-000019,0.1283784698031848
ACH-000021,0.15442491855770815
ACH-000022,0.1204276015378562
ACH-000025,0.17053353780344635
ACH-000028,0.11805037113139435
ACH-000030,0.1301909050510031
ACH-000035,0.2652788987433544
ACH-000036,0.16439522919936975
ACH-000037,0.2553177264517616
ACH-000039,-0.06286887602975423
ACH-000040,0.19252473940622888
ACH-000041,0.28380119131790305
ACH-000042,0.03527227230202948
ACH-000045,0.19439570621274008
ACH-000047,0.15924883444670854
ACH-000052,0.1781026439201759
ACH-000053,0.0517748072040066
ACH-000054,0.06378439520032753
ACH-000055,0.2723697061354343
ACH-000060,0.14949367281827788
ACH-000067,0.2683633130566301
ACH-000070,0.092000801269218
ACH-000075,-0.07338631901987054
ACH-000078,0.0906075689622812
ACH-000082,0.07300757670788717
ACH-000085,-0.02097171169041476
ACH-000086,0.0005210344104017375
ACH-000087,0.09347921147030044
ACH-000092,0.14371492550486262
ACH-000095,0.0961995550691706
ACH-000097,0.03559851357595279
ACH-000098,0.21657037441384586
ACH-000099,0.14363278955967024
ACH-000108,0.16800858439184638
ACH-000113,-0.0518516333425894
ACH-000116,0.010142953067566376
ACH-000118,0.047709325253939006
ACH-000120,0.05711604459806361
ACH-000123,0.14264959295842147
ACH-000127,0.2542580171797203
ACH-000128,0.23322631617334696
ACH-000132,0.11189111976184353
ACH-000133,-0.12212108974448002
ACH-000137,0.0561878460702968
ACH-000138,0.0680054694313202
ACH-000142,0.11585153179694295
ACH-000143,-0.02090280271079181
ACH-000146,0.09102787844634634
ACH-000148,0.062269071176114785
ACH-000150,0.12500763055091133
ACH-000152,0.018390764542461743
ACH-000153,0.15957511001007715
ACH-000159,0.27618491112609883
ACH-000160,0.252609435449117
ACH-000163,0.17756384589398327
ACH-000167,0.16223324673835504
ACH-000168,0.34212041205986965
ACH-000169,0.16969742337805968
ACH-000178,0.16278487150042467
ACH-000183,0.16109089599812526
ACH-000188,0.06484759254638478
ACH-000189,0.1723737580847991
ACH-000190,0.027626692592132962
ACH-000198,0.11480017030282565
ACH-000203,0.248595165577266
ACH-000204,0.39107832195376735
ACH-000206,0.09804784012919034
ACH-000207,0.03504848057131868
ACH-000208,0.28063689088986665
ACH-000210,0.017357158371400075
ACH-000211,0.13382262372280354
ACH-000215,0.1429367106380403
ACH-000221,0.2701306313401929
ACH-000222,0.11306403637963272
ACH-000223,0.05627759260320022
ACH-000226,0.13299534170509655
ACH-000227,0.028152544837950717
ACH-000228,0.02857279995201501
ACH-000231,0.1551599818776971
ACH-000232,0.08092181588607619
ACH-000233,0.08090263315161568
ACH-000234,0.11772991177214027
ACH-000235,0.05819950387361709
ACH-000237,0.08693330554360727
ACH-000238,0.08105948709207965
ACH-000242,-0.1799723809487353
ACH-000243,0.09012319235323638
ACH-000244,0.09550041511069132
ACH-000246,0.17607527986219446
ACH-000248,0.1753908473284185
ACH-000250,0.18011528987205927
ACH-000251,0.3083626130651005
ACH-000252,0.11671624912535535
ACH-000253,0.09545990131143184
ACH-000255,0.10488968674917996
ACH-000256,-0.03524476542986741
ACH-000257,0.08762269283360914
ACH-000258,0.16412118146246565
ACH-000259,0.10003439143586916
ACH-000260,0.19108596067720304
ACH-000261,0.1200543476975569
ACH-000262,0.22717770066943999
ACH-000263,0.11706437780024262
ACH-000264,0.06432137913742139
ACH-000265,0.1899642894410252
ACH-000266,0.08832553744797927
ACH-000272,0.2577991497987752
ACH-000274,-0.3924777161765986
ACH-000277,-0.11312896130037538
ACH-000278,0.20414894814211404
ACH-000279,0.22611260385761306
ACH-000280,0.06461866761003264
ACH-000281,0.11472683764751965
ACH-000288,0.013528808868955288
ACH-000291,0.25925292855245424
ACH-000293,0.09380993744627256
ACH-000294,0.04234999466564337
ACH-000295,0.053315015034384884
ACH-000296,0.09645465816602736
ACH-000302,0.18878481942324846
ACH-000304,-0.10865261022903412
ACH-000307,0.15224083504003205
ACH-000308,0.09008429276054156
ACH-000310,0.1258998630054069
ACH-000311,-0.0431394738652312
ACH-000312,0.07082273404583085
ACH-000315,0.05924310668072975
ACH-000316,0.021258273945260937
ACH-000317,0.2920582399993866
ACH-000318,0.07478694385921432
ACH-000319,0.10871218175916336
