,PITPNC1 (26207)
ACH-000004,0.07491332457609305
ACH-000005,-0.07901512484301591
ACH-000007,-0.10606034072933893
ACH-000009,0.002826305278581113
ACH-000011,-0.029600196631138158
ACH-000012,-0.13454116993438855
ACH-000013,0.1196683412892166
ACH-000014,0.23070017950362506
ACH-000015,0.1218237141520216
ACH-000017,0.06751757832490933
ACH-000018,-0.007452996689987077
ACH-000019,-0.06732154563933503
ACH-000021,0.10414871930644333
ACH-000022,0.05311127917596351
ACH-000025,0.15745097829280885
ACH-000028,-0.07947385130596557
ACH-000030,0.0845505560770329
ACH-000035,-0.02129386074160085
ACH-000036,0.06869990847979075
ACH-000037,-0.17325500374253386
ACH-000039,0.07251185705440752
ACH-000040,-0.028041987038080318
ACH-000041,0.048508359159682816
ACH-000042,-0.0103803967081753
ACH-000045,-0.0592893122071365
ACH-000047,-0.049457396829145205
ACH-000052,0.2357803328049261
ACH-000053,0.09672971603600264
ACH-000054,-0.01632961255587973
ACH-000055,0.02792854096089696
ACH-000060,0.12176213541752165
ACH-000067,0.024296543571298825
ACH-000070,0.19755592050898702
ACH-000075,0.000517224698897374
ACH-000078,-0.13388492517884493
ACH-000082,0.02449347749198869
ACH-000085,0.07948046986193531
ACH-000086,-0.19358273821610897
ACH-000087,-0.15440336161181434
ACH-000092,0.10982683175740947
ACH-000095,0.09633399282911934
ACH-000097,0.11890597259574733
ACH-000098,0.0900565075746542
ACH-000099,0.024516777955863444
ACH-000108,0.06088812953105471
ACH-000113,0.10019352434959608
ACH-000116,0.06775700570211178
ACH-000118,-0.042409801528217904
ACH-000120,-0.12034778177901008
ACH-000123,0.07406351975286159
ACH-000127,0.031259992451846845
ACH-000128,0.2424813056465188
ACH-000132,-0.073347789546288
ACH-000133,0.16062326827589835
ACH-000137,-0.025890049222790708
ACH-000138,0.06375455524223128
ACH-000142,0.012565644980387177
ACH-000143,-0.03307283063141372
ACH-000146,0.057719999006762
ACH-000148,-0.018193471807283985
ACH-000150,0.26738916553624004
