,EPC1 (80314)
ACH-000004,-0.41692101580975377
ACH-000005,-0.049337679512692655
ACH-000007,-0.4634122234750225
ACH-000009,-0.7017231093031796
ACH-000011,-0.5680406601630673
ACH-000012,-0.35689187886177354
ACH-000013,-0.17651743360808556
ACH-000014,-0.1533604093255553
ACH-000015,-0.2684078766745112
ACH-000017,-0.530014085281
ACH-000018,-0.2704976397656564
ACH-000019,-0.5744168742246933
ACH-000021,-0.5396545459531106
ACH-000022,-0.3916132787927084
ACH-000025,-0.2780004240193884
ACH-000028,-0.2571071296682904
ACH-000030,-0.3794141431649428
ACH-000035,-0.4769761713157111
ACH-000036,-0.4523180116665753
ACH-000037,-0.25525570172445594
ACH-000039,-0.3853973808979072
ACH-000040,-0.4870639389140559
ACH-000041,-0.2236178779086094
ACH-000042,-0.16717866032297438
ACH-000045,-0.4091098937467579
ACH-000047,-0.2340167697005036
ACH-000052,-0.4363500219534067
ACH-000053,-0.3146744415517646
ACH-000054,-0.3827719113255145
ACH-000055,-0.3757475890321521
ACH-000060,-0.3972949159528914
ACH-000067,-0.30809173608607404
ACH-000070,-0.04480019029092111
ACH-000075,-0.30751038144723525
ACH-000078,-0.1541491839559527
ACH-000082,-0.09785450745551014
ACH-000085,-0.7346304017248511
ACH-000086,-0.4437978521542961
ACH-000087,-0.20116632853829736
ACH-000092,-0.26926679370380896
ACH-000095,-0.4560208920803567
ACH-000097,-0.4173270170366032
ACH-000098,-0.2370366982874234
ACH-000099,-0.19130988646794364
ACH-000108,-0.3071971440014057
ACH-000113,-0.4505669765331743
ACH-000116,-0.2631273015076676
ACH-000118,-0.12239357223744195
ACH-000120,-0.4806642503636135
ACH-000123,-0.3371704222818763
ACH-000127,-0.2401001544877427
ACH-000128,-0.1912311911291939
ACH-000132,-0.2870724456303751
ACH-000133,-0.2448745910772297
ACH-000137,-0.25469518174493905
ACH-000138,-0.5416726243330031
ACH-000142,-0.29894571748886456
ACH-000143,0.0007304835351602813
ACH-000146,-0.4172396178919068
ACH-000148,-0.4867875848488609
ACH-000150,-0.4551493847389628
ACH-000152,-0.1077910875726388
ACH-000153,-0.4956651385365165
ACH-000159,-0.18939096291397545
ACH-000160,0.08818008743599495
ACH-000163,-0.16089390323609284
ACH-000167,0.6523667403766049
ACH-000168,-0.21254642085683612
ACH-000169,-0.2943450749962441
ACH-000178,-0.5086867690415765
ACH-000183,-0.485173364681124
ACH-000188,-0.235932555315082
ACH-000189,-0.3700267932977889
ACH-000190,-0.10191125239762887
ACH-000198,-0.4352176089790197
ACH-000203,-0.4354578682600721
ACH-000204,-0.7395732727251112
ACH-000206,-0.6491441524177947
ACH-000207,-0.32420804280400456
ACH-000208,-0.42454019674885546
ACH-000210,0.05921729216526792
ACH-000211,-0.24695333029908986
ACH-000215,-0.23458450514469986
ACH-000221,-0.3191382878062626
ACH-000222,-0.3287643844154537
ACH-000223,-0.4467213704412844
ACH-000226,-0.475518849330653
ACH-000227,-0.18271210656250836
ACH-000228,-0.3341809296374869
ACH-000231,-0.3644972836904605
ACH-000232,-0.35255506907051704
ACH-000233,-0.5937237212260128
ACH-000234,-0.5172443526126592
ACH-000235,-0.30091552498525564
ACH-000237,-0.3244085703782698
ACH-000238,-0.17077357413502675
ACH-000242,-0.10173667368035147
ACH-000243,-0.2261143135266872
ACH-000244,-0.46366472649406704
ACH-000246,-0.08991685381763602
ACH-000248,-0.4589037648477763
ACH-000250,-0.2340262981922968
ACH-000251,-0.22349971813336986
ACH-000252,-0.4908842959534773
ACH-000253,-0.2669422697248893
ACH-000255,-0.34906310092537457
ACH-000256,-0.2253494663697332
ACH-000257,-0.16801514406290058
ACH-000258,-0.6757703839116502
ACH-000259,-0.7198809018502694
ACH-000260,-0.08861739625440153
ACH-000261,-0.3199343368232738
ACH-000262,-0.1844647757886208
ACH-000263,-0.6815061067462834
ACH-000264,-0.2999503133120213
ACH-000265,-0.2828626168905014
ACH-000266,-0.38470272984710496
ACH-000272,-0.4416259291249704
ACH-000274,-0.234129289809154
ACH-000277,-0.5864985294706042
ACH-000278,-0.3914210678812753
ACH-000279,-0.16806300592446047
ACH-000280,-0.3999439339474453
ACH-000281,-0.2193787020249526
ACH-000288,-0.5679170158825562
ACH-000291,-0.27664594728468395
ACH-000293,-0.32419857485884274
ACH-000294,-0.3093300030776416
ACH-000295,-0.4319480290809407
ACH-000296,-0.32740676905275184
ACH-000302,-0.2961917225888343
ACH-000304,-0.13240505907673755
ACH-000307,-0.2990263754349736
ACH-000308,-0.5057019560055317
ACH-000310,-0.369778614534125
ACH-000311,-0.3587510842823865
ACH-000312,-0.053394045738741014
ACH-000315,-0.023563879830543654
ACH-000316,-0.15043869688008693
ACH-000317,-0.5376884685337937
ACH-000318,-0.6018052507154279
ACH-000319,-0.3435899409522506
ACH-000320,-0.0585242184711662
ACH-000322,-0.4804444788533365
ACH-000323,-0.2458963355939597
ACH-000324,-0.25753876962413186
ACH-000329,-0.21645332934325853
ACH-000330,-0.162162592446673
ACH-000331,-0.2223632979910216
ACH-000332,-0.1781198551069833
ACH-000334,-0.2499987613734013
ACH-000335,-0.3994205388614491
ACH-000336,-0.5134693509122691
ACH-000337,-0.5628935780562652
ACH-000338,0.016502264323269632
ACH-000339,-0.31446312967606177
ACH-000341,-0.1410644531211229
ACH-000348,-0.38780788938026417
ACH-000350,-0.12580422388144644
ACH-000352,-0.11771129706281412
ACH-000356,-0.4619960447020578
ACH-000361,-0.5722605166304185
ACH-000362,-0.22151686795679285
ACH-000363,-0.3608537287245531
ACH-000364,0.02425678997781687
ACH-000365,-0.025261892339463098
ACH-000366,-0.1291962061388592
ACH-000368,-0.25178775058558583
ACH-000374,-0.10780302012331107
ACH-000375,-0.15012681846302092
ACH-000376,-0.2141105576622176
ACH-000381,-0.4493818914396526
ACH-000383,-0.16676102059069484
ACH-000387,-0.32599793774638475
ACH-000389,-0.39678356911042784
ACH-000390,-0.1488253372310518
ACH-000393,-0.27556124074965965
ACH-000395,-0.2561641285540986
ACH-000396,-0.5980564455017984
ACH-000397,-0.2506223823550709
ACH-000401,-0.18324417327323272
ACH-000402,-1.1126507293214587
ACH-000403,-0.17551796947724835
ACH-000404,-0.15310604844588574
ACH-000406,-0.35698719000996204
ACH-000407,-0.2822530090376196
ACH-000408,-0.2513573337195645
ACH-000410,-0.2769833750311073
ACH-000411,-0.34634343368607096
ACH-000414,-0.4080541534226601
ACH-000415,-0.2888069954678351
ACH-000416,-0.2095702951187058
ACH-000420,-0.4116957432913415
ACH-000421,-0.4127736400996481
ACH-000424,-0.2329763483670365
ACH-000425,-0.32089364721934344
ACH-000426,-0.6149368927130344
ACH-000427,-0.275452538642442
ACH-000433,-0.28014521819811466
ACH-000435,-0.4054658774150499
ACH-000436,-0.17248525305331136
ACH-000444,-0.29737783377503346
ACH-000445,-0.3595744902639744
ACH-000448,-0.6707246913740711
ACH-000450,-0.3862424961006392
ACH-000452,-0.41748246284815255
ACH-000454,-0.3009772424827152
ACH-000458,-0.38405645990162296
ACH-000459,-0.08420407922748968
ACH-000460,-0.4544214726807504
ACH-000461,-0.21283860127363047
ACH-000463,-0.13003760984503476
ACH-000464,-0.6355452938976359
ACH-000466,-1.1920753848522743
ACH-000467,-0.5242728870948491
ACH-000468,-0.2616208779651476
ACH-000469,-0.3593438939584397
ACH-000470,-0.5156651685330914
ACH-000471,-0.0317490446770172
ACH-000472,-0.22286603096319907
ACH-000473,-0.2856888725388
ACH-000475,-0.22748077852613424
ACH-000476,-0.3075072110161271
ACH-000477,-0.1346718481122164
ACH-000479,-0.4081285740184636
ACH-000480,-0.1972036235994731
ACH-000481,-0.1367938429065511
ACH-000483,-0.5203680392957664
ACH-000484,0.03190337683007265
ACH-000485,-0.4036839905627142
ACH-000486,-0.2614738118064156
ACH-000487,-0.77416684337979
ACH-000488,-0.3926539847522888
ACH-000490,-0.4533278746729451
ACH-000491,-0.1494422015158226
ACH-000495,-0.4065071837701867
ACH-000496,-0.03871735515228044
ACH-000499,-0.3222059684165546
ACH-000500,-0.2035939694213429
ACH-000502,-0.4101036028401882
ACH-000503,-0.4653214060193762
ACH-000505,-0.3050905767498435
ACH-000507,-0.17132220290264222
ACH-000510,-0.1428032997570104
ACH-000511,-0.4286721110060005
ACH-000512,-0.13903119184969
ACH-000516,-0.4263141189354642
ACH-000517,-0.4158356067338453
ACH-000518,-0.5805738358105355
ACH-000520,-0.13822221753574934
ACH-000521,-0.2418173458873924
ACH-000522,-0.5402720473471775
ACH-000524,-0.21182645453245225
ACH-000527,-0.35389186497126296
ACH-000528,-0.2559013681585281
ACH-000537,-0.2699630370173867
ACH-000541,-0.6498116094367338
ACH-000542,-0.21835348563410312
ACH-000544,-0.3489952900385011
ACH-000545,-0.26116409410791
ACH-000547,-0.5192955773261827
ACH-000548,-0.24203058782232825
ACH-000549,-0.1612475472842433
ACH-000550,-0.3671720550049107
ACH-000552,-0.4847551559126698
ACH-000556,-0.14186695532190344
ACH-000557,-0.5248155713617044
ACH-000569,-0.6157600019126855
ACH-000570,-0.2592452176798209
ACH-000571,-0.31203952006845403
ACH-000573,-0.24266137952025302
ACH-000576,-0.5096109173869771
ACH-000579,-0.2908725751112837
ACH-000580,-0.21357722189448428
ACH-000584,-0.22212289543552108
ACH-000585,-0.21200347605888215
ACH-000588,-0.049722683875101516
ACH-000589,-0.4592312734934787
ACH-000591,-0.24501905276489286
ACH-000593,-0.2897449257495934
ACH-000600,-0.3529607185362443
ACH-000601,-0.3493410180332786
ACH-000605,-0.3961048883275171
ACH-000606,-0.24854697986442045
ACH-000608,-0.3197145041047851
ACH-000614,-0.4363290607221663
ACH-000616,-0.3158849163150953
ACH-000618,-0.1776206043881467
ACH-000619,-0.30829564020005024
ACH-000620,-0.1430249470002363
ACH-000621,-0.16938588383116768
ACH-000622,-0.11910510508507513
ACH-000623,-0.20783756770285308
ACH-000624,-0.33932894988949325
ACH-000627,-0.03633134528902431
ACH-000630,-0.5086357344476765
ACH-000631,-0.5613681785676138
ACH-000632,-0.29738397240188025
ACH-000633,-0.41468721364180394
ACH-000637,-0.25557871758320433
ACH-000638,-0.4514999770162714
ACH-000646,-0.09259322665432004
ACH-000647,-0.25067645361226765
ACH-000648,-0.3435501567750475
ACH-000649,-0.26062242827956456
ACH-000651,-0.1613992089877483
ACH-000652,-0.2383041093048533
ACH-000653,-0.5379276075746979
ACH-000657,-0.2328441497238358
ACH-000658,-0.8824017765577615
ACH-000661,-0.3602246250145141
ACH-000662,-0.5510084926721914
ACH-000663,-0.1928020900625734
ACH-000665,-0.2556606247912248
ACH-000671,-0.1547679450529519
ACH-000672,-0.6415085334356018
ACH-000673,-0.2749422787591028
ACH-000676,-0.18658794458175051
ACH-000677,-0.6597450454669029
ACH-000681,-0.3930368593819755
ACH-000683,-0.2032459825349657
ACH-000684,-0.2455770834315524
ACH-000688,-0.393652001825536
ACH-000693,-0.2941309321347922
ACH-000694,-0.34153590758358515
ACH-000695,-0.3525325236748823
ACH-000696,-0.2347601157331206
ACH-000697,-0.484505996530544
ACH-000699,-0.3545738237879759
ACH-000701,-0.2703748774482286
ACH-000706,-0.4129874856005607
ACH-000711,-0.23585334726524426
ACH-000713,-0.28569268944077403
ACH-000714,-0.4722655644297775
ACH-000718,-0.222423327613908
ACH-000720,-0.04044215168915076
ACH-000721,-0.3289869507562706
ACH-000724,-0.3943179786549712
ACH-000725,-0.43876018863648
ACH-000732,-0.2163108577602101
ACH-000734,-0.5325817133526775
ACH-000735,-0.21031273713268347
ACH-000736,-0.003243719204634248
ACH-000738,-0.4237391849808429
ACH-000746,-0.20301088266091386
ACH-000747,-0.3751841449258315
ACH-000748,-0.14771523640435485
ACH-000753,-0.12728580394924974
ACH-000756,-0.03284871061739983
ACH-000757,-0.07836665796779461
ACH-000758,-0.2862740653210709
ACH-000760,-0.35551961940156857
ACH-000762,-0.5044130093612945
ACH-000763,-0.8954501926037329
ACH-000764,-0.15530375462437096
ACH-000765,-0.016368317228785106
ACH-000766,-0.23177591409920814
ACH-000767,-0.3241330300939831
ACH-000768,-0.33196715402817656
ACH-000769,-0.20205933870102094
ACH-000770,-0.37371731513197853
ACH-000771,-0.6014714978499212
ACH-000773,-0.4479617875840188
ACH-000776,-0.4660337263595998
ACH-000777,-0.4670584666194741
ACH-000778,-0.3536110138131144
ACH-000781,-0.4904430037412164
ACH-000782,-0.07210612313867193
ACH-000783,-0.37063613650008215
ACH-000784,-0.6244427373090863
ACH-000785,-0.3609606127525916
ACH-000787,-0.1673804564713983
ACH-000788,-0.2576650966635054
ACH-000791,-0.41798649203889005
ACH-000792,-0.3297973979182003
ACH-000794,-0.3080075544470851
ACH-000796,-0.2952877644660424
ACH-000798,-0.4839149286826765
ACH-000799,-0.2604375134224979
ACH-000800,-0.3319487636717304
ACH-000802,-0.4390446982313798
ACH-000804,0.11590696445621552
ACH-000805,-0.22994982834337996
ACH-000809,-0.438842079280904
ACH-000810,-0.2613272202291537
ACH-000811,-0.13189190882129645
ACH-000817,-0.5958795885249223
ACH-000819,-0.1353833695583391
ACH-000820,0.03802797033496265
ACH-000821,-0.2165116997937257
ACH-000822,-0.31625806078237256
ACH-000823,-0.3612562440589449
ACH-000824,-0.27564846902593604
ACH-000827,-0.24464335982514784
ACH-000829,-0.5958432808205559
ACH-000831,-0.3247492662143093
ACH-000832,-0.6411426874943909
ACH-000833,-0.26746589038609275
ACH-000834,-0.3239547218359135
ACH-000835,-0.3056069499013361
ACH-000836,0.018311908355598483
ACH-000837,-0.10814440294118467
ACH-000838,-0.7732534252827239
ACH-000839,-0.42746031084484176
ACH-000840,-0.32048327843791724
ACH-000841,-0.023514840242262098
ACH-000843,-0.1374417648143538
ACH-000846,-0.3502706257616131
ACH-000847,-0.09527777847203248
ACH-000848,-0.1873566537068232
ACH-000849,-0.34633850595872107
ACH-000851,-0.2584416044779141
ACH-000855,-0.004923892788008997
ACH-000856,-0.10038911074191967
ACH-000858,-0.14896541174800831
ACH-000859,-0.4490771250021379
ACH-000861,-0.39219822844523794
ACH-000862,-0.28916783864291185
ACH-000865,-0.4473645867986836
ACH-000866,-0.10877770674976757
ACH-000867,-0.342497916354322
ACH-000869,-0.5380760700139069
ACH-000872,-0.3385311321084665
ACH-000873,-0.8894309823213407
ACH-000876,-0.7999476563343147
ACH-000878,-0.3802504745132361
ACH-000880,-0.2725967928481567
ACH-000881,-0.4153527948994492
ACH-000882,-0.382343412237135
ACH-000884,-0.3743332616656286
ACH-000885,-0.3657551894347689
ACH-000887,-0.3260876842086488
ACH-000889,-0.7838336227930571
ACH-000896,-0.2934240165574854
ACH-000898,-0.4687181841847124
