,SFT2D2 (375035)
ACH-000004,-0.2429288895449657
ACH-000005,-0.15306183794623598
ACH-000007,-0.125373359959536
ACH-000009,-0.11881267305869395
ACH-000011,0.0371308262159156
ACH-000012,-0.15749588719027985
ACH-000013,-0.07116897531710384
ACH-000014,-0.12071784221578193
ACH-000015,-0.2464738929550446
ACH-000017,-0.18110058381599134
ACH-000018,-0.11560035101832868
ACH-000019,-0.019959986763120198
ACH-000021,-0.11829649946856365
ACH-000022,-0.16564522962126446
ACH-000025,0.048544839292116136
ACH-000028,0.017179949635087448
ACH-000030,-0.04505965802728607
ACH-000035,0.060604329569249576
ACH-000036,-0.22501773562777616
ACH-000037,-0.006816616946250176
ACH-000039,-0.13346266538683094
ACH-000040,-0.3386987820669462
ACH-000041,-0.04968296510567664
ACH-000042,-0.0354182672761808
ACH-000045,0.010900998623908923
ACH-000047,-0.12248091314789453
ACH-000052,-0.07777766849013612
ACH-000053,-0.13024964933413632
ACH-000054,0.014097273086975485
ACH-000055,-0.26972933487096523
ACH-000060,-0.13837083775241354
ACH-000067,0.0801226631104184
ACH-000070,-0.10618666049037133
ACH-000075,-0.12376071284423365
ACH-000078,-0.11212650538705587
ACH-000082,-0.052874783880539615
ACH-000085,0.9876225628828259
ACH-000086,-0.2071924767103275
ACH-000087,-0.029699433489523187
ACH-000092,-0.1552181386665902
ACH-000095,-0.14763989799254273
ACH-000097,-0.08418460535735653
ACH-000098,-0.19289419122084786
ACH-000099,-0.05488710783188082
ACH-000108,-0.09395118458336824
ACH-000113,-0.08893505803244586
ACH-000116,-0.12754377395871944
ACH-000118,0.057907136109577574
ACH-000120,-0.016875940226576673
ACH-000123,-0.02537689227456415
ACH-000127,-0.06591843735609595
ACH-000128,-0.10247820230829413
ACH-000132,-0.11622577223264464
ACH-000133,-0.11814094171715063
ACH-000137,0.026806222407322014
ACH-000138,-0.06821617235649663
ACH-000142,-0.11397980473904268
ACH-000143,-0.2137700576152324
ACH-000146,-0.08647692905529349
ACH-000148,-0.129733526199927
ACH-000150,0.004655689041782614
ACH-000152,-0.1456839868048916
ACH-000153,-0.10443011244712837
ACH-000159,-0.09076545263219347
ACH-000160,-0.103537731022269
ACH-000163,-0.18015190627988295
ACH-000167,-0.24879639348965
ACH-000168,0.026368368255100333
ACH-000169,-0.026957717542978904
ACH-000178,-0.0909811638368993
ACH-000183,-0.06125781867178065
ACH-000188,-0.12412753234899453
ACH-000189,-0.3759747769130032
ACH-000190,-0.2525904617076867
ACH-000198,-0.18066635677461626
ACH-000203,0.06404161113607779
ACH-000204,-0.3585712888139716
ACH-000206,-0.10398694283480517
ACH-000207,0.03170928608904123
ACH-000208,-0.08724652647184766
ACH-000210,-0.0881019836312167
ACH-000211,-0.19207677522892666
ACH-000215,-0.03968127425158692
ACH-000221,-0.0648274749542831
ACH-000222,0.025071349863480683
ACH-000223,-0.1519011941782893
ACH-000226,-0.16502646748737912
ACH-000227,-0.026237080732930664
ACH-000228,-0.1825400960562356
ACH-000231,-0.20693272120818226
ACH-000232,0.05687144762599095
ACH-000233,-0.10542616134882207
ACH-000234,-0.14940939533200345
ACH-000235,-0.07669047948434049
ACH-000237,0.017028859455040714
ACH-000238,-0.06568831532287762
ACH-000242,-0.23742075193610396
ACH-000243,-0.10228310638799876
ACH-000244,-0.21316818243165303
ACH-000246,-0.07375936595068731
ACH-000248,-0.17044806032729432
ACH-000250,-0.09664583313722724
ACH-000251,-0.19975333858769245
ACH-000252,-0.12923474584576794
ACH-000253,-0.07933563893916888
ACH-000255,-0.019509222922901987
ACH-000256,0.008653203721312466
ACH-000257,-0.17871263628902367
ACH-000258,0.012172653782383785
ACH-000259,-0.02698454219272977
