,NASP (4678)
ACH-000004,-0.16018913895033854
ACH-000005,-0.17092912491664622
ACH-000007,-0.6768776541898233
ACH-000009,-0.3956950223975276
ACH-000011,-0.36227458937078577
ACH-000012,-0.6123342993440626
ACH-000013,-0.3854527565403123
ACH-000014,-0.3296930947875942
ACH-000015,-0.4034726178793364
ACH-000017,-0.3773840772374435
ACH-000018,-0.3727185698038745
ACH-000019,-0.38718665067823227
ACH-000021,-0.2455241003092408
ACH-000022,-0.7405159241573589
ACH-000025,-0.4515483840482635
ACH-000028,-0.4551774070415212
ACH-000030,-0.4248449254870408
ACH-000035,-0.6749989659181524
ACH-000036,-0.2339030764083163
ACH-000037,-0.5720668537593114
ACH-000039,-0.2605736646570519
ACH-000040,-0.6490357784789672
ACH-000041,-0.3024752813136086
ACH-000042,-0.2675705208937522
ACH-000045,-0.4809304853094775
ACH-000047,-0.40168245492266497
ACH-000052,-0.7373659542837666
ACH-000053,-0.5247838604531929
ACH-000054,-0.5493206492446253
ACH-000055,-0.5745471368302504
ACH-000060,-0.5673835282835927
ACH-000067,-0.4806858037525123
ACH-000070,-0.4653325019149524
ACH-000075,-0.443932126621261
ACH-000078,-0.4627720040184621
ACH-000082,-0.2550974564948727
ACH-000085,-0.8169833262831266
ACH-000086,-0.44309554038909577
ACH-000087,-0.456272963695759
ACH-000092,-0.4610134051664164
ACH-000095,-0.4152745976122077
ACH-000097,-0.4751751048831215
ACH-000098,-0.4262932817719737
ACH-000099,-0.5359106719372848
ACH-000108,-0.4224381328619486
ACH-000113,-0.6195825131531292
ACH-000116,-0.3503806679662171
ACH-000118,-0.3033980764399906
ACH-000120,-0.8041455087063369
ACH-000123,-0.5176444712179682
ACH-000127,-0.3605455677119835
ACH-000128,-0.4542137981739801
ACH-000132,-0.2762459197555577
ACH-000133,-0.4461143752230276
ACH-000137,-0.567603950024973
ACH-000138,-0.4621860295885546
ACH-000142,-0.4580658801198357
ACH-000143,-0.4263112588811427
ACH-000146,-0.1499200638217786
ACH-000148,-0.3831870522418824
ACH-000150,-0.5348163359006416
ACH-000152,-0.4600841124932773
ACH-000153,-0.7373116571549018
ACH-000159,-0.4837990490670448
ACH-000160,-0.2564155874184434
ACH-000163,-0.4786021115045384
ACH-000167,-0.4947660840117706
ACH-000168,-0.17179990260031133
ACH-000169,-0.295158574107089
ACH-000178,-0.5572144389186255
ACH-000183,-0.4381619669338461
ACH-000188,-0.5494056942018862
ACH-000189,-0.5274732675007184
ACH-000190,-0.020486486678399238
ACH-000198,-0.5231199304696116
ACH-000203,-0.5661981140565284
ACH-000204,-0.4175275250591277
ACH-000206,-0.3847864430628014
ACH-000207,-0.5612624793075824
ACH-000208,-0.310409482499695
ACH-000210,0.009054936238911395
ACH-000211,-0.4252107814185418
ACH-000215,-0.3436847364921008
ACH-000221,-0.3612813459455245
ACH-000222,-0.5959730868619145
ACH-000223,-0.5220314915435006
ACH-000226,-0.4306242043451857
ACH-000227,-0.7176334524842798
ACH-000228,-0.6070919424057347
ACH-000231,-0.4701144147450164
ACH-000232,-0.4270883909705233
ACH-000233,-0.3728115958425289
ACH-000234,-0.4834157839111871
ACH-000235,-0.5420398609865872
ACH-000237,-0.444053430669468
ACH-000238,-0.6553397937954075
ACH-000242,-0.0720093199903456
ACH-000243,-0.6902581536979183
ACH-000244,-0.4508610880682139
ACH-000246,-0.2089364808581628
ACH-000248,-0.3870110523023937
ACH-000250,-0.2956770610767185
ACH-000251,-0.5582415325247285
ACH-000252,-0.488030708973329
ACH-000253,-0.39556672253354175
ACH-000255,-0.6534569078615294
ACH-000256,-0.33789102654122694
ACH-000257,-0.40020280370087197
ACH-000258,-0.4602972481808532
ACH-000259,-0.27542071970166754
ACH-000260,-0.2952477549962073
ACH-000261,-0.41229493731280137
ACH-000262,-0.2747163620848736
ACH-000263,-0.3713022861715177
ACH-000264,-0.4690525987051101
ACH-000265,-0.18429431402576624
ACH-000266,-0.3646096087342478
ACH-000272,-0.41976994060491657
ACH-000274,-0.4437745536328118
ACH-000277,-0.5430938799343283
ACH-000278,-0.4767983323238954
ACH-000279,-0.2478967789756818
ACH-000280,-0.2696315249289085
ACH-000281,-0.3341107722451533
ACH-000288,-0.21955275697804574
